	P32238	P20309	P18825	P21554	Q9H244	P30872	Q9Y5N1	Q8NFJ5	P25105	P11229	P28335	P21728	P35462	P30939	P08912	Q13258	P29275	P47900	P0DMS8	P48039	P28223	P51681	P43088	P30542	O15303	P34981	P13945	O60883	Q99677	P51582	P21918	P43657	P34969	P43119	Q9UBS5	P32239	Q96G91	P43116	P30874	Q14416	P25024	Q8TDS4	P35367	P21731	P14416	P28221	P28222	P25100	Q9Y271	P30518	P29274	O95665	Q15391	P07550	O00222	P30556	Q14832	P34995	Q15722	Q5T6X5	P24530	Q9H3N8	P08173	P41143	P21917	Q14831	P28566	P41145	P25021	P43115	P08908	P41594	P47898	Q14833	P32745	P35368	P08588	P50406	P25101	P18089	P41231	P37288	P35346	P08100	P35348	P35372	Q9NPC1	Q13255	Q9NS75	P08913	Q13639	P41595	Q15077	P08172
P28335	0.33041572229229776	0.37642686088228844	0.3830850693429666	0.41426210385356754	0.2939512197959834	0.3684572997217136	0.4672682675241481	0.2294390684277303	0.24773130950817332	0.45626063045144494	1.0	0.48458093355041926	0.39882992231234154	0.4444196949029363	0.3567097582421652	0.3336295230323684	0.3753607015544617	0.31879761484909463	0.25635937222190963	0.37375396280590817	0.49395384383106666	0.30110329831265337	0.3207296332874954	0.38957020388184926	0.28906760900602785	0.4051205388224304	0.40061220038817924	0.2951430735783571	0.3075284010178171	0.2240410745719938	0.3870478247919653	0.26407669785137655	0.48821228425936297	0.23985875330412992	0.4181663963745881	0.40318546077850603	0.2665854556141525	0.2795399253709037	0.3791604687416507	0.4632186298632892	0.24907454601190476	0.2542574396053819	0.3615273170148119	0.4012767061686846	0.3340370342663438	0.49609101827173496	0.47564016459209724	0.2765791740221295	0.30003154889082956	0.3232357823562253	0.3753648572212739	0.33488592973676967	0.30684579149077096	0.36442920820076463	0.3593877048695377	0.316880513080426	0.4720333161940691	0.3208300406128353	0.330772549545606	0.3088377260011569	0.2959696640879328	0.22712769259673338	0.3076465630743397	0.4082853817812303	0.33104542304535234	0.38335838800087696	0.44301906029623594	0.4240312431437079	0.31262375122365904	0.3318095451561146	0.5181668538986366	0.4939370410584031	0.40632341092394786	0.45041359512060325	0.31832060202094953	0.46287888128452004	0.366065779298803	0.36783835152068906	0.3009682708456114	0.35464030619665393	0.262327851422774	0.3841164002074281	0.35730418708426703	0.33329530291855763	0.47048353752200145	0.29741584979185676	0.2543826482361908	0.44311466182828374	0.2601435678277947	0.3463491221005891	0.39522842165582006	0.3828808850210971	0.23379017998936186	0.4718729089505814	
P21728	0.3350558522103865	0.43763421782323886	0.4443537546228524	0.5064504541472417	0.323853874744476	0.4499547316523925	0.5659567496168375	0.22855752082615693	0.22865389735721026	0.6014362340375428	0.48458093355041926	1.0	0.7102119535933921	0.43223820234185567	0.39934123830694634	0.35796331683209787	0.5070000751260817	0.304493917912936	0.2928949721170384	0.3460516174559259	0.5510342175021705	0.29230531770599993	0.2901229528473178	0.4706402680329356	0.37147869347922136	0.41498601780078304	0.41644429071471706	0.37754459967915954	0.18304160793220195	0.24556263400120204	0.7981748654922435	0.2457169488184215	0.5709179672925904	0.3688581643393208	0.5035425277756612	0.4561799319793711	0.25598349461029496	0.31314745584772063	0.49530095150392817	0.5348858707664965	0.25034345768285726	0.2531914405531402	0.42162029136893164	0.4235239923126647	0.6522719436299503	0.5335639716797546	0.5221651415723176	0.409227696231395	0.26962680958006113	0.3863216370679191	0.4457652696988279	0.43143997460227773	0.3369639438371727	0.41725513330434166	0.4054554887025036	0.43053181439218247	0.49179336629736337	0.36586071137400433	0.3193330759890245	0.33004367959032666	0.40435060938084283	0.34387610862910567	0.42070321034346236	0.4830858576800613	0.37826225794531093	0.4297776609520444	0.5385198482038954	0.4950560727381263	0.41749823963335747	0.4410027720891692	0.509490350671729	0.6206452679908179	0.483795784513642	0.489674088381305	0.41143469052570275	0.49016606623564674	0.41363109328616837	0.45322011649134164	0.3210331342743171	0.4494253462994912	0.2814006398226446	0.3119812916991011	0.477374504715642	0.3975552880611394	0.4222459725577202	0.42438505900915197	0.2969077988544626	0.5528041012933815	0.28332805170969405	0.4722618288711604	0.4428743929520326	0.36182314851255076	0.2433672368813301	0.5116434388997299	
P35462	0.3135095547350529	0.371317869148152	0.4726992982289141	0.41534960188828496	0.3049787235886177	0.4117014881111912	0.45058499545362835	0.16100582587373943	0.14853123912214633	0.4613091171980295	0.39882992231234154	0.7102119535933921	0.9999999999999999	0.4556060226081033	0.374895685273473	0.2599381767473645	0.39117029463726827	0.2722596899866439	0.2708204797535554	0.3423491586936927	0.458614336205944	0.24077733962901643	0.2781728903168834	0.3165185379753094	0.37495834165311825	0.3245007059279785	0.3691923839619802	0.3248905591986443	0.17008571895706706	0.2567897459509806	0.6939052094468425	0.22699582071158284	0.46141196976236903	0.30006054126631676	0.47482934160385526	0.39382707512524506	0.23874724214974696	0.27602274397145854	0.4845857129804378	0.4949125601379218	0.2629304576962272	0.2681905700990213	0.37271041017679085	0.40091100748661623	0.6188920755215808	0.5094387838313389	0.523879557803979	0.41189357385277625	0.26854979240033744	0.3403703670061175	0.38023496343957947	0.37394270598202917	0.2870464540520552	0.40371722714203057	0.4615701363519029	0.36100298981412327	0.3976395578650619	0.3363763530914007	0.300196895094882	0.29605022843850226	0.3162453015700468	0.3338233824452083	0.4446547455136943	0.46427720657814575	0.3353878073570618	0.4340677598706588	0.4423404404890349	0.48393083699478107	0.3889980612269144	0.41618847529197284	0.486050844541335	0.4711309381042559	0.46351934364773223	0.4210224548412469	0.3746178852973229	0.4386670716928166	0.3366030335710883	0.3847598578697424	0.30007662045074424	0.4321901727797125	0.2608056808081088	0.27719602523449877	0.45276359306743474	0.3641924503486351	0.37154184741573726	0.48120689060535504	0.25236714247013264	0.4200713391862454	0.24785470571599913	0.4810433493607394	0.3810716605459816	0.3574562311681605	0.23302321962171213	0.5254810086026988	
P30939	0.40220248595682007	0.42697578643025663	0.4538324765631349	0.41351059241208066	0.33447657593631147	0.4743903137361758	0.5332080471593735	0.36685039069861625	0.2978331465571437	0.46292668988472846	0.4444196949029363	0.43223820234185567	0.4556060226081033	1.0	0.4586302864987804	0.39643410629826076	0.408359611891814	0.36121600848988694	0.3289679058678686	0.42934864003431294	0.40040257993860484	0.31874255923609063	0.3828991807256918	0.41492498486329793	0.46157040239742864	0.43410223295421585	0.36776387470414107	0.40802282515385696	0.3068244391340348	0.38529555883586497	0.3834310013308181	0.36623226956041394	0.4429754570318821	0.3168218490706229	0.5304347146123016	0.39743826424854906	0.29327298942901114	0.42731466872689783	0.45662915728102144	0.5083628406676686	0.3611518985933	0.4131847029939359	0.4337185774590453	0.5254336391593036	0.42784341523751307	0.6386689220114822	0.5241545420392141	0.43479653747964986	0.36629464245112936	0.35398550498751435	0.3882383364316486	0.39601453280975973	0.44013745304056506	0.39431264150475454	0.363234616780979	0.30038086725305085	0.42780660299648954	0.4393128142892429	0.420283274347329	0.3480009460343688	0.32017331243968117	0.4334759937655007	0.4481368830829403	0.49108627929444604	0.39083705695390025	0.5161041562372124	0.5390845993711059	0.4879619596522229	0.41628994238803724	0.4607454325572084	0.44097312396180866	0.40941163715271783	0.501401151289658	0.438610394024358	0.4763624352696377	0.47175891948836857	0.3673815415235428	0.5025168024659842	0.34022328110496003	0.43818678488720514	0.37369259513747677	0.3857723253553039	0.4463141901863863	0.3751882235567334	0.4406431600591109	0.47226693948155435	0.3985977660236102	0.38966774283325234	0.36357710033086804	0.4510579661500773	0.36775313557521033	0.45915851415690745	0.34405481505449464	0.6329669102086297	
P08912	0.396339680081501	0.7226181020076179	0.29641279502903317	0.3044247071709834	0.29316996694928454	0.3116396515503143	0.3858618393507129	0.2395302500525175	0.30136149289740494	0.6014821484974116	0.3567097582421652	0.39934123830694634	0.374895685273473	0.4586302864987804	1.0	0.373335677545121	0.31850608515678575	0.3348635234958094	0.3042025169961385	0.39359356289673253	0.3840936775786721	0.23949636719424694	0.39837182938188354	0.2625952347776047	0.4383284033985511	0.4097006969819018	0.3208032789168993	0.3275354662138558	0.3480265081111343	0.32941759532442205	0.35887500092883506	0.35485590823907304	0.37805270516742157	0.31095343288393784	0.39605289457477133	0.4010777251214574	0.2683340823272651	0.3440797528119075	0.34877867076886937	0.41798421619223053	0.2675077107250571	0.2576633178175495	0.5195068182281302	0.4693458252601709	0.33214788263445094	0.3976627206194556	0.38087921199648545	0.41109214387349846	0.3655233078195761	0.3603383626484975	0.3063364331200289	0.37551578869882607	0.32782907903362424	0.3890991900667859	0.3516800051212734	0.4049325229368628	0.37565789986877096	0.42028314371764436	0.39672770882170544	0.3866180713769377	0.3749282622137998	0.33559870106947753	0.5406071840652107	0.3652000035975046	0.3245938052681361	0.43751710977950364	0.3925748064194858	0.40313192514217483	0.39462499498664616	0.37871371214215266	0.3447156280439656	0.4210826108072729	0.31541962786135913	0.4170755142823532	0.26178455424413527	0.43693150226069843	0.29445436188863083	0.3795738337532376	0.30356701667126795	0.2857540460146529	0.3415974123079403	0.4338143021230719	0.35566175948191686	0.34476021559579484	0.38434286389419275	0.37312148360336567	0.31126345666764776	0.41514288401719246	0.3718758678319343	0.31206181402175454	0.39938566639286144	0.36088037341262424	0.3965351349723447	0.6342726850986313	
Q13258	0.24466934707300106	0.36268534091403415	0.28810961716201267	0.36969034726816996	0.3577124084965456	0.358714767903041	0.3972948254816524	0.2855147354853398	0.3308746860558593	0.3881628598623215	0.3336295230323684	0.35796331683209787	0.2599381767473645	0.39643410629826076	0.373335677545121	1.0	0.4459676082123327	0.35920819681059396	0.22855263295010186	0.42401089351564664	0.32340501595977145	0.4292786028250154	0.31520145943808103	0.3292404899761391	0.30363600616179787	0.3638278687890208	0.35877285831118655	0.3136256758965199	0.34370278252867154	0.3183146230595767	0.3011769552694682	0.34610099372886527	0.35676900144472345	0.38729257580318277	0.35708029742105357	0.280650778643996	0.2637118016047161	0.5426366238519431	0.36810372707449834	0.2945229010404904	0.4302207257071595	0.39740697314599527	0.3602403593850718	0.541706382006673	0.35715850604520616	0.3422526132770206	0.3063813983812711	0.30676153785714305	0.37152688817068935	0.4022598164991218	0.3863911727902357	0.2816913170468245	0.3747079056534145	0.5000790903782053	0.248903221891061	0.45198154730724216	0.28154995686457096	0.46326407394408886	0.3853997093331414	0.34046616472590474	0.39411898495079367	0.36646035604115235	0.32693361844963764	0.384167774342445	0.29739162451204604	0.28991818536227404	0.3211745867843415	0.37501177932280805	0.4431453556863291	0.414002239240701	0.2980444321666186	0.3443126033625856	0.2638379384390361	0.2996761708487391	0.38340675818318865	0.3240516605817064	0.3693809832245045	0.40390016238228627	0.3723030165028434	0.3057409541377858	0.33220724072126695	0.2863877679929066	0.3683881678967335	0.3710058329021469	0.2958564254793745	0.33727934735647563	0.321210425630203	0.3464373723848868	0.4200099695767484	0.3116826860253862	0.35902663115028044	0.3261365393856904	0.2926010858630282	0.4020868863380104	
P29275	0.3143033465968858	0.35437235752276364	0.3567636790626873	0.4250168110103887	0.4089723548643811	0.35647196660369573	0.4095912964099325	0.28980095215147045	0.2939044194608907	0.3826736122283564	0.3753607015544617	0.5070000751260817	0.39117029463726827	0.408359611891814	0.31850608515678575	0.4459676082123327	0.9999999999999999	0.36350384269812663	0.31401850033615164	0.34603126791214406	0.34496803348878036	0.3764261323293341	0.2468854161653244	0.528803730717796	0.23556966870245388	0.38209299184753853	0.3870621102464209	0.32390264188147866	0.2479408127456342	0.3840245775482712	0.4223851800665091	0.2868957841913007	0.44468518117112493	0.43981911728871675	0.37351609488695137	0.3723671772346005	0.36137545318500375	0.3763491240488399	0.3842224488609086	0.34156668976271587	0.3942458205873688	0.34695676115862983	0.3585410105779574	0.4748786380844502	0.4176564969361479	0.4185109496334132	0.3700480954797998	0.3325861911881848	0.3460216468562645	0.331370157714056	0.6381850826385203	0.3433469605485072	0.3665494526213347	0.45949904956917287	0.21384589881067934	0.3524775553890977	0.3284603018319394	0.41100906330812925	0.3447396913782392	0.31711234383870623	0.3710338894610116	0.3899407857855372	0.32189624155136154	0.470269077608902	0.3113929613260641	0.24771336735534488	0.29750769842374175	0.46574147992303405	0.4491987102902229	0.38966368638061155	0.3270874010897662	0.36244832853704834	0.31995733657053943	0.24339277227118108	0.3283158988027923	0.3783007171273665	0.4057883068624766	0.42198854673725567	0.34572366397363175	0.375834931402174	0.4298779062900163	0.2663116172608949	0.38400127685963925	0.3762813361121232	0.3313518088656816	0.39700757881241544	0.3053642257927217	0.3558545989559751	0.3294325636411535	0.39812537916984436	0.4346707444378023	0.28756232086957095	0.4223216558497313	0.38232227518501766	
P47900	0.3295775275328324	0.29129142842496475	0.29063506207760015	0.28972666383389484	0.43835106509059985	0.32018145479716886	0.32208216988747307	0.2727473005916767	0.36216554354725483	0.33420670273683484	0.31879761484909463	0.304493917912936	0.2722596899866439	0.36121600848988694	0.3348635234958094	0.35920819681059396	0.36350384269812663	1.0	0.33537416193335673	0.35712326237371356	0.22201240726113183	0.34239630023910217	0.2735739063291164	0.331888405176473	0.2861834694532055	0.2933493946618352	0.2914657135348171	0.22612755471841142	0.40620528286342505	0.39568192140516567	0.26054309044883806	0.36618226793404396	0.35408166601073554	0.2750260748521647	0.34745962004296965	0.3307481776888963	0.26938340372708725	0.2892167998284282	0.2552750529136149	0.3269580929447138	0.3304710764541935	0.27343514083180154	0.36837410385003666	0.41639932885136566	0.3569726694147085	0.3185599174480974	0.27736361425059025	0.35943206187500254	0.3585361849737726	0.3157697506679521	0.37230172011068197	0.24902815454242477	0.4000832766752541	0.34962075985513547	0.22601601813793473	0.3384261890737061	0.26275364680131447	0.36163274632573844	0.34829902962808684	0.32887737797946437	0.3695642182105731	0.24398222612100984	0.24569512209587335	0.33398498512221286	0.2662221808685306	0.27540515657107734	0.240341154525968	0.29299351414685554	0.29446567661624024	0.23993810745018612	0.28107193527985663	0.3166078516377137	0.21393505184886064	0.2951356348412481	0.2644444355520036	0.3602755973485392	0.30205180467458137	0.34491429890734904	0.33293217390224994	0.3125789030935786	0.461972746669681	0.28689086715017825	0.3127488808940736	0.38380518365804533	0.3064823981897253	0.30776027356089525	0.32482267444365553	0.3113266741197194	0.3782881355686849	0.30630437847890624	0.25438098519622054	0.3144381669427339	0.49784151575509294	0.3366708695755715	
P0DMS8	0.21369416819074716	0.2876642945219722	0.259744457594981	0.2698337748503686	0.34677211977041916	0.24619736968544045	0.26342919215131144	0.24466515690891283	0.2542972118984189	0.2856116107649193	0.25635937222190963	0.2928949721170384	0.2708204797535554	0.3289679058678686	0.3042025169961385	0.22855263295010186	0.31401850033615164	0.33537416193335673	0.9999999999999999	0.2539744666425449	0.20169448397573433	0.2801043168916596	0.3186837738207854	0.3468286833731703	0.3456914491463172	0.24445613498077845	0.2329946171670415	0.16557328545654826	0.2536596183720483	0.3805932283640846	0.2771239088910875	0.2854542502802556	0.21836007827658888	0.2542726160534436	0.32593774960278943	0.2301170220301109	0.6947372919832294	0.2718779866446677	0.2501422238776191	0.32512887386185063	0.2830610814381418	0.27155284697138565	0.26464245908102235	0.351695224610848	0.2680794822205147	0.2808280039589389	0.26104690951423837	0.24063154418997815	0.26406420757751364	0.23767178729385582	0.23141981869824294	0.24870310023341052	0.35738124448684616	0.25409341143443054	0.26031141720657464	0.306211452302222	0.3164479448343985	0.32977355802410707	0.2823064233009586	0.21049942350518835	0.2634538369025733	0.2603307106224421	0.21656866451768905	0.29516383137171265	0.5116047836513211	0.31267570653630306	0.26189660747572824	0.2787135755969773	0.20251861334636906	0.2937131682237581	0.24542933755818955	0.28976151773524245	0.2316220825376673	0.2936051707054217	0.2225500359279438	0.2703929081795153	0.23264768208691528	0.22986925205972153	0.25810595855259166	0.28660024066867446	0.31117467046463243	0.2252195271988855	0.23103176881629311	0.26669618953731294	0.2522060850390575	0.2559808660286583	0.2680688926051006	0.30317269382754775	0.251550198372897	0.23346815860244508	0.22090398377400983	0.26345455639957605	0.32336065247924817	0.32670328803649007	
P48039	0.3764179607668748	0.36048614836873977	0.3233299661647023	0.35547262671169266	0.3068384591806226	0.34868575916855343	0.3739138583371562	0.26288328843341147	0.2513671149405595	0.3038893622020249	0.37375396280590817	0.3460516174559259	0.3423491586936927	0.42934864003431294	0.39359356289673253	0.42401089351564664	0.34603126791214406	0.35712326237371356	0.2539744666425449	1.0	0.2978198004319607	0.31586742836827264	0.2881563580116605	0.29037203381581644	0.3445575572379917	0.3601217389978759	0.367376894105206	0.329650601628014	0.3044196053794721	0.3616740532963521	0.2710542584093931	0.26028248082522853	0.32822406078254535	0.34567952134570107	0.363813502476402	0.3767850027915507	0.20403827799076996	0.33382786685851756	0.34934990680667416	0.4481060667392471	0.29328126921518827	0.35789095107315644	0.37931627124445116	0.44831069653885136	0.31888342651434665	0.4734982745787024	0.370220779801942	0.3447580116734354	0.4368726035249856	0.28328559462512554	0.32571197038919003	0.29936144683332755	0.35760473513504304	0.353203368408356	0.33076961012126793	0.3291798325760222	0.34327567661131003	0.3691482510578159	0.32713282691731765	0.32740539785393286	0.28263120231916683	0.36249552090616544	0.34020933400967845	0.382032823145166	0.23262058047208045	0.4214235649049255	0.3820236089950334	0.3272458367652236	0.3719807204067161	0.34566961912858424	0.3321248999241572	0.3358486159630407	0.28909403074557444	0.3694029660906869	0.34670756997967916	0.3654356197319859	0.3035205627162026	0.384847685703939	0.28519341756222577	0.34692060979191375	0.33602231165496943	0.3386793636057914	0.37692475950078597	0.35684040167322045	0.3666102648650362	0.3351444504135143	0.3142445397647622	0.3391264662967479	0.33463070864660827	0.35655166785360604	0.33729471433650593	0.3307125869201063	0.32377169913036924	0.46543550431087544	
P28223	0.3538341270729505	0.3881001091530335	0.34935144060162804	0.36845375982646783	0.29398142764025476	0.3850549899815983	0.46169056074547277	0.15779984866334323	0.2677352821595905	0.5220328963664388	0.49395384383106666	0.5510342175021705	0.458614336205944	0.40040257993860484	0.3840936775786721	0.32340501595977145	0.34496803348878036	0.22201240726113183	0.20169448397573433	0.2978198004319607	1.0	0.3277087686030559	0.3030189591648589	0.310358605705026	0.3342802540804308	0.3853261590813791	0.3909495719342757	0.27963767537559997	0.23900301112993252	0.2046432622225317	0.48265265943271984	0.2492023350898417	0.4988936664106881	0.3363368828596609	0.4141357707396389	0.41918372718396574	0.2506925418612494	0.28012533068466017	0.3771197250722671	0.47230670376285105	0.26747840058133054	0.2392467597504954	0.3378613555492305	0.41945095222448536	0.45427117151968033	0.4626304510983733	0.4692606606319731	0.36076605493576097	0.32543028495306275	0.30416972731104275	0.3533436434328543	0.3400212332587885	0.25265960923747566	0.37899580559601814	0.3149815194571132	0.3581935183668666	0.3946157560134109	0.31989089995908365	0.30277625964283206	0.24665456382505524	0.37051017556021726	0.2952396691909503	0.37572249656017453	0.4510247141861638	0.3410975760675194	0.3811620244844577	0.486050124840011	0.4551405157598105	0.33403527413794054	0.3664813447814837	0.44499057149693877	0.5232649392795937	0.3060334581417949	0.396696579819019	0.31398217723166544	0.4556284732135027	0.32986509017458077	0.3422501796552756	0.30711427207647424	0.40545837500306203	0.23561980179736366	0.36143410218551864	0.31757073670753233	0.3268340200811082	0.43781383259425555	0.4152728850846907	0.28198506384859784	0.48164677911400056	0.25301118727075517	0.4354754774592715	0.37915088834293575	0.3625441908447238	0.20990148095508013	0.4703341036369012	
P51681	0.23673439042641958	0.2147365927572396	0.20700352213266388	0.34409472851914424	0.4182661346948788	0.286070347010156	0.30050721094715466	0.22801503432592335	0.4011767357625851	0.303320196767244	0.30110329831265337	0.29230531770599993	0.24077733962901643	0.31874255923609063	0.23949636719424694	0.4292786028250154	0.3764261323293341	0.34239630023910217	0.2801043168916596	0.31586742836827264	0.3277087686030559	0.9999999999999999	0.29135362703084544	0.38589995916501185	0.26989147079639014	0.3406060539238236	0.3466774720827337	0.29359137457544254	0.33631687634848845	0.3529166469337073	0.22758532247479274	0.2749638486880578	0.35497257812571853	0.3156396500203804	0.32737305415087053	0.31592572033791894	0.2551494248247814	0.36481254063184765	0.30935980654982426	0.2676599268301791	0.5690231083977583	0.36557406396767683	0.269074989188122	0.37101228823134713	0.2741833417798315	0.29256355543174534	0.2855922851610556	0.23974072767582777	0.3191134393154404	0.31211903383679607	0.3607501410347602	0.22803381247418236	0.34746355992518635	0.3767350079045758	0.18626198422656015	0.41328523864992356	0.3097086936307577	0.32958402114841007	0.4027992113892792	0.22915487673908327	0.33887955658406066	0.3072516628712688	0.20711340244629234	0.36877259013036956	0.24657672178839973	0.22510372064343842	0.2888420862048966	0.3819706616094626	0.3342323726513064	0.31507345931370395	0.28511905840618107	0.2784949030111805	0.2139680157440923	0.2559080352533282	0.30581947375773333	0.29369545405292596	0.27573521970045856	0.2325607580583147	0.30524341001337424	0.2835037796928075	0.32796632014936034	0.2838045625148064	0.2948718374981254	0.3998022132522462	0.2955358587045289	0.29887365868673493	0.280025239105437	0.30991585328850146	0.28087768172486255	0.24949829301493787	0.225741224890942	0.17928132043515976	0.3357899454209009	0.33355693146388465	
P43088	0.32312314838863376	0.3928237664261709	0.3097826687783578	0.2589546513481845	0.2656898491376767	0.3130604881437764	0.30998670249076277	0.3082658726853508	0.30122140219924104	0.33992661727488876	0.3207296332874954	0.2901229528473178	0.2781728903168834	0.3828991807256918	0.39837182938188354	0.31520145943808103	0.2468854161653244	0.2735739063291164	0.3186837738207854	0.2881563580116605	0.3030189591648589	0.29135362703084544	0.9999999999999999	0.22617817992094763	0.21975194857819222	0.36839256690599503	0.31749343619592363	0.213585451824861	0.3085216642307843	0.24252907501839835	0.2912879938470825	0.3544951945033312	0.271164327018921	0.338018542855006	0.35247894239116123	0.32856958857434193	0.2609640788333241	0.43382985528949686	0.2972741056557784	0.23250009921877632	0.323499194035055	0.32131969082278755	0.36363625976642755	0.4542904925415573	0.2664102421359301	0.3105944873501917	0.3268417179864345	0.28418084048209513	0.3119777076478653	0.2846520285434347	0.2463857424884736	0.30735083217294035	0.3147038110919018	0.3140865713998193	0.21209569270066084	0.4089691665169213	0.2494674810257054	0.5174204291222151	0.4265505263396032	0.30860017369272014	0.22141861346682878	0.2710483813687574	0.2839233418070147	0.33700950111766376	0.2870700963081635	0.24379485256423417	0.3099809604911568	0.34409687482316564	0.3291141796691375	0.42323026581472045	0.29255094389997205	0.26169738965854106	0.3108119877168771	0.22474915018833794	0.26827348709135446	0.3380710215348653	0.2658637558242243	0.2813233913368036	0.39302478346910763	0.3189764458599878	0.2439840342938997	0.3811039506268039	0.30390034723307735	0.32611689923871623	0.3165719704367592	0.3066109433561756	0.3669503739312113	0.24641751622367075	0.32572805966705004	0.32455845310474885	0.34194086907062826	0.30710993555613075	0.30787320134760193	0.35850789894705376	
P30542	0.29256779570946784	0.27657881434320414	0.34246121121783313	0.39089904241201334	0.3725733300041113	0.41867703424551916	0.5372509745468756	0.25337390058948805	0.17116601019554137	0.45753511951176684	0.38957020388184926	0.4706402680329356	0.3165185379753094	0.41492498486329793	0.2625952347776047	0.3292404899761391	0.528803730717796	0.331888405176473	0.3468286833731703	0.29037203381581644	0.310358605705026	0.38589995916501185	0.22617817992094763	0.9999999999999999	0.2984494633059521	0.3006876982388834	0.3732824284776294	0.36944537823925494	0.3039100972562778	0.33166569568239407	0.32976860883551407	0.2719637422737458	0.3878117013268627	0.34141316899289675	0.4125780876796109	0.3839287034615357	0.30434276692980405	0.2955936203000838	0.35004457005325407	0.3924185610281427	0.31409025822998793	0.31415084811957916	0.30746673471630925	0.39562136707965445	0.38702317578940926	0.3894495428267233	0.3660604064214962	0.3615876421364884	0.23428154352411187	0.30298847390691075	0.4674736380520294	0.3711230585066483	0.32705030179446004	0.38705528680868584	0.19278117908459258	0.37716635476957716	0.35535627482084325	0.3632304942076766	0.31119883816058647	0.274859412000671	0.30141931088975954	0.33246617029539594	0.23159775656523546	0.431676032889123	0.2803331715633077	0.2864903227904165	0.430004349690424	0.399286192402167	0.3285109853143967	0.38019575552483176	0.42272239803425304	0.4462555611262058	0.3720182616352821	0.3809362548861394	0.34509646965601454	0.45337100867721913	0.3113614924915124	0.2921409185227951	0.21411430457237104	0.41236349718148274	0.3474386775612905	0.251428677314612	0.3926757404983083	0.3828452403504077	0.37617700062414094	0.27115659447299933	0.23953990968612593	0.3592852716394075	0.23220607138384408	0.36956702646618667	0.2687366779433177	0.22656093613712197	0.31139252874152834	0.41534030101241415	
O15303	0.25527142511868617	0.3869690684970575	0.2508161727386101	0.37667751226905	0.2479543056012459	0.33395595940085054	0.39775181921030245	0.1912414852192321	0.2536006998827831	0.3899675856844913	0.28906760900602785	0.37147869347922136	0.37495834165311825	0.46157040239742864	0.4383284033985511	0.30363600616179787	0.23556966870245388	0.2861834694532055	0.3456914491463172	0.3445575572379917	0.3342802540804308	0.26989147079639014	0.21975194857819222	0.2984494633059521	1.0	0.3037259025309385	0.28390163206600766	0.36159083109882917	0.2537276090140352	0.35919094927459166	0.34404892552757294	0.2742399051865568	0.3167031861112304	0.27139628854216236	0.4661367010359787	0.315753267765142	0.2626593863456331	0.28214695503482595	0.3938978265690367	0.6205262392676842	0.23440990769480602	0.25423999183296825	0.3268210044418075	0.36080106209330776	0.3853462877708226	0.37523687932582406	0.3424619393544777	0.3142726121362902	0.31256701308905066	0.3104430037638985	0.24437770876444362	0.24811336874264406	0.2826622365481858	0.2807305608065634	0.5066618257291378	0.2560715221581791	0.5267651566798934	0.2618148272622073	0.28198307156953534	0.2889533922117383	0.29624623254340077	0.3201842088684598	0.37456506261725514	0.34959032325370487	0.3242984790648511	0.6543685100563374	0.43286073619899723	0.359597990685505	0.2800436441382662	0.29318263595583616	0.36725477865805767	0.4500802276152903	0.37496188810426806	0.5992364452354368	0.2803461013087472	0.3334035434498033	0.2435944027600799	0.2613352840658133	0.26323940673467716	0.3149107663261054	0.2980656506507979	0.3220294669308569	0.33406808775408514	0.3796783739162095	0.30829113957059867	0.3207926457099585	0.20388120818045108	0.4936618772710353	0.28958977403831704	0.28606284887989586	0.22775473810455793	0.30239076242341567	0.21915249235522147	0.5006177516476621	
P34981	0.3517259120766344	0.42764987680082905	0.31059241218026123	0.37172040659610645	0.2603329701942849	0.35615151192511263	0.3995461630621473	0.2638227269671446	0.26814358226091534	0.40916434575740557	0.4051205388224304	0.41498601780078304	0.3245007059279785	0.43410223295421585	0.4097006969819018	0.3638278687890208	0.38209299184753853	0.2933493946618352	0.24445613498077845	0.3601217389978759	0.3853261590813791	0.3406060539238236	0.36839256690599503	0.3006876982388834	0.3037259025309385	1.0	0.3493235884241108	0.34415827243852576	0.24505446693340188	0.3781383420043246	0.33788855443161936	0.3744188222134185	0.3525378915617069	0.33637276916573605	0.3284094839455597	0.42172131724132644	0.3084179283671382	0.36389080099260707	0.39530417439668514	0.3917325838111567	0.30514704536257214	0.30279858281288846	0.397241176204532	0.42485452439836957	0.36212350871991245	0.3559163258417114	0.32955581117193317	0.3502820704992246	0.34360660785427044	0.2846165442171218	0.32815375813089853	0.4217078202909559	0.3546549398485237	0.3483444635466546	0.26492932841550354	0.33386094123195625	0.3571040186208495	0.4006597758887397	0.4201214169054521	0.37269727310396916	0.3468089244937558	0.3178288732615575	0.33065719504148466	0.4286741105652402	0.2776486080696246	0.32558587841231135	0.4343957479382438	0.42181766720384456	0.38537777452537997	0.3575916715191213	0.3465830090020747	0.4031959877474144	0.3774672781463426	0.329052361664931	0.3476276044188017	0.42703698376232757	0.31537172969378846	0.2854378228475272	0.33500034648946087	0.29673841763849673	0.3555412835006969	0.41782081185432746	0.3602622571330186	0.3626985871415048	0.39275500884629755	0.36207053337739736	0.37043452239544106	0.4356659650575779	0.33200135641160755	0.2797043466031602	0.36211655014230937	0.36561413902394413	0.31569788691573863	0.41255918073039766	
