	P48039	Q9H3N8	Q8TDS4	P07550	P47898	Q9Y5N1	P25100	P18089	P13945	P08913	P25101	P30542	P50406	Q13255	P34995	P30872	P35372	P08908	P21917	P41143	P43088	P34969	P0DMS8	P28222	P21728	Q9NPC1	P30556	P41594	Q8NFJ5	P43116	P25105	Q5T6X5	P37288	O60883	P29275	P35368	Q99677	P35367	P08588	Q14832	P51681	P24530	P28335	P30874	P29274	O15303	P20309	P47900	P35346	Q9NS75	O00222	P30518	P25021	P32238	P08912	Q15077	Q13258	P18825	Q14833	P08100	O95665	P14416	P21918	P41595	Q9UBS5	Q14831	P28221	Q15722	P11229	Q13639	P34981	P41145	Q9Y271	P43657	P30939	Q96G91	P21554	P21731	P32745	P41231	P43119	P51582	P35348	Q14416	P28566	P25024	Q9H244	P28223	P43115	Q15391	P32239	P08172	P08173	P35462
P25101	8.197528414869799	10.075120409831282	9.401976447349652	7.157474334143342	8.271512513415777	7.543897957438052	7.890768127247284	8.841076927713459	8.537187708113345	8.815688814777927	0.0	8.578680732890579	9.466943522124751	7.59465442084582	7.164081497079806	8.38057392474416	8.29673926440607	8.419101625397237	10.477193215043053	7.858000423407749	8.20463359692164	7.892931839718986	11.800177294877003	8.441505392842195	7.364637651149521	9.720081456783834	6.9807884703240966	7.621595855750958	9.850447377293705	7.789196126416246	9.24545471492531	9.994751729566367	8.960708969993654	9.066497894193176	7.559467026008468	7.621130726019062	9.600835870857578	8.228649900363862	8.551444344516534	8.329510191282859	7.578236825007783	5.87115962752663	8.115617697710436	7.696318609338991	8.118722695947614	8.809778845847855	8.060072864060999	8.321556554534816	8.2597732475634	8.954787533572086	9.617743192618683	8.059955950786069	8.415762801658177	8.096492986582419	8.709430755881707	9.051273495793062	7.149351073171798	9.197143738769745	8.572949164810941	6.870801153429301	8.157249809711015	7.594362376009286	8.53342182781002	9.500256346334654	7.354805769990085	8.125517287160891	8.33676228643043	8.07339189286406	7.391110770420669	9.974797246259909	7.411933737895589	7.589050455795037	8.410125855280526	7.828768387151942	6.976599548897186	10.524128802840412	8.43271465040336	6.174355406644163	8.38072735384646	7.824339959696655	7.39124896797248	8.680944063752106	8.151706955109006	8.043263418211705	8.208586063484473	7.65513924376461	8.837607797415634	8.456186758519499	7.806847411035749	8.23821550495902	7.7123243382707605	6.753982309722863	9.379299598235292	8.439224990889466	
P30542	8.201661839550317	9.490967049621673	8.985278725779127	6.94406719598052	7.426977284782007	6.080220902915315	7.992140500854575	8.24695940301993	8.221726581642917	8.360855417633168	8.578680732890579	0.0	9.202566535326389	7.342937406187242	7.682773536589316	7.872083480610658	8.339683335798151	7.6532503914175605	10.521519200695948	7.058292021423898	9.277134536016245	7.462234657891122	11.221487906599567	7.931928337011654	6.557876846520466	10.184376841673325	7.120859137242301	6.66959944346852	9.944876229441624	8.022394522930359	9.79685705134574	10.021335830341753	9.173059215814058	8.218247397317619	6.446234998807608	7.100864110364315	9.835527375014136	8.568956245688833	8.595752024880483	7.671235277184544	7.1614265070388194	7.8178732289477555	7.61750812696829	7.646069895879404	7.3077184585712045	8.62399963579425	8.126163071657501	8.356479320527637	7.860809052208935	9.701573272222566	9.614540981083742	8.076140324676283	8.109441212063015	8.397657331455022	8.996221648858768	8.705215266888917	7.420704321341744	9.075090594137505	7.763180011180022	6.915287883082715	7.551395592883676	7.427147065884616	8.298501977843227	9.937328002399711	6.892986032275726	7.913433317017307	8.008203221942106	8.108710167211854	6.473030397670253	9.944611763567446	7.642891861398038	7.3002995242463244	9.046695298888778	8.554964989881265	6.646592028706369	10.028538331168477	7.504360277541717	6.615221655856907	8.252894790284758	7.842247270247116	7.113353698694376	8.270028036534223	8.165666955814126	7.356106050355763	7.175838949325779	7.7627323660380965	8.167009749629491	8.472126181870498	7.578389063443818	8.055950240328615	7.255132930320011	6.375400848874711	9.245961975004002	8.36828980378632	
P50406	8.604021280913736	10.35714587340932	9.76786530856316	7.884995963785069	8.5912136798508	7.968580426597438	9.235584857197326	9.685447802186097	9.186314383748075	9.400075847180823	9.466943522124751	9.202566535326389	0.0	8.351632507433168	8.967585994005399	8.642962052429631	9.145759051837661	9.137820230407433	10.99941406924598	8.213709082441628	9.84337441139952	8.439859809026013	12.624567050585876	8.44477038577668	7.766232238882361	10.652560333449566	8.844815807237804	8.313377512362104	11.087233186477903	8.162712881917951	10.429117989352243	10.882610512949404	9.726839643646457	9.322479846502498	8.16893978610555	8.587434024291897	10.751436390448994	9.42197834610063	9.118591605291018	8.787494880673316	9.155539576936611	9.201285878061311	8.721725846310639	8.178812220064172	8.891186987815935	9.814055035686975	8.391635202907219	9.187906359921364	8.08351902060491	10.158788058377302	10.217307531015315	9.130975544515193	8.546586185404301	9.420418588847815	9.086797620964006	9.99100181919669	8.11245857881451	9.911756374513189	9.044615872604288	8.048627216984562	9.102607877810147	8.787927187917528	8.5304140822177	9.969192577745218	7.967857358574864	8.71857623004548	8.551281309827862	9.452088740431552	7.893388219089258	8.74707774197506	8.833323491213054	8.50558874299187	9.661393108849504	9.670148394487232	7.339170206060059	11.551230518255904	8.855620236072154	7.822291645968654	8.11593073783111	9.365366547966811	8.31511782517511	9.878468051551469	9.511598302171254	8.670641836037907	8.381584646111438	9.133578445665473	9.612081585075018	9.176693052837022	8.914586143239937	9.245754092089909	8.498802025725922	7.581930879632007	9.338626745157828	8.847714244636258	
Q13255	7.477744909858433	9.604432979608612	9.128498827920135	6.923936628846607	6.2317190615940055	5.503415529398454	7.923909905260916	8.683235321569995	8.38497882444936	8.206254828039242	7.59465442084582	7.342937406187242	8.351632507433168	0.0	7.683646152066952	7.905060864555785	7.587651809958131	6.9874091596757175	9.918479403574057	6.745519362096374	8.747676510539726	7.13713472023143	11.317372193502425	7.596695335194105	5.581892300860969	9.43253813543987	6.993288674540494	3.981056848833065	9.667725027516546	7.464314061705175	8.818992863907871	9.105749319137438	8.09902707644384	7.7353545390583935	7.060081145330123	7.120262289545453	9.652265229744575	7.727669299784905	8.566586554453307	5.64923509793868	7.0692133611465895	6.9123992071307105	6.8854324558662885	6.939039217384741	7.7412913324212065	7.031686431636801	6.638130143520178	8.077506460756803	7.642268095703932	9.008816357528703	7.970745249901614	7.363006952056059	7.674689005348767	7.654153087214434	7.701710355163594	8.515213091962801	6.813704319117283	8.834766799679441	5.481648885553199	6.191425060467508	6.659643413447526	6.339369909287792	7.466073393041402	8.984658555959417	5.871733153703888	5.901459989877144	7.758388849438561	7.639011087944785	5.208686573955027	9.346818008326935	6.410370775732807	6.952472616615613	8.207790680166054	7.773776198668313	6.215537970915119	9.902571423130725	6.451150525736556	6.163278411189115	7.947653206929245	7.355748026567405	6.625732820428011	8.078329943579089	8.056455952513046	5.5202299313809275	6.440997512337876	7.730737372829144	8.238355473175151	7.035703726622404	7.442173917454211	7.902363731083188	6.1871762723434305	5.576775781550455	8.162306100668143	7.348142915722751	
P34995	7.662151255808949	8.871211246267793	8.583177383922974	6.516471164829887	7.984953620230284	7.030390950114687	7.6702602389530385	8.457907861421663	7.947131849522591	8.285427225081563	7.164081497079806	7.682773536589316	8.967585994005399	7.683646152066952	0.0	8.01633785118065	7.866569128385678	8.36127809870111	10.10205572791823	7.122455330555138	7.309480590487334	7.840889735644019	11.295834401361446	7.921638956782727	7.076034932378087	8.46546708926932	6.579645853390269	7.57535200907006	9.446693303698341	6.625614490278444	8.813206699605841	9.700292359450442	8.377294708662188	8.718593880087594	7.1326277501461135	7.311290525861938	9.442968993515004	7.528528728527648	8.037595563543011	8.482393391926557	7.399898749989189	7.193343804866568	7.95918664426282	7.221343409754789	7.973984986529622	8.779461984921003	7.383135567288183	8.10669185677347	7.804209824371542	8.60633598941846	9.201476777042947	7.827496219211615	7.840989000494222	7.734750763015306	7.929929473091296	7.851696275037103	6.57736598945152	9.014399057363738	8.543862709007792	6.801347521198414	7.880007359235261	7.741481192322044	8.187912686021486	8.832305746484316	7.131385065286581	7.915684488256332	7.748137055698042	6.852838435224481	6.9083146085977045	9.122750847280555	6.998955085745556	7.136151148216305	7.912558902379796	7.566934523848888	6.419627001279221	9.70819002482397	7.725555577477545	5.745899079432247	7.835878709475715	7.163205270102508	6.832790473700569	7.8972122527036825	7.829633041419329	8.004624174352132	7.859775225015172	7.165818000656568	8.261760458879499	8.341764480300009	5.78998358721622	7.6886379611307785	7.439820177141037	6.14891557387296	8.99054539368391	8.18158053347863	
P30872	8.337252300211167	9.876505431152992	9.309542885479608	7.909713515996197	8.18178177456904	7.107093678787335	8.439140408889598	8.821194145885562	9.056165941016955	8.741892804783237	8.38057392474416	7.872083480610658	8.642962052429631	7.905060864555785	8.01633785118065	0.0	8.595970277970961	8.57656269266573	10.54043899228174	7.800201493743035	9.169496122014435	8.113898552820793	12.181559756839357	8.153395599854916	7.221930194266758	10.096903689839356	8.072169358359615	7.784547268377458	10.32365777668936	8.337708786169578	10.013248536485884	10.104072528279419	8.993519842616685	8.91989383595828	8.049072654612887	7.844379678073753	10.157713138109619	8.731920839119296	9.281548852864585	8.099121812382744	8.279214596658633	8.398558817779723	8.216679132537177	5.311348808501682	8.34247093599921	8.851825997468755	8.511716417287642	8.879252527994785	5.518355023932503	9.538540845364189	9.576661313386792	8.689933259247931	8.533507396692677	8.806712791787659	9.112971066943725	9.913278864116661	7.813165938996983	9.28321386134892	8.380837026581943	7.491579932306081	8.724733106099118	7.82817580097708	8.54335295218647	9.827144228635715	7.323328083391643	7.916307466457409	8.09099280706362	8.440260058702451	7.620387571675329	10.034658801633004	7.865159944025336	7.677207271658515	9.166239006720357	9.055183883047087	6.9007904932522	10.521476797261272	8.573086147930272	7.510804290576018	5.690548951572385	8.960752267717531	7.814709972737709	9.315451466577866	8.543353979034702	7.6630192519887315	7.688904243311343	8.49788177993626	9.31963990002501	8.419526876119516	8.158837711294996	8.98573980069064	7.946074537667724	7.040065814362697	9.24759528226114	8.193666359896822	
P35372	7.990798773240043	9.886025254073221	9.10613132504281	6.588762062738867	7.020952540113131	6.877406269434964	7.520808114875454	8.323133858784537	8.496316822203813	7.932323265077985	8.29673926440607	8.339683335798151	9.145759051837661	7.587651809958131	7.866569128385678	8.595970277970961	0.0	7.745837490272178	10.290649131586102	5.626380326346284	8.841400698014578	7.633524876425043	11.89999174005317	7.715094517443217	6.886540128135385	10.089109571862476	7.382739554496341	7.241861554248715	10.322760339766894	7.879590576481617	9.62000271686217	9.803875789776646	9.31930467833831	8.955892660119938	7.330923622133833	7.683537316763384	11.493858190971055	8.398050308758068	8.052262512303441	7.827104968610448	7.690541622919124	7.926527954582235	8.228115937673111	7.566425849098691	8.138674828751068	8.522244732772114	7.826149750360509	8.550194849526777	8.30830117774785	9.887163906648347	8.988273591952508	7.960380608467283	7.850310661874616	8.643348016067527	8.371812885682065	8.775605310305139	7.4279070393282165	8.54427578300683	8.20548251794901	6.88227431299047	7.510123624840571	6.858801480190513	7.711095509735795	8.633480633980689	6.870833629077479	7.45974646115374	7.579384996444062	8.059193729429072	6.745332906136164	9.595066611456515	7.381131851721911	5.671762659235688	8.906550776574516	8.970282132298584	6.422427114747706	10.025753892246408	7.270091714886656	6.721786519093094	8.39731932848337	8.058122628421728	7.330485373993206	8.296273956156261	8.54574372597053	7.3605997178667	7.584632391369197	7.9221487979426355	8.176975772386067	7.86506212525118	7.829260534725904	8.136604811617625	7.488571292962801	5.9529874167146986	7.866701058634192	7.334064402423742	
P08908	8.249957304170339	9.664346449473573	9.732512772672392	7.341652364005121	6.534126054685607	6.135057819242561	8.428141108671076	8.317374630279607	8.515129487943222	8.405017960997203	8.419101625397237	7.6532503914175605	9.137820230407433	6.9874091596757175	8.36127809870111	8.57656269266573	7.745837490272178	0.0	10.121490922541328	7.14164375282529	9.141163582695832	7.700209476494888	12.10331301799377	7.443517656066909	6.638149739110099	10.605831380674175	7.639465881612264	6.796269643947731	10.88116360594195	8.49028616463261	10.139189602900752	10.431670757400529	8.881371211587549	8.778692289625695	8.006274188989062	7.465173205269788	11.082547725296303	8.60286748993303	8.437970353422644	7.467087605674157	8.049052129165824	8.419599170155637	7.025207224816959	7.518371019919794	8.231736613044427	8.44291531005538	8.294700880857997	8.943654356821003	8.131564082083285	9.814232047476288	9.13182158519189	8.250351164929215	8.700931241735537	8.52117888495537	8.751888719315112	9.25652747777138	7.924365965462937	8.639418990157388	7.01411674759798	7.265500722917707	7.718877505721673	7.667988152754979	8.016889631010162	9.214629387101622	6.725228012055851	7.3503700942914465	7.427505443932173	8.550243205936104	6.504787065694787	9.301609906968073	7.729793878349753	7.397470276691789	9.430748485700363	8.873314707430877	6.877615061120131	10.793891540549028	7.441807847602633	7.12472294275571	8.467315459251859	8.509246591110035	7.889471361162198	8.97158494960372	8.165087536993724	7.1086497797519534	6.3293496923643335	8.693832636059877	8.54375682210215	7.8559142762765	8.034115240795652	8.633435776855906	7.255158214406757	6.525509667063102	8.287500676721473	7.4938332741903295	
P21917	10.83670682718051	11.51184321216047	11.260475365210935	9.778889083407373	9.856915879133874	9.280206534466384	10.66076564280164	10.64321252537345	10.891347606399204	10.775679579485187	10.477193215043053	10.521519200695948	10.99941406924598	9.918479403574057	10.10205572791823	10.54043899228174	10.290649131586102	10.121490922541328	0.0	10.350190946054296	10.931353887999364	10.452958678242354	10.764560509060514	10.061026128508825	9.559246505776564	11.781931135904912	10.137183725515637	9.742613025741148	11.951216926781521	10.282398335538225	11.358664318378143	12.091273098594845	11.026885720286728	11.403066021828483	10.153569103235482	10.226654732015941	12.566897707917185	10.215980924682308	10.799812095501677	10.245610511916304	10.420248635960606	10.394300716843379	10.185607772297859	10.043741161283856	10.611970378812131	10.535727368217984	10.06834034323752	10.899260571303914	10.553324899930955	11.206069000216964	11.351185725395034	10.417198991428823	10.477321321532244	10.687826008456854	10.597086098484136	10.913396870564684	10.080074875780614	11.095709517434415	10.221570420363769	9.917269521982602	10.275455734706865	10.072967969264834	10.351004104232617	11.214237517684616	9.757058103209838	10.085507674841	10.236260332960212	10.422058434122677	9.263123385900718	11.273340965832386	10.21087298150168	10.026262545665347	11.009563984899874	10.619364443249392	9.368717540646543	9.887417948187945	10.42962358909416	9.751915625583297	10.559324858671967	10.614999724633718	10.237511959840385	10.712369270801286	10.783216845812719	10.075109494135777	9.849874179442105	10.536163676634345	10.792086974112914	10.334213362153251	10.264539828482267	10.323669168161016	10.210262200047744	9.315601830589825	10.25924820002305	10.354871030946288	
P41143	7.373111005592212	9.033384494925388	8.659708013304652	5.72120956653367	7.246681252692867	6.118428539836761	7.432674494109506	7.776516355482235	7.343241496920256	7.827561040321603	7.858000423407749	7.058292021423898	8.213709082441628	6.745519362096374	7.122455330555138	7.800201493743035	5.626380326346284	7.14164375282529	10.350190946054296	0.0	8.348910785867657	6.749705337127309	11.417037730815318	6.832231419735247	6.161988968523646	9.288051807079814	6.620553382480856	6.4223952394781	10.078139786236202	7.28977566689768	8.889715796181756	9.600597125617082	8.644528080976166	8.106804947680201	6.55332489542619	6.880603499294535	9.79414974342413	8.073198673585749	7.586056751475013	7.4226567303030695	6.937756197376385	7.381617283847766	7.224301863998907	6.894505043809664	7.3096480037014935	8.058325079472533	7.156090127028235	8.081300592721389	7.515719183236789	9.192288532923307	8.569973824600432	7.5253726483687675	7.424522825846055	7.7000007034026625	8.105929846965163	8.19001854786295	6.788532125239042	8.211168316571715	7.582502954529194	6.194254424927599	7.310599840413417	6.855637014387456	7.378745883066389	8.181248614254757	6.143779668230151	7.065705648688631	7.1569094091072465	7.287052600762805	6.236088264177442	8.88413993235029	6.594271168468591	4.5144778256915945	8.166971908441012	8.229100800299088	5.863272785098545	9.915418791406847	6.552509084818737	5.851534790122784	7.664546753634379	7.437740203223031	6.625697809168237	7.726026501894366	7.839760801090475	6.700076797584928	6.717076582030698	7.311792315746928	7.874703407523399	7.330198301554601	7.161068362180429	7.448892525627062	6.786499262797347	5.358855892603654	8.0180480305463	7.186921717111167	
P43088	8.913868844935207	10.412230473464136	9.527591996782771	8.140308883370562	8.530938531267635	8.182505502077476	9.139870284630883	9.444542467766407	9.191521543369767	9.257814358471068	8.20463359692164	9.277134536016245	9.84337441139952	8.747676510539726	7.309480590487334	9.169496122014435	8.841400698014578	9.141163582695832	10.931353887999364	8.348910785867657	0.0	8.86645226050278	11.750445166886449	8.82360721566354	8.36416349409863	9.818899660997394	7.710756830017513	8.487336906526592	10.11980278872342	7.84901646382777	9.593741818341794	10.303132205305909	8.903439742394394	9.839925971286851	8.906232996889772	8.509614440887969	10.289929470740244	8.809735121922753	9.516243485565127	9.020716199824061	8.471605294742263	9.015047488692609	8.716239510582886	8.676921323384283	9.38442992400884	9.772557778969803	8.116727028052773	9.367112933310384	9.0568530163824	9.652900333707905	10.155143939803764	8.898331059740782	8.753048623726487	8.861874289658601	8.685082970329303	9.341130336077226	8.282423289286987	9.826197145024476	9.414344489057143	8.046713950418347	8.666197490376431	8.87151219005272	9.186617397742618	9.948443120995103	8.025959256031545	8.919863072802363	9.14171046909535	8.034043739212793	7.92580404481884	9.948905779140935	8.008636459587642	8.351555092996406	9.200683630994108	8.694606953846991	7.63333018801255	10.812276728820782	9.008542020659222	7.194153786284168	9.384639853583435	9.173336490913735	7.953461437945255	9.496320483265995	9.161652904802867	9.02590082926159	8.62209126542621	8.462921255540632	9.480410369322625	9.14839765938248	7.982785184526479	8.801541317206958	8.331068502300095	7.545839108586976	9.546346257260916	9.265403234013366	
P34969	7.829141451579696	9.175303654740569	9.149752410098639	6.4914520091796915	7.412820167190061	6.72129789228083	7.776637240037576	7.984909728405698	7.299410245797139	7.627183480958685	7.892931839718986	7.462234657891122	8.439859809026013	7.13713472023143	7.840889735644019	8.113898552820793	7.633524876425043	7.700209476494888	10.452958678242354	6.749705337127309	8.86645226050278	0.0	11.979305411249975	6.785577618774458	5.769350553749194	9.578072912519731	6.941293222690594	6.5362010480664505	9.641260763525299	7.664892507338172	8.75299131828756	9.547412649604892	8.14864181312246	8.415818893311291	6.8544434019590845	6.925614467812638	10.126137873898639	8.011736351560096	7.675845125051623	7.34857675572127	7.178423242589287	7.819180859286891	6.8418106740511195	7.118358902134529	7.691046052481032	8.385901171886918	7.625024998309697	8.087366759947988	7.708031990748258	9.259397733095453	8.398071287499269	7.742857915450567	7.638619333826937	8.036883500957229	8.136121336988928	8.78717526624059	7.104166811025417	8.642428346255455	7.862604138071134	6.976405448553076	7.820483992938642	7.582050428697084	6.377235743043184	9.18928630325612	6.674702549345388	7.359088877807346	7.178224207996332	7.833167330408094	6.557341876800002	8.984338649993646	7.175606423965297	6.560658627530735	8.491331338113461	8.703317229898262	6.296002243394044	10.31735662146126	6.971068329138799	6.407884976770106	8.06998590280715	7.99298954018219	7.211160234983561	8.564777893111954	7.722661490771894	6.920788621409135	7.339007152486198	7.819343967087798	8.642280770926297	7.111160504576013	7.490779061421971	8.247928203369792	7.081026191508883	6.10816813602225	8.67704868860233	7.318627129829571	
P0DMS8	11.85344437972127	12.731648901516298	12.326611685524691	11.457446064569147	11.859962690506851	11.432346814839795	12.090401266194744	12.109356678290204	12.322867092762687	12.420956288141642	11.800177294877003	11.221487906599567	12.624567050585876	11.317372193502425	11.295834401361446	12.181559756839357	11.89999174005317	12.10331301799377	10.764560509060514	11.417037730815318	11.750445166886449	11.979305411249975	0.0	11.89728675948994	11.295327537723434	12.791428557786883	11.242154949494115	11.3074144654112	12.88764340295066	11.62664245047899	12.364795955404354	13.299201738776217	12.47891871042219	12.785266941389214	11.329330406553982	11.683820816209602	12.900505188955893	12.028840424339252	12.313938481583852	11.377730029254579	11.449338395161947	11.607821662471737	11.835147239106519	11.76190887381855	12.162102357630769	11.469762260295074	11.51829862031256	11.49654346395469	12.159547811896212	12.556013012996436	12.335860361917833	11.952030423870946	12.237107726011894	12.227808287686095	11.801767642518616	11.710045838657305	11.711342068655915	12.52566610880495	11.68860146967578	11.398419360112607	11.844546620971585	11.671931735765947	11.882475692558499	12.553941881099743	11.131938118753379	11.348940736968759	11.912445603385413	11.672606381700932	11.241505864786564	13.120204479079023	11.607996562343352	11.561185465744648	12.073755107439826	11.774024795661113	10.955687632919958	8.463598003396456	11.708840589007131	10.850893213133306	12.31404110707315	11.484907160375668	11.42406237094948	11.149504274378693	12.153538965942074	11.268114816246626	11.714262269966666	11.552298675223293	11.443929571234369	12.425036490643146	11.566186878655031	11.153593212426406	11.79583238780523	10.915954532284939	12.537505074460732	11.932914202576404	
P28222	7.915631109436202	9.76015762206663	9.160551627483272	6.942952426279122	7.281736919963996	6.434363861392951	7.824846867322758	7.814248525165855	8.024383402059383	7.837896764786356	8.441505392842195	7.931928337011654	8.44477038577668	7.596695335194105	7.921638956782727	8.153395599854916	7.715094517443217	7.443517656066909	10.061026128508825	6.832231419735247	8.82360721566354	6.785577618774458	11.89728675948994	0.0	6.4536336431424495	10.375137856592278	7.636738211894056	7.2069555851072025	10.455979545438947	7.997838265929078	9.440883344995397	10.163334099339359	8.576065516177794	8.71297964299379	7.663200573327096	7.324123488532381	10.277771096383917	8.293363575813341	8.310357463102092	7.433435498121652	7.9527101695696585	8.220283200183369	7.229115657797182	7.526321437707074	7.918051163597723	8.536441285357785	7.824339073771204	8.877241756723347	7.76562084028822	9.50061391529073	8.64529292838872	8.270725979639199	8.013335826726673	8.502450186903575	8.396674771007604	9.49456714308568	7.77717719851469	8.443492521970112	7.708802714265729	7.3747877621394275	7.878585572571431	7.272825288953575	7.3047818057554785	8.883312443085817	6.960596581846734	7.303612796785312	6.529214703985766	8.160573787468392	6.897651838325735	9.120738620413091	7.689925536285955	6.865137911463433	8.979799015961978	8.759014236992538	6.26498965760848	10.601865014224138	7.335860437442068	6.879467676339208	8.263860949496546	8.613228005982291	7.462188962248988	8.73053201621958	8.028917984704528	6.913067020830333	6.609012016009398	8.09429895785399	9.020238474049366	7.583065243670697	7.567740611474946	8.485687567038326	7.63274069958729	6.07678690144617	8.599062314049744	7.145327077805845	
P21728	7.2863673615865165	9.021838517457136	8.84920482398742	6.068070399819306	6.176642284282883	5.255413790000823	7.182763340421366	7.609640135925256	7.48417510191899	7.277789182504709	7.364637651149521	6.557876846520466	7.766232238882361	5.581892300860969	7.076034932378087	7.221930194266758	6.886540128135385	6.638149739110099	9.559246505776564	6.161988968523646	8.36416349409863	5.769350553749194	11.295327537723434	6.4536336431424495	0.0	9.403007604890162	6.152180563990022	4.962148654718765	9.618923902647145	7.285445810445649	8.910824429062222	9.277578093559704	8.292893361146003	7.680190059071581	6.045251695107647	6.338417357929195	10.093946221134079	7.374512413733136	7.481137021927279	6.288826778618771	6.978647310263676	6.605535971082353	6.501129252941188	6.201154908238473	6.97624311903836	7.674571549262019	6.601209650128965	7.97482286073492	6.842812486394718	8.904111286963689	7.865737233198484	7.009514079230026	7.027803952306493	7.57769934876414	7.672593274357178	8.558104488093194	6.57583073226045	8.036210401920217	6.584853485552949	6.111358713615108	6.6208905896638	5.173450695574226	4.487643671391049	8.66719984558076	5.716184314929547	6.487268043228873	6.633068651732465	7.461788939791601	4.9341509137879385	8.469209192627293	6.345398168809536	6.145858415562098	8.276086386413455	8.098227348867244	5.7910166970185415	9.910698691442262	6.2522666148463975	5.6758243688535135	7.348302992659969	7.606800063694816	6.224264173316811	8.189946739602023	7.406151483541789	5.918181683588066	5.954911373121131	7.432206813485016	7.94752692278061	6.476936213661041	6.6558226141509795	7.412306702846058	6.216569617533615	5.0651566942470545	7.619837509908006	5.2485454541575205	
Q9NPC1	9.718702432226102	11.091990605792866	10.142970555506084	9.433516761098005	10.354350862069435	9.160096430656141	10.17385902909461	10.709338197749684	10.580512147588028	10.513404265738048	9.720081456783834	10.184376841673325	10.652560333449566	9.43253813543987	8.46546708926932	10.096903689839356	10.089109571862476	10.605831380674175	11.781931135904912	9.288051807079814	9.818899660997394	9.578072912519731	12.791428557786883	10.375137856592278	9.403007604890162	0.0	9.550029687960045	9.625113468125372	11.044578731393264	9.245660120821993	10.277799433846896	11.076259440918093	10.555102256758047	10.3704780235948	9.569548107678829	9.513135263521788	10.797963715239888	9.574001249949035	10.667997963935047	9.971714587664437	9.578930059653363	9.732127192746075	10.11780441486795	9.601378572480966	10.045409499362702	10.800237765819848	9.711477425875165	9.927811945876343	10.056870566479274	9.65750485294536	11.033959314007587	10.2579926043818	9.671019593474831	9.829127664287874	10.195940509446954	10.019159390848671	9.300114362729811	11.011818352232426	10.475373485855611	9.336570991898965	9.795239437288439	10.008811323423457	10.014731342098859	10.837771177352751	9.177370255124817	9.948227821017431	9.93168754643372	7.079675784187757	9.376918516451626	11.152181344493288	9.060010950946968	9.533939910271688	9.228713999335131	9.271559855060024	8.697840848576009	11.624347491729376	9.853625511302715	8.421553274429023	10.07148623376643	9.304066977419874	9.547842102218633	10.305370016963517	9.97347481276043	9.740883140191844	9.984906503635399	9.09704239951743	10.39144095976877	10.222766000827777	9.276278773077493	9.230057638100508	9.622017420152915	8.994137204068917	11.194945449255334	10.363974004435713	
P30556	7.406044842954873	9.1229490733723	8.439884176387633	5.219178062515073	7.335209070056336	6.534022206680294	7.141242657876547	7.909139425053192	7.434611969035122	7.88958262435251	6.9807884703240966	7.120859137242301	8.844815807237804	6.993288674540494	6.579645853390269	8.072169358359615	7.382739554496341	7.639465881612264	10.137183725515637	6.620553382480856	7.710756830017513	6.941293222690594	11.242154949494115	7.636738211894056	6.152180563990022	9.550029687960045	0.0	6.442277196356855	9.793152746142814	7.214087354826005	8.636281619074403	9.066591620958814	8.07665904734071	8.32228746719902	6.9429782279513175	6.538347787772836	9.453827647736542	7.835796457268053	7.56384168106556	7.681680873375597	6.380139247294024	6.6020474910884	7.4847639194627265	7.106243068704748	7.727387788352781	8.32998782212687	7.135038111117025	7.811705861335898	7.545645662888632	8.973759119324054	8.95197710884956	6.691097619285488	7.521626581247138	7.945954370135918	7.671021883508131	8.068705075625191	6.102510406501084	8.63118603879686	7.7726365479239785	5.833482330761055	7.612728701508503	6.908499134638401	7.570749187300096	9.068259980818508	6.599444168298824	7.350381785806404	7.80533971282343	7.103492236442538	5.861428231216571	8.942529221742667	6.8106976376455295	6.7977894777434775	7.955371656946937	7.916503094414573	6.4646950174687525	9.681407308380887	7.081959949536673	5.1760894631953835	7.733356353849815	7.432351709308606	6.269489056318343	7.919843805931208	7.514201049159759	7.510522627036775	7.494154075789032	6.410007933334705	7.808718119746155	7.683182399709059	6.847548583333154	7.737762193344142	6.8806477336825385	5.0541039336770535	8.140979950413389	7.590873188817377	
