	P43657	P34981	P08912	Q13639	P35346	P37288	Q9Y271	P47898	P08588	P24530	P29275	P30939	P48039	P35367	P51681	P0DMS8	Q13255	P18089	P25105	P18825	P43088	Q15077	P07550	P08173	P41595	P25024	P25021	P28221	P32239	Q9NPC1	Q8NFJ5	P41145	O15303	Q5T6X5	P47900	P20309	P30518	P21918	P43116	P08913	P43115	P50406	P25100	Q9H3N8	O00222	P41594	P35368	P32745	P21731	Q15722	P41231	O60883	P30874	Q14833	Q99677	P08908	Q9H244	P30872	P25101	P28223	P21554	P30542	P29274	P28566	Q96G91	P34969	P34995	Q14831	Q9NS75	P35372	P28222	P11229	P08100	O95665	Q9UBS5	Q14832	P21728	Q14416	Q15391	P28335	P21917	P13945	P14416	P41143	P43119	Q9Y5N1	Q8TDS4	P32238	P08172	P35462	P51582	Q13258	P35348	P30556
P29275	0.7781535427473739	0.8017699115044247	0.7960590473120397	0.7671845657536165	0.7947459245164042	0.7676937150014997	0.7015754745157452	0.811033272063753	0.7920995144993763	0.7636382408129248	0.9999999999999992	0.7897577786104791	0.7601645072511155	0.7659113759275381	0.710651584563205	0.7808250713238625	0.8077268953754808	0.77965594895923	0.7493359892456526	0.7015413592552083	0.8362379758596804	0.8104864810436726	0.8013915230165838	0.8066682105007903	0.8241935979912665	0.7688294886542275	0.7489438672009551	0.7234098289897827	0.7279572372105089	0.694111500838363	0.7566994083371069	0.7547904671086045	0.826338299273039	0.771408880269333	0.7864912643219535	0.773947098707077	0.7369585593870537	0.7633181077544386	0.7916328116413376	0.7118769928470171	0.7415291359927442	0.7359458967141977	0.7599155014550537	0.7604344720186687	0.8012095760069311	0.8058140967456735	0.8365527030839974	0.8375508842879067	0.7899801335377019	0.7444619885889011	0.7680969150012061	0.8145148240167225	0.7814274974647052	0.8052297898248107	0.7747027363337883	0.8083253955295495	0.7183768861667426	0.7760038116514656	0.8225502403062296	0.7993916188451646	0.7964092165653002	0.8298584259396936	0.8590776243991162	0.8047036138040286	0.7644290253478165	0.7579953412464817	0.7089989064595695	0.8352871858714374	0.7352164294038331	0.7974737081211932	0.7733059980785881	0.7502697476717688	0.7291831655524255	0.679808509597678	0.8397078652183408	0.7914558625970328	0.8586126837810716	0.7995185678214322	0.682230628337955	0.7550703150208136	0.7213556559013625	0.749035640841312	0.7703773193034629	0.8098210174534747	0.8354911391952412	0.6678910868354578	0.8000339174457232	0.781845388308862	0.776362924941528	0.72760115941566	0.7665001870719951	0.7595032601921506	0.7731495079347273	0.7297159555136599	
P30939	0.749477760330543	0.8437163846024995	0.8476720681331684	0.8448446981007222	0.6748533803052259	0.7684460003119952	0.656182652582701	0.785695808224977	0.7504214581157818	0.7030189539029711	0.7897577786104791	1.0	0.7305471437207234	0.7694608708299691	0.7420271084045719	0.7933372224401986	0.8054715205016313	0.8046107839103172	0.7151759314224342	0.6676103268622433	0.7374928594075808	0.7671576478010316	0.8177439484530047	0.7662395223622342	0.8071296028996117	0.7518093561254304	0.7978824511720124	0.8191325999712391	0.6847857868402971	0.7186374284713221	0.693780765080464	0.7311385493091055	0.7915196052599347	0.8361302585669902	0.7705042763489834	0.7994651397352196	0.7185658943593612	0.7720005220132719	0.8046261031465217	0.7562467225478368	0.7867794844892153	0.7402791669587309	0.706668715333077	0.762179069511838	0.8067132334682116	0.8037727913728572	0.796989312467405	0.8081164289729943	0.7206518419073211	0.792720897102185	0.6683570943950188	0.7969486897924299	0.7815970217378968	0.8090503578571131	0.7323782719357932	0.8085053416684056	0.7601352698104844	0.7327678511715715	0.7756242446987912	0.8096316493158773	0.7836838259807104	0.7726198786832328	0.7576815735546165	0.8529219161991671	0.7646055555766216	0.802938558752859	0.6824817231622299	0.8300518410942349	0.7198827836243307	0.8052690457182771	0.8321851625250957	0.8165432119630727	0.7944858249921424	0.6886870860320945	0.8296514456655987	0.8028599250031789	0.853739440615957	0.8302978956672645	0.7493758075092054	0.7827506481793794	0.6607480637743655	0.657704736671565	0.7863480177803263	0.7621118719488028	0.7744132286959544	0.6892648605714503	0.7907583029238183	0.7493836499230216	0.7581043030757743	0.7313253947716275	0.7004573856866373	0.8057103600488394	0.767917547938063	0.7577524749005767	
P48039	0.7706548816592134	0.7873739750721845	0.7697449705389116	0.7259260568543539	0.776616942938955	0.7571563034527968	0.7493692695101203	0.7990386407683056	0.7530890996011891	0.7362863892934755	0.7601645072511155	0.7305471437207234	1.0	0.7249845305574972	0.7256930871308013	0.7566150311504025	0.7846673315570576	0.7763824891220571	0.7710507056315986	0.7205934057525855	0.7137425027226931	0.715442746997654	0.7981753849741664	0.7429404107205276	0.7743988308326023	0.7833576336368346	0.7668502135374806	0.7008333313756488	0.7683698471613333	0.6860907053841889	0.724313951311326	0.7558289572308821	0.7910498095878886	0.8150811944164462	0.7473835472815287	0.7630429987786567	0.7522488205580511	0.7296992889412881	0.7558641345169832	0.7277615863323311	0.7432896467290465	0.7059590546310495	0.7754262366143225	0.7896000808375756	0.7872952626645756	0.7874393716742557	0.8376437826016363	0.7503728039185216	0.6923461400197578	0.7698861162148061	0.6714595280597527	0.7826138071896674	0.7227404289143452	0.7695439426940037	0.7522461664398488	0.7185076560655697	0.7836572748420334	0.7441108807824701	0.7957850938707365	0.8173980272081166	0.7465230837891654	0.8097666840809716	0.7468781482961802	0.7523332720757085	0.6426784457286648	0.7679029432015814	0.6312100703161785	0.7774922116995754	0.7001558107562961	0.7409957730022781	0.7381836880966043	0.7921954919825129	0.7540739028638982	0.7425525067561446	0.796809970604438	0.7685912056589398	0.7781104229722088	0.7852307069630552	0.7914301332230284	0.8025414624688777	0.74496815138245	0.7183786110178502	0.7669755009051122	0.799090039758266	0.7482760024211179	0.7698328773470436	0.7742104496509562	0.8035412699151692	0.7295012375774337	0.7981189285811977	0.7619854858761544	0.6727217067608925	0.7533315292322084	0.7880987653657691	
P35367	0.7711118490335881	0.8253137433674627	0.870312593641294	0.8238439185117956	0.7691733483307542	0.7670392253758954	0.7396745258113975	0.7224102274295208	0.7615257509482054	0.7913618705170873	0.7659113759275381	0.7694608708299691	0.7249845305574972	1.0	0.7317021082513724	0.7635665605658017	0.8500505271713749	0.7241225631124522	0.7665900746658767	0.7102180275536677	0.7638948507508948	0.6520647249464884	0.810546138539356	0.8053034295525238	0.7614892420799916	0.7780390984035775	0.8355753591330226	0.794658314848293	0.7067013583001223	0.5972604078679896	0.7007226919847632	0.8062108594229936	0.831874077360806	0.8214918484701588	0.7066629812732826	0.8449468773408363	0.6769626528071663	0.7267727668471788	0.7258012847977326	0.7667008118582155	0.7305786747926741	0.7139646345013331	0.7617142314335553	0.7678377532878048	0.8622003502941237	0.8153169734799499	0.7856790873110335	0.8163101550895643	0.7446839198493806	0.6906719359284602	0.7210637424052376	0.7797396690652093	0.8249341030927578	0.862255646635888	0.7618347731023396	0.7681244138149471	0.8022660017061379	0.7760166671592327	0.8182766236142442	0.8063220935910455	0.8382447249372479	0.7332504671036695	0.7654358678054101	0.7880335662651624	0.6781420689301312	0.7722360665228298	0.6337484389209472	0.8559571401107361	0.7962493795578668	0.8111634149395657	0.8073552869996322	0.7988247605412656	0.7526052728908937	0.6241448764255204	0.8411667780291684	0.8029278173649144	0.8420566197201664	0.8240018727983246	0.7122226421049537	0.7434140252439149	0.65790986118662	0.6389123940196569	0.7679801606416324	0.7918451935601535	0.7191022253738433	0.7250157643611949	0.7760643785236149	0.7477362901654577	0.7928660619071994	0.7403377399335209	0.7570516171611137	0.701040575409269	0.8164860666315872	0.7785972447041741	
P51681	0.7712727609230408	0.8230336956104093	0.8071459310035167	0.6850445553785177	0.6963150179339256	0.7664829830403033	0.7510140278418378	0.7012750082068193	0.7052575592492892	0.7068459328874334	0.710651584563205	0.7420271084045719	0.7256930871308013	0.7317021082513724	0.9999999999999996	0.6749258352301495	0.82714795679191	0.7510523951242424	0.7625597362635159	0.6782618952928668	0.722250505992709	0.6909934885213446	0.806975262536594	0.7582336291690717	0.7513645880306346	0.7584879312445946	0.737593070548271	0.7622027260943849	0.7082688452041106	0.599711792992463	0.6958925171963716	0.743455177183596	0.7907877662918361	0.8149112597242861	0.6913549878874936	0.8070624915028958	0.6706629932373412	0.7212004501158288	0.7098765432098763	0.7497897789536139	0.7197446409097702	0.6725057402344998	0.6674555504508113	0.6964975377992134	0.8042830987031367	0.7929318079970596	0.7036646629087179	0.7730153602825158	0.6820987654320984	0.7370277311900888	0.6209204205650661	0.7534668909464761	0.7497771504927776	0.8116959932118202	0.7387148857524839	0.7277017008354605	0.7800710421064565	0.7056503290095423	0.7601215642041251	0.808745799025788	0.8163276817020624	0.8231334537627065	0.6737300690146204	0.7607561228721141	0.7467400523400723	0.7590939932913464	0.5925925925925926	0.8088240411476776	0.783939615391287	0.8139214557636051	0.8411267793649464	0.7509752503594518	0.7552902730471298	0.5900772953353519	0.8015988988551764	0.798312968336581	0.8095500301010434	0.7842861140804385	0.777491967845593	0.7824258865651498	0.6380636903544079	0.5903377195588845	0.7895938717084556	0.7499056457736238	0.6600282599787959	0.6942767774482544	0.7738178788540737	0.7417914771943813	0.7289368994607264	0.7071082842347686	0.6893932416868231	0.6708228021267201	0.7196789149391492	0.7751378838163251	
P0DMS8	0.7460949805713267	0.8023765064134808	0.8049069949438515	0.8032906819654025	0.6810518820038567	0.7146733788958798	0.6897488898239406	0.7179039515526418	0.6929840679361273	0.7713433067671037	0.7808250713238625	0.7933372224401986	0.7566150311504025	0.7635665605658017	0.6749258352301495	1.0000000000000007	0.804633283836703	0.7556922307646784	0.7466722792051199	0.6210511628924937	0.7819024667041401	0.7275776549272618	0.819939262392763	0.7392833618380408	0.7756466705593447	0.8183941424981787	0.7122498059310926	0.6565448783519867	0.70922078594779	0.733593242828082	0.746284132527618	0.6756589858991663	0.7319472619965944	0.7814251142180191	0.7987378362295041	0.7786959940792282	0.6966552241144451	0.7198074546643386	0.7894774678150832	0.6680046407068919	0.7911712586477456	0.6609858370246308	0.6432324708930145	0.7742694790873031	0.7190269093629577	0.7506594409054094	0.7878227221973061	0.786013653104035	0.7476816018719318	0.7757186630027336	0.6560065294434858	0.7498707065855882	0.750661237943496	0.747485174364869	0.7179451435270522	0.7240523353935817	0.775744270496241	0.7151507774339267	0.8209263679755286	0.7956294016280077	0.7508231790752644	0.8045143806141513	0.8156018993412057	0.7709338641151631	0.709124261815747	0.7006255291551015	0.6710558476428208	0.7868826892050498	0.7451432535304513	0.7136657941404985	0.7463204694068254	0.7899579083216842	0.7900217474163183	0.7482114417999645	0.8320582957144878	0.7254666855879607	0.7637544328530218	0.7442286030721647	0.7580990672050606	0.8148942017197632	0.6411912754731878	0.7015906185594022	0.738543496807381	0.7742628087191935	0.764430860756079	0.6892251349052205	0.8084477968466663	0.7741691281284145	0.7900137660613518	0.7093008733240379	0.7241649427648829	0.7712721544540683	0.6765785843714753	0.8411223174970113	
Q13255	0.8459109632911291	0.8969784860247055	0.9158217445381668	0.7773241320358365	0.813792941576466	0.8120974193361028	0.7730806011533475	0.7884556187176498	0.8245421101539764	0.8402681910624679	0.8077268953754808	0.8054715205016313	0.7846673315570576	0.8500505271713749	0.82714795679191	0.804633283836703	0.9999999999999999	0.8479807908051313	0.8045344309704539	0.7525381931785757	0.8536850306236173	0.8068837758066982	0.8417676898474993	0.8381822128762753	0.8342713612582161	0.8351016813503309	0.8186660213134631	0.79822497535163	0.8092851915368143	0.7183134277814544	0.7591965739516272	0.8039980706505501	0.9086509647928263	0.88132699959181	0.816726888722931	0.8986345268259641	0.7944282137692423	0.7990662977329955	0.8099591138610956	0.8100823331591329	0.8557560342592255	0.8129618927734081	0.7580027410768386	0.8110985706282089	0.8886569990573079	0.9392324238032718	0.826432746085858	0.8821103944594391	0.8240227126226711	0.8245095001509216	0.8130812001276643	0.8399978711353319	0.8052654010812454	0.9094494184229137	0.8271532587948034	0.8143565285252918	0.8330094732428782	0.7942467130099032	0.8698046117673981	0.8791753718001936	0.8965013913372284	0.8523149973665304	0.7979508055947986	0.7808493343941579	0.7630831335367556	0.8410596488872611	0.7688100656327831	0.9142558659419986	0.832848688914373	0.8241598639653553	0.8617523726545531	0.8514343099755555	0.8041205618439412	0.7246734518323118	0.9115008355533822	0.8872785883551629	0.8645420305041863	0.915005769563319	0.832420347731036	0.8200669895115837	0.7435254346034025	0.75283566073637	0.8293822658697705	0.8700095085540765	0.8239695147299095	0.7914924754715394	0.8526887449862146	0.8655290360324261	0.8483049600140956	0.7494657645068664	0.8136250520456196	0.7963089829075346	0.8057615745640115	0.8178706800246129	
P18089	0.7590685621841499	0.8240667308619706	0.8397808211085906	0.7390654331419122	0.7979092261539229	0.709450089947761	0.6795035751624298	0.7899750162176853	0.8202796439019953	0.7149316450498765	0.77965594895923	0.8046107839103172	0.7763824891220571	0.7241225631124522	0.7510523951242424	0.7556922307646784	0.8479807908051313	0.9999999999999993	0.719845253578066	0.7866890076162955	0.7456132299023716	0.7827596751620828	0.7746049823872136	0.7571257660382748	0.7550630527383737	0.7124122991377924	0.7733144119476365	0.7161364131877694	0.6981215142191454	0.6784286579504024	0.6450692941124471	0.7070039882104158	0.7912819268557976	0.8150184334640374	0.7530033190110079	0.766187041559962	0.7236346806514004	0.8012027980759748	0.7660273661926706	0.7846357736166718	0.7655563649619642	0.7711216050523726	0.6924750321847765	0.7550883603030708	0.7601870702698615	0.8030740823491636	0.7256802987473951	0.8272025569842214	0.7326216615015616	0.7637505332629908	0.6877140091083397	0.7972786541765056	0.7440785998720526	0.749834305940311	0.7687705373405709	0.7936889076479089	0.7253400530084109	0.7726809071327828	0.7729929973818694	0.7691381649398122	0.7485703298186897	0.7719681299074616	0.7398813636006353	0.7598650354323673	0.7469572038570238	0.6980500783190579	0.6790573419106456	0.7789761544194573	0.7567409872301647	0.7292722820193438	0.7728341054412572	0.7966369028694713	0.7639356720514517	0.6463894630744768	0.8089333428306347	0.8063285885795072	0.8306480863483239	0.8452863007645862	0.755085235527345	0.8131816297293639	0.7242523150660103	0.738575207644121	0.7350359878850452	0.7963157121996304	0.8031270945927672	0.7228543728571836	0.7175183480896274	0.7862824444332519	0.8007485018136902	0.7062956460974312	0.6915217434873896	0.6991154147126066	0.7328528289585196	0.7619351360780182	
P25105	0.8211915318916168	0.7883085466059467	0.7068276139381873	0.7664045744693819	0.7209824985684584	0.7182966656735331	0.820682044265057	0.7705636949061692	0.7393140672579491	0.6511324014786232	0.7493359892456526	0.7151759314224342	0.7710507056315986	0.7665900746658767	0.7625597362635159	0.7466722792051199	0.8045344309704539	0.719845253578066	1.0000000000000002	0.7295038785127648	0.715741198427575	0.6501905179367922	0.758782582557144	0.6868780960511428	0.7675832576981064	0.7770108782284433	0.7217227864609738	0.7180545852769066	0.727272737316741	0.5962404325228152	0.7287359197043912	0.7443027391443725	0.7958459656959516	0.7849199358563921	0.8145811955176883	0.7193019954325972	0.7171697101270393	0.7394329253302785	0.6980481750611793	0.7802416420053707	0.7296304467760918	0.6954067041970245	0.7947050112774154	0.7336373166522492	0.8040188194643944	0.7592792299835666	0.742870898904234	0.7767966626427206	0.6781984639219987	0.7166933431327775	0.7441273684388383	0.7226825153132382	0.7713427021940459	0.7893779173763674	0.7934597369881571	0.7194286378426278	0.8433541371262151	0.7548128211257533	0.749467896350187	0.7615718963154191	0.8100972684423993	0.7449489052349932	0.7533331583617998	0.7435900953925724	0.6091424114584835	0.761166751938886	0.5905289063906185	0.8105890282265901	0.7130250214943523	0.7270247604099963	0.7471282125732129	0.6847550989762273	0.7147812910604056	0.6297565764868809	0.8001325086604166	0.7900391297557356	0.7854339226289473	0.8066118372433303	0.7796149634350542	0.7423634884353715	0.6348152194235672	0.5928815323445339	0.7529337915865365	0.7819511640286663	0.6950135933625966	0.7403352181775328	0.7792175077491716	0.7671669204859525	0.7227715953636723	0.7438735048775539	0.7372893007862226	0.6383043317163543	0.713284180817232	0.8152884617572506	
P18825	0.6981929780183034	0.7276163478292956	0.7111814709460313	0.6794155338988274	0.811409023670379	0.6888416789675901	0.6265272971764299	0.7157276184576286	0.7997945236350696	0.6430552346752226	0.7015413592552083	0.6676103268622433	0.7205934057525855	0.7102180275536677	0.6782618952928668	0.6210511628924937	0.7525381931785757	0.7866890076162955	0.7295038785127648	0.9999999999999999	0.6388709395761685	0.692196263127902	0.6572167930220064	0.6832227034229497	0.6476271421645837	0.6487107745422718	0.7082181635423157	0.6966330630739344	0.7287613681820423	0.6781822644383884	0.5750103000637048	0.6747428377002935	0.7708121112974905	0.7561040062978173	0.6255257458434849	0.6951028824787412	0.7044666895741817	0.7502425660347857	0.6527546103416821	0.8134832495197555	0.6766685032523482	0.7455728841832769	0.7609859504251867	0.6614652232371636	0.717071011876335	0.7713349926608644	0.6889417674380206	0.762261516724851	0.7350735754114146	0.754041685550856	0.6781541109817993	0.7313767242071118	0.6604343892583472	0.7330095673270184	0.659782805321631	0.7555084820312945	0.6568044374261877	0.7229440390678198	0.6665957226532535	0.7408404025606886	0.6779184580014399	0.6693937447485679	0.701000653975154	0.6746284883958046	0.7580091431923675	0.7402660532060301	0.7539141836139943	0.7064631187119562	0.6484477688288727	0.6559569330333489	0.7355018180751873	0.6815981765909971	0.7478154097264607	0.600700261460994	0.7070052073232919	0.71953434711225	0.7578296098563145	0.7871430209954191	0.6293572550320248	0.6862831085970381	0.7358537540511738	0.7241010838282819	0.6518647106683504	0.7743916386533181	0.75983614988236	0.765333571938446	0.6648580626033846	0.6699497562251155	0.6858193577621274	0.7043227532130427	0.6785660453503928	0.6481433474047608	0.673114727490283	0.7034020922879793	
P43088	0.764502975611194	0.7939152859819653	0.8160656581317036	0.7408299595544401	0.704118154017848	0.7580668946459032	0.7162977882634274	0.756406103425079	0.7138470243545284	0.8051847632738857	0.8362379758596804	0.7374928594075808	0.7137425027226931	0.7638948507508948	0.722250505992709	0.7819024667041401	0.8536850306236173	0.7456132299023716	0.715741198427575	0.6388709395761685	0.9999999999999998	0.7403062760519185	0.7897337157578054	0.7600122007399494	0.7794456891851482	0.7810043587205585	0.7986275019257373	0.7261700158572396	0.7886449342413416	0.6567638979271061	0.7737404001694216	0.72478776672702	0.8325737070573064	0.8061647117685196	0.7494701351239665	0.8020929577386414	0.6722245922741471	0.703952337955985	0.7944755565919799	0.6846396097766995	0.7631473122207583	0.7605381296076699	0.7009961978309109	0.741514753122979	0.8364743693040013	0.8337236916510615	0.8078792811219009	0.7972716800405786	0.7958382933957396	0.72972395626884	0.7526514117312865	0.7760693747555516	0.7445378664348542	0.8384083998328344	0.7511207962689309	0.7923314181956242	0.7660425060772736	0.7222607907255485	0.8326033341278877	0.7818792620126768	0.8353003282591075	0.8080780164194761	0.81643698087133	0.7199698572282607	0.6872909038014464	0.7722587197775292	0.7154368219739097	0.8756598668291442	0.7836658616554893	0.6996208254930659	0.8160676778805165	0.771080269095174	0.7227484381483681	0.7082940012464876	0.850456462979762	0.8503641214132748	0.822911860768167	0.794844319630345	0.7603913683420265	0.783487842052055	0.660555036896055	0.6380255748893896	0.7845538765362138	0.800743747304828	0.7311166110874746	0.6648784883517522	0.7968155648292501	0.8208165296433168	0.7978464072940676	0.6643254331807179	0.7551497437779112	0.8132570085942751	0.7632165386770033	0.7509546660447334	
Q15077	0.6895271625013882	0.7737158278394225	0.8063266285295604	0.7108223240386902	0.7582261566930714	0.7444023465339248	0.6329322047081304	0.7525303860306342	0.8018387989746728	0.7186193659396106	0.8104864810436726	0.7671576478010316	0.715442746997654	0.6520647249464884	0.6909934885213446	0.7275776549272618	0.8068837758066982	0.7827596751620828	0.6501905179367922	0.692196263127902	0.7403062760519185	0.9999999999999997	0.7094299253691915	0.7596613319515417	0.7844645405527361	0.7887780154461969	0.7348545364147828	0.7403071326488019	0.7681398973247339	0.786172760138501	0.7355170055695356	0.5941059281607911	0.8193830731891628	0.7422538096679462	0.7830679608578835	0.783155510851317	0.7425475310155348	0.7669741924410425	0.7396348521025573	0.6917107942835883	0.8180593870626631	0.8172886403382478	0.6604186146571657	0.7351317566798997	0.7498447774605013	0.7940060395419942	0.7507210291075566	0.8579865251903036	0.8097356407931287	0.8204289830370233	0.7688291467320756	0.7675816977643465	0.6684474105991796	0.7724137265853507	0.7089770677341432	0.7826829992590724	0.6857576833233989	0.7298603592341553	0.7267661606919952	0.7708494473760857	0.741054916102641	0.7630835345004282	0.7312972791824578	0.7038116083807372	0.8004293808560452	0.7123637491000729	0.7414231375283372	0.8164156707602147	0.7281601608659954	0.7077190650625912	0.772503821719663	0.7499222214639376	0.7652630989391059	0.7601578538460151	0.7894146781410447	0.7767110893966351	0.7516976373746888	0.8258535982735462	0.6773704162520233	0.7311299557259545	0.7731113434850682	0.7959222569983769	0.7066665327675198	0.7780980710417745	0.7831071856976841	0.6513952339750289	0.8054849830837476	0.7722755064921862	0.7399992187548081	0.7122896468822221	0.7583029807760265	0.8037065038428531	0.7090711985547743	0.7161410320535789	
P07550	0.8024747249922031	0.8530491647441337	0.8316123650596439	0.7846568803353955	0.6856064114257743	0.7720796857556671	0.7552893164888516	0.7317388191660915	0.7447359891198733	0.7776340769984627	0.8013915230165838	0.8177439484530047	0.7981753849741664	0.810546138539356	0.806975262536594	0.819939262392763	0.8417676898474993	0.7746049823872136	0.758782582557144	0.6572167930220064	0.7897337157578054	0.7094299253691915	1.0000000000000004	0.8009413322607306	0.7456644650614752	0.7885328687280663	0.7872844273204233	0.7573150780381205	0.7293161804619293	0.7027726307571693	0.7187675374811893	0.7649739691633926	0.8162971209222099	0.8251438694292519	0.754485051393642	0.8251944441627054	0.708876196204719	0.6917818414776802	0.7326657472464716	0.7535203583606251	0.7619581555796966	0.7056153940241965	0.7267631676302151	0.7437637980816963	0.7831251250992511	0.8261682008743968	0.7827282992642769	0.7690951161455442	0.6935554760411439	0.7794637892684684	0.6896759956844144	0.8093834845876902	0.8057018413388414	0.8287506887296855	0.7742399468444062	0.7520232869981593	0.7882314110221523	0.7685521734375557	0.8535722304897202	0.7905036462614116	0.8154691337149074	0.8061686373043043	0.833259210011233	0.7506631013629834	0.7143249788845505	0.7693255904966235	0.6492305020084393	0.844752836763053	0.7895658066695516	0.8229088719749128	0.8058404169471565	0.7802394730839466	0.7851166438401875	0.6657277672285026	0.8678374693877167	0.8057191854518969	0.8081374377360413	0.8017701908023911	0.813598277207472	0.774832069787925	0.6861193224175252	0.689516075651705	0.7901117983643339	0.8071246255976381	0.720161905834757	0.7159496511011837	0.7996039186396691	0.7455947136563877	0.7643934584772957	0.6884946553711436	0.7250389766527577	0.7155774664893496	0.7244121089980866	0.7842251490149654	
P08173	0.7383215264212808	0.822721309217224	0.8771826859162087	0.7650673378354167	0.7463961262862893	0.7811492688218336	0.6842247416589212	0.7542695807415241	0.8365577051376148	0.7662258957754731	0.8066682105007903	0.7662395223622342	0.7429404107205276	0.8053034295525238	0.7582336291690717	0.7392833618380408	0.8381822128762753	0.7571257660382748	0.6868780960511428	0.6832227034229497	0.7600122007399494	0.7596613319515417	0.8009413322607306	0.9999999999999999	0.8128897589210239	0.7476230471294872	0.7828457986971089	0.7822424857164033	0.6958003170496049	0.6804143810208813	0.767630371160493	0.7317752591169183	0.8287396462628651	0.7938610761404403	0.7610347966050776	0.879873209647756	0.7191062393928768	0.734111458433815	0.7057693582875213	0.7259389029533002	0.746945475427273	0.7474642804585878	0.6706029304603233	0.8212625728074059	0.8132540067083203	0.8231453912308596	0.8152818668703816	0.7882559080230854	0.7607319277824786	0.7491224145276856	0.7062041158653546	0.7841479289188232	0.8022323039920927	0.8223706765115875	0.6959563963511777	0.77966416878995	0.7198818182058224	0.7517492027409121	0.8103680568332015	0.8466655045201223	0.7558721817191985	0.778552037817422	0.7885995863539723	0.7886694329913161	0.7666709259614202	0.7626324564209672	0.6604876959195165	0.8462836033117965	0.7614707308045743	0.7779773970046693	0.8253868017206917	0.8577578820510285	0.8204614321044553	0.6223759142641418	0.8404644149424864	0.7837494631488372	0.8322805720557764	0.8389523411898919	0.7213724038964783	0.7717175654105511	0.7325297793023687	0.7583242056917077	0.7854947062518938	0.7568578914974343	0.7559085978635225	0.7053836384278104	0.760741994065572	0.76084150271408	0.8607853308709775	0.7116244415271112	0.6683802012803476	0.699453349416146	0.7581292176888215	0.7439426518394355	
P41595	0.772742884065607	0.8515365135644364	0.8165225910276037	0.7843419877470542	0.7413967636235137	0.7522431052955286	0.7568865851545811	0.8350442588387296	0.8011193532182184	0.7154299674420803	0.8241935979912665	0.8071296028996117	0.7743988308326023	0.7614892420799916	0.7513645880306346	0.7756466705593447	0.8342713612582161	0.7550630527383737	0.7675832576981064	0.6476271421645837	0.7794456891851482	0.7844645405527361	0.7456644650614752	0.8128897589210239	0.9999999999999999	0.8434281214034152	0.729394388868356	0.7999224209576321	0.7417218281316453	0.6563798375783026	0.7871242541683054	0.7344962455384023	0.794859511870956	0.7834422088836716	0.825491665402434	0.8266636839469411	0.742478425859155	0.8028765392999774	0.7683857922902281	0.7515558544203592	0.7608419806316182	0.7631275024789171	0.7397262079471381	0.8242791868271709	0.8208586428960224	0.8144954785549974	0.8654257575071699	0.8290642615384675	0.7623067907689448	0.7555164016019214	0.704335915413972	0.7976929598170438	0.7491295718730842	0.8231786818792804	0.7172218485041139	0.7996674788206851	0.7298019646526772	0.7224904081986819	0.759521013518137	0.8854180208961767	0.7996241450604371	0.8325932420257159	0.761818095042845	0.8106004183838096	0.7278181204812268	0.8258696598472965	0.6857113716007732	0.8509779474281647	0.737543690117924	0.7663030307598505	0.7984150387355874	0.8179821562095769	0.7963451988822423	0.6751910900688403	0.853792518059356	0.8313240214903408	0.8521020025672164	0.8295901917077138	0.7337285310879256	0.8209172826655476	0.7355356018057219	0.7421232112325239	0.8085918035567694	0.7539556763600803	0.7601503260364662	0.7223882421835911	0.8258666654665994	0.8401563807441964	0.8031585696167916	0.7592466769782651	0.742075073006648	0.7669969604406717	0.8616124337426835	0.7958652647145704	
P25024	0.7554883738853744	0.8167876633850953	0.8144592208918802	0.7990602168084106	0.7560064299869912	0.7559685293856778	0.7621158796433714	0.731760869420705	0.7833439363473043	0.7705361044914594	0.7688294886542275	0.7518093561254304	0.7833576336368346	0.7780390984035775	0.7584879312445946	0.8183941424981787	0.8351016813503309	0.7124122991377924	0.7770108782284433	0.6487107745422718	0.7810043587205585	0.7887780154461969	0.7885328687280663	0.7476230471294872	0.8434281214034152	1.0	0.797924919831486	0.7698162613038692	0.8424967659544776	0.7420023267158379	0.8163731903245572	0.7537390011987319	0.8066655327241932	0.8164991974972049	0.7794050830921286	0.8056827173318226	0.7306749953341547	0.7688374406265772	0.7444936889707091	0.7658849766381828	0.8497872273917547	0.8035621772184565	0.7173216226385278	0.7847185092981456	0.7749296453819653	0.8092238819875857	0.8431031537478072	0.8420108207473028	0.7962723853840855	0.8227874468475089	0.771610798879309	0.8066162660088082	0.7567670679441145	0.8481840421740987	0.7477156696882757	0.7762895142275317	0.7973376260625777	0.754926532295815	0.7781629711047189	0.8431296852531747	0.8193469639991607	0.8134277230529557	0.736224618979981	0.7096655866067773	0.7282002210940688	0.8089103563305481	0.7388959920611552	0.8515387896297923	0.8130459137533802	0.7786544196372902	0.789744045521758	0.7872686917848917	0.7523908253181908	0.7702167665140273	0.870999877442341	0.7758970662110022	0.8084781260602106	0.7988378334506625	0.7884437157935406	0.7774219546243005	0.7728694946596137	0.7215372972897531	0.829267790090689	0.779621270156986	0.7461144605964651	0.7392241584095345	0.8826117938543108	0.8712874426575486	0.7468192058598544	0.7218737068888178	0.8035768810606329	0.8106639442518742	0.7724939497896773	0.8885239961518464	
