	P28223	P41595	Q9UBS5	P08100	P25024	P21554	P30939	P34981	P08908	P32239	P30542	Q14833	Q8NFJ5	P13945	Q13258	P25105	P35348	O00222	P25101	Q14416	Q9NPC1	Q96G91	P48039	P08588	Q13255	P51681	P30874	Q8TDS4	P34995	Q13639	P41143	P21917	P43119	O15303	P43088	P0DMS8	P43116	P30556	P24530	P30518	P47898	P14416	P21918	P20309	P32745	P35368	P25100	Q14831	P37288	P41231	P08912	P28566	P29274	Q99677	O95665	P35372	Q9Y271	Q9Y5N1	Q9NS75	P28222	P08172	P43657	P21728	P41145	P51582	P35462	P35346	P25021	P41594	P35367	P28221	Q15077	P11229	P30872	P47900	Q9H244	P34969	P18825	P50406	P43115	Q15391	P08913	P21731	P29275	O60883	P07550	Q5T6X5	Q14832	Q9H3N8	P28335	P08173	Q15722	P18089	P32238
P30542	10.965909090909086	10.874999999999998	12.5625	13.291666666666664	10.784090909090908	14.680555555555562	11.625000000000004	10.946428571428566	12.791666666666663	13.73214285714286	0.0	14.641666666666666	12.663461538461544	13.490384615384617	12.784090909090907	13.875	12.670454545454543	13.236111111111105	12.125	13.375000000000002	13.6875	12.647727272727273	12.410714285714281	15.225000000000003	14.180555555555557	12.482142857142854	13.625	9.847222222222227	13.721153846153848	13.652777777777779	11.75	14.541666666666668	12.024999999999997	14.374999999999996	11.763888888888891	11.29166666666667	11.736111111111116	11.575	13.525	15.482142857142852	12.375	13.01388888888889	13.443181818181817	11.443181818181815	11.25	11.670454545454543	13.374999999999998	13.5625	12.724999999999998	13.261363636363633	12.819444444444445	12.791666666666668	12.208333333333336	11.75	12.163461538461538	11.513888888888891	12.875	12.803571428571425	11.125	12.910714285714283	11.424999999999999	12.946428571428566	11.124999999999998	13.125	13.236111111111114	12.819444444444441	14.75	12.5	12.470238095238095	13.55681818181818	14.45833333333334	12.73611111111111	10.852272727272727	13.763888888888896	12.275000000000002	13.267857142857137	13.225	15.988636363636362	13.874999999999996	12.670454545454543	12.625	14.284090909090907	13.513888888888896	12.875	12.574999999999998	12.174999999999999	10.364130434782608	12.448529411764707	12.5	12.034090909090908	13.174999999999997	11.602272727272723	12.308333333333334	11.261363636363635	
Q14833	12.381818181818181	13.721212121212119	11.229166666666664	15.666666666666659	13.612121212121211	11.377777777777776	14.866666666666664	11.876190476190475	13.849999999999998	14.899999999999997	14.641666666666666	0.0	16.282051282051285	17.65641025641025	15.103030303030302	14.933333333333334	14.175757575757572	8.011111111111111	12.516666666666666	11.180392156862741	18.420833333333334	15.727272727272725	16.380952380952376	13.966666666666661	9.577777777777774	14.476190476190471	13.516666666666666	12.911111111111108	16.51282051282051	14.84444444444444	14.191666666666665	16.733333333333334	15.566666666666665	7.499999999999998	13.133333333333331	17.133333333333336	13.155555555555553	14.43333333333333	13.866666666666665	15.533333333333333	14.416666666666663	15.688888888888892	15.242424242424242	10.65454545454545	12.924999999999999	13.563636363636364	16.916666666666664	7.820833333333333	15.866666666666669	14.709090909090909	12.066666666666663	14.866666666666664	15.316666666666665	15.125	16.133333333333333	13.75555555555555	15.816666666666668	16.042857142857144	15.216666666666667	11.038095238095236	15.1	13.89523809523809	13.683333333333335	13.55	13.577777777777776	16.088888888888885	16.025	13.074999999999998	10.038095238095234	11.75757575757576	12.822222222222218	15.68888888888889	13.878787878787877	13.733333333333329	16.233333333333338	13.523809523809522	11.699999999999994	17.018181818181816	14.428571428571432	13.957575757575757	15.283333333333335	14.818181818181822	13.777777777777773	14.566666666666661	12.166666666666664	13.066666666666666	11.994202898550729	9.06274509803921	14.208333333333332	15.41212121212121	14.56666666666666	14.73939393939394	16.06666666666667	14.181818181818185	
Q8NFJ5	10.657342657342655	10.664335664335665	13.235576923076927	13.538461538461538	8.832167832167832	14.58974358974359	10.799999999999997	14.527472527472524	12.019230769230766	8.521978021978022	12.663461538461544	16.282051282051285	0.0	11.999999999999996	9.489510489510492	11.230769230769234	12.937062937062935	13.73931623931624	15.942307692307693	14.03619909502262	10.014423076923078	11.692307692307693	14.736263736263728	16.284615384615385	18.059829059829053	15.43956043956044	14.40384615384615	11.86324786324786	11.615384615384611	12.333333333333329	14.163461538461545	12.756410256410259	12.915384615384614	16.675824175824175	12.068376068376065	8.717948717948717	11.974358974358971	10.669230769230767	12.938461538461533	15.164835164835157	11.923076923076922	14.196581196581192	13.384615384615381	14.090909090909088	12.548076923076925	12.776223776223773	10.38846153846154	14.889423076923082	11.276923076923074	10.39160839160839	16.05128205128205	11.5042735042735	11.647435897435898	13.375000000000005	10.384615384615389	13.23076923076923	12.442307692307695	10.917582417582414	12.711538461538463	15.516483516483515	12.130769230769225	15.120879120879119	10.108974358974361	14.423076923076927	10.97435897435897	13.581196581196581	14.00961538461539	13.221153846153852	14.648351648351642	11.937062937062938	13.74358974358974	12.09401709401709	12.062937062937065	12.230769230769225	11.053846153846152	14.186813186813188	14.653846153846157	14.524475524475525	11.241758241758243	10.18181818181818	12.269230769230775	13.398601398601393	9.717948717948714	16.807692307692307	13.853846153846153	12.938461538461537	11.88294314381271	13.674208144796374	13.259615384615389	11.104895104895103	11.88461538461538	10.3986013986014	10.584615384615384	9.377622377622377	
P13945	11.832167832167835	11.699300699300698	15.879807692307695	12.427350427350424	11.083916083916083	16.897435897435894	12.784615384615382	13.0989010989011	10.801282051282048	10.08241758241758	13.490384615384617	17.65641025641025	11.999999999999996	0.0	10.776223776223775	13.750000000000004	12.517482517482515	16.602564102564102	15.826923076923078	14.217194570135748	7.6298076923076925	10.083916083916085	14.34065934065934	12.315384615384616	17.905982905982906	18.62637362637362	15.115384615384613	14.632478632478634	9.307692307692307	13.376068376068377	10.548076923076925	9.166666666666664	10.115384615384615	17.67582417582418	14.940170940170937	10.73076923076923	12.589743589743588	14.46923076923077	12.55384615384615	13.538461538461538	12.673076923076923	14.641025641025639	11.53846153846154	15.475524475524482	12.259615384615385	12.97202797202797	9.296153846153844	17.245192307692317	12.35384615384615	10.433566433566433	15.675213675213673	13.008547008547005	12.160256410256414	14.355769230769232	10.846153846153847	13.11111111111111	14.500000000000004	10.807692307692307	15.519230769230772	14.439560439560438	11.96153846153846	14.835164835164834	11.044871794871797	14.788461538461537	11.760683760683754	13.615384615384617	12.16346153846154	13.490384615384617	16.03296703296703	14.426573426573423	14.358974358974356	11.581196581196583	12.062937062937065	13.39316239316239	12.207692307692303	15.769230769230766	15.453846153846149	13.111888111888112	9.615384615384613	11.706293706293705	14.057692307692312	13.524475524475523	11.49572649572649	16.5	12.59230769230769	12.769230769230765	13.140468227424748	15.755656108597282	13.125000000000002	12.657342657342657	11.761538461538462	9.27972027972028	9.487179487179485	12.874125874125873	
Q13258	10.636363636363633	10.363636363636365	13.721590909090908	12.919191919191919	9.272727272727272	14.38383838383838	9.090909090909088	13.233766233766236	10.037878787878789	8.837662337662335	12.784090909090907	15.103030303030302	9.489510489510492	10.776223776223775	0.0	13.0	12.090909090909095	13.611111111111112	15.659090909090907	14.176470588235292	8.630681818181817	9.545454545454543	15.116883116883116	15.718181818181817	16.191919191919197	16.025974025974023	15.522727272727273	11.464646464646462	9.664335664335667	12.363636363636362	12.875000000000004	12.863636363636369	10.572727272727272	16.3961038961039	11.020202020202017	9.62121212121212	10.101010101010102	12.500000000000002	12.345454545454544	13.31168831168831	11.81818181818182	12.88888888888889	12.999999999999998	14.363636363636365	11.920454545454547	11.636363636363635	10.50454545454546	15.221590909090905	9.472727272727273	12.636363636363638	14.535353535353536	10.737373737373737	13.113636363636365	13.46590909090909	9.650349650349654	12.8989898989899	13.477272727272725	12.162337662337661	13.68181818181818	13.545454545454545	13.063636363636364	13.597402597402597	10.613636363636363	13.636363636363638	11.404040404040408	12.808080808080808	14.602272727272728	13.670454545454543	13.437229437229435	12.363636363636365	12.93939393939394	10.363636363636363	10.545454545454545	13.636363636363633	12.863636363636363	13.012987012987018	12.809090909090909	14.363636363636365	10.805194805194805	9.363636363636362	11.590909090909095	11.909090909090912	8.828282828282827	15.803030303030303	13.100000000000001	13.018181818181818	10.102766798418973	14.44385026737968	13.829545454545453	11.909090909090905	14.02727272727273	10.363636363636363	10.115151515151515	9.454545454545455	
P25105	11.590909090909092	11.500000000000004	12.9375	14.19444444444445	10.795454545454547	12.388888888888888	11.450000000000005	12.499999999999998	12.249999999999998	12.071428571428566	13.875	14.933333333333334	11.230769230769234	13.750000000000004	13.0	0.0	13.272727272727272	12.722222222222225	14.75	12.955882352941176	13.5625	14.27272727272727	13.32142857142857	14.9	15.250000000000005	14.928571428571423	13.5	13.083333333333337	14.846153846153848	12.472222222222223	12.375	14.499999999999998	13.950000000000003	14.857142857142852	13.86111111111111	11.583333333333336	13.361111111111112	10.850000000000001	15.350000000000003	15.464285714285706	12.0	13.02777777777778	12.636363636363637	15.06818181818182	12.375	14.295454545454545	10.750000000000005	13.9375	12.700000000000001	11.40909090909091	16.527777777777782	11.416666666666666	11.41666666666667	11.625	15.01923076923077	13.416666666666673	10.75	11.928571428571429	13.75	13.392857142857139	13.249999999999998	11.392857142857144	10.333333333333334	13.0	12.305555555555562	12.083333333333332	14.125	13.375	14.107142857142858	11.545454545454549	13.305555555555559	15.111111111111112	13.818181818181817	12.555555555555562	10.850000000000005	10.71428571428571	13.949999999999998	13.113636363636362	12.392857142857148	12.636363636363637	10.5	12.113636363636365	13.583333333333337	16.083333333333332	14.25	12.850000000000001	11.804347826086959	13.147058823529417	14.125	12.72727272727273	14.150000000000002	12.522727272727275	12.466666666666669	11.181818181818183	
P35348	9.81818181818182	9.545454545454541	13.255681818181818	12.727272727272734	11.545454545454549	14.777777777777775	11.072727272727276	11.610389610389612	10.31060606060606	12.12337662337662	12.670454545454543	14.175757575757572	12.937062937062935	12.517482517482515	12.090909090909095	13.272727272727272	0.0	11.196969696969697	14.568181818181817	13.443850267379679	13.767045454545455	13.636363636363638	13.805194805194803	13.190909090909091	14.636363636363635	15.883116883116882	13.159090909090908	12.141414141414145	15.05594405594406	11.989898989898993	14.352272727272732	12.590909090909092	12.73636363636364	15.08441558441558	13.292929292929294	12.59090909090909	13.16161616161616	13.390909090909092	13.70909090909091	16.415584415584416	9.772727272727273	12.71717171717172	11.818181818181818	11.000000000000004	12.375000000000002	9.909090909090905	11.186363636363634	13.573863636363638	12.363636363636363	13.818181818181818	12.323232323232322	11.77777777777778	13.12878787878788	13.897727272727272	13.727272727272732	12.525252525252528	12.568181818181817	12.344155844155843	13.522727272727273	14.25974025974026	10.445454545454547	13.818181818181822	10.143939393939391	13.295454545454547	12.909090909090908	13.0	11.85227272727273	13.215909090909088	13.25974025974026	11.727272727272728	12.222222222222221	14.010101010101009	9.727272727272727	11.787878787878793	12.663636363636366	15.571428571428577	12.590909090909092	15.181818181818187	12.948051948051946	12.909090909090908	15.272727272727272	12.545454545454549	14.333333333333336	14.984848484848483	10.80909090909091	12.236363636363638	11.735177865612647	12.203208556149734	10.056818181818183	12.000000000000004	12.663636363636364	11.727272727272728	11.999999999999996	11.727272727272728	
O00222	10.752525252525253	12.085858585858588	11.618055555555555	13.055555555555555	13.005050505050502	11.388888888888888	11.811111111111108	12.658730158730151	11.972222222222223	13.015873015873012	13.236111111111105	8.011111111111111	13.73931623931624	16.602564102564102	13.611111111111112	12.722222222222225	11.196969696969697	0.0	12.527777777777777	9.983660130718956	16.70138888888889	14.732323232323235	14.42063492063492	13.799999999999992	11.277777777777777	13.563492063492061	12.305555555555555	12.277777777777777	15.132478632478627	12.388888888888884	11.847222222222223	15.611111111111116	13.977777777777774	9.031746031746032	11.277777777777779	14.499999999999998	11.833333333333336	13.599999999999998	13.588888888888889	15.007936507936503	11.41666666666667	14.166666666666663	12.671717171717171	10.702020202020204	11.930555555555557	11.893939393939394	13.238888888888885	7.576388888888889	12.499999999999995	13.863636363636362	11.166666666666663	13.055555555555555	12.69444444444444	13.152777777777779	14.132478632478628	12.277777777777775	13.555555555555557	13.269841269841269	13.97222222222222	11.928571428571422	12.777777777777773	12.325396825396824	10.027777777777782	12.416666666666668	12.388888888888886	13.833333333333334	13.319444444444448	13.069444444444441	9.64285714285714	10.833333333333336	11.833333333333329	15.611111111111112	12.560606060606062	13.055555555555555	14.155555555555553	12.325396825396824	11.022222222222217	15.45959595959596	12.230158730158728	12.025252525252524	14.027777777777777	12.277777777777779	12.611111111111109	13.22222222222222	12.266666666666666	12.78888888888889	9.543478260869565	7.689542483660128	12.95833333333333	11.813131313131315	12.422222222222219	13.47979797979798	13.5	12.73232323232323	
P25101	13.499999999999998	14.840909090909088	10.5625	15.277777777777779	14.65909090909091	13.888888888888895	15.000000000000005	13.60714285714285	16.249999999999993	15.071428571428571	12.125	12.516666666666666	15.942307692307693	15.826923076923078	15.659090909090907	14.75	14.568181818181817	12.527777777777777	0.0	12.88235294117647	16.8125	16.75	14.607142857142849	14.750000000000002	13.305555555555559	15.321428571428564	15.25	14.194444444444446	15.96153846153846	13.583333333333336	13.125	16.75	13.75	12.857142857142856	13.27777777777778	14.166666666666668	13.555555555555557	14.299999999999999	10.7	17.46428571428571	13.0	14.361111111111114	14.68181818181818	11.500000000000002	13.125	13.613636363636363	16.35	13.0625	13.649999999999997	15.613636363636362	12.861111111111112	15.694444444444446	14.249999999999996	13.375	14.730769230769234	12.86111111111111	15.0	16.71428571428572	14.5	13.89285714285714	14.499999999999998	13.499999999999995	14.33333333333333	13.75	13.861111111111112	14.833333333333334	13.625	13.375	12.702380952380949	13.022727272727273	15.944444444444452	16.166666666666664	13.886363636363635	14.472222222222227	14.750000000000002	13.285714285714286	15.250000000000002	18.090909090909083	15.178571428571427	14.36363636363636	14.0	16.18181818181818	15.083333333333341	14.16666666666667	13.649999999999999	11.65	12.880434782608697	12.117647058823529	14.625	12.795454545454547	13.600000000000001	15.295454545454543	14.583333333333336	13.204545454545455	
Q14416	11.529411764705882	12.251336898395717	10.05514705882353	11.882352941176464	13.299465240641712	11.862745098039216	12.764705882352937	11.831932773109235	11.867647058823529	13.348739495798315	13.375000000000002	11.180392156862741	14.03619909502262	14.217194570135748	14.176470588235292	12.955882352941176	13.443850267379679	9.983660130718956	12.88235294117647	0.0	15.143382352941176	12.855614973262032	14.17647058823529	10.664705882352939	10.888888888888891	14.445378151260499	14.323529411764701	12.261437908496728	13.253393665158372	12.267973856209146	11.345588235294114	13.725490196078432	12.558823529411764	9.567226890756295	14.078431372549018	14.588235294117649	12.307189542483663	13.558823529411757	13.964705882352945	14.033613445378144	12.86764705882353	13.941176470588232	11.572192513368986	12.721925133689842	10.625000000000002	11.598930481283425	13.64411764705882	9.915441176470589	13.317647058823528	13.32620320855615	11.529411764705884	14.313725490196074	13.259803921568627	14.139705882352944	14.891402714932122	13.058823529411764	14.985294117647056	13.004201680672267	14.852941176470585	12.067226890756297	12.735294117647053	12.789915966386548	11.426470588235292	13.79411764705882	13.281045751633988	13.588235294117643	13.963235294117647	12.036764705882353	8.529411764705882	11.951871657754007	11.94771241830065	12.516339869281042	12.614973262032088	13.117647058823533	11.888235294117646	13.789915966386548	12.95882352941176	13.064171122994656	12.15966386554622	11.550802139037428	13.191176470588237	12.267379679144385	12.320261437908494	14.696078431372548	11.994117647058824	12.141176470588237	11.930946291560101	9.058823529411763	13.88970588235294	13.026737967914437	12.499999999999998	12.251336898395724	12.698039215686276	12.144385026737968	
Q9NPC1	12.755681818181813	12.914772727272723	16.25	13.270833333333334	11.05113636363636	17.020833333333336	10.412500000000001	14.723214285714285	11.479166666666668	8.75892857142857	13.6875	18.420833333333334	10.014423076923078	7.6298076923076925	8.630681818181817	13.5625	13.767045454545455	16.70138888888889	16.8125	15.143382352941176	0.0	9.26704545454545	15.580357142857144	15.312499999999998	18.78472222222222	17.38392857142857	16.0625	13.881944444444445	7.802884615384618	13.70138888888889	13.3125	10.145833333333334	10.687500000000002	18.241071428571423	14.71527777777778	9.479166666666664	11.201388888888893	13.7875	13.837500000000002	13.848214285714285	13.5625	15.187500000000002	12.926136363636362	16.210227272727273	13.0625	13.937499999999996	8.437499999999998	18.0	10.987500000000002	10.926136363636363	16.07638888888889	13.326388888888891	12.270833333333332	14.8125	8.33173076923077	13.770833333333336	14.8125	9.044642857142856	15.6875	15.562499999999995	13.412499999999996	15.937500000000002	10.729166666666663	15.8125	12.312500000000004	13.798611111111107	14.3125	13.3125	15.997023809523807	14.607954545454545	14.520833333333336	10.756944444444448	12.062499999999996	14.687500000000002	12.462500000000002	16.526785714285715	15.362499999999995	14.210227272727272	10.133928571428573	10.83522727272727	12.1875	13.698863636363637	10.979166666666666	17.979166666666668	13.7375	12.637500000000003	13.790760869565217	16.746323529411768	14.3125	13.33522727272727	14.262499999999998	8.05113636363636	9.404166666666667	13.096590909090907	
Q96G91	12.363636363636367	12.454545454545455	15.039772727272727	11.919191919191924	11.000000000000005	15.96969696969697	10.218181818181817	11.896103896103899	12.007575757575763	11.72077922077922	12.647727272727273	15.727272727272725	11.692307692307693	10.083916083916085	9.545454545454543	14.27272727272727	13.636363636363638	14.732323232323235	16.75	12.855614973262032	9.26704545454545	0.0	16.714285714285705	13.845454545454546	17.191919191919197	14.48051948051948	15.52272727272727	12.686868686868689	9.727272727272727	13.161616161616164	13.647727272727273	11.54545454545455	11.554545454545456	15.837662337662337	14.565656565656564	10.818181818181822	11.181818181818185	13.59090909090909	14.836363636363638	13.922077922077921	14.068181818181817	14.373737373737377	12.0	15.000000000000009	11.284090909090912	13.909090909090908	10.559090909090909	15.562499999999996	11.2	11.090909090909093	14.242424242424246	12.262626262626265	13.204545454545457	16.147727272727266	10.314685314685317	12.161616161616168	14.954545454545451	10.655844155844154	13.704545454545455	14.181818181818185	12.118181818181823	15.012987012987013	10.75	15.318181818181817	11.5959595959596	15.323232323232325	13.875000000000002	14.102272727272725	14.116883116883118	14.090909090909092	14.303030303030306	10.595959595959597	11.0	13.282828282828286	13.190909090909091	15.363636363636363	13.190909090909091	11.90909090909091	10.81818181818182	10.727272727272727	12.727272727272727	12.545454545454554	10.25252525252525	16.106060606060606	12.154545454545456	12.745454545454546	13.545454545454545	14.235294117647058	14.306818181818178	13.272727272727273	12.372727272727271	8.818181818181815	10.21818181818182	12.636363636363635	
P48039	12.402597402597403	13.870129870129869	14.937499999999996	13.730158730158728	12.597402597402596	15.49206349206349	15.542857142857143	14.142857142857144	14.273809523809524	13.357142857142854	12.410714285714281	16.380952380952376	14.736263736263728	14.34065934065934	15.116883116883116	13.32142857142857	13.805194805194803	14.42063492063492	14.607142857142849	14.17647058823529	15.580357142857144	16.714285714285705	0.0	15.01428571428571	16.41269841269841	15.42857142857143	16.071428571428566	13.825396825396822	16.219780219780212	15.650793650793648	13.196428571428566	14.214285714285715	14.357142857142852	15.928571428571422	16.142857142857142	13.952380952380953	14.793650793650793	12.614285714285707	15.05714285714285	15.571428571428573	12.678571428571429	13.936507936507933	14.428571428571429	15.012987012987015	15.053571428571425	11.350649350649348	14.149999999999997	15.687499999999995	14.228571428571426	15.7012987012987	15.126984126984127	14.36507936507936	14.369047619047617	13.76785714285714	14.175824175824172	14.841269841269837	14.392857142857139	14.357142857142856	16.392857142857135	15.57142857142857	14.757142857142854	13.571428571428573	13.630952380952381	15.10714285714285	13.984126984126982	12.793650793650787	14.44642857142857	13.553571428571423	15.238095238095237	14.57142857142857	16.46031746031746	14.317460317460316	12.753246753246755	14.222222222222216	14.042857142857136	13.714285714285712	15.614285714285714	14.467532467532463	15.285714285714288	13.961038961038957	13.857142857142852	15.363636363636358	15.936507936507933	17.023809523809522	13.871428571428568	13.228571428571424	12.770186335403725	15.1344537815126	13.053571428571427	12.090909090909092	14.985714285714286	13.766233766233768	13.72380952380952	11.688311688311687	
P08588	11.881818181818183	11.736363636363635	14.262500000000001	12.211111111111103	13.863636363636365	16.12222222222222	13.499999999999998	12.35714285714285	11.850000000000001	13.342857142857142	15.225000000000003	13.966666666666661	16.284615384615385	12.315384615384616	15.718181818181817	14.9	13.190909090909091	13.799999999999992	14.750000000000002	10.664705882352939	15.312499999999998	13.845454545454546	15.01428571428571	0.0	14.366666666666662	17.728571428571428	16.549999999999997	12.877777777777773	15.65384615384615	12.566666666666665	10.974999999999998	12.600000000000001	13.599999999999994	13.85714285714285	15.811111111111105	14.999999999999998	16.011111111111113	12.599999999999996	15.09999999999999	16.785714285714285	13.649999999999999	13.611111111111107	10.93636363636364	14.281818181818185	12.475000000000003	13.027272727272726	14.450000000000003	14.287500000000003	14.099999999999998	14.972727272727273	14.41111111111111	15.033333333333333	13.816666666666666	14.674999999999999	15.669230769230765	13.27777777777777	14.150000000000004	13.457142857142848	15.450000000000003	14.785714285714281	13.399999999999999	14.414285714285713	12.616666666666667	13.950000000000001	14.388888888888886	13.366666666666665	11.725000000000001	12.525	13.776190476190472	14.227272727272727	14.033333333333331	13.233333333333334	13.645454545454548	13.499999999999998	12.999999999999995	14.614285714285712	12.799999999999997	13.281818181818183	11.957142857142857	13.445454545454549	14.450000000000001	12.572727272727274	13.655555555555559	14.466666666666661	12.199999999999996	14.299999999999997	14.039130434782605	13.205882352941176	13.875000000000004	14.445454545454544	11.999999999999998	12.627272727272727	12.566666666666666	12.645454545454548	
Q13255	12.737373737373735	14.606060606060607	10.395833333333336	15.555555555555554	15.373737373737377	11.888888888888884	15.666666666666659	12.111111111111107	15.638888888888888	16.357142857142858	14.180555555555557	9.577777777777774	18.059829059829053	17.905982905982906	16.191919191919197	15.250000000000005	14.636363636363635	11.277777777777777	13.305555555555559	10.888888888888891	18.78472222222222	17.191919191919197	16.41269841269841	14.366666666666662	0.0	15.396825396825392	14.861111111111114	12.777777777777777	16.863247863247864	16.11111111111111	12.708333333333336	16.333333333333336	14.699999999999998	10.436507936507933	14.555555555555554	17.8888888888889	14.0	16.211111111111112	14.53333333333333	16.015873015873016	16.08333333333334	13.999999999999998	15.535353535353538	11.696969696969695	12.70833333333334	14.0	17.91666666666667	10.201388888888891	16.31111111111111	16.272727272727277	10.111111111111105	16.44444444444444	15.694444444444443	14.319444444444445	18.162393162393162	14.55555555555555	16.916666666666668	16.865079365079367	15.166666666666666	13.269841269841265	14.85555555555555	14.03174603174603	14.86111111111111	14.833333333333336	15.222222222222218	16.66666666666666	15.041666666666671	14.375000000000004	8.873015873015872	13.777777777777784	15.22222222222222	14.999999999999996	14.282828282828282	16.111111111111107	15.32222222222222	14.53968253968254	13.233333333333329	16.94949494949495	16.03174603174603	14.292929292929292	15.555555555555555	15.909090909090908	15.666666666666663	15.277777777777775	14.211111111111107	14.199999999999998	13.405797101449272	11.163398692810453	15.763888888888888	16.424242424242422	14.87777777777778	14.191919191919194	16.71111111111111	14.737373737373739	
P51681	12.870129870129869	14.415584415584417	14.616071428571425	14.619047619047612	13.948051948051951	13.68253968253968	14.771428571428569	13.285714285714283	15.702380952380954	15.071428571428568	12.482142857142854	14.476190476190471	15.43956043956044	18.62637362637362	16.025974025974023	14.928571428571423	15.883116883116882	13.563492063492061	15.321428571428564	14.445378151260499	17.38392857142857	14.48051948051948	15.42857142857143	17.728571428571428	15.396825396825392	0.0	15.678571428571429	12.936507936507931	17.494505494505486	16.603174603174605	15.446428571428568	18.071428571428573	16.98571428571428	15.785714285714285	15.698412698412696	15.976190476190476	16.22222222222222	13.414285714285713	15.971428571428572	18.142857142857142	15.357142857142856	13.682539682539684	15.545454545454549	13.92207792207792	13.732142857142852	15.974025974025977	16.135714285714286	14.223214285714283	13.628571428571425	17.23376623376623	13.539682539682534	14.111111111111109	16.678571428571427	15.732142857142852	17.230769230769226	13.158730158730153	14.142857142857146	15.785714285714288	13.857142857142856	11.285714285714286	15.385714285714277	14.714285714285715	12.535714285714283	15.714285714285714	15.952380952380945	14.476190476190474	15.910714285714285	14.339285714285714	14.857142857142854	14.83116883116883	14.587301587301585	15.87301587301587	15.168831168831165	15.71428571428571	16.128571428571426	14.285714285714288	14.671428571428565	17.03896103896104	17.571428571428577	15.649350649350653	13.928571428571427	14.818181818181813	16.857142857142858	19.07142857142857	14.499999999999998	12.771428571428567	12.782608695652169	14.36134453781512	15.767857142857139	13.129870129870133	15.128571428571425	14.701298701298704	14.371428571428568	13.688311688311687	
P30874	11.227272727272725	13.477272727272728	13.4375	14.5	12.25	13.861111111111112	12.5	12.535714285714285	12.33333333333333	14.571428571428573	13.625	13.516666666666666	14.40384615384615	15.115384615384613	15.522727272727273	13.5	13.159090909090908	12.305555555555555	15.25	14.323529411764701	16.0625	15.52272727272727	16.071428571428566	16.549999999999997	14.861111111111114	15.678571428571429	0.0	12.666666666666671	16.596153846153843	12.638888888888891	14.375	15.33333333333333	14.700000000000001	13.750000000000002	13.777777777777784	13.666666666666668	13.583333333333336	13.549999999999999	15.95	17.035714285714285	13.0	12.11111111111111	14.772727272727272	13.431818181818185	10.125	13.295454545454547	13.600000000000001	11.1875	14.349999999999998	13.863636363636362	12.972222222222225	11.47222222222222	13.0	13.875	16.115384615384617	12.11111111111111	13.0	13.035714285714285	11.75	13.14285714285714	12.700000000000001	12.357142857142858	11.500000000000002	14.25	14.305555555555555	15.166666666666668	14.375	11.875	14.916666666666671	11.613636363636365	12.694444444444445	16.02777777777778	13.136363636363637	10.805555555555557	11.799999999999997	15.678571428571425	13.049999999999997	15.25	12.57142857142857	11.931818181818185	14.75	15.27272727272727	15.777777777777786	15.583333333333334	12.35	12.0	12.489130434782608	13.911764705882351	12.375	14.000000000000002	13.200000000000001	13.068181818181818	13.666666666666668	14.204545454545453	
Q8TDS4	9.919191919191917	11.060606060606059	11.312499999999998	12.222222222222218	9.323232323232322	12.777777777777771	11.422222222222219	11.714285714285712	12.305555555555555	11.515873015873014	9.847222222222227	12.911111111111108	11.86324786324786	14.632478632478634	11.464646464646462	13.083333333333337	12.141414141414145	12.277777777777777	14.194444444444446	12.261437908496728	13.881944444444445	12.686868686868689	13.825396825396822	12.877777777777773	12.777777777777777	12.936507936507931	12.666666666666671	0.0	14.811965811965809	11.66666666666666	11.430555555555559	13.666666666666673	12.788888888888888	13.59523809523809	12.666666666666663	11.388888888888893	11.888888888888884	8.78888888888889	14.777777777777777	15.619047619047619	13.833333333333337	9.222222222222221	12.969696969696972	11.74747474747475	9.986111111111114	11.78787878787879	13.594444444444443	11.812500000000005	11.755555555555553	12.868686868686872	12.888888888888884	11.777777777777773	12.75	11.79166666666667	11.717948717948714	10.44444444444444	11.30555555555556	12.865079365079358	11.111111111111112	13.33333333333333	14.255555555555555	10.888888888888888	11.083333333333334	13.888888888888893	12.222222222222214	10.777777777777771	13.291666666666671	11.29166666666667	12.9047619047619	11.989898989898991	11.555555555555552	10.999999999999995	11.323232323232327	13.888888888888882	10.411111111111106	11.28571428571428	10.277777777777775	15.565656565656568	12.666666666666666	10.323232323232322	12.444444444444446	13.454545454545453	12.777777777777771	14.83333333333333	12.477777777777774	11.799999999999994	12.458937198067632	13.281045751633986	11.597222222222229	12.565656565656566	13.922222222222219	10.757575757575758	13.511111111111111	10.232323232323234	
