	Q9NPC1	P25024	P41145	P43115	O00222	P43116	P30542	P35372	P28221	P08173	P47898	P43088	P21728	P08100	Q9H3N8	P25021	P18825	P30872	P21731	P47900	P30874	P28223	P37288	Q15077	Q9NS75	P51582	P28335	Q14833	P41595	Q14831	Q15722	Q9H244	P34995	P35368	P21918	P24530	P14416	Q9Y5N1	P25101	P11229	P20309	P48039	O60883	P30518	Q9Y271	Q99677	P30939	P41143	P34981	P32238	P13945	P28222	Q13639	P30556	P0DMS8	P43119	Q15391	Q8NFJ5	P29275	P29274	Q13258	P35367	P32239	P25100	P35346	P43657	P08588	P08908	Q13255	Q5T6X5	P28566	P41231	Q9UBS5	P08912	Q14416	O15303	P08913	P35462	P32745	O95665	Q8TDS4	P25105	P35348	P07550	P21554	P18089	Q14832	P21917	P34969	Q96G91	P51681	P50406	P08172	P41594
P47898	0.10526315789473684	0.23076923076923078	0.38461538461538464	0.2413793103448276	0.22727272727272727	0.16666666666666666	0.19444444444444445	0.36	0.2222222222222222	0.1956521739130435	1.0	0.15555555555555556	0.36	0.29411764705882354	0.16393442622950818	0.17777777777777778	0.2391304347826087	0.24444444444444444	0.23809523809523808	0.17073170731707318	0.25806451612903225	0.2682926829268293	0.1956521739130435	0.14285714285714285	0.1320754716981132	0.19444444444444445	0.3793103448275862	0.3333333333333333	0.18867924528301888	0.2857142857142857	0.21212121212121213	0.18181818181818182	0.12903225806451613	0.25925925925925924	0.2702702702702703	0.27586206896551724	0.3181818181818182	0.47368421052631576	0.23529411764705882	0.4	0.2564102564102564	0.2222222222222222	0.18421052631578946	0.25	0.18181818181818182	0.19148936170212766	0.36363636363636365	0.3103448275862069	0.3103448275862069	0.1702127659574468	0.16666666666666666	0.275	0.18518518518518517	0.20833333333333334	0.07936507936507936	0.2222222222222222	0.13043478260869565	0.08928571428571429	0.20588235294117646	0.17777777777777778	0.28	0.13725490196078433	0.38461538461538464	0.25	0.2631578947368421	0.14634146341463414	0.2647058823529412	0.3103448275862069	0.5	0.16363636363636364	0.3793103448275862	0.1875	0.45454545454545453	0.20930232558139536	0.34615384615384615	0.20512820512820512	0.24390243902439024	0.2727272727272727	0.24390243902439024	0.3103448275862069	0.14634146341463414	0.1836734693877551	0.16666666666666666	0.30434782608695654	0.46153846153846156	0.18604651162790697	0.3225806451612903	0.1509433962264151	0.35714285714285715	0.17073170731707318	0.3076923076923077	0.2	0.2631578947368421	0.4090909090909091	
P43088	0.136986301369863	0.15555555555555556	0.14285714285714285	0.2727272727272727	0.12121212121212122	0.21568627450980393	0.125	0.22727272727272727	0.171875	0.11940298507462686	0.15555555555555556	1.0	0.125	0.10526315789473684	0.16666666666666666	0.23728813559322035	0.1323529411764706	0.20634920634920634	0.1794871794871795	0.15254237288135594	0.18	0.16129032258064516	0.171875	0.19298245614035087	0.23076923076923078	0.16666666666666666	0.15384615384615385	0.1320754716981132	0.18571428571428572	0.16666666666666666	0.17647058823529413	0.1076923076923077	0.1702127659574468	0.125	0.06349206349206349	0.11764705882352941	0.11363636363636363	0.14285714285714285	0.24	0.11627906976744186	0.1896551724137931	0.20754716981132076	0.14035087719298245	0.1956521739130435	0.2	0.16923076923076924	0.16279069767441862	0.20833333333333334	0.23404255319148937	0.20967741935483872	0.1694915254237288	0.18333333333333332	0.18309859154929578	0.1951219512195122	0.15789473684210525	0.15217391304347827	0.18032786885245902	0.17391304347826086	0.17307692307692307	0.19672131147540983	0.20930232558139536	0.16417910447761194	0.19148936170212766	0.15384615384615385	0.21428571428571427	0.17543859649122806	0.14545454545454545	0.16	0.17777777777777778	0.13513513513513514	0.17647058823529413	0.16	0.18181818181818182	0.2	0.14583333333333334	0.17543859649122806	0.2033898305084746	0.14814814814814814	0.16393442622950818	0.1836734693877551	0.15517241379310345	0.14705882352941177	0.13432835820895522	0.13636363636363635	0.16	0.12698412698412698	0.17307692307692307	0.15714285714285714	0.13725490196078433	0.15254237288135594	0.14893617021276595	0.14285714285714285	0.1	0.13333333333333333	
P21728	0.1016949152542373	0.1724137931034483	0.26666666666666666	0.15151515151515152	0.19148936170212766	0.1282051282051282	0.21621621621621623	0.2413793103448276	0.1875	0.1875	0.36	0.125	1.0	0.2631578947368421	0.12307692307692308	0.14583333333333334	0.22916666666666666	0.20833333333333334	0.16666666666666666	0.16279069767441862	0.28125	0.2	0.1875	0.13636363636363635	0.10714285714285714	0.15384615384615385	0.2727272727272727	0.3125	0.16071428571428573	0.22580645161290322	0.16666666666666666	0.14893617021276595	0.08823529411764706	0.2857142857142857	0.3611111111111111	0.14705882352941177	0.4090909090909091	0.42857142857142855	0.15789473684210525	0.30434782608695654	0.24390243902439024	0.21052631578947367	0.20512820512820512	0.12121212121212122	0.14893617021276595	0.16	0.23076923076923078	0.25	0.25	0.16326530612244897	0.18604651162790697	0.20454545454545456	0.17857142857142858	0.19230769230769232	0.12903225806451613	0.16666666666666666	0.125	0.14545454545454545	0.22857142857142856	0.1956521739130435	0.21428571428571427	0.17647058823529413	0.35714285714285715	0.23529411764705882	0.25	0.13953488372093023	0.21621621621621623	0.3333333333333333	0.34615384615384615	0.08196721311475409	0.3125	0.17647058823529413	0.4166666666666667	0.17391304347826086	0.37037037037037035	0.1951219512195122	0.2619047619047619	0.29411764705882354	0.20454545454545456	0.2903225806451613	0.11363636363636363	0.15384615384615385	0.1836734693877551	0.28	0.2903225806451613	0.20454545454545456	0.34375	0.18867924528301888	0.21212121212121213	0.13636363636363635	0.16129032258064516	0.19230769230769232	0.23809523809523808	0.375	
P08100	0.08163265306122448	0.2222222222222222	0.23809523809523808	0.23809523809523808	0.1	0.14285714285714285	0.2222222222222222	0.2631578947368421	0.125	0.125	0.29411764705882354	0.10526315789473684	0.2631578947368421	1.0	0.08928571428571429	0.13157894736842105	0.11904761904761904	0.12195121951219512	0.3333333333333333	0.11764705882352941	0.20833333333333334	0.13513513513513514	0.0975609756097561	0.11764705882352941	0.08695652173913043	0.13793103448275862	0.2	0.2	0.10416666666666667	0.18181818181818182	0.15384615384615385	0.10526315789473684	0.13636363636363635	0.2631578947368421	0.15625	0.17391304347826086	0.35714285714285715	0.38461538461538464	0.18518518518518517	0.2857142857142857	0.11428571428571428	0.1724137931034483	0.12903225806451613	0.19047619047619047	0.10526315789473684	0.09523809523809523	0.25	0.21739130434782608	0.16666666666666666	0.0975609756097561	0.14705882352941177	0.1388888888888889	0.10204081632653061	0.35714285714285715	0.07407407407407407	0.15	0.10526315789473684	0.0625	0.19230769230769232	0.13157894736842105	0.2222222222222222	0.09090909090909091	0.18181818181818182	0.2	0.15151515151515152	0.12121212121212122	0.17857142857142858	0.21739130434782608	0.21052631578947367	0.10204081632653061	0.2	0.16666666666666666	0.29411764705882354	0.10526315789473684	0.25	0.15625	0.1388888888888889	0.18518518518518517	0.1388888888888889	0.16666666666666666	0.12121212121212122	0.11627906976744186	0.12195121951219512	0.3333333333333333	0.2727272727272727	0.1388888888888889	0.14814814814814814	0.10869565217391304	0.2727272727272727	0.11764705882352941	0.2631578947368421	0.1111111111111111	0.2727272727272727	0.3125	
Q9H3N8	0.18604651162790697	0.12698412698412698	0.13636363636363635	0.15384615384615385	0.1625	0.1095890410958904	0.18840579710144928	0.140625	0.175	0.16049382716049382	0.16393442622950818	0.16666666666666666	0.12307692307692308	0.08928571428571429	1.0	0.22666666666666666	0.14285714285714285	0.20253164556962025	0.1206896551724138	0.14473684210526316	0.14705882352941177	0.18181818181818182	0.23684210526315788	0.16	0.17857142857142858	0.17142857142857143	0.16176470588235295	0.09722222222222222	0.2	0.10294117647058823	0.16176470588235295	0.1375	0.1044776119402985	0.140625	0.2112676056338028	0.11764705882352941	0.13333333333333333	0.11666666666666667	0.14084507042253522	0.09836065573770492	0.17333333333333334	0.18571428571428572	0.13513513513513514	0.1044776119402985	0.21333333333333335	0.1728395061728395	0.13114754098360656	0.18461538461538463	0.16666666666666666	0.189873417721519	0.15789473684210525	0.18421052631578946	0.25609756097560976	0.13333333333333333	0.15053763440860216	0.2	0.18181818181818182	0.21951219512195122	0.25	0.1794871794871795	0.18333333333333332	0.22784810126582278	0.19047619047619047	0.1791044776119403	0.1917808219178082	0.16216216216216217	0.1232876712328767	0.14925373134328357	0.14285714285714285	0.14444444444444443	0.2153846153846154	0.16666666666666666	0.14516129032258066	0.1518987341772152	0.12121212121212122	0.13157894736842105	0.15384615384615385	0.19117647058823528	0.16883116883116883	0.14925373134328357	0.1780821917808219	0.15476190476190477	0.20253164556962025	0.13114754098360656	0.2222222222222222	0.16883116883116883	0.17647058823529413	0.19047619047619047	0.24193548387096775	0.12987012987012986	0.15873015873015872	0.2073170731707317	0.06779661016949153	0.12903225806451613	
P25021	0.18309859154929578	0.17777777777777778	0.2127659574468085	0.16326530612244897	0.11940298507462686	0.18867924528301888	0.16363636363636364	0.1956521739130435	0.20634920634920634	0.13432835820895522	0.17777777777777778	0.23728813559322035	0.14583333333333334	0.13157894736842105	0.22666666666666666	1.0	0.13043478260869565	0.18461538461538463	0.175	0.1896551724137931	0.1320754716981132	0.1774193548387097	0.1875	0.21052631578947367	0.15714285714285714	0.28	0.1509433962264151	0.12962962962962962	0.21739130434782608	0.16326530612244897	0.2708333333333333	0.12307692307692308	0.12	0.1702127659574468	0.0967741935483871	0.11538461538461539	0.1111111111111111	0.13953488372093023	0.16666666666666666	0.13953488372093023	0.22807017543859648	0.22641509433962265	0.15789473684210525	0.19148936170212766	0.19672131147540983	0.203125	0.18604651162790697	0.22916666666666666	0.2553191489361702	0.26666666666666666	0.1864406779661017	0.2	0.26865671641791045	0.19047619047619047	0.12658227848101267	0.14893617021276595	0.19672131147540983	0.10810810810810811	0.2916666666666667	0.21311475409836064	0.2619047619047619	0.25396825396825395	0.2127659574468085	0.17307692307692307	0.21052631578947367	0.19298245614035087	0.16363636363636364	0.1346153846153846	0.14893617021276595	0.13333333333333333	0.24489795918367346	0.2553191489361702	0.23255813953488372	0.23728813559322035	0.14285714285714285	0.15254237288135594	0.18032786885245902	0.14545454545454545	0.16129032258064516	0.18	0.13333333333333333	0.19696969696969696	0.16666666666666666	0.1590909090909091	0.20408163265306123	0.14285714285714285	0.14814814814814814	0.18840579710144928	0.18	0.11290322580645161	0.14583333333333334	0.208955223880597	0.07142857142857142	0.13043478260869565	
P18825	0.1282051282051282	0.16326530612244897	0.17307692307692307	0.1509433962264151	0.19696969696969696	0.09836065573770492	0.21428571428571427	0.2553191489361702	0.17647058823529413	0.17647058823529413	0.2391304347826087	0.1323529411764706	0.22916666666666666	0.11904761904761904	0.14285714285714285	0.13043478260869565	1.0	0.15714285714285714	0.18604651162790697	0.19672131147540983	0.14285714285714285	0.2222222222222222	0.17647058823529413	0.15873015873015872	0.11842105263157894	0.13333333333333333	0.27450980392156865	0.2037037037037037	0.2054794520547945	0.19607843137254902	0.14035087719298245	0.203125	0.1111111111111111	0.2553191489361702	0.18032786885245902	0.19230769230769232	0.17391304347826086	0.20454545454545456	0.17543859649122806	0.15217391304347827	0.21311475409836064	0.13114754098360656	0.16666666666666666	0.1111111111111111	0.16666666666666666	0.15714285714285714	0.14583333333333334	0.21153846153846154	0.14545454545454545	0.14285714285714285	0.1746031746031746	0.22580645161290322	0.18666666666666668	0.125	0.14814814814814814	0.13725490196078433	0.16666666666666666	0.13157894736842105	0.15789473684210525	0.2	0.16326530612244897	0.16901408450704225	0.1509433962264151	0.22641509433962265	0.15873015873015872	0.125	0.25925925925925924	0.26	0.16	0.14102564102564102	0.18181818181818182	0.16666666666666666	0.1875	0.16666666666666666	0.17647058823529413	0.125	0.4074074074074074	0.24074074074074073	0.16923076923076924	0.18867924528301888	0.1076923076923077	0.25757575757575757	0.24615384615384617	0.25	0.21153846153846154	0.4339622641509434	0.15789473684210525	0.19444444444444445	0.18867924528301888	0.140625	0.1568627450980392	0.14864864864864866	0.11363636363636363	0.21739130434782608	
P30872	0.14473684210526316	0.16666666666666666	0.2	0.25	0.18181818181818182	0.2	0.19642857142857142	0.23404255319148937	0.1791044776119403	0.1791044776119403	0.24444444444444444	0.20634920634920634	0.20833333333333334	0.12195121951219512	0.20253164556962025	0.18461538461538463	0.15714285714285714	1.0	0.16279069767441862	0.2	0.3404255319148936	0.2459016393442623	0.2153846153846154	0.14285714285714285	0.1506849315068493	0.15517241379310345	0.2549019607843137	0.23076923076923078	0.1917808219178082	0.2	0.18518518518518517	0.13432835820895522	0.18	0.1836734693877551	0.16393442622950818	0.1509433962264151	0.17777777777777778	0.20930232558139536	0.13793103448275862	0.20930232558139536	0.23728813559322035	0.2830188679245283	0.21052631578947367	0.11320754716981132	0.20634920634920634	0.19402985074626866	0.2	0.2653061224489796	0.2916666666666667	0.1791044776119403	0.21666666666666667	0.22950819672131148	0.2222222222222222	0.20454545454545456	0.15	0.1875	0.13432835820895522	0.11842105263157894	0.2037037037037037	0.2222222222222222	0.19148936170212766	0.17142857142857143	0.25	0.20754716981132076	0.38461538461538464	0.16393442622950818	0.15517241379310345	0.21568627450980393	0.26666666666666666	0.23943661971830985	0.28	0.14814814814814814	0.3333333333333333	0.1875	0.22916666666666666	0.24561403508771928	0.20967741935483872	0.2	0.36363636363636365	0.2653061224489796	0.16393442622950818	0.17142857142857143	0.17647058823529413	0.17391304347826086	0.21568627450980393	0.19047619047619047	0.25	0.18055555555555555	0.19230769230769232	0.16129032258064516	0.16	0.21739130434782608	0.11627906976744186	0.25	
P21731	0.16326530612244897	0.23809523809523808	0.2	0.25	0.11627906976744186	0.2	0.1935483870967742	0.2727272727272727	0.11363636363636363	0.08888888888888889	0.23809523809523808	0.1794871794871795	0.16666666666666666	0.3333333333333333	0.1206896551724138	0.175	0.18604651162790697	0.16279069767441862	1.0	0.2	0.13793103448275862	0.1794871794871795	0.16666666666666666	0.2	0.14893617021276595	0.1935483870967742	0.25925925925925924	0.13333333333333333	0.14	0.2	0.25925925925925924	0.12195121951219512	0.2608695652173913	0.4	0.1388888888888889	0.24	0.21052631578947367	0.2222222222222222	0.2413793103448276	0.29411764705882354	0.2647058823529412	0.1875	0.14705882352941177	0.20833333333333334	0.21052631578947367	0.19047619047619047	0.3333333333333333	0.28	0.28	0.1951219512195122	0.19444444444444445	0.125	0.13725490196078433	0.35294117647058826	0.10714285714285714	0.22727272727272727	0.15	0.0784313725490196	0.25	0.14634146341463414	0.3	0.15555555555555556	0.25	0.36	0.16666666666666666	0.24242424242424243	0.23333333333333334	0.14285714285714285	0.22727272727272727	0.16	0.1724137931034483	0.28	0.18181818181818182	0.21052631578947367	0.16	0.1388888888888889	0.21621621621621623	0.2	0.15384615384615385	0.23076923076923078	0.17142857142857143	0.15555555555555556	0.21951219512195122	0.4117647058823529	0.18518518518518517	0.18421052631578946	0.12903225806451613	0.1	0.23076923076923078	0.16666666666666666	0.21739130434782608	0.14893617021276595	0.2	0.19047619047619047	
P47900	0.1791044776119403	0.23076923076923078	0.15555555555555556	0.20930232558139536	0.12903225806451613	0.16	0.1568627450980392	0.19047619047619047	0.12698412698412698	0.16393442622950818	0.17073170731707318	0.15254237288135594	0.16279069767441862	0.11764705882352941	0.14473684210526316	0.1896551724137931	0.19672131147540983	0.2	0.2	1.0	0.1	0.13333333333333333	0.22413793103448276	0.28	0.13432835820895522	0.18	0.19148936170212766	0.12	0.14492753623188406	0.13043478260869565	0.21739130434782608	0.21428571428571427	0.18604651162790697	0.19047619047619047	0.08620689655172414	0.15217391304347827	0.125	0.15789473684210525	0.11538461538461539	0.15789473684210525	0.2037037037037037	0.17647058823529413	0.17307692307692307	0.13333333333333333	0.1724137931034483	0.18032786885245902	0.1794871794871795	0.22727272727272727	0.22727272727272727	0.16393442622950818	0.14035087719298245	0.11666666666666667	0.15942028985507245	0.18421052631578946	0.1506849315068493	0.13953488372093023	0.19298245614035087	0.1323529411764706	0.2127659574468085	0.1896551724137931	0.2	0.1935483870967742	0.23809523809523808	0.16666666666666666	0.23076923076923078	0.21153846153846154	0.1346153846153846	0.14893617021276595	0.1951219512195122	0.15942028985507245	0.16666666666666666	0.22727272727272727	0.2	0.23636363636363636	0.18604651162790697	0.125	0.17543859649122806	0.16	0.15517241379310345	0.17391304347826086	0.125	0.2982456140350877	0.16129032258064516	0.1794871794871795	0.2	0.13559322033898305	0.1875	0.1	0.17391304347826086	0.16363636363636364	0.21951219512195122	0.1875	0.1111111111111111	0.175	
P30874	0.07692307692307693	0.21875	0.22857142857142856	0.22857142857142856	0.19607843137254902	0.13953488372093023	0.13636363636363635	0.24242424242424243	0.14814814814814814	0.19230769230769232	0.25806451612903225	0.18	0.28125	0.20833333333333334	0.14705882352941177	0.1320754716981132	0.14285714285714285	0.3404255319148936	0.13793103448275862	0.1	1.0	0.20408163265306123	0.12727272727272726	0.1	0.11666666666666667	0.13636363636363635	0.175	0.2702702702702703	0.14754098360655737	0.2647058823529412	0.14634146341463414	0.09259259259259259	0.07692307692307693	0.17142857142857143	0.17391304347826086	0.1282051282051282	0.3333333333333333	0.2962962962962963	0.13953488372093023	0.20689655172413793	0.14285714285714285	0.21428571428571427	0.15555555555555556	0.16666666666666666	0.1568627450980392	0.125	0.1935483870967742	0.21621621621621623	0.21621621621621623	0.14814814814814814	0.19148936170212766	0.20833333333333334	0.18333333333333332	0.2	0.10294117647058823	0.17647058823529413	0.1346153846153846	0.0967741935483871	0.14285714285714285	0.17647058823529413	0.21875	0.16071428571428573	0.22857142857142856	0.20512820512820512	0.375	0.10204081632653061	0.13636363636363635	0.21621621621621623	0.2903225806451613	0.14516129032258066	0.23684210526315788	0.125	0.3448275862068966	0.11320754716981132	0.2727272727272727	0.2	0.20833333333333334	0.2564102564102564	0.28888888888888886	0.21621621621621623	0.17391304347826086	0.1206896551724138	0.16666666666666666	0.15625	0.21621621621621623	0.1836734693877551	0.2972972972972973	0.1724137931034483	0.15384615384615385	0.1	0.1388888888888889	0.17543859649122806	0.14814814814814814	0.3103448275862069	
P28223	0.12162162162162163	0.13043478260869565	0.21739130434782608	0.16666666666666666	0.2542372881355932	0.12727272727272726	0.18867924528301888	0.35	0.25	0.171875	0.2682926829268293	0.16129032258064516	0.2	0.13513513513513514	0.18181818181818182	0.1774193548387097	0.2222222222222222	0.2459016393442623	0.1794871794871795	0.13333333333333333	0.20408163265306123	1.0	0.19047619047619047	0.13333333333333333	0.17647058823529413	0.125	0.3333333333333333	0.25	0.16901408450704225	0.2727272727272727	0.17647058823529413	0.125	0.0784313725490196	0.22727272727272727	0.21818181818181817	0.2127659574468085	0.2564102564102564	0.23076923076923078	0.21568627450980393	0.2631578947368421	0.1896551724137931	0.16363636363636364	0.2037037037037037	0.1702127659574468	0.2	0.1875	0.19047619047619047	0.1836734693877551	0.20833333333333334	0.171875	0.21052631578947367	0.2909090909090909	0.16666666666666666	0.11363636363636363	0.1	0.23255813953488372	0.125	0.1095890410958904	0.1509433962264151	0.21666666666666667	0.18181818181818182	0.13043478260869565	0.21739130434782608	0.25	0.21428571428571427	0.15517241379310345	0.18867924528301888	0.28888888888888886	0.2619047619047619	0.16666666666666666	0.25	0.13725490196078433	0.2682926829268293	0.18032786885245902	0.2222222222222222	0.19642857142857142	0.26785714285714285	0.2653061224489796	0.18333333333333332	0.20833333333333334	0.13559322033898305	0.2	0.20634920634920634	0.19047619047619047	0.23404255319148937	0.22413793103448276	0.22	0.19117647058823528	0.2608695652173913	0.15254237288135594	0.2	0.15942028985507245	0.1282051282051282	0.3076923076923077	
P37288	0.14666666666666667	0.1702127659574468	0.1346153846153846	0.18	0.16666666666666666	0.14035087719298245	0.11864406779661017	0.14	0.13043478260869565	0.13043478260869565	0.1956521739130435	0.171875	0.1875	0.0975609756097561	0.23684210526315788	0.1875	0.17647058823529413	0.2153846153846154	0.16666666666666666	0.22413793103448276	0.12727272727272726	0.19047619047619047	1.0	0.22413793103448276	0.18571428571428572	0.15789473684210525	0.21153846153846154	0.18867924528301888	0.1780821917808219	0.1568627450980392	0.18867924528301888	0.15384615384615385	0.13725490196078433	0.16326530612244897	0.14754098360655737	0.17647058823529413	0.08333333333333333	0.1590909090909091	0.18181818181818182	0.13333333333333333	0.2	0.19642857142857142	0.15254237288135594	0.11538461538461539	0.171875	0.234375	0.15217391304347827	0.1509433962264151	0.2708333333333333	0.2	0.18032786885245902	0.13846153846153847	0.1917808219178082	0.13043478260869565	0.1518987341772152	0.14285714285714285	0.13636363636363635	0.12	0.18518518518518517	0.15151515151515152	0.2222222222222222	0.208955223880597	0.20408163265306123	0.18867924528301888	0.16393442622950818	0.1864406779661017	0.13793103448275862	0.19607843137254902	0.16666666666666666	0.20833333333333334	0.18867924528301888	0.22	0.1956521739130435	0.20967741935483872	0.20833333333333334	0.20689655172413793	0.15625	0.18181818181818182	0.12121212121212122	0.24489795918367346	0.09375	0.24615384615384617	0.1791044776119403	0.15217391304347827	0.19607843137254902	0.15625	0.23076923076923078	0.16666666666666666	0.17307692307692307	0.16393442622950818	0.1875	0.16901408450704225	0.06818181818181818	0.14893617021276595	
Q15077	0.19696969696969696	0.2	0.18181818181818182	0.20930232558139536	0.12903225806451613	0.20833333333333334	0.1346153846153846	0.19047619047619047	0.22413793103448276	0.12698412698412698	0.14285714285714285	0.19298245614035087	0.13636363636363635	0.11764705882352941	0.16	0.21052631578947367	0.15873015873015872	0.14285714285714285	0.2	0.28	0.1	0.13333333333333333	0.22413793103448276	1.0	0.22580645161290322	0.22916666666666666	0.14285714285714285	0.09803921568627451	0.2153846153846154	0.15555555555555556	0.24444444444444444	0.25925925925925924	0.1590909090909091	0.13636363636363635	0.10526315789473684	0.1276595744680851	0.125	0.1282051282051282	0.13725490196078433	0.1282051282051282	0.18181818181818182	0.17647058823529413	0.17307692307692307	0.13333333333333333	0.1724137931034483	0.2413793103448276	0.21052631578947367	0.2	0.22727272727272727	0.2033898305084746	0.14035087719298245	0.17543859649122806	0.15942028985507245	0.15384615384615385	0.1506849315068493	0.13953488372093023	0.2830188679245283	0.16666666666666666	0.2391304347826087	0.21052631578947367	0.23076923076923078	0.23333333333333334	0.18181818181818182	0.19148936170212766	0.20754716981132076	0.23529411764705882	0.1568627450980392	0.125	0.13953488372093023	0.23076923076923078	0.14285714285714285	0.35	0.17073170731707318	0.23636363636363636	0.18604651162790697	0.125	0.17543859649122806	0.16	0.17543859649122806	0.2	0.16666666666666666	0.27586206896551724	0.16129032258064516	0.15	0.14893617021276595	0.13559322033898305	0.14	0.14925373134328357	0.14893617021276595	0.16363636363636364	0.21951219512195122	0.13432835820895522	0.08108108108108109	0.11904761904761904	
Q9NS75	0.1518987341772152	0.15384615384615385	0.10344827586206896	0.16363636363636364	0.1388888888888889	0.1864406779661017	0.109375	0.14814814814814814	0.1527777777777778	0.136986301369863	0.1320754716981132	0.23076923076923078	0.10714285714285714	0.08695652173913043	0.17857142857142858	0.15714285714285714	0.11842105263157894	0.1506849315068493	0.14893617021276595	0.13432835820895522	0.11666666666666667	0.17647058823529413	0.18571428571428572	0.22580645161290322	1.0	0.14516129032258066	0.15254237288135594	0.13333333333333333	0.1518987341772152	0.20754716981132076	0.15254237288135594	0.1267605633802817	0.16666666666666666	0.10714285714285714	0.11940298507462686	0.14035087719298245	0.11764705882352941	0.14285714285714285	0.20689655172413793	0.14285714285714285	0.203125	0.14285714285714285	0.15873015873015872	0.125	0.21212121212121213	0.2537313432835821	0.13725490196078433	0.13793103448275862	0.2222222222222222	0.2028985507246377	0.11594202898550725	0.16176470588235295	0.1794871794871795	0.14	0.12941176470588237	0.10909090909090909	0.14285714285714285	0.12658227848101267	0.1694915254237288	0.15714285714285714	0.2	0.2112676056338028	0.16363636363636364	0.13333333333333333	0.13432835820895522	0.22950819672131148	0.12698412698412698	0.13793103448275862	0.17307692307692307	0.15	0.15254237288135594	0.2222222222222222	0.17647058823529413	0.2698412698412698	0.16666666666666666	0.13636363636363635	0.14492753623188406	0.16666666666666666	0.14492753623188406	0.15789473684210525	0.13636363636363635	0.1780821917808219	0.18309859154929578	0.16	0.1	0.12857142857142856	0.1694915254237288	0.12658227848101267	0.11864406779661017	0.10144927536231885	0.10714285714285714	0.1282051282051282	0.08333333333333333	0.1346153846153846	
P51582	0.1935483870967742	0.2647058823529412	0.175	0.14634146341463414	0.16071428571428573	0.17777777777777778	0.14893617021276595	0.18421052631578946	0.15789473684210525	0.15789473684210525	0.19444444444444445	0.16666666666666666	0.15384615384615385	0.13793103448275862	0.17142857142857143	0.28	0.13333333333333333	0.15517241379310345	0.1935483870967742	0.18	0.13636363636363635	0.125	0.15789473684210525	0.22916666666666666	0.14516129032258066	1.0	0.13333333333333333	0.1590909090909091	0.15625	0.175	0.275	0.21153846153846154	0.15	0.15384615384615385	0.11538461538461539	0.11627906976744186	0.1111111111111111	0.14705882352941177	0.1276595744680851	0.14705882352941177	0.15384615384615385	0.25	0.21739130434782608	0.1794871794871795	0.21153846153846154	0.21818181818181817	0.24242424242424243	0.2564102564102564	0.32432432432432434	0.2222222222222222	0.15384615384615385	0.19230769230769232	0.15384615384615385	0.14285714285714285	0.09722222222222222	0.15789473684210525	0.23529411764705882	0.125	0.23809523809523808	0.18518518518518517	0.22857142857142856	0.1896551724137931	0.2702702702702703	0.1590909090909091	0.18	0.13725490196078433	0.17391304347826086	0.13953488372093023	0.1891891891891892	0.10294117647058823	0.18604651162790697	0.4	0.19444444444444445	0.16666666666666666	0.1794871794871795	0.1836734693877551	0.16981132075471697	0.15217391304347827	0.14814814814814814	0.1951219512195122	0.23404255319148937	0.21052631578947367	0.17543859649122806	0.17142857142857143	0.1951219512195122	0.12727272727272726	0.15555555555555556	0.1076923076923077	0.16666666666666666	0.11320754716981132	0.21621621621621623	0.109375	0.12903225806451613	0.13513513513513514	
P28335	0.12698412698412698	0.17647058823529413	0.29411764705882354	0.2222222222222222	0.24	0.13636363636363635	0.21428571428571427	0.3548387096774194	0.26	0.16666666666666666	0.3793103448275862	0.15384615384615385	0.2727272727272727	0.2	0.16176470588235295	0.1509433962264151	0.27450980392156865	0.2549019607843137	0.25925925925925924	0.19148936170212766	0.175	0.3333333333333333	0.21153846153846154	0.14285714285714285	0.15254237288135594	0.13333333333333333	1.0	0.2631578947368421	0.22413793103448276	0.29411764705882354	0.17073170731707318	0.17647058823529413	0.13157894736842105	0.3548387096774194	0.25	0.25	0.27586206896551724	0.3333333333333333	0.21951219512195122	0.2857142857142857	0.26666666666666666	0.18181818181818182	0.23255813953488372	0.16216216216216217	0.17647058823529413	0.18518518518518517	0.26666666666666666	0.3142857142857143	0.24324324324324326	0.18867924528301888	0.2391304347826087	0.2553191489361702	0.2	0.1935483870967742	0.16923076923076924	0.1388888888888889	0.1111111111111111	0.06153846153846154	0.225	0.19607843137254902	0.21212121212121213	0.15789473684210525	0.2571428571428571	0.3333333333333333	0.21739130434782608	0.1702127659574468	0.3076923076923077	0.3939393939393939	0.28125	0.2	0.2972972972972973	0.1794871794871795	0.3333333333333333	0.25	0.2647058823529412	0.1956521739130435	0.2826086956521739	0.3157894736842105	0.20408163265306123	0.21052631578947367	0.1	0.2	0.28	0.35714285714285715	0.2777777777777778	0.2826086956521739	0.225	0.1896551724137931	0.3939393939393939	0.16666666666666666	0.2	0.1724137931034483	0.18518518518518517	0.39285714285714285	
