	P32745	O60883	P08100	P08173	P21728	P35346	P30542	P35462	Q13255	P13945	P21731	P24530	P28335	P25105	Q15391	Q9H244	Q9UBS5	P41595	P21918	Q9NS75	P30874	P21554	P41145	O95665	P28221	Q99677	P41231	O15303	P47898	P08588	P34969	Q9NPC1	P41143	Q9Y271	P28223	Q15722	P25101	Q8TDS4	P18089	P51681	P30556	P51582	Q14833	P30939	P50406	P41594	P32238	Q9Y5N1	P30872	P25024	Q9H3N8	P30518	P37288	P21917	P34995	P43088	P35367	P43116	P08913	P28566	P11229	P29274	P35372	P14416	P48039	P25021	Q15077	P28222	P35368	Q8NFJ5	P0DMS8	Q14416	P08908	Q14832	P08172	P43657	Q96G91	Q14831	P25100	P43115	Q13258	P34981	Q13639	P43119	O00222	P08912	P47900	P29275	Q5T6X5	P18825	P07550	P32239	P20309	P35348
P21731	1.9777407143843044	2.088859337852441	2.2305399888760817	2.0872629605937694	1.6921660456131162	2.056071631912556	2.3090251670829014	2.53859103528797	2.454524670486058	2.014249043947984	0.0	2.0439612955674535	2.0518978202703275	2.3288647687470205	2.214221709264404	2.218250418828976	1.992716773374704	1.9903347725664278	2.2021360362453537	2.2950732256534017	2.596739408480481	2.3094010767585043	2.453031004922505	1.9146825335994342	2.385656728175988	2.6010815058356025	1.7499836021795043	2.216844399810354	2.1961139921840727	2.2248595461287	2.204792759220494	1.8541666666666679	2.240334176461679	2.5248762345905194	1.9004131782151714	1.847739541748625	2.3570226039551585	2.1227747971714237	1.9356308187943982	2.6819291124435676	2.0179747823553766	1.583089649863891	2.225774937875363	2.032513495923487	1.7470415550327771	1.9912886623137067	1.777835168954259	2.0861545523586065	2.2054925823643585	1.7370800785413958	2.4491353349475995	2.549732100995726	2.101851036057927	2.0184335693983284	1.6577671666917564	1.95946578761649	2.0998928653418694	2.012307808474983	2.2270150335361367	2.1169509870286287	2.158545917394926	2.1349169469490783	2.317405957179358	2.4993826398226653	2.578473594415408	2.3075209160000663	1.825741858350555	2.345932940334022	2.052121570101456	1.6088594299539491	1.8782379449307751	1.921868724065549	2.03385694533172	2.0818506834925334	2.1501937897160195	2.4702309236843707	1.7468323686463436	2.2452689457810817	2.0500000000000007	1.574300025195218	1.5925676779964755	2.33818737089351	2.293307493394479	2.034425935955618	1.9821736416568092	2.2470831573507426	2.1335937341073685	2.4475989746567444	2.1462001708328433	2.163220399706031	2.292984469589313	1.673286174363249	2.2858208685631665	2.385100675896047	
P24530	2.2479157012663977	2.215851980616035	2.435843454192681	2.156385865284783	2.043621513120492	2.0116846174288847	2.221345313092946	2.548783297241313	2.29975844142138	2.1209018959091446	2.0439612955674535	0.0	2.1886257433896956	2.56661255354212	2.339871791359518	2.2424476423255517	1.9923682516041052	2.310235936575447	2.344326719677751	2.399218622802016	2.6100766272276377	2.1470623053861018	2.430277761902948	2.214796930598149	2.423648917247314	2.2617747456367088	2.345384072232305	2.3567099169505497	2.36246693098549	2.5079872407968904	2.535744466621193	2.317899102635833	1.8157298807917437	2.5787593916455256	2.016461182983531	2.1574395598823752	1.6881943016134147	2.349152723540664	2.211083193570266	2.6395732493673125	2.4310491562286436	1.990098949087833	2.36455304679576	2.2759613353482084	2.237436579878767	2.172493473213777	2.052613733875876	2.368371523530333	2.099382625299021	2.0189187843623726	2.604683282090166	2.6641995390123236	1.9595917942265424	2.2876479915697985	2.3240446277885165	1.9869947529241605	2.002890473274533	2.231093404090868	2.404541158270779	2.313140134957375	1.980900538176704	2.220798154818317	2.0958512811248315	2.307796768765813	2.456145977181424	2.279665545644799	2.3328041728019047	2.374180846919112	2.122294096350683	2.2315648448576924	2.038517980189421	2.2859583409004163	2.330057223903883	2.37183589995855	2.2956480566497994	2.47023092368437	2.4616060067020085	2.2999660323578692	2.2830900113661747	2.166232209037405	1.9552852722474454	2.277664396271061	2.281433380926329	2.1886068628239297	2.257907914009815	2.0703670575737108	2.6019223662515367	2.5614665937917516	1.9804335894617706	2.6382438436415234	2.0639767440550294	2.0326417916251813	2.160884422546313	2.274544727853964	
P28335	2.0158527203351553	2.3397923196671866	1.979231005188841	2.0467470663760596	1.6655471446623022	2.1686094013300754	2.078986512066726	1.9800814062224397	2.465557043249454	2.141870256574801	2.0518978202703275	2.1886257433896956	0.0	2.094981212562952	2.0218333060258384	2.1820887278148593	2.066909261343637	1.7368157431402529	1.9069251784911838	2.2168704208432928	2.2992767457874685	2.3324586230503677	2.450596570984096	1.981811272695489	2.0965375861203412	2.126943690559277	2.2193737483152183	2.474809842755731	1.8416805342085383	2.3614500377928254	2.096336828654583	2.1945723924120597	2.192062832769608	2.0441915292517137	1.5212000482437742	1.8295101634089184	2.1179086831312257	2.0917140889264205	1.6664793283142778	2.264698248074604	1.6470609938175853	1.955843538357828	2.4592398057948475	1.8118526202082148	1.9346726700816708	2.3399099344104086	1.7837651700316894	1.9465037137667829	2.040379037750603	1.8295101634089188	1.949219752780096	2.7886113957690943	1.975553066195736	2.2614873576632095	2.432229759100955	2.0213128259255164	2.1144915181114565	1.9715608896500756	2.208174145725657	1.8611642194634643	1.838522583286972	1.835069926331716	2.1707068356905372	2.097340423818296	2.108580643283347	2.2127016413694385	2.175097205243935	2.2879269101738933	1.9134150163499246	1.8905449229332367	1.6729221449947882	2.123378512960543	2.1272775835220408	1.9827244393386234	1.9744023052078115	1.9688928476101026	2.2044283005422067	2.3187318309194374	2.089332409492414	1.7104443383842527	2.130068093429087	2.139588218949833	2.068784522631955	2.2409598002744895	2.0156830771536782	2.1399842758171905	1.993646934432863	2.600637415684936	1.9098109101450802	2.3618874648666504	1.9764731925811028	2.034354544953372	2.0388783174550733	2.1164448594223293	
P25105	2.0953818267800264	2.3648467180770933	2.2988523706889543	2.424355584480131	1.846543317180028	2.2741756748325317	2.2395591083961146	2.13383240690096	2.520747243709031	2.463415750490224	2.3288647687470205	2.56661255354212	2.094981212562952	0.0	1.9605483926697653	1.8002975944469377	2.271597730673281	2.0135132324348115	2.140349280216272	2.358495283014151	2.200852107707376	2.1134855068474727	2.2638462845343543	2.3588088710068966	2.2907826577799084	1.996089927833914	2.002194044476093	2.397649784642435	2.0463381929681126	2.4109126902482383	2.222048604328898	2.39220740112558	2.019436802675439	1.7940875118009154	2.054148191681513	2.114613654805745	2.462214450449026	2.0877730471237292	2.0651203892805428	2.3606575528086773	1.8062391868188452	2.101770270891882	2.395191943132	2.1230873745562153	2.1738825419333145	2.3832429458146964	1.9594283615718717	2.00095640397592	2.0877730471237292	1.8847199849016303	2.2878756522153907	2.4992345767029858	2.139509289533467	2.4916527312876755	2.544645730448764	2.3368029758942344	2.048608679240903	2.2561643951134807	1.9583736295016003	2.071447576389129	2.307126043048449	2.0069324297987157	2.2147443628086285	2.2520566731899225	2.263564553927261	2.315032397181517	2.5186036205665365	2.399245204438348	2.300848747457704	2.0352841710200407	1.9773017529507793	2.0693533249281058	2.160246899469286	2.159762978793616	2.2028390771910686	1.886106560930128	2.4843518535488087	2.24565552790271	1.8207141456033127	2.110701775114398	2.367239386722346	2.109562775088908	2.121502204792226	2.34787137637478	2.0075090516838507	2.637133919360558	1.7937391114652095	2.623346039782865	1.9565519321341809	2.2269248336834426	2.0778594755180153	2.0400955359782453	2.5280451729931994	2.3276322520592565	
Q15391	2.2395591083961146	2.145926373387494	2.0982797186690294	2.2781571499789033	1.8577914008006629	2.5093574874855915	2.2114757516192665	2.433371384786198	2.3863035105460586	2.3072114883709753	2.214221709264404	2.339871791359518	2.0218333060258384	1.9605483926697653	0.0	1.642080561796092	2.0851034147015346	2.1433637732458783	2.267949523539339	2.207940216581962	2.4558603380485624	2.2733697184011254	2.1866069605669876	2.2169665826084004	2.322394996230942	2.3351927115336757	2.262020233594316	2.4619554199448697	2.2707377655731187	2.371708245126285	2.2022715545545246	2.0549102778466994	2.011684617428885	1.928406077567689	2.0416631528614277	1.933555368650291	2.2980970388562794	2.035563440062363	1.926280238063911	2.2896172035463724	1.8708286933869702	2.1748421256737096	2.352185744744191	1.9798989873223318	2.0491411839687217	2.0568038741870227	1.8749655644220755	2.034147266556878	2.3104032035475903	1.8218712567119155	2.3082731640774234	2.4026983130791657	1.959591794226542	2.3892118644719087	2.3078525585384924	2.139790574730084	2.263389909913341	2.09827971866903	2.0085046450259725	2.3077298983959587	2.0279554496549284	2.1953233120532483	2.296333631715599	2.265890389948124	2.1647689229559632	2.1469455046647083	2.4072293381436998	2.3370354498546986	2.0926376254394734	2.1152097829850125	1.918477405536889	2.0559854388023933	2.25924028528766	2.279838669700467	2.1011901389450696	1.9212825223303953	2.1863116606938613	2.293843662937821	2.0802644062714717	1.9930146607630672	2.0467167822580774	2.1074454988474183	2.2439906031800785	2.274862633215465	2.1365427247810453	2.2706528130762003	2.116601048851672	2.9059326290271152	1.9080344501968507	2.5934995024910807	1.8179658962697838	1.9620116706886241	2.5403764281488317	2.4960712932178932	
Q9H244	2.269262781484017	2.305583285356288	2.3671025755498234	2.43281142478644	1.968249967993887	2.4408173396865007	2.1799615003153487	2.177324215807271	2.3231068414572333	2.669606015996074	2.218250418828976	2.2424476423255517	2.1820887278148593	1.8002975944469377	1.642080561796092	0.0	2.1571879430009284	2.336507651329768	2.38823365196692	2.141219612410514	2.48746859276655	2.261556642662702	2.166094246729418	2.232095096699524	2.39598429476087	1.912715907514009	2.372361518309072	2.2096726140368603	2.400706741179117	2.4741520914100197	2.0580851016695796	2.5772658200393024	1.892772909176981	1.9502747059251502	2.1383660137995197	2.2620528545732785	2.1044171232366056	1.7802562088958376	2.3026554718894072	2.32992949004287	1.8106825863666531	2.0629425397714294	2.1669963119195703	2.169265840258931	2.2587697572631287	2.2557560537765724	1.9333645453383057	2.425418120907093	2.290999181291267	2.0176318426949043	2.2839697583687166	2.6534536601438155	2.257685287444391	2.663688813513714	2.652611593716181	2.240795399219667	2.0228914277472647	2.2110831935702673	2.354878881270658	2.1450899595924353	2.151850470790725	2.363117728092572	2.2337005147105087	2.067639300055085	2.2677868380553643	2.123949320084102	2.546221740130231	2.325545799442816	2.2384427037336625	2.343495160842592	2.1593282318115548	2.162800586431472	2.408442492171079	2.2578473030511175	2.507987240796891	1.9112983086085238	2.576572318304337	2.2060438491303196	2.393965628109859	2.0693410480347283	2.2044283005422076	2.263282788250695	2.2006893260295017	2.4363321378076286	1.996359119860388	2.2658417422021064	2.148421347341877	2.7995180991202018	1.978550930888403	2.6690760465278554	2.0894291770036824	2.170065361566188	2.359136575891105	2.5669316575617436	
Q9UBS5	1.9008632907181937	1.9428152897277708	2.2666245400497105	2.0517142223029006	1.9557829137088691	2.278465766694773	2.0242668425877057	2.489532484371461	1.723635732656086	2.5797783048298943	1.992716773374704	1.9923682516041052	2.066909261343637	2.271597730673281	2.0851034147015346	2.1571879430009284	0.0	1.992860772838223	2.25089657297518	2.0587086365000755	2.19463123325993	1.8181849966652914	2.1514893097573133	2.476204245012465	2.1286393128179495	2.19463123325993	2.3023986436894046	1.7192311478669524	2.0851034147015346	2.3091191502388964	2.160909819960102	2.5418374259578442	1.9931523398877469	2.2887291779500694	1.9248285986802869	2.236623749193087	1.7600159800410904	1.8828155015728343	2.361338632828609	2.3420274282103954	2.087350294033084	2.099807549235682	1.8613997495910908	2.1884997715330012	2.2469686212081106	1.5612409893641497	2.0631572957143884	2.359661127737435	2.1513548164578293	2.0037171680827184	2.309119150238896	2.4307533528198415	2.2270005051638404	2.371433725969728	2.348187367464933	1.9915547969511809	2.0533701007517275	2.06796414244649	2.1245821781748484	2.215321316186575	2.171948854948568	2.3685035418545985	2.0465856276934717	2.1524305275492446	2.3452928595249616	2.275034340400162	2.324771411170899	1.9154022929602952	1.7599792946988304	2.17246523896173	2.3412254922487827	1.6225402264141804	2.2750343404001603	1.8130219389290518	2.2157462061346296	2.172506927961522	2.44450941731103	1.6417406920704622	2.516849469078356	2.0331463652580406	2.173850567845525	2.0147138919277197	1.9452999110232754	2.1200309549626852	1.831714879054094	1.900761807152824	2.2829873521331643	2.1997671909646352	1.933631573222801	2.7075816132018553	1.9005344643020805	2.268437074332035	1.8742508834110074	2.2066312180889294	
P41595	1.8344795127350504	2.023477899537664	1.9363138420116317	1.8708066055506385	1.5373935642942957	2.1804860990382804	1.818146306471385	2.0585253904145397	2.376615491356509	1.9765484072099786	1.9903347725664278	2.310235936575447	1.7368157431402529	2.0135132324348115	2.1433637732458783	2.336507651329768	1.992860772838223	0.0	1.8519589806784869	2.2487944428695545	2.2956795569284436	2.164823448978797	2.298771231235009	2.2002538319550786	1.924103232061055	2.3224392723069682	2.126184647913909	2.4048865893229743	1.7288419904951338	2.1225861350782558	1.9059497968464902	2.2165864349385793	2.1357288708816387	2.0787691049598407	1.4171324789199904	1.954016841836789	2.4150868779609524	1.8546015704192467	1.9266913550421425	2.4084519753410145	1.8891819034870119	2.0696720744271815	2.229512376323572	1.7458806298122787	1.9135031616921985	2.1176929903805037	1.6160353486028336	2.0432682605780004	2.2099754363897306	1.57983156336207	1.861383061281703	2.3863967662688363	1.994289367831215	2.1086206372260374	2.219726267675472	2.0544322247634055	2.061051645228116	1.9647957669633134	2.0710519545262764	1.7703875318867055	1.743938735750081	1.9585201540335857	2.0396288156280433	1.9869485381909224	2.2449884217962	2.2748569567235912	1.968790260097886	2.1586197122783046	1.6861124537264909	1.8124303868787712	1.8611710720437027	1.9499661052157236	1.815670614294984	1.9499661052157249	1.8463499842832645	2.114331982007554	2.06705763652765	2.0357011782651417	1.9779831534600854	1.972957674019155	1.9025863214960315	1.7809262846728648	2.0327388775119544	2.072747208835544	1.9190656524120075	2.1337532108995125	1.7304516202186517	2.2673167921973283	1.9536170397182482	2.5291686805897373	2.123228478886273	1.9718781035313446	2.0246415864836442	1.6185903467968048	
P21918	1.6668947846641353	2.0356938833667653	1.7726625214799605	2.2329056783919556	1.5038785179920182	1.9328540003779011	2.182735365931004	1.8733221244791443	2.548699230704761	1.852526614769214	2.2021360362453537	2.344326719677751	1.9069251784911838	2.140349280216272	2.267949523539339	2.38823365196692	2.25089657297518	1.8519589806784869	0.0	2.329129674647229	2.286661827653925	2.4368150410173017	2.2648157752602684	2.200398294159824	1.918607034746883	2.2028168011671174	2.2672661660618045	2.3580371098940978	2.0981224388950808	1.9330744578272552	2.1384902374964856	2.1366129569217605	1.81459162584727	2.217278131865641	2.008247457670411	1.7930075384832733	2.363636363636364	2.0410540018893957	1.7747126928977603	2.541774440184092	2.031670728837039	2.238279908610827	2.5409989865017906	1.9039324246637406	1.892408781631341	2.1666526114122173	1.9177293736117254	2.007417935244118	2.177535077647727	1.9134150163499253	2.1031939013740177	2.626846104887384	2.138277672557677	2.106006103502309	2.223017419028233	2.382082900960044	2.2137810294338034	1.9799268150205618	1.786080245853499	2.211544595297619	2.082988952252655	2.064988099094791	2.102806147632484	2.2036644773795317	2.4465616049800163	2.00499762989081	2.0539355291841797	2.3120530866439055	2.176128946106513	2.2122231450695913	2.055642417443516	1.775223881371414	1.8498659768295114	2.0880555497218016	2.0680369579637925	1.9508205434416013	1.9875646462795857	2.3742046841482316	1.9207490360544595	1.8851310321207007	2.176128946106513	2.195150975605276	1.89890930411394	1.9260073032653342	2.094985778398671	2.1803680178810723	1.8261869229862402	2.5600680804767375	2.082441366752564	2.137813821146336	2.345877340328724	2.114322010601368	2.4206412646717	2.0368505911280064	
Q9NS75	1.948557158514987	2.238582140552364	2.4359859970405777	2.2014199962751313	2.052268392670792	2.2465250944514286	2.019436802675439	2.370487916645636	2.3340772623601542	2.5360200963308794	2.2950732256534017	2.399218622802016	2.2168704208432928	2.358495283014151	2.207940216581962	2.141219612410514	2.0587086365000755	2.2487944428695545	2.329129674647229	0.0	1.9685019685029528	2.375690283051993	2.143303524935281	2.3501306145245295	2.2129145353449022	2.1396553460779613	2.2689172609837676	2.4646738824718337	2.449489742783178	2.5359909305831523	2.3358617253596163	2.537992563030869	2.168668946612184	2.1139418156609704	2.0381815140702058	2.2150056433336682	2.318404623873926	1.7817880116665181	2.1154524076161323	2.2886420980706483	1.9316443772081866	2.281585570617368	2.414683093998971	2.2530534836084115	1.9725475602760554	2.314504325359718	1.9543472415351033	2.454821370117116	2.1362718477308573	1.8794368991406007	2.2325713874364688	2.754981573329984	2.295920294783772	2.351860965278347	2.5366033408626856	2.114489256254289	2.004450111111246	2.3131568136303358	2.2956233061276334	2.191189569251155	2.0356456729463313	2.263079269000045	1.950486643929701	1.9717331161902925	2.632823618110722	2.117634293262177	2.319818665752845	2.218458050639899	2.3981850058563143	2.2113294215586445	2.1706693796051844	2.334416971141982	1.9764235376052366	2.2995081842153455	2.0545680811304354	2.2219050935847733	2.3533978424734476	2.1460355891736747	2.461452823029522	2.006510580770457	2.208934244351282	2.063562651417818	2.3118221395553493	2.3197521419324096	2.1599789950967714	2.03262358590451	2.070326061276339	2.7035213662513895	1.9105251457919132	2.6471663471382914	2.0337772739412743	2.1015361242749675	1.9904861526689768	2.1506413611903796	
P30874	1.8157298807917437	2.077859475518015	2.3318447632722044	2.0802644062714717	1.9507833184532704	2.361805453461398	2.301494079940246	2.507858020672592	2.48467525264593	2.60198774722065	2.596739408480481	2.6100766272276377	2.2992767457874685	2.200852107707376	2.4558603380485624	2.48746859276655	2.19463123325993	2.2956795569284436	2.286661827653925	1.9685019685029528	0.0	2.4227254828874245	2.4238399287081647	2.7485203119725057	2.150043065890818	2.433490291741473	2.368766286278211	2.390190411678876	2.222048604328897	2.6339134382131846	2.2830900113661743	2.61680267693229	2.381569860407206	2.2150056433336687	1.9665330066174083	2.2424114454999313	2.4109126902482387	2.1500430658908187	2.2999396127338265	2.503823606618731	2.2332711434127304	2.3951790571999796	2.2535774029553783	2.1348302040209184	2.2064955130204984	2.3669528906158135	2.361778115693469	2.3498263070851415	1.7982759232932808	2.235028241358355	2.1972994789058684	2.580094524451001	2.308137777516758	2.5535922410074274	2.74286325152532	2.3751218292339673	1.9432814966459724	2.343726851737539	2.446007879270741	2.0273972245647474	2.1621987202348265	2.093309447846745	2.0418083851041158	2.1414126524675594	2.5909477424451532	1.996089927833914	2.655503253785278	2.093174037441801	2.1554994052308185	2.4055378662651528	2.3033791601808757	2.264467137912387	2.096624270901521	2.261217710954029	1.9943670675179137	2.130619819753522	2.5003098981479988	2.0415603713826345	2.437211521390788	2.134791491163434	2.5764148002875036	2.0450911860314864	1.9897499687829137	2.2721135535003527	1.9513765321870538	2.0128828904991463	1.9918584287042087	2.4930458836085974	2.044836505127785	2.695554191014199	2.04144556625936	2.4642857142857144	2.098183984558517	2.2201881760765416	
P21554	2.1040176881620463	2.1847676939535736	2.364866294865863	2.396731313196021	2.0991988477676755	2.3731311685639875	2.3183630213505033	2.6897152082022684	1.8625616238044689	2.7272726165888543	2.3094010767585043	2.1470623053861018	2.3324586230503677	2.1134855068474727	2.2733697184011254	2.261556642662702	1.8181849966652914	2.164823448978797	2.4368150410173017	2.375690283051993	2.4227254828874245	0.0	2.4505132997188097	2.6058426011964992	2.2415823335368903	2.148113226089064	2.244993523105088	1.8119066738964709	2.636182823049875	2.552534446146699	2.305522088110508	2.704529023259747	2.0086137809413844	2.5715081802295816	2.058054470922764	2.3176480977115665	2.348495709760917	2.213873205019031	2.4269067850269566	2.1943834487346643	2.379049504152842	2.2852182001336825	1.8260123185932582	2.2526253544818147	2.4511349379936154	1.7060354085770673	2.198913571704663	2.310778037223435	2.3147407395555186	2.1046006615259487	2.480440460189119	2.562840843127176	2.1870550693897064	2.615244954653294	2.4722286860274956	1.9907192074632127	1.9651592382165384	2.1716466984102296	2.253566819931626	2.3174059571793575	2.185929534500845	2.1622105172687633	2.13437474581095	2.2443344307471285	2.5419632616310563	2.1682241553064396	2.4494897427831788	2.073783858326536	2.2353606101573686	2.3937270396153267	2.4526377838493465	1.8721012593590394	2.3162403018258853	1.8153822733783413	2.382782894220046	2.2062350090350686	2.5303584743618086	1.654454681521945	2.2536732704357454	2.186139566324307	2.302542922024369	1.871468287204623	2.2222222222222228	2.559055574249759	1.8130187635645232	2.081665999466133	2.5355010219084444	2.4374901076089235	1.9059057786957225	2.72483991754887	2.0872333865374393	2.2132898710774342	2.0475422691472076	2.320222028646858	
P41145	2.348536778506992	2.1357083134173536	2.4979157978869773	2.3656394484367227	1.877313387678135	2.42706097986845	2.0879116360612584	2.451142968464274	2.4923494047896972	2.5246198964006004	2.453031004922505	2.430277761902948	2.450596570984096	2.2638462845343543	2.1866069605669876	2.166094246729418	2.1514893097573133	2.298771231235009	2.2648157752602684	2.143303524935281	2.4238399287081647	2.4505132997188097	0.0	2.602520682977456	2.29910409282173	2.2878756522153907	2.4795131653592977	2.276347997139637	2.3048861143232218	2.3940029239748233	2.1751436734156204	2.725028669573955	2.027159342528357	2.2430448056157952	2.1990911909504134	2.4255973959568657	2.222048604328897	2.250257186947175	2.3363373519725754	2.5047149416202057	2.122792971535379	2.2632497393606488	2.2614216276001646	2.258594695823046	2.3675366083414073	2.140822446701108	2.2056581072211547	2.358360075327337	2.3646215733569687	2.1711981115663805	2.414150989478496	2.689382942655229	2.1380481753225307	2.6751168198790873	2.6406094083255254	2.4149898397148446	1.9873697264857566	2.4245560876626926	2.115285280566624	2.3383708848387865	2.2978722641062443	2.4188208789499988	1.606915033822859	2.3567770679782485	2.398580575154857	2.315032397181517	2.871005007499364	2.4985965448382323	2.1429419995004855	2.4740143575614346	2.4374109670349444	2.2114879754916017	2.048881808857374	2.056432435034419	2.1263231174964923	2.285295720604281	2.489492380797657	2.4165768661476505	2.111575241377867	2.4548084875899785	2.358221507341061	2.131667211841665	2.162834930888533	2.20935510952857	1.9892651723503152	2.2896876977191503	2.3793381432658953	2.617383129089901	1.7156877902383016	2.5819722265184017	2.18202887240293	2.3766777103291705	2.487831957998705	2.2028461116781477	
O95665	2.3169086793402904	2.4140491163384965	2.309258727630452	2.495214354430539	2.0161963361759208	2.397973595948026	2.1338139521168484	2.0497857790713847	2.9640626383612183	1.8219568126656942	1.9146825335994342	2.214796930598149	1.981811272695489	2.3588088710068966	2.2169665826084004	2.232095096699524	2.476204245012465	2.2002538319550786	2.200398294159824	2.3501306145245295	2.7485203119725057	2.6058426011964992	2.602520682977456	0.0	2.5294669273711556	2.252730919935432	1.7725169183204739	2.649291931022459	2.2583261461198476	2.5768082638027936	2.504138586255082	1.4961813449124097	2.1371909271685565	2.3557496074535917	2.1104403874034925	1.561023374346301	2.426127505832333	1.9493363840994409	1.9526074544407055	2.9441937399170746	2.0118730417436086	1.7582549009141148	2.722936883742775	1.9578094267520754	1.8523574472943374	2.4272865511945865	1.9424453760217568	1.948288427973398	2.2900560654312208	1.6761057632530973	2.2436423986495155	2.6769239791405766	2.0585512226064897	1.9987668782353216	1.8268218595442958	2.2631503839363396	2.411969111000422	1.8465099371680858	2.4544259130534174	2.3244249342033285	1.799745147437812	2.121039450309656	2.355674019821424	2.446445896307348	2.381143976512048	2.3514088374228033	1.9829059829059832	2.6509949874299688	2.1831401768634318	1.8187062180825986	1.6070705868559139	2.3640747729620064	2.214435115257256	2.501705975943999	2.36544402677108	2.4011680529182606	1.8743215637318302	2.643929178605071	1.8313872583210875	1.6109283734731505	1.6416149079757765	2.364272370631416	2.1136529215216204	2.1089412358087825	2.3831789626470576	2.6425741594752634	2.0240711216075	2.92377971758294	2.172806510254709	2.515947472948321	2.2771309676404163	1.5373131506696465	2.4426123972089147	2.4168402771041797	
P28221	2.0848605513363534	2.020359337309048	2.084629226588192	2.067652094813145	1.5553075199077135	2.3145323901784534	2.412952126123302	2.015373016357452	2.533723166886974	2.3972187844466877	2.385656728175988	2.423648917247314	2.0965375861203412	2.2907826577799084	2.322394996230942	2.39598429476087	2.1286393128179495	1.924103232061055	1.918607034746883	2.2129145353449022	2.150043065890818	2.2415823335368903	2.29910409282173	2.5294669273711556	0.0	2.193609194067234	2.4026819011960088	2.2441239303264084	2.136271847730857	2.275879968194639	1.844410976938669	2.4547702521296655	2.097314199601923	2.358004492189356	1.8528677960077748	2.1422477889416967	2.5531389540169016	2.084629226588192	2.1786846184490924	2.379841010460954	2.158102733283893	2.1942686286812783	2.0723934990283146	1.7903030986917225	1.7409739153265105	2.2565935973593563	2.0480156058098413	2.088689260495334	2.1744873100867705	1.997626384569786	2.2767189273325057	2.6881223022243246	1.9098186844324805	2.388242806689408	2.590589689998046	2.3412563895228313	1.971716136777341	2.3120724496316463	1.9262496490428531	1.8592445034090581	2.0141069670721796	2.1043385518354074	1.956312984628779	1.9212907184211758	2.6019644883800064	1.866027916507464	2.224998266055644	1.5755117706257233	2.0480156058098413	2.2955043773130615	2.355057599358516	1.9628094117557227	1.6180406532456322	1.9156237237331168	2.2079821523701644	2.1897859506007036	2.349348163249557	2.0860052310754345	2.144480425720015	2.068759862979863	2.2051918591357094	2.2114250167451575	2.111111111111111	2.2439218313446636	1.8700036310785368	2.125680718856556	2.1867445785577826	2.747052292239137	1.7961466997892344	2.4154512316721433	2.1392279673509087	2.153106002335703	2.019115869634706	2.0288702920022286	
Q99677	2.1213203435596424	2.328223571738762	2.6064156955055697	2.4760098949721496	1.8675779025845811	2.200852107707376	2.0	2.056353073517037	2.369144829304917	2.4538830778509633	2.6010815058356025	2.2617747456367088	2.126943690559277	1.996089927833914	2.3351927115336757	1.912715907514009	2.19463123325993	2.3224392723069682	2.2028168011671174	2.1396553460779613	2.433490291741473	2.148113226089064	2.2878756522153907	2.252730919935432	2.193609194067234	0.0	2.3027842023612695	2.2492203864758964	2.1972994789058684	2.467919163992209	2.348536778506992	2.5958199571618983	1.7320508075688772	2.080414622136655	2.213576861249946	2.2647872667507576	2.2672946434021317	1.930955194447289	2.0577934514641867	2.5051604901947213	2.1072790512886526	2.162433542830969	2.5410108443513404	2.1933137030529855	2.125600155346288	2.2603456405970284	1.9590658614724452	2.2779583814800266	2.0495878086057173	2.1332484541051815	2.404423007708918	2.6897979022785417	2.214864555678293	2.5320857673730828	2.6394712409785157	2.2601366313992157	2.156367900118428	2.2580873174732043	2.39168778366773	2.0397761466384163	2.132764133991302	2.1941367576135975	1.9923174204186707	1.9783258447859768	2.391590816308899	2.084166500066633	2.390220881884671	2.2902438378335828	2.3590701085087535	2.377645676819202	2.2380081669992977	2.196265803018535	2.2067604461442256	2.1488836926570687	2.399088368526679	1.7039307797093206	2.6989294250354736	2.35435102522967	2.281583879676572	2.2561039792725097	2.318432473079905	2.301355523359648	2.2933495504379233	2.3644502532301237	2.2509000257510157	2.470231720524699	2.2350894836672652	2.5086655372483944	1.9248723351475179	2.594320919442668	2.096574587273251	2.221833334736639	2.321549470105851	2.3027842023612686	
