	P08912	P30518	P08588	P08100	Q8NFJ5	P51681	Q9UBS5	P29274	P30556	P28335	P35372	P32745	P08172	P32239	P34969	Q9NS75	P47900	P20309	P51582	P43119	Q9H3N8	P25021	P43088	P08173	P21554	P18825	P28566	P21728	P30874	P30872	Q15077	P11229	O15303	P08908	P18089	Q5T6X5	P30542	Q9Y5N1	P28222	P0DMS8	Q13255	P32238	Q14831	P35346	Q9H244	P37288	P25101	Q9Y271	O95665	Q14833	P34981	P25100	Q14416	Q99677	O00222	P35367	P08913	P24530	Q14832	P30939	P41143	P41145	P21918	P35368	P28221	P13945	P25024	P41595	P21917	P35462	P48039	P41231	P29275	P47898	Q15391	P43657	Q13639	P14416	P41594	P35348	O60883	Q8TDS4	Q9NPC1	P07550	Q13258	P43115	P25105	P21731	Q15722	P28223	P43116	P34995	P50406	Q96G91
P35372	127.69325256708544	120.8237326623057	119.18527700964478	102.66248809957324	153.35217350290623	110.9161196622299	103.97481646534288	119.59891759697348	111.41671667085029	109.44506668683607	0.0	124.74040515575325	87.49579657480353	114.01186365925241	107.65393510213471	149.61943761832663	130.52431067579892	118.43503086728742	127.55357641505543	109.85592772456584	147.93969750509132	118.716027650662	136.12328868469922	122.4339384335326	104.27655972009234	129.4149981548544	114.19187233585399	105.14021512225736	115.50159310834715	124.71001372183673	131.89306846557884	99.39871140828473	132.44027129205642	116.16790282646252	126.88390838747728	154.28434726421256	120.00301868555835	104.56308073687251	113.08536894945428	174.35300394086516	113.67719202640001	132.14321138022933	112.20402375195408	126.83127469808096	128.04421271334286	143.14512500242563	126.63601858669426	134.84996319079073	114.74537100241287	124.80796816888324	113.72501320623269	114.71475364104117	108.53039153799182	159.24112495756708	130.05778963177	129.7370617062552	124.42840338987298	119.91515294463898	112.64426737534814	96.25016226778098	77.90150698332582	83.02198337149457	117.03179988783086	113.17040837774402	112.85203298350098	124.01500324800145	115.09244015929289	132.49960206646938	150.2330030319572	108.0953866133932	121.16706104617333	121.53598334518028	110.45866381726228	105.14133108552778	123.25902052532183	136.23938682302833	149.26815793052083	98.08220261480892	104.53332258880255	124.69936931924894	135.8020834728377	135.05442309298087	151.8199079716578	98.63980129454285	112.04976843419718	111.16526545584202	141.22765609179623	100.08952403865987	121.5552282754361	114.22261932818219	120.30795616656542	121.71797208639327	140.3826494597597	144.10211934917606	
P32745	145.14197609602707	132.27899037953466	142.88332923929556	109.21981006956048	161.66981826309348	126.4964773763786	107.77360718464479	129.20423926244257	117.06186904880451	130.77333461184753	124.74040515575325	0.0	104.11068434594199	122.90939830621937	123.63793776280363	150.60383232231834	148.14214700151933	126.50119532970712	141.32514841941884	119.17077727534343	149.84863304399187	131.39288775497698	141.94751887430903	134.6156773029943	125.2030287397065	148.53431743761757	112.14179302030243	111.34020935819717	77.13474880158901	87.77419226052007	147.96573532465845	110.78970138038858	139.02208563208114	128.98690795055882	145.9345013674756	159.1115752128535	128.65878028271254	105.99280760643887	125.39859077468282	183.6020734849444	122.7418596157222	136.329304148152	122.67617889575195	79.13752226741053	145.97252441445016	145.48584048752673	130.2131396906334	138.6213431371143	133.11172000295483	126.62820840785571	119.38945266469091	128.00250757199683	123.19807352067437	159.74123389396118	150.574188794184	134.73689880798338	144.5155566521571	134.06280459505797	129.3560025159386	103.10527624607494	115.69833504705457	117.91808800058789	131.0056120712543	127.64103775648982	123.59765017556492	150.60242568416288	125.82700595125789	150.4451230923296	159.6135843816155	129.03530909930123	124.74437315855175	134.7774775015423	122.74248254048871	116.29169714380987	137.1559039314743	139.52826950344024	153.32769050786737	121.66250565543305	119.2226767646207	140.30761191196507	135.87662434967933	142.981878714927	158.9758599891211	115.43476860126248	115.90338453440927	111.83240739052417	159.66385333560174	107.37984598544426	131.9414007310843	137.913776084024	121.42180190066574	120.34288005548296	126.32669359218562	157.3073207383859	
P08172	94.39417178794974	94.63674295938108	110.32505414824118	80.74439591504779	134.04467898624716	90.26624311279738	74.15768967906479	103.6503518249956	77.85130510962335	89.92979827424278	87.49579657480353	104.11068434594199	0.0	86.06322557892418	91.87029944025562	125.96242643982987	116.25474366842536	77.07226685655769	101.01701046788367	80.71860469819512	131.11014077434083	93.53680690270266	114.46784113277681	98.21614654822042	92.87420156899316	118.29268452507677	82.48663968208712	77.84581169701414	88.72873168671504	111.21036086388631	115.37529626104515	64.8282129423169	102.84180885460228	99.34587260782428	111.71371907790308	139.59045351593522	95.927184957196	70.91380609982298	95.9692967782612	153.18231779625057	87.97937664418714	108.66047910816269	87.48103570390958	103.35998940374702	110.21280931754154	117.28042972355615	103.49263124592835	107.60921343346126	92.0627177922288	101.97473021577753	85.69246595051663	97.2564594596115	83.64208636363037	129.3894017135608	116.035193700518	100.62824449298205	111.2476182343089	99.72822867699142	88.95253599685384	57.97573101393937	82.27145453792764	82.89507836071425	103.44706841779407	91.18993804723141	96.14931675500702	110.63084554258967	87.84330321213929	124.64577528607333	132.57679848905536	98.88018535420997	93.99572645686567	97.805784553173	89.72808514820645	84.53664795099758	99.18178223795258	107.28548774024239	129.6816589202499	82.81933879863936	77.00159150463878	104.66874256258598	113.1170545243076	119.40348845900735	140.88887524610618	71.75393149786396	87.07498092274182	81.32067477999954	121.21977490716381	61.15940746758133	98.65308467079012	101.92905745882308	97.2579876355012	93.28866337990621	114.40887030988233	125.83250443876022	
P32239	113.73764629033394	116.818939440127	133.17604112872505	102.7310219476567	144.8927612353582	110.36700373748317	98.46114510978805	120.65240084182005	105.97142543981317	107.46149833546951	114.01186365925241	122.90939830621937	86.06322557892418	0.0	110.92433992095175	138.39246659426135	131.3476977169048	101.7230222649523	122.51136055076495	102.5887915075873	146.24399647885002	112.70603096837294	129.58500279503642	125.90816005179659	109.83404902114125	135.47441808262374	100.04762781556929	96.60512083745562	104.63034313119715	127.32003371103201	128.44542513770284	88.22634556362755	127.04773245722754	115.33873632039467	130.96739917001105	157.3021508557722	113.4426307802205	94.31631363058113	121.50925064936746	172.29210264186258	94.03304754244164	86.25885192316491	107.68128536472796	117.92854154255474	132.60782464509248	133.64820566022536	121.80099830031395	131.72427413827972	99.14510735083604	115.85258976324985	100.25612908673065	118.88437388151215	106.19550155027537	145.74443217006046	130.4481914048083	115.46082894824212	130.348834889126	113.31042906582297	106.58779983606655	93.77845601837907	105.6839943791274	106.93316907438566	117.8761418988579	104.62658618259593	119.22186259756563	128.4163997876458	112.24809831695165	136.19186392519623	148.7709472651768	118.58923080877867	113.03029039461398	113.72395399556262	105.5325124800438	103.89709817367839	115.71570531331236	116.77971765084658	146.49074634135468	108.9570730610867	94.44284327313653	128.61525158432778	117.96035859687254	133.08280146913603	150.76228919357527	100.29097956127953	108.741979445389	110.29321547283325	138.29971289436799	91.75092042278266	113.1610826303513	117.42172006040346	118.76718451117631	117.04691310296766	124.4425592161715	145.5020331685664	
P34969	128.1878897312854	114.97983667525114	118.42344363464508	103.6384808518269	147.65759200250614	109.45919930489617	105.1699150459317	118.72640875252546	106.3993229023472	98.05167160343262	107.65393510213471	123.63793776280363	91.87029944025562	110.92433992095175	0.0	144.3370134634897	127.67892014767858	119.12912612748914	135.1572498229507	108.70931428609765	142.17258045708877	121.14765143557452	140.9183676847897	129.0768383341201	104.86871941895515	130.4208539427782	114.03060861906852	90.23215140189859	111.05547662635217	124.08724263883778	138.60968943042099	101.87623385869665	132.42017851627315	109.92899248590402	119.9309573234641	149.8655045167252	112.69850405029138	104.5458077333169	108.49446135977632	178.47531671402976	110.65682532967185	125.26577646113583	115.35007905997918	120.74960653178277	136.41933434951352	130.1338393803162	119.60488587708096	130.97286976265605	113.00717866214109	123.88185836742923	112.76581415855617	111.97002862169029	108.25847190394416	152.18982990682707	129.5816446679819	126.70658166802605	120.63667203541263	120.66593727313739	110.37482780226856	96.22080913385435	101.61611044357414	100.95351252960972	97.69366269654711	106.76890778949019	115.86652091439464	111.63935291281086	120.61669393084594	137.3012801928271	157.18356048729038	107.28969656364643	122.51892901884275	123.77627682927414	104.86158062858158	108.01856531391968	129.8506757602736	133.9550622323004	141.65664866103907	100.58741116107558	101.41806366026867	115.9036791632825	135.90666455190512	141.93996593888733	151.52395983957103	99.67654407312511	111.63043566638953	111.59034294620506	135.32741702898056	97.15380887666834	123.98887147493951	104.48845437393175	121.70603867448517	123.08765060544829	129.6058594963688	150.48347121445113	
Q9NS75	141.43098944498342	148.632422431343	152.5776390307583	140.1383289832811	170.14198476428282	142.00626940911752	136.37541010134737	145.1619136260415	136.17496029965696	143.71497014324996	149.61943761832663	150.60383232231834	125.96242643982987	138.39246659426135	144.3370134634897	0.0	146.64531407292816	134.35959696923965	149.16622783688945	134.3299785167619	155.96635623768088	139.6833210643381	142.18593515551765	160.44211355040898	154.3466751618398	164.2597991602088	140.6881543486088	135.19840799670783	134.50105653403443	148.57965676122694	135.28143980298773	126.28878419741523	146.53699624919682	152.5479427031387	157.58827863266924	164.97608248519828	150.68776704344782	133.71645252092276	145.25669907042175	186.86085092514986	138.43497104247217	145.8186393333308	132.6154997437552	143.47135255040484	159.43187713751104	153.6072726457205	141.08051342933322	118.7637974433892	147.0952186115028	145.61648809445614	129.25184845780313	140.78514351914782	135.4289112763072	144.03885180069483	158.7409659952682	132.6714462590462	154.43579279762344	143.70677287147555	145.64040580121218	124.19350505025068	142.52204225069727	141.84744421037612	153.26165812279214	136.51397568848915	140.99823328494676	155.24016024291632	139.1316916892829	161.6481039474893	167.3832725782995	150.28930610293173	138.85183826749562	129.08455171072274	132.50770441789064	141.62173835883732	138.04036244328017	119.89062417126843	165.05884053689078	143.91724007794983	135.33521502336953	146.05664457698003	153.7376639765862	149.50445996338385	150.40492985062883	129.9273681693303	123.855761591607	136.39237022554153	153.62279280289658	113.47839672639384	128.1939209432894	151.78325594743364	131.2386956299597	132.64870154115488	155.78876813102397	166.48331939513446	
P47900	140.99573496752419	134.57915073045297	145.70604387458297	119.46244655499322	163.7965226690285	124.60677184909582	126.07764504704392	129.4567432446638	126.45553327980451	129.41146806860343	130.52431067579892	148.14214700151933	116.25474366842536	131.3476977169048	127.67892014767858	146.64531407292816	0.0	136.44915859174216	133.29467430710793	127.31908467767062	166.1680608028546	139.84307911476935	146.70099726860644	146.68351396615617	134.75331934385758	152.27145697304513	135.84618967480492	128.17548887431622	135.7846875914256	141.4247051953571	124.43109422578709	124.47824861851404	145.67282071971567	139.79476091825927	144.32145283962018	159.33798723784275	128.73246432252927	124.35456553116092	141.5308899335796	176.49466522989678	130.13568875496276	137.73143323953263	132.44439930730732	140.9095015358762	127.6643228517787	144.71358424791833	132.29845040594228	137.89341703086393	135.51986290578498	137.9748032498028	132.15240847766108	136.73310469755233	128.77960764610907	142.138229999342	149.55397852137685	136.9761792999925	145.23104767489713	124.80930401840305	135.35674809094053	118.91445840096276	128.75404856097884	136.0349913132668	144.69823957892368	130.77154489883105	143.13053246069467	145.11906812805682	130.11412892385852	151.64314877800643	170.091506270197	143.1810400338145	131.6609925699304	121.14704629412154	124.27009698841721	133.1413265936426	128.8198228594265	132.89431049942505	162.59581495338352	128.75695147406077	124.3544821011892	141.98169754387345	151.43368163891137	149.2942615672946	155.05140234564897	125.4174896631157	123.43931873916881	133.5821092700353	136.51609452546109	113.4920288011781	132.16441453069274	145.69276337313931	136.96711119927932	130.01010001031682	142.68552243337035	157.73426496156026	
P20309	86.19607538549462	120.68582616711501	130.72230203580693	107.95080066924129	152.7995172283263	119.2958708848455	100.28655666590203	127.55378279899014	108.52326878771419	113.80244079331169	118.43503086728742	126.50119532970712	77.07226685655769	101.7230222649523	119.12912612748914	134.35959696923965	136.44915859174216	0.0	127.98096445476403	104.65235104097519	148.7582288981066	110.87792519907816	124.03174286521971	114.96786026336486	120.10879663775268	143.34828277147608	105.68916271533817	101.13664824649459	112.80381333827972	132.1029218392796	128.21305671776645	82.77760941025917	123.44407080148812	129.1590136836021	141.28328606134164	148.59228057117434	125.90785083454102	102.07337378358352	122.43188629619544	168.8523344194109	106.15277254377725	119.88212675106479	109.26328389823902	118.9521187414648	136.10327052205685	130.94774883950595	126.47778319561621	123.3130691574188	114.12869260658044	119.01180401949387	105.48231735576701	119.97499268670072	108.4391285283491	140.16189100261545	132.3423942856607	107.86899359495146	136.6276320774923	116.34601726573601	116.04478263302008	96.37316070952511	106.84851703111781	108.51887268785504	123.57143056893256	115.16450014236034	122.18277026130818	131.96332188142696	117.96747539046919	137.08541632298147	148.77796074553044	121.51387772936141	117.60472784691956	115.49329030828085	111.00891064136522	115.87132217059843	118.9977742836345	121.49400910298573	138.27966583904345	108.8155395736685	104.0586367775395	128.8469005872612	132.2402227485436	145.9874201247585	153.5487996286829	104.39347940700827	109.68517351418268	113.79242633987451	140.75981692929054	94.14362788642757	115.73173448942543	121.23179158993298	118.3656442091451	114.4485879947315	126.36748594773235	145.98483508621575	
P51582	132.43135623598937	127.36649189406307	141.4365697373578	122.00782973695459	157.8235811837949	122.60811769030988	119.05098848644411	133.06789640465286	121.56905781221576	138.73540654033422	127.55357641505543	141.32514841941884	101.01701046788367	122.51136055076495	135.1572498229507	149.16622783688945	133.29467430710793	127.98096445476403	0.0	118.54605277284281	146.91678027249873	121.328050549404	144.43354012438795	145.19027992500924	138.10253010319138	147.69010296755005	120.9950982677401	123.26045089308172	126.6445177931455	147.78124355489854	108.61039067833917	117.22046204042272	130.78143645339878	143.4747748637892	141.74957953518606	164.0392485742923	128.08819893799955	119.19038981982158	137.67655446648132	164.3978745264758	126.94152238848619	127.52827004226856	121.74257974670036	139.35106164769968	119.02833502282738	146.87550983630354	135.47101003606804	128.81834023451665	132.84697339398554	132.0212849567033	113.34524368985149	137.5100540857602	120.75384781992761	138.43338393664453	145.75453772302717	134.38868931448087	139.54556635732297	129.4689654508693	130.0827845527092	107.87040493015957	116.6317077332642	127.50427851264249	145.5711350950296	128.07344782652217	138.49812877870863	132.50497175753117	111.86181072646286	149.27701642317697	164.13376423812588	139.15601311658975	125.4647936244146	84.42809007567121	118.78911880392116	123.27666593092727	105.07820860139327	129.95083327416796	164.20121085451683	133.81391239789082	125.24439765201532	141.7958981959382	136.01521819038317	141.2650950262323	162.79675755940843	118.59533549041953	119.69978719583014	116.85896490269806	141.4642195169581	108.5729310688912	123.19413392811839	148.11573807301465	123.74632678751368	119.03364720731042	149.29365937737748	148.1010369482683	
P43119	125.00556131795747	108.59942260454409	121.4760242557677	91.47346128963545	140.8581261881045	99.89069493679563	100.1745328308316	115.2653418322443	99.05742887576343	110.84911698190263	109.85592772456584	119.17077727534343	80.71860469819512	102.5887915075873	108.70931428609765	134.3299785167619	127.31908467767062	104.65235104097519	118.54605277284281	0.0	140.99820538499625	112.25626998234657	125.5476790801622	120.8334312895895	106.03909475383989	134.32758559117792	107.82180999021512	94.07712008181261	107.94227280735504	125.70341772813117	127.50282390008215	89.28630795501522	125.17334932996891	115.4632033334783	130.81535073227133	145.03504945378518	105.06869941088371	96.87477298945305	113.16605598916067	161.35366989750764	103.32508903607959	116.8423897724715	108.84129636560101	116.21496633905917	121.3469741763256	131.39870672184043	111.26859690988204	123.09976162668318	105.1653155485401	118.88535404861614	103.04602976342721	112.14469755366008	105.62295202014502	141.04871836927487	127.5845062272274	118.6654366167495	125.86171674000798	100.76753400890448	107.70060431066668	92.60337379817793	105.22467280371347	109.9769105448213	114.07518299878575	109.03609192554723	117.93060258950572	123.38728789036395	105.79969257715857	141.08629321382614	146.3185710994585	116.0561161969672	115.01771946786903	110.34391784109175	97.62634418433299	103.14866312593222	116.21796608367004	122.69867650716333	145.22764889290556	101.47191580396611	95.68720558469067	124.99702591187088	125.2177175146644	133.2925816801726	153.60508156364085	92.54559954971774	99.62290089856833	102.24760313058505	127.34379644849105	86.05859043600503	119.45847855774628	114.45371878024889	105.35639409761643	108.21617053303635	127.12774185504531	135.75766168901464	
Q9H3N8	153.6086762638297	149.7003726598923	156.79777751173242	144.79564836477948	176.46545975096524	143.55297271395102	142.45136981987162	155.5865122686373	139.29859999881592	155.7631965377368	147.93969750509132	149.84863304399187	131.11014077434083	146.24399647885002	142.17258045708877	155.96635623768088	166.1680608028546	148.7582288981066	146.91678027249873	140.99820538499625	0.0	144.12761171275633	162.08918941084994	156.77958312327974	143.68227655159717	162.3241900705034	143.14068748627324	141.15369223849848	138.41155162634095	149.3797398697352	156.57778255193261	138.11216805546428	151.9030588210444	146.47132440072892	156.16350609218352	183.0625079984311	143.45128853741335	128.1372849327454	151.423751148046	190.28915581080946	147.4134552392643	161.49655740358867	144.57435757265193	152.16229022847256	153.00338658076362	158.59461245819693	157.88896404509433	153.49249396956293	153.9169869593461	154.07182853900304	144.18287948814395	150.35293450894096	144.31541249138536	175.55352141300682	164.1121030356735	150.19138733588625	150.77061969868373	151.33755753898004	152.82572566659655	131.32302474028256	142.6852741308976	139.30008791715954	150.30453732871683	146.70984248808236	147.259077535884	148.2949437070638	135.38893052365165	162.39819434471428	172.94534701484372	150.29482766322326	145.39098145841854	148.51005673833424	140.00307338719722	140.64468994102208	143.39195026032394	157.60513619275298	169.32133337605046	147.56642435741378	143.8348244985973	149.3013153221691	152.75110675534233	158.32617140654474	174.719329613843	142.77679337596055	142.52101910900092	141.43327494466212	167.34169853234198	130.2606978918775	144.53209353370767	154.27874828351196	151.52688710170332	139.76675969315693	160.0454845619388	167.25845030823257	
P25021	124.67696979097673	119.2146012900339	128.20586820389144	116.75114129203575	166.50257192717982	122.12911066765082	110.38497638449189	119.33266180651844	113.84123991892557	124.82117967799422	118.716027650662	131.39288775497698	93.53680690270266	112.70603096837294	121.14765143557452	139.6833210643381	139.84307911476935	110.87792519907816	121.328050549404	112.25626998234657	144.12761171275633	0.0	135.33178976908675	135.3701449248765	128.44718695776828	146.8732925398217	117.89586692515877	108.7841893559962	119.48894853380625	133.02454848829075	131.95334851634107	100.65649987204233	138.36185218321043	136.1730799840443	139.01097665831912	155.1630314765789	124.81505976084736	103.3251753122313	126.31908649034449	178.34294356382452	119.81901626920444	128.1317128543451	125.35398534042179	127.49884627820575	132.05439902242506	144.38606049315422	134.95874080064823	119.68136793581652	124.6073826738575	137.4808374359418	111.38022724330949	128.45775608447002	119.79567478611716	142.16954963389435	154.08388284387183	120.27031268234714	136.9498457791342	129.1321272529458	129.5244004893175	99.48902136571996	114.49793919085641	112.7392265322269	131.0939999645634	120.71422611322487	122.7719447434356	129.64473568231915	111.85928266742849	146.77197438667645	157.5275991773815	127.63578216879978	117.9132302548096	116.17236774865887	109.32955614294042	120.01972672712873	120.14419317260035	130.71475273565738	134.07969336441602	122.68563073468977	116.48126937350025	135.4459798411408	145.44372375306557	137.62517188003403	154.3443776346685	102.0382372791355	105.60799148873775	118.19495862870826	144.83065892980085	100.32355072998325	120.85988100567192	134.55900783269317	116.75729188896366	120.15993028509547	131.8241374027275	154.4825241783692	
P43088	132.46829856111435	139.1448871177854	142.1304819516081	128.6010652628247	155.97165756573668	135.02307208644925	122.18109050276689	144.0838554984075	118.9416111674509	132.41405244771158	136.12328868469922	141.94751887430903	114.46784113277681	129.58500279503642	140.9183676847897	142.18593515551765	146.70099726860644	124.03174286521971	144.43354012438795	125.5476790801622	162.08918941084994	135.33178976908675	0.0	150.88925279077375	142.21742842441017	154.46950754179852	130.61933225824032	130.21748924517306	131.31116592790931	142.1538201358053	138.29413981735706	119.23151648309431	150.82729833235499	141.74558981384325	149.3150816168345	163.4108660198399	147.4205918078078	125.18544335375191	135.94302636914654	174.58896152224042	136.3512217332027	140.3587588420487	134.00524803355802	133.78096663288306	151.03481103482773	140.24139679025393	129.5967958329129	140.1560915117152	136.64212396380026	148.33361006008636	124.27621646378248	142.15680499927112	135.4165223481832	150.56826346792514	155.51876236248063	134.75285802112194	146.17586243496044	143.26391225012776	139.05013332673116	117.05270077557361	130.6854331107461	129.0722198469739	146.06916298426222	129.6620153200638	140.76760066882707	146.40850543411216	129.99343304423383	156.0508286258555	164.07790922702407	146.17003368661972	137.15314727765508	136.2953780866228	134.32595145824598	130.64916645165067	135.67965328483842	131.82838863722282	156.3082764399005	134.69660780602135	131.17619636867312	144.64753551146714	156.86314195411978	147.40296366013354	154.32591414445778	125.33366047270829	126.02820952655748	121.01202627102612	151.400075022073	112.157249105745	123.8596679741604	143.634424498945	118.25103408732684	109.84371071966598	149.33266025484772	159.07019993994618	
P08173	119.88952766638249	136.57008524559205	144.26293616040493	120.42675666817377	171.0828516848851	132.0481161212083	115.6918372491491	141.99316257506143	125.57105789228808	128.79490051581524	122.4339384335326	134.6156773029943	98.21614654822042	125.90816005179659	129.0768383341201	160.44211355040898	146.68351396615617	114.96786026336486	145.19027992500924	120.8334312895895	156.77958312327974	135.3701449248765	150.88925279077375	0.0	131.3721876017953	151.17238677304704	119.26962995209033	118.29402089933865	122.66000308602815	141.6628269975772	152.49474157294026	106.11992859447491	138.59605726780137	126.22175190715643	146.3633561405295	164.82811952615157	138.00653591373703	117.66098651834182	133.14337214862462	190.02986221082392	126.5170002807863	135.66275804443285	124.09028146130731	137.16823547397507	143.29393094187253	147.64309077820508	143.9299641828984	147.15642058401136	129.22102261014516	130.50420761735586	130.88174519831955	130.91621297189704	120.33952611853601	165.06728315295186	142.10394132812507	133.1446605999372	144.92686650331598	143.89897359874158	127.11658969463315	112.59799411830318	124.46807930618525	126.69239724220824	133.88001828937558	132.23238129206584	130.40511219127802	144.61647201771848	133.74018342525233	147.94376510963775	157.63386537801125	125.53403888700996	133.32513505971292	147.11600541166263	131.5352830865886	118.46679643675452	137.6395131716854	148.76582179276738	155.24214534537168	122.89320828387281	121.32990990523831	141.6556154555874	139.07517061731778	147.90422869543545	174.4748747536214	122.20851078920532	127.9181408653385	123.03653378679883	155.93188634968828	119.00001554546179	145.17346843222913	129.46007923560683	138.81465163838584	140.68716836092062	146.40877026203088	159.87286251864862	
P21554	139.91984736647282	117.38327090801613	121.60306300893717	105.08812264193693	158.14042874595907	108.53280116665701	98.71660858516407	117.49022630155378	111.47002081912069	110.97831373523513	104.27655972009234	125.2030287397065	92.87420156899316	109.83404902114125	104.86871941895515	154.3466751618398	134.75331934385758	120.10879663775268	138.10253010319138	106.03909475383989	143.68227655159717	128.44718695776828	142.21742842441017	131.3721876017953	0.0	128.59178625127242	107.25475229571748	98.01021721401776	112.3167009185272	129.2708547757502	140.03195205116936	98.88665280000714	125.00854552396049	109.05781500195735	128.57104735680332	162.19275157876837	107.43884815480851	93.88911435786576	114.1693470345781	172.425224065184	100.01292010468023	133.47575696861895	111.21925942816597	127.7485414355906	126.75979780663329	139.73793760307308	127.54355642812152	137.30553551130288	113.94123932089133	117.86243934908998	110.00052087358199	125.26895411307487	109.32879615014826	160.4370638004475	128.1830567796569	127.26485609314113	129.2394356509758	118.65938798192656	104.68721980125702	100.16279804939404	101.61304494032811	107.00016119623615	115.83514515399293	117.21962215400708	116.3973056216928	127.51827867467364	120.98466768757498	140.12772075740213	154.62557711628324	116.18555366732471	120.84693150238309	130.1951298161439	111.1729233161459	105.16924832791847	134.7584853865992	133.21702846088738	149.80784544914786	96.8559149599314	94.49957515245478	130.12875184016593	131.05436599721725	140.76026498123247	155.4063878547022	101.34548188639747	111.82664736289007	109.4073206664616	132.62298007485515	100.24416640256823	126.2180675927084	112.22311018141045	121.64560834933945	122.12755175710481	137.7158458367776	144.36321290601336	
P18825	154.30866778071504	146.32428638875717	114.00944927459932	138.20449667362118	168.39389353769366	143.1167140515754	132.49543497915147	138.3405591638293	131.8727000715444	134.19637537316885	129.4149981548544	148.53431743761757	118.29268452507677	135.47441808262374	130.4208539427782	164.2597991602088	152.27145697304513	143.34828277147608	147.69010296755005	134.32758559117792	162.3241900705034	146.8732925398217	154.46950754179852	151.17238677304704	128.59178625127242	0.0	130.948800792743	124.6425698514795	134.38553970382782	144.82256849575788	156.72916293382877	128.7112231150677	156.1453766244813	127.83054518942663	74.7593932536256	177.62589825748	133.96822481619893	124.68843671117793	125.00015360768884	183.8777470238565	137.97566852008458	153.89744417951442	135.12824646470835	138.48853175266413	147.09766438041697	150.72913290496217	141.87650308304	154.4638207766111	134.9525311794714	140.91410295256355	137.54424130493135	117.03923652739468	130.8814172593993	170.3435727986507	147.917158383294	146.93033752945485	76.08940423559397	140.70524977312016	133.33301456971094	119.4656872406631	126.24570613971446	128.3421823325043	143.9501673618215	102.78084590283106	124.84376071608858	116.06818027317058	141.02012547664344	157.30510139849503	166.67118955697515	130.0191202973947	140.00114675593795	138.79905305366265	135.29584454069845	132.15340523148188	143.32118956622435	150.04201798234135	154.23103296285262	124.73331879760372	128.28889060529764	110.15280541800894	156.25742577400524	155.47980112757068	171.4858800296206	111.76412820140831	136.76628327585058	125.84213798423298	153.54829056258313	120.73877713264665	147.83868580493436	139.83963439101353	145.63479991373606	139.09441369154956	157.08287171449047	169.57908951840363	
P28566	123.21352733374806	125.65052687708521	127.32932361689745	110.99962990298081	151.7215595607413	111.64665091363713	93.00548012315994	119.41638393327594	113.17633150279289	107.79204725567251	114.19187233585399	112.14179302030243	82.48663968208712	100.04762781556929	114.03060861906852	140.6881543486088	135.84618967480492	105.68916271533817	120.9950982677401	107.82180999021512	143.14068748627324	117.89586692515877	130.61933225824032	119.26962995209033	107.25475229571748	130.948800792743	0.0	89.60033294605091	101.51062354788883	118.81994325434789	134.9425857530441	90.06267035446945	120.10654672747478	97.66796114524186	125.96288532551262	155.84150919649983	110.46559722191887	76.81787935158354	104.6486788438051	166.3477342762926	101.91618759208359	118.78395196504425	97.56571868684841	114.17008439399069	129.83607274209498	132.24634671292733	125.66380194138037	128.9909158856608	102.10247308033286	107.61351997779275	100.42996806297742	115.68009757424443	96.16203806281555	148.17313323059352	123.17000009934418	119.79458285705186	123.22715265426086	121.25859163950372	103.89029129222035	85.87351478681376	103.17182340373984	105.13543833172298	119.5289046765538	107.87241619595443	98.14333100593649	129.48438145843102	109.5812025629566	132.30394647072535	145.78125616550096	117.33956328855129	114.29072845471092	119.80449840106303	114.55972428951645	93.87635824916651	119.68963316018926	120.50120487395907	137.03203996899538	100.31275031279074	95.9644733517489	123.92040853697108	122.77971107303165	137.6854729653569	153.1766975344508	105.45415895589394	108.23158781771781	111.97968958917772	143.06072325556306	94.5611736549763	118.04576695735159	112.05813481862424	112.9022044367739	119.58319778169971	128.18512782629114	145.11729384446517	
P21728	119.32863198441919	109.96862981497543	117.7339781995106	97.11995703707362	149.68106989050284	103.03197000082582	88.3247784730629	108.20112663356122	94.81197151786182	97.66810551472008	105.14021512225736	111.34020935819717	77.84581169701414	96.60512083745562	90.23215140189859	135.19840799670783	128.17548887431622	101.13664824649459	123.26045089308172	94.07712008181261	141.15369223849848	108.7841893559962	130.21748924517306	118.29402089933865	98.01021721401776	124.6425698514795	89.60033294605091	0.0	96.71570420410717	115.85217174037825	129.9774204970454	78.17630878460477	117.77063525578706	98.20433083151875	119.74289304329432	149.24796765693463	99.95852131844731	82.69582591843209	100.53413115476724	163.11604588784394	87.31160808331333	118.86382171337027	103.38745215366362	106.4599023903138	124.99534970839159	131.54868026537588	116.23892366164364	122.64990413637133	101.94283807656029	104.70655602846819	97.74256289911864	112.6779814109832	91.10402546456316	148.7918738765875	119.46870114607736	116.26654478849377	116.89381725701969	102.20451166584098	95.88901043043006	87.70615609369997	98.82521894318052	96.76250004020403	64.00502610759577	98.87085928095621	104.35015429131454	118.39252699865028	108.70949254732113	134.4266315549612	139.78599648657837	80.8315848907223	112.0871619375539	116.10884629102657	92.77903848222923	93.17275888618315	113.12969395559048	122.60157986555714	135.11341511964565	69.39272270683432	77.93405048022396	118.03073979343753	119.78451729752123	133.0777592244558	148.3662721234141	94.19143593579065	101.76511947641848	96.06563070521224	137.95646271540318	86.71389878477203	110.47873830383469	97.95575058867689	109.52682589890901	108.7521441958379	119.5949243241921	136.76919537375215	
