	Q15391	P35462	P08588	Q14416	P28222	P30939	P28566	P21917	P25021	P28223	P21728	P25024	Q15077	P43119	P21731	P25105	Q14831	P30542	O60883	P43657	P08912	P25100	P48039	Q13258	P14416	P24530	P35372	P43116	P43088	Q9H3N8	P29274	P47900	P41231	P43115	P41145	P08172	P11229	P34995	Q9UBS5	P18825	P18089	P32745	Q8NFJ5	P30874	P47898	P25101	P32239	P35346	P08913	P0DMS8	Q9Y271	Q99677	P37288	P51582	O15303	Q5T6X5	Q14832	Q14833	Q13255	P35368	P20309	P30872	P34969	Q9H244	P35348	P41594	P07550	P35367	Q9NPC1	P50406	P08908	Q15722	P28221	P13945	P34981	P29275	P08173	P30556	Q9Y5N1	P32238	Q13639	P51681	O00222	P21918	P28335	Q9NS75	P41595	P30518	Q8TDS4	P08100	Q96G91	P41143	O95665	P21554
P21728	0.33696394383717265	0.7102119535933921	0.41363109328616837	0.5348858707664964	0.5221651415723176	0.4322382023418556	0.5385198482038953	0.3782622579453109	0.4174982396333575	0.5510342175021705	1.0	0.2503434576828573	0.2433672368813301	0.36885816433932084	0.4235239923126647	0.22865389735721026	0.4297776609520445	0.4706402680329356	0.37754459967915954	0.2457169488184215	0.3993412383069464	0.409227696231395	0.34605161745592583	0.3579633168320979	0.6522719436299502	0.40435060938084283	0.4243850590091519	0.3131474558477206	0.29012295284731776	0.3438761086291056	0.4457652696988279	0.304493917912936	0.2814006398226447	0.44100277208916916	0.49505607273812624	0.5116434388997299	0.6014362340375428	0.3658607113740043	0.5035425277756611	0.4443537546228524	0.44942534629949127	0.4114346905257028	0.22855752082615693	0.4953009515039281	0.483795784513642	0.3210331342743171	0.456179931979371	0.4773745047156419	0.4722618288711604	0.29289497211703835	0.2696268095800611	0.18304160793220195	0.3119812916991011	0.24556263400120204	0.37147869347922136	0.33004367959032666	0.49179336629736337	0.48967408838130494	0.5528041012933815	0.4901660662356466	0.43763421782323886	0.4499547316523925	0.5709179672925904	0.323853874744476	0.4222459725577201	0.6206452679908179	0.4172551333043416	0.42162029136893164	0.2969077988544626	0.4532201164913417	0.509490350671729	0.3193330759890245	0.5335639716797546	0.416444290714717	0.41498601780078304	0.5070000751260817	0.42070321034346236	0.43053181439218247	0.5659567496168374	0.3350558522103865	0.44287439295203257	0.29230531770599993	0.4054554887025036	0.7981748654922434	0.48458093355041926	0.28332805170969405	0.3618231485125507	0.3863216370679191	0.25319144055314013	0.3975552880611394	0.255983494610295	0.4830858576800613	0.4314399746022777	0.5064504541472417	
P25024	0.4070392299759054	0.26293045769622714	0.28736775813378357	0.22766155685601286	0.29696426544884225	0.3611518985933	0.31811743803931525	0.25168275017506053	0.3743594358929626	0.26747840058133054	0.2503434576828573	1.0	0.40885769221968044	0.3395514520716026	0.46902907138556793	0.39795203730788903	0.21599364879264144	0.314090258229988	0.3112067021239656	0.2954509558685826	0.2675077107250571	0.26045742746354283	0.29328126921518827	0.4302207257071596	0.25509458118960626	0.3340399727703526	0.29154658752121765	0.3898451411802565	0.323499194035055	0.4045749943498362	0.3992233714781435	0.3304710764541935	0.41938316779171697	0.2744547879045148	0.3291281111600815	0.36710384117617584	0.26457272920916003	0.40544372243468474	0.2440322441558313	0.24488924431408976	0.2741892250953222	0.2969809707046314	0.24710429227071312	0.32340361474295326	0.17777330237673	0.3286624190646603	0.2815496931225865	0.27232342920350117	0.24509494021296604	0.2830610814381418	0.38873850610263017	0.3124441818005741	0.1906273209570978	0.4253440461389882	0.23440990769480602	0.2943463750008817	0.207281142562698	0.17564507057569773	0.22479765933886897	0.28351721713256806	0.22643364298230892	0.2811607944747451	0.2769555301127025	0.44852773156937864	0.267525598350257	0.22463188055203764	0.3141063263290016	0.2859576598516862	0.37811145864516765	0.26831928330659177	0.20199515005775093	0.48094046135994684	0.291212918201027	0.28954966328717585	0.3051470453625722	0.3942458205873688	0.2185873812719203	0.44718321727658433	0.34814391087717	0.24640050085742643	0.25332104102572084	0.5690231083977584	0.1870301396447297	0.23741006709628873	0.24907454601190476	0.3147764625782704	0.2404179096281397	0.35889209503262215	0.41905571596247293	0.33052649553466085	0.26988530411921197	0.34020838880010085	0.23198812941389355	0.252721861280585	
Q15077	0.4828261287500537	0.2330232196217121	0.27848749782781745	0.22749337899627825	0.21246564134268667	0.34405481505449464	0.2251180424895644	0.28626562896307195	0.3450833109506363	0.20990148095508016	0.2433672368813301	0.40885769221968044	1.0	0.29439521336289093	0.40581550041034864	0.42502702327937064	0.2134191948039914	0.3113925287415283	0.23133909235346845	0.3919649020890539	0.3965351349723448	0.31114355151768336	0.32377169913036913	0.29260108586302824	0.22415293658569005	0.2879762429212368	0.3066669216554287	0.3076742573476284	0.3078732013476019	0.2912454954136201	0.3595716356376021	0.49784151575509294	0.7119721983396317	0.2719422578896535	0.32080062423686495	0.3360392540199133	0.3227266022911635	0.43394188520127613	0.3049221746701951	0.2663046678431765	0.2880536693079186	0.20532944951911014	0.29623320283704946	0.246347948589692	0.24981394344345967	0.2500152281317215	0.3225725756463013	0.21686688885610272	0.2933374105977637	0.32336065247924817	0.37668876771396687	0.39158864071741956	0.31270326948300325	0.5648248378114828	0.21915249235522144	0.4198895052175995	0.18100435343090948	0.2538214892949405	0.27708431943528666	0.3341538040743367	0.3603188863070838	0.18983869468215808	0.27653663004773604	0.4793176608875209	0.33274135328533877	0.2474097358851577	0.3139486348531265	0.41949366777696795	0.3340666941882069	0.2544611921128447	0.26520376886987684	0.4266356205008278	0.3093305863089742	0.29932249467640026	0.31569788691573875	0.4223216558497313	0.2503408448935562	0.33688338433503473	0.29203876948116125	0.3977538165423426	0.3121180185495184	0.3357899454209009	0.1739288143641874	0.21242621629717306	0.23379017998936186	0.4204931690320901	0.2973539230049962	0.30728545620644876	0.31384132200697	0.32475130530726226	0.3232159812920853	0.3548563140235196	0.2695866459191415	0.2693454671393382	
P43119	0.3103607371372715	0.30006054126631676	0.28935016105285183	0.32590214770276976	0.32022413627080015	0.3168218490706229	0.32093329127169695	0.24046830369055947	0.35925024690874674	0.3363368828596609	0.36885816433932084	0.3395514520716026	0.29439521336289093	0.9999999999999998	0.4028506046214442	0.3374534199648114	0.29340087576894425	0.34141316899289675	0.2736790202374161	0.275539491444791	0.31095343288393784	0.38123479565776897	0.345679521345701	0.38729257580318277	0.29356247263049107	0.35723570967061613	0.310811502217164	0.38379939513252626	0.33801854285500604	0.28912538587189984	0.36601871369257666	0.2750260748521647	0.36841692812702465	0.3501339388164667	0.2960173682511169	0.39183237403399	0.4045478462491724	0.3782025960787003	0.31068310130961035	0.25322514401899276	0.30259298519551775	0.3181995072476884	0.3045493978528267	0.3342553658772399	0.26871068526897945	0.27810668033744235	0.37009106441074613	0.35819552380122904	0.276773685895504	0.2542726160534436	0.2993480144015969	0.2761988689182745	0.23399912347209703	0.32879008615501115	0.27139628854216236	0.3402943232651905	0.3019322446553404	0.3018176198713264	0.32765022069215294	0.34632949726079554	0.35719185157284505	0.3200182283134301	0.2844836750105043	0.31669181561642556	0.2822153204818607	0.3686236019268754	0.39331684910394604	0.318794532835878	0.2469457623578295	0.3393565729551494	0.25913665796656304	0.2681346270672393	0.32385762360832615	0.305786899060457	0.33637276916573605	0.4398191172887168	0.33259627536513603	0.3669641609285985	0.34231298659287057	0.3124960150138306	0.30252106550683355	0.3156396500203804	0.23272627289747536	0.36559638698335195	0.23985875330412987	0.3056666869102143	0.24540890729370352	0.33473365017617485	0.26569931473066755	0.3727972868209781	0.26929226978265763	0.3655277763245096	0.3160627552175701	0.3531577059959539	
P21731	0.4112244465945051	0.40091100748661623	0.43308718078970354	0.39005437905416573	0.39555370521512834	0.5254336391593037	0.3638998913476686	0.31070113524259146	0.4287091755852249	0.41945095222448536	0.4235239923126647	0.46902907138556793	0.40581550041034864	0.4028506046214442	1.0	0.40170042998000155	0.41116303737422866	0.3956213670796544	0.39389177323176455	0.4474781026676943	0.4693458252601709	0.47197009878670115	0.44831069653885147	0.541706382006673	0.37930678520500516	0.43462884815551406	0.38522235621089895	0.4834680878080826	0.45429049254155734	0.4085913532969578	0.40729301835022735	0.4163993288513657	0.4294986905620208	0.514522735793477	0.4128103172893883	0.5323892829566209	0.4685478072239643	0.5458688763007603	0.4288282015927104	0.41724853833925446	0.44491390107545087	0.3822467562057827	0.3064695886219477	0.3869814539497159	0.347175204302133	0.4756209123005607	0.40593615207414724	0.3650952797727924	0.441427999060353	0.35169522461084796	0.532615850987521	0.3765855677883117	0.368155681289024	0.35706579373833813	0.36080106209330787	0.4577532691541439	0.3497247896821889	0.3805560715106825	0.36467443939412947	0.5286034099658209	0.4720173351466811	0.34183102622214256	0.3991988824462245	0.3954659390444168	0.49852295900095567	0.3986099188175184	0.4879498739033133	0.40064997457625806	0.4377928625922348	0.40774399387670834	0.36801798690350696	0.4790493944908997	0.4346421631501755	0.44076385803350526	0.42485452439836946	0.4748786380844502	0.37168158772939297	0.5300591854510915	0.4448486357009795	0.3885276184847736	0.41766716027233663	0.37101228823134713	0.30679697588712007	0.38154051417077783	0.40127670616868466	0.5072480832560933	0.42196629950772235	0.3825114803546801	0.376413425744469	0.40381647086014105	0.3547735534926846	0.4721267024389885	0.3475177974197822	0.3951690597666452	
P25105	0.36487992207551045	0.14853123912214633	0.2352194622097314	0.2910233167857771	0.25937129071292087	0.29783314655714366	0.214567954542276	0.2477547932260125	0.2929365847431339	0.2677352821595905	0.22865389735721026	0.39795203730788903	0.42502702327937064	0.3374534199648114	0.40170042998000155	1.0	0.2574662482983262	0.17116601019554137	0.24169033848676927	0.28706209687848755	0.301361492897405	0.16242697574484027	0.25136711494055947	0.33087468605585935	0.13166360420446288	0.28764939660968253	0.21005956291089958	0.24889176655135697	0.3012214021992411	0.22994843585580244	0.23529325894319436	0.3621655435472548	0.3823956375077138	0.27087177927766937	0.28311488706840526	0.31981676768630046	0.2853528907292689	0.3229528086681114	0.32086364632595776	0.2599914604082384	0.2772735633895007	0.17930359321115458	0.2742217419923495	0.2322350905697682	0.1405809173923167	0.2587205064029004	0.27349706713449784	0.2103307294638594	0.22464594330187398	0.254297211898419	0.3950408312613105	0.33996568484316203	0.2985034584693299	0.3421589204934924	0.2536006998827831	0.18693627877281221	0.2663946508035876	0.21076472314051548	0.2709770327608457	0.2654916106810155	0.28334595146127284	0.21068444728808036	0.32222198251580103	0.31167920950377115	0.2587593977712034	0.19013369527535712	0.25222216320115	0.33622099407284173	0.32399437763398825	0.21942696251563557	0.16138396922998954	0.3692223407482622	0.21242948193452815	0.1792415352860866	0.26814358226091534	0.2939044194608907	0.2158963106229707	0.28427823718678713	0.2487210124081371	0.2404480540004302	0.2199381421392086	0.4011767357625851	0.19883500825191752	0.20436069859839695	0.24773130950817332	0.3484644167657278	0.22705026477688806	0.23329109359935357	0.245694754188685	0.30105910043665973	0.22196328049717926	0.28008075982908914	0.22192771165017794	0.35482192390479866	
Q14831	0.2952701622043612	0.4340677598706588	0.26563776755359714	0.6813783289067517	0.42854152983496785	0.5161041562372124	0.5191947379921346	0.32255948775102056	0.2685258654352274	0.3811620244844577	0.4297776609520445	0.21599364879264144	0.2134191948039914	0.29340087576894425	0.41116303737422866	0.2574662482983262	1.0	0.2864903227904164	0.36450357357798535	0.26582453582288557	0.4375171097795036	0.33304023537593375	0.4214235649049255	0.289918185362274	0.4066021141053663	0.2853560699287135	0.3726578618874725	0.32992325967067426	0.2437948525642341	0.3400639195988196	0.2493714749830985	0.2754051565710773	0.30952050483520116	0.31810251839628545	0.34851153932295675	0.5102846897467639	0.4716904786823284	0.27250433035354305	0.5156093423697736	0.3551208465227934	0.3492349404110521	0.3551148072966041	0.19193991994955606	0.45114074783585345	0.48706667127217634	0.24198290607584252	0.3540342174127026	0.34451939428061185	0.3562034099843395	0.31267570653630294	0.3478870811791164	0.20751658592982142	0.32417401059823847	0.3223157712493756	0.6543685100563376	0.3202890356404119	0.6085226100611856	0.7149977793863448	0.548749547963307	0.3262212052744135	0.41757948831710573	0.3778144733047724	0.3588017438395299	0.2491099687939065	0.3048806005349662	0.5775891748945892	0.28580009018400854	0.28459630101898975	0.241503990234392	0.3358987516476441	0.4326277994453054	0.28112917291501505	0.5127829875319757	0.2907414812600085	0.32558587841231124	0.2477133673553448	0.4069764677100136	0.2708386481161246	0.5036901876394555	0.27743779569126226	0.2690242192512268	0.22510372064343848	0.680576390697782	0.3681362723857723	0.38335838800087696	0.3219297802821638	0.345276686441814	0.31406261521887513	0.24792836387365036	0.345826768861494	0.24911405394576278	0.38292041157232715	0.36164774680558964	0.4054060605287609	
P30542	0.32705030179446004	0.3165185379753094	0.31136149249151235	0.3924185610281427	0.3660604064214963	0.41492498486329804	0.43000434969042395	0.2803331715633077	0.3285109853143967	0.31035860570502605	0.4706402680329356	0.314090258229988	0.3113925287415283	0.34141316899289675	0.3956213670796544	0.17116601019554137	0.2864903227904164	1.0	0.3694453782392549	0.2719637422737458	0.2625952347776048	0.3615876421364884	0.2903720338158164	0.329240489976139	0.38702317578940926	0.3014193108897595	0.27115659447299933	0.29559362030008385	0.2261781799209476	0.33246617029539594	0.4674736380520294	0.33188840517647294	0.3474386775612905	0.38019575552483176	0.39928619240216706	0.41534030101241415	0.4575351195117668	0.3632304942076766	0.41257808767961085	0.34246121121783313	0.4123634971814827	0.34509646965601454	0.25337390058948805	0.35004457005325407	0.3720182616352821	0.214114304572371	0.3839287034615356	0.3926757404983083	0.3695670264661867	0.3468286833731703	0.23428154352411187	0.3039100972562778	0.25142867731461194	0.33166569568239407	0.2984494633059521	0.274859412000671	0.3553562748208433	0.38093625488613936	0.3592852716394075	0.45337100867721913	0.2765788143432041	0.4186770342455191	0.3878117013268627	0.3725733300041113	0.376177000624141	0.44625556112620574	0.38705528680868584	0.30746673471630925	0.23953990968612593	0.29214091852279517	0.42272239803425304	0.31119883816058647	0.3894495428267232	0.3732824284776294	0.3006876982388834	0.528803730717796	0.23159775656523546	0.3771663547695771	0.5372509745468756	0.2925677957094678	0.26873667794331774	0.3858999591650118	0.1927811790845925	0.32976860883551407	0.38957020388184926	0.23220607138384408	0.226560936137122	0.30298847390691075	0.31415084811957916	0.3828452403504077	0.30434276692980416	0.431676032889123	0.3711230585066483	0.39089904241201334	
O60883	0.30540276143210093	0.3248905591986443	0.1873991026358462	0.4531430812709994	0.31924449897104273	0.408022825153857	0.40830540491462364	0.20400130526708463	0.24075807473097083	0.27963767537559997	0.37754459967915954	0.3112067021239656	0.23133909235346845	0.2736790202374161	0.39389177323176455	0.24169033848676927	0.36450357357798535	0.3694453782392549	1.0	0.2789053031671867	0.3275354662138559	0.25749380471436734	0.32965060162801396	0.3136256758965199	0.35106294398947585	0.23353332434350438	0.25772922960143263	0.21702737004451547	0.213585451824861	0.317984432498825	0.34308568006235507	0.2261275547184114	0.2635517402891542	0.37233533798895996	0.32847035282559156	0.4248419360191603	0.3492987331561333	0.2783542593080037	0.3982935155089326	0.24645141369963436	0.2531574920322664	0.35315684475538056	0.23508671774172313	0.38683509108073644	0.40342553259960645	0.22574202951222433	0.434012383304427	0.33010598254540224	0.2519275600871688	0.1655732854565482	0.2461608401096953	0.2884442847416935	0.26176158809458655	0.34993185266038596	0.36159083109882917	0.19428883689051551	0.46904388398628005	0.45213981162678785	0.3887648531980199	0.2571646453340994	0.30826425427935294	0.3277533628156062	0.3171421450078292	0.2913956642619682	0.30809899555097153	0.3579847435574055	0.2508598801504014	0.24078933021935528	0.2725970518564177	0.3370650694095161	0.32239481180026347	0.2997111918729919	0.33744267377956977	0.22978989733526872	0.34415827243852576	0.32390264188147866	0.3669993061560911	0.26625309893188975	0.40463182577933465	0.28919129511443475	0.22340030646973782	0.2935913745754425	0.27341754758585796	0.3261568566106202	0.2951430735783571	0.25546506834118154	0.18328076185833259	0.24641841628984382	0.30091965769120677	0.3433650137519168	0.23520570239180644	0.3474559331840408	0.3620697720791003	0.315058800490412	
P43657	0.3219845127534212	0.2269958207115828	0.22942006062765138	0.2673356493522358	0.27029114027924145	0.36623226956041394	0.32102360362342836	0.2901937639179023	0.29047292855502793	0.2492023350898417	0.2457169488184215	0.2954509558685826	0.3919649020890539	0.275539491444791	0.4474781026676943	0.28706209687848755	0.26582453582288557	0.2719637422737458	0.2789053031671867	1.0	0.35485590823907304	0.2822312302635218	0.26028248082522853	0.34610099372886527	0.27772457757456365	0.366625923729083	0.20840900062007153	0.3403444204680238	0.3544951945033311	0.27782521748238587	0.3180835352169036	0.3661822679340439	0.3889085832517049	0.25925065606073716	0.2393982080167657	0.3537766874069723	0.30806403834802865	0.42136257864917165	0.3008526200678847	0.2899714844151569	0.29289344893270797	0.22699223994317397	0.31679509577217846	0.26959616960273947	0.2674337539298431	0.38610931007502425	0.37268493187868434	0.24412952756003953	0.2837461146208892	0.2854542502802556	0.39918575278471913	0.4701419318483733	0.3267604490352431	0.2941147898994232	0.27423990518655683	0.3417263657051818	0.2733661420399899	0.261974761139784	0.33357294650597863	0.3441542661981105	0.3596761320026045	0.2688742540589272	0.21934036415947017	0.2425348010050125	0.3333540839783554	0.32671648667836145	0.29513948943846136	0.3569158814644242	0.4007895060688904	0.2518438198749782	0.26716699045453485	0.3205687024370714	0.2941707987768818	0.2798625382498201	0.3744188222134185	0.2868957841913007	0.2252164605855032	0.2856416056531463	0.3056053251451233	0.3356406668080077	0.25333257565992867	0.2749638486880578	0.21833435260980907	0.1865455001705275	0.26407669785137655	0.5123098331647986	0.32235697966789034	0.2623409281257858	0.2915351788389841	0.2669798502946339	0.23759779375908852	0.2782055622081238	0.31547132421207724	0.28197688393566994	
P08912	0.32782907903362424	0.37489568527347295	0.29445436188863083	0.41798421619223053	0.38087921199648556	0.4586302864987804	0.3925748064194858	0.3245938052681361	0.39462499498664616	0.384093677578672	0.3993412383069464	0.2675077107250571	0.3965351349723448	0.31095343288393784	0.4693458252601709	0.301361492897405	0.4375171097795036	0.2625952347776048	0.3275354662138559	0.35485590823907304	1.0	0.41109214387349846	0.3935935628967325	0.373335677545121	0.33214788263445094	0.37492826221379993	0.37312148360336567	0.3440797528119075	0.39837182938188354	0.33559870106947753	0.3063364331200289	0.33486352349580945	0.3415974123079403	0.37871371214215266	0.40313192514217483	0.6342726850986313	0.6014821484974116	0.42028314371764436	0.39605289457477133	0.2964127950290331	0.2857540460146529	0.2617845542441353	0.23953025005251743	0.34877867076886937	0.31541962786135913	0.3035670166712679	0.40107772512145734	0.35566175948191686	0.3120618140217546	0.3042025169961385	0.36552330781957615	0.3480265081111343	0.4338143021230719	0.32941759532442205	0.43832840339855117	0.3866180713769377	0.3756578998687709	0.41707551428235323	0.41514288401719246	0.43693150226069843	0.7226181020076178	0.3116396515503143	0.3780527051674215	0.29316996694928454	0.3843428638941927	0.42108261080727294	0.3890991900667859	0.5195068182281302	0.3112634566676478	0.3795738337532376	0.3447156280439656	0.39672770882170544	0.3976627206194557	0.32080327891689936	0.4097006969819018	0.3185060851567858	0.5406071840652107	0.4049325229368628	0.38586183935071294	0.396339680081501	0.3993856663928613	0.23949636719424694	0.3516800051212734	0.35887500092883506	0.3567097582421652	0.3718758678319343	0.36088037341262424	0.3603383626484975	0.2576633178175494	0.3447602155957948	0.2683340823272651	0.3652000035975046	0.3755157886988261	0.30442470717098347	
P25100	0.315534656999527	0.41189357385277625	0.40870218860247026	0.3793253405615771	0.41595806732180063	0.43479653747964986	0.399398488142645	0.28329795929994717	0.3326976663841528	0.360766054935761	0.409227696231395	0.26045742746354283	0.31114355151768336	0.38123479565776897	0.47197009878670115	0.16242697574484027	0.33304023537593375	0.3615876421364884	0.25749380471436734	0.2822312302635218	0.41109214387349846	1.0	0.34475801167343545	0.306761537857143	0.45635473829534245	0.4240175840064951	0.44066690958801386	0.28772044200615926	0.2841808404820951	0.2798442189114661	0.34813523386449896	0.35943206187500265	0.32729421206562853	0.3579155247387368	0.3919725794859438	0.477170159151629	0.42372207388439814	0.4026239040974732	0.32252442639201506	0.5629561628103881	0.5764865098864586	0.3520640083220371	0.20451759153848798	0.3692049377629155	0.33070589509879644	0.37351435864439414	0.3379459008829369	0.38591054397800173	0.5337525410826423	0.2406315441899782	0.34794692939790983	0.21686977035873153	0.304803281949499	0.2541430182830163	0.31427261213629026	0.3217068638350083	0.216440175518224	0.31496160161108133	0.30247100127140714	0.7058051743160993	0.38173104920490586	0.363249760255612	0.37526017164007514	0.25761379864450257	0.669627282184561	0.39884776728126214	0.5070862028119663	0.40557996277059377	0.26924998618906415	0.31713508105895344	0.3353686178055725	0.3138593980962084	0.4627380686991642	0.4618438859039427	0.35028207049922466	0.33258619118818467	0.39073137160259486	0.4196931076372772	0.33358998040891963	0.30810793833981237	0.3702817223763141	0.23974072767582782	0.23424622842250195	0.33778708537824254	0.2765791740221295	0.3669937848558859	0.3520079409623964	0.32502798627775353	0.27722770556374965	0.36404758914087576	0.2408350490115085	0.4101565455121262	0.3785723897366051	0.3192615658417658	
P48039	0.3576047351350431	0.34234915869369265	0.30352056271620265	0.44810606673924713	0.370220779801942	0.42934864003431294	0.3820236089950334	0.23262058047208045	0.3719807204067161	0.2978198004319607	0.34605161745592583	0.29328126921518827	0.32377169913036913	0.345679521345701	0.44831069653885147	0.25136711494055947	0.4214235649049255	0.2903720338158164	0.32965060162801396	0.26028248082522853	0.3935935628967325	0.34475801167343545	1.0	0.4240108935156466	0.31888342651434665	0.2826312023191668	0.3351444504135143	0.3338278668585176	0.28815635801166056	0.36249552090616544	0.3257119703891901	0.35712326237371356	0.33602231165496943	0.3456696191285842	0.3272458367652236	0.4654355043108755	0.30388936220202484	0.3691482510578159	0.363813502476402	0.3233299661647022	0.3469206097919137	0.3467075699796792	0.26288328843341147	0.34934990680667416	0.2890940307455745	0.28519341756222577	0.3767850027915507	0.376924759500786	0.35655166785360604	0.2539744666425449	0.4368726035249856	0.3044196053794721	0.33867936360579143	0.36167405329635216	0.34455755723799164	0.3274053978539328	0.34327567661131003	0.36940296609068696	0.3391264662967479	0.3654356197319859	0.36048614836873977	0.3486857591685535	0.32822406078254535	0.3068384591806226	0.3666102648650362	0.33584861596304066	0.353203368408356	0.37931627124445116	0.3142445397647623	0.384847685703939	0.3321248999241572	0.3271328269173177	0.4734982745787024	0.367376894105206	0.3601217389978759	0.3460312679121441	0.34020933400967845	0.3291798325760222	0.3739138583371562	0.3764179607668747	0.33729471433650593	0.31586742836827264	0.33076961012126793	0.2710542584093932	0.3737539628059081	0.33463070864660827	0.3307125869201063	0.28328559462512554	0.3578909510731565	0.3568404016732204	0.20403827799076993	0.38203282314516596	0.29936144683332755	0.35547262671169266	
Q13258	0.3747079056534145	0.2599381767473645	0.36938098322450447	0.2945229010404904	0.306381398381271	0.3964341062982608	0.3211745867843415	0.29739162451204604	0.4431453556863291	0.32340501595977145	0.3579633168320979	0.4302207257071596	0.29260108586302824	0.38729257580318277	0.541706382006673	0.33087468605585935	0.289918185362274	0.329240489976139	0.3136256758965199	0.34610099372886527	0.373335677545121	0.306761537857143	0.4240108935156466	1.0	0.35715850604520616	0.3941189849507937	0.3372793473564757	0.5426366238519431	0.3152014594380811	0.3664603560411524	0.38639117279023566	0.359208196810594	0.332207240721267	0.414002239240701	0.37501177932280805	0.40208688633801043	0.38816285986232146	0.46326407394408886	0.3570802974210535	0.28810961716201267	0.30574095413778574	0.38340675818318865	0.2855147354853398	0.36810372707449834	0.263837938439036	0.37230301650284336	0.28065077864399607	0.3683881678967335	0.3116826860253862	0.22855263295010186	0.37152688817068935	0.3437027825286716	0.28638776799290655	0.31831462305957675	0.30363600616179787	0.34046616472590474	0.281549956864571	0.29967617084873915	0.3464373723848868	0.3240516605817064	0.36268534091403415	0.358714767903041	0.3567690014447235	0.3577124084965456	0.2958564254793745	0.3443126033625856	0.5000790903782052	0.36024035938507176	0.32121042563020297	0.40390016238228627	0.2980444321666186	0.38539970933314144	0.3422526132770206	0.35877285831118655	0.36382786878902085	0.4459676082123327	0.32693361844963764	0.45198154730724205	0.39729482548165235	0.2446693470730011	0.35902663115028044	0.4292786028250153	0.248903221891061	0.3011769552694682	0.3336295230323684	0.4200099695767484	0.3261365393856904	0.4022598164991218	0.3974069731459952	0.37100583290214684	0.2637118016047161	0.384167774342445	0.2816913170468245	0.36969034726816996	
P14416	0.2831256668981122	0.6188920755215808	0.3560410008473784	0.48815422173098977	0.44481083944875827	0.427843415237513	0.4558671025558221	0.3318353169097759	0.3256518051171623	0.45427117151968033	0.6522719436299502	0.25509458118960626	0.22415293658569005	0.29356247263049107	0.37930678520500516	0.13166360420446288	0.4066021141053663	0.38702317578940926	0.35106294398947585	0.27772457757456365	0.33214788263445094	0.45635473829534245	0.31888342651434665	0.35715850604520616	1.0	0.395709426116131	0.483294406564021	0.28034888413785464	0.26641024213593006	0.26461019903560873	0.42696517549741286	0.35697266941470857	0.24800776789995896	0.3886539121591725	0.44079434778488624	0.5004092100991908	0.45443603160080226	0.32137164303136634	0.45655575515302094	0.4546158507629926	0.4165242291269677	0.33280468992173695	0.2769561992695586	0.44030463961388333	0.41407036376528006	0.3541960253928143	0.3850533908030611	0.40603872885463593	0.46004047109065793	0.2680794822205147	0.23663902792849364	0.2100821238169483	0.1917032405668456	0.2278869000764982	0.3853462877708226	0.2922229994403249	0.3352287557342016	0.43510163456095763	0.4948012845265301	0.43361215724972824	0.3928864014000114	0.4032262470534664	0.3359195144042191	0.31316136570369946	0.3511216478298898	0.5169959069925456	0.46314778560850184	0.35888685076048304	0.24396346573623745	0.3352985665795552	0.39518833540978626	0.2760164959322801	0.4907444438329338	0.40177214284278095	0.3621235087199124	0.4176564969361479	0.3564626354862995	0.37682546446033754	0.48684410259040983	0.28129771883874866	0.3341030423328397	0.2741833417798315	0.29211411927469594	0.5312331078527794	0.33403703426634374	0.24523186060530575	0.32409739514766106	0.3952750678172627	0.2804909105310546	0.3923385239623557	0.2458679941590185	0.4345598620666997	0.4462365268685799	0.4198624947907176	
P24530	0.3161350353645343	0.3162453015700468	0.27535769734835247	0.30051341816824784	0.2668202143360594	0.32017331243968117	0.2966671878977745	0.2676659868417849	0.2822689368334329	0.3705101755602173	0.40435060938084283	0.3340399727703526	0.2879762429212368	0.35723570967061613	0.43462884815551406	0.28764939660968253	0.2853560699287135	0.3014193108897595	0.23353332434350438	0.366625923729083	0.37492826221379993	0.4240175840064951	0.2826312023191668	0.3941189849507937	0.395709426116131	1.0	0.29286035291665324	0.33612974734386986	0.22141861346682884	0.23791572963991567	0.3711881765081968	0.36956421821057306	0.3642952653176239	0.2870289895605038	0.34887268302653335	0.3336544367170573	0.35304443714866207	0.3961592450415696	0.29033241205646143	0.31590179684667874	0.28711393640212335	0.27777551210873314	0.25955907975466924	0.34789994261133395	0.20631677926992045	0.6033749675715088	0.3517637088687582	0.33750213475670393	0.26869254815600374	0.2634538369025733	0.3034875092026973	0.3247223965135685	0.2721178202051244	0.28042153179485924	0.29624623254340077	0.2709232666136142	0.2690196913770979	0.3238312588834965	0.3786454765193321	0.3991186197710619	0.34375654407255296	0.29189514056858645	0.26962049437173047	0.28500985715404115	0.3264490024952769	0.3776832308881696	0.35757329378946046	0.3160389966575875	0.2775743156584836	0.24902543840534505	0.2519039627601317	0.32972693481832244	0.30312647686171	0.2885493128128932	0.3468089244937558	0.3710338894610117	0.16879244505542032	0.4108281441496398	0.3247048268222068	0.32076000337074817	0.29877139054574225	0.33887955658406066	0.23389968350038504	0.3179113999409292	0.2959696640879328	0.3151402227866382	0.26319037119155597	0.30762066380534625	0.24445005618721324	0.3766391079090189	0.2051627295420341	0.3213460806974276	0.2555949451645499	0.28185079439036964	
