	P25100	O00222	P08100	Q99677	Q9H244	P43115	P37288	P30542	P41231	P29275	P25021	Q13639	Q15077	Q14832	P24530	P43116	P30874	P11229	P41594	P29274	P41143	P28566	P08172	P34969	P0DMS8	P20309	P51582	P30556	P25105	Q9UBS5	P35368	P08913	P21917	P47898	P25024	Q9NS75	P30518	P35346	P07550	P34981	Q14416	P30872	P51681	Q15722	P32238	P43657	P08908	P43119	P48039	P41595	P35372	Q8TDS4	P08588	Q9Y271	P34995	P32239	P35367	Q14831	P41145	P43088	P21731	P35462	Q96G91	P50406	O60883	P08173	P08912	P28222	Q9NPC1	P35348	Q5T6X5	Q13258	P28335	P18089	Q15391	P28221	P13945	Q8NFJ5	Q9Y5N1	Q13255	P47900	P21918	P32745	P25101	O95665	P21554	Q9H3N8	O15303	Q14833	P21728	P14416	P30939	P18825	P28223
P25021	0.34925091862524854	0.4671775013290572	0.4976452929370855	0.4905833782344528	0.49965824521432184	0.5366146739918709	0.44653070047117377	0.4060096588422284	0.4378886573634291	0.33687833385633725	1.0	0.5504597647280649	0.3826590531644928	0.47512974284450654	0.381371705653766	0.3062927378411239	0.5724417194378297	0.4937195277210337	0.43412703247770285	0.3660957609337281	0.5490952417960842	0.403849906803837	0.39646287405246167	0.4948852355694151	0.3853440049373483	0.4746906791960045	0.32982662119194517	0.4774111816647849	0.32544266207816686	0.4643019682308377	0.46060508994302474	0.36658706916208544	0.3968329852913106	0.25977357101368914	0.5204214359679402	0.4964731279005556	0.09437714784070733	0.40265847976931957	0.47355987984989717	0.5168027686291907	0.5545566215039461	0.4412529881528374	0.3667544300863021	0.5345550592685022	0.5078860078052636	0.48552211811698254	0.5342985522553896	0.3044405610450186	0.4352914366085797	0.3470159444583954	0.5153790518268933	0.5559411918014218	0.4656856961877448	0.3700723380968456	0.3233487894286302	0.5453798525950404	0.5977479377140815	0.542543714570677	0.37958058306422426	0.5127293497043158	0.3236754397690834	0.44737413133012205	0.2773393910639414	0.5318587746414579	0.5902492393591549	0.443840054767473	0.6102760385439606	0.6340983615546574	0.3387884205826426	0.43364710455077726	0.5065854275672814	0.3616489328959097	0.3629080023101988	0.4455264453831196	0.45258478890867737	0.5784711658636263	0.28210110697495694	0.3509587669880572	0.3746307382478573	0.493464508890601	0.5046371890225898	0.44918263682323617	0.6302243692578066	0.4280385597551797	0.3314584275309957	0.481239638370522	0.5035877581206544	0.4984696076736661	0.5080776410335184	0.6392118361963675	0.6781387808698045	0.5368167216223001	0.2542485103712764	0.5202881285717698	
Q13639	0.4717616585724398	0.501519515086631	0.5052785379114464	0.3541050603996417	0.43858840783238323	0.47038887741602065	0.4939182115657768	0.38004649095976445	0.30913561629346087	0.3490101753477835	0.5504597647280649	1.0	0.298271461627871	0.44498498237340806	0.3509647498390702	0.33248207763836757	0.556880658259967	0.4585138083178629	0.40802895757753976	0.3397757665503519	0.4441385127615012	0.4546345745523294	0.430568350310784	0.46152419928513544	0.5727120121634054	0.390377493383898	0.3396482575452813	0.46877930179527183	0.4075091658178199	0.5947594500936795	0.5865843203350701	0.41325500683478134	0.26978216502111585	0.44343955539444246	0.5028800120373822	0.3742337133898658	0.26800889909876463	0.3178298943409467	0.44064028187248916	0.4186330339430143	0.46960905625022237	0.4546693146709896	0.2046311361523994	0.44183505799566486	0.40192610967332043	0.3768059756994959	0.38653751916466483	0.4138002066957892	0.3052320269041765	0.45595456801292533	0.46121548239283217	0.5117566404910169	0.42057482891162346	0.3969556796405064	0.3009296619302945	0.38911477228852887	0.5485727463291756	0.5656640336296472	0.4318585815299344	0.34379749262694814	0.30154014072013846	0.3975819306704569	0.32228575222281575	0.3513828108010093	0.45283097035502423	0.364969093573667	0.46580983856666625	0.4339218154770011	0.4330191124253382	0.4848833500010182	0.5100189197664422	0.5105238869417406	0.4174596547893906	0.3312105769956548	0.3767442853848089	0.43422494273362844	0.30593716724571096	0.4112747862318411	0.4264240715642026	0.3226465607035178	0.48488878571173877	0.4756894393006798	0.5324082316988707	0.4685716220320647	0.46554438787041164	0.4195262580701239	0.48534111048530615	0.43331044138165065	0.40584186169378206	0.49027865728794917	0.4459273435143313	0.633034021555329	0.13706258118513	0.47707056878982546	
Q15077	0.15629269860961004	0.33855175985730745	0.4377998391235418	0.3209870687320247	0.2742012551411691	0.592612173460112	0.3793036542038286	0.43238643917694963	0.49471773709697153	0.5239816239788075	0.3826590531644928	0.298271461627871	1.0	0.4214218137029435	0.3421761642240722	0.3821506263667474	0.23541315905697519	0.4047180234895745	0.4444328355767403	0.32917491878952937	0.4063092162267491	0.3280691899756382	0.3915843024329083	0.2533235000137507	0.4319646114187148	0.4743125442626994	0.4190727760585109	0.3526687304338134	0.1796490981959384	0.45944180239590093	0.3736819746585537	0.21469957823488872	0.46462138854778934	0.4241492499162049	0.5144124173308822	0.3865323044139996	0.35965549238342004	0.3845732502086476	0.305449214721633	0.42857671947057513	0.5425970861137457	0.34487691426762845	0.2784895255207219	0.5707751992085142	0.4709605925287168	0.22640545834650375	0.4849249771605335	0.4643749106904753	0.33341091655731026	0.4970838693072927	0.30588794693823884	0.5301605626250472	0.4965199048560031	0.17313021363397918	0.43276348018753236	0.476713655552703	0.17678539081919775	0.5227355812637321	0.03530781100669356	0.3922969380983062	0.5631891111212352	0.344525857644832	0.5224888958271972	0.5762506188100305	0.4389502463670875	0.4078829854723188	0.5177964309788567	0.436838800140634	0.5553126656359884	0.32110666557868855	0.3538792964167989	0.5669988806512984	0.36355650197805245	0.4869354541102226	0.28611106231986627	0.3898901466182234	0.5257058874840286	0.43874652233069444	0.16469338809430817	0.4884019990919191	0.5290897107092156	0.4089402512969329	0.6484177495955867	0.3237388226584399	0.5080316252014843	0.3417176338082729	0.39495298369503484	0.5176743501853028	0.3963442595465003	0.3532553914738287	0.320254663435043	0.4811449797049383	0.2420086731239698	0.4514373750032604	
Q14832	0.3893241707792836	0.7589891581013154	0.40442426494379524	0.4530405583276956	0.4200265365200381	0.48294855389470165	0.3268502016985353	0.452006319097103	0.48128030774720576	0.352376899064174	0.47512974284450654	0.44498498237340806	0.4214218137029435	0.9999999999999998	0.3196107831066163	0.4289621869428903	0.4314249338942359	0.4066538243157655	0.6701909791336453	0.3646274868904158	0.3204572601934603	0.4405721723019383	0.5538467050201189	0.4884137267924853	0.36193923016038526	0.5867102836345938	0.5330753818977118	0.44659181103447443	0.42437785479092793	0.6120454102023906	0.4395681175196435	0.2978059911877012	0.09296401997450439	0.5358603033642642	0.40289434526499485	0.4040021285310632	0.23387362789020155	0.22630507372543388	0.45165603426106427	0.5016560059197455	0.6963874604621416	0.4825837056766823	0.4513370299381804	0.4207065104377814	0.5351150834917203	0.38442508700117833	0.5109444276406017	0.25159226100608967	0.36467051999585104	0.5439745546974537	0.4801146607879686	0.3940052174021317	0.3637341060962311	0.36884855438758857	0.23919420446583026	0.34627602769425914	0.4530772805914126	0.7394813033492029	0.49641848789961796	0.5955139064837127	0.48405084721239533	0.2620622432252361	0.26029586082981016	0.5469905024350581	0.5123402494320689	0.3566803169678885	0.5505812105516149	0.5782661418548534	0.11768409702451307	0.49166791361936224	0.6086725107106697	0.37935098800959877	0.514993251677118	0.463027732508005	0.4054896825589088	0.5612874411867961	0.1881520544645122	0.4801443086144194	0.330791141952336	0.6111165253296829	0.5076258289637376	0.38942124111477494	0.5127797731549533	0.5193945047739268	0.316030427115504	0.5947236514478645	0.40048412494502705	0.7382517121389756	0.7205866112885367	0.5642101213690669	0.33923636903679816	0.5037585342053943	0.16853643287192002	0.511884775781	
P24530	0.20329363521034965	0.3322341862289089	0.24715247303996996	0.3887483968037292	0.4330336493396086	0.3974393090814856	0.46174915881233136	0.4031284745869627	0.2758297953008245	0.37268315851400335	0.381371705653766	0.3509647498390702	0.3421761642240722	0.3196107831066163	1.0	0.3284463747745217	0.2538966867582396	0.47257148706352314	0.4429504467122644	0.27840653958878625	0.5351258759954864	0.30774804172126075	0.31898150131580594	0.18236612833506458	0.512251182181616	0.5016397694612278	0.4600254153517181	0.26238686678850376	0.1505587278705331	0.5990418195719188	0.4488513197834666	0.17768399135664192	0.3019146287034954	0.30608595040731584	0.4531218854942436	0.34165063800900874	0.18784666096000047	0.4517304574004072	0.44701834082458203	0.36552692624730776	0.3356529000268247	0.4154513294884903	0.28943826657524285	0.3382953467943013	0.4384680710361377	0.2330800329204106	0.25860103301524934	0.35729586229300914	0.35841684189331957	0.31029489873962934	0.4354198221267164	0.32521011076695766	0.2607171656502171	0.19097551016801861	0.30083494447669584	0.4580751301462632	0.487159363494846	0.444212789632741	0.30413552388312115	0.5264986890200517	0.45904841396535045	0.19386251864081958	0.12814509551500702	0.3031614835585359	0.41440007002589435	0.39782892777906637	0.5522517475269269	0.37519864289416877	0.31908994935603474	0.3730963585113999	0.4618454879722129	0.5131432358932876	0.36086096742009144	0.2994848639393011	0.3326282036712833	0.27372907739386965	0.3768244841484105	0.3633349260417076	0.16964467000747036	0.5544820214826077	0.1849832188493341	0.22146160728310707	0.35264086285694796	0.7208775156965597	0.3981497991226558	0.485744069825041	0.2215816190735962	0.427104652587917	0.4270344416407855	0.35267411916715236	0.4009261554846526	0.3159374491444259	0.08243998419630091	0.46633811740796605	
P43116	0.12128665322464659	0.4769240919647172	0.3816956162399048	0.3262990107642008	0.4033258913985298	0.49515283317076786	0.2841033651989942	0.5120856818545358	0.4130868712712965	0.4356486774707019	0.3062927378411239	0.33248207763836757	0.3821506263667474	0.4289621869428903	0.3284463747745217	1.0	0.3536230030007925	0.4387207987212194	0.48888168709576274	0.3050039247340033	0.3763967844643267	0.5117536512216094	0.37613333523599424	0.2121582726854627	0.5473643889369849	0.412423761924139	0.38538605377467716	0.3020132463982974	0.25223873208098535	0.5676469954202724	0.42937328582155104	0.2568181582109755	0.24208441272767003	0.3882891224349011	0.38125772560905946	0.3253469446028029	0.43413322876718796	0.17702580805117432	0.32310380879674194	0.4808668340683745	0.48107525285428887	0.23796357912473004	0.28491469708618977	0.37075215930091865	0.3638099371259149	0.2931238530472468	0.34288190873423274	0.5805383010694045	0.39595966756599427	0.42922886314725645	0.2820994762233358	0.45256462074067694	0.11664433200017094	0.17183676730237923	0.4535659700258197	0.3997330837205449	0.31418678703516156	0.4599257124494512	0.23957588504606228	0.4920430945265318	0.38806978096561984	0.3960597896308544	0.42606647986131974	0.3090553621546277	0.49200170542676314	0.2264292271283162	0.44627248708247746	0.4307302298208463	0.462611718121254	0.3317623402749769	0.46675007096327265	0.5562247211464484	0.3987987941348319	0.41501368847460374	0.3876645703805419	0.2601748576170789	0.26572005388846043	0.3868452985084266	0.13637638615855646	0.44783298591792303	0.4037688415390532	0.36552165015649396	0.4459032640208891	0.46918525659420734	0.4937079942191922	0.4515477124764591	0.4046527884695476	0.4769901143200258	0.47110910728401884	0.40497096134031074	0.3014550673153609	0.5446132571147647	0.09049461057329464	0.37719090949807765	
P30874	0.2554769712334316	0.5547902149626289	0.3830693014987735	0.3600869833871686	0.36079677775410113	0.5007165186865715	0.3504597240975452	0.4188460474801402	0.37872280505101885	0.4319353942127163	0.5724417194378297	0.556880658259967	0.23541315905697519	0.4314249338942359	0.2538966867582396	0.3536230030007925	0.9999999999999999	0.4549098085429791	0.37186805792138555	0.46462473387022923	0.26882495157514164	0.54913375566083	0.5540154289043003	0.39926729978237585	0.47251725848568155	0.5584464305912585	0.3121992428881921	0.45152881642652754	0.451746189420842	0.5230362681458298	0.48024833725644034	0.2513954535211529	0.2324029043512632	0.4537525357189336	0.4285885458448381	0.599407315422512	0.29633739520564073	0.3232037644428549	0.5248503090882426	0.5338369911959582	0.4026725656945539	0.6303881049513752	0.4026073975853841	0.3981666471651111	0.3510106146311118	0.48529883481154756	0.4906488301762083	0.3863834593888835	0.3356705520467964	0.4011026865457163	0.5285036483019332	0.4883572978569661	0.24394860169374755	0.4716539828263465	0.13880203923052792	0.2947988414555573	0.5765742447240676	0.5923661813836121	0.36919299948248485	0.38848766400675766	0.22429414086299831	0.3057044294338158	0.22874861233205507	0.44206161140757544	0.530747260630239	0.5004872148403914	0.5977266600067093	0.5490623192013726	0.250422165055885	0.4631357549214603	0.49860527714945624	0.23811047974123906	0.38378628751996474	0.38091758632648964	0.34856968098139673	0.48930795237892033	0.1674640057997285	0.37884948287963743	0.3320123055644788	0.46327915124176744	0.5890423812020507	0.351548659136123	0.6231852623709381	0.42688100766000237	0.16422751855868006	0.38152498966845394	0.49695748339889345	0.4317735152547811	0.5067600616950778	0.539132597884679	0.5269857183157449	0.5038667408294492	0.141897331272038	0.5578191951635619	
P11229	0.2410668135997333	0.4304270169495903	0.5280069235473552	0.39957912659170897	0.43511276359254997	0.4771795898123411	0.4690142998222458	0.5055409991884732	0.22314510815187144	0.31932036580235135	0.4937195277210337	0.4585138083178629	0.4047180234895745	0.4066538243157655	0.47257148706352314	0.4387207987212194	0.4549098085429791	1.0	0.4972253882218116	0.3575045413062193	0.3116918641322338	0.5205246460256203	0.6814934099074548	0.3588321686748147	0.547484940931749	0.7298186095531416	0.2917768657415094	0.4904517629430575	0.21640195815915053	0.5064463106904578	0.5991127903635949	0.21681444811578057	0.2986615531063764	0.46862238322755706	0.48326584156856667	0.4815643217972952	0.3369536714755035	0.2534480224967296	0.44138523775160426	0.6825371475057151	0.44449431780847126	0.35331664055438716	0.38401769580381756	0.5161699681843166	0.4987406812009494	0.38762273746685255	0.4350815096306304	0.39815258043226515	0.48400221994507386	0.5499144436063349	0.3885905407075203	0.48378922961816717	0.34850367871947346	0.308594140385692	0.2522832054168873	0.32446428265221505	0.4949328171110043	0.5143321158143652	0.31809272503462394	0.4321275231159377	0.294717408466255	0.3529827825373151	0.42448573794944544	0.37302466909029597	0.5213315922666095	0.6252454986344202	0.7389904548454331	0.5455015930946525	0.3485733499155453	0.5986982075252509	0.5828632782903453	0.47727079581584037	0.47626141969309815	0.4896278286748295	0.4277302599892457	0.4401150083419427	0.36708307485637165	0.34925391827140095	0.38232518618455225	0.5717336288862849	0.42948116158962113	0.29466923987027105	0.41567040695919144	0.4624487191655623	0.5225805255753653	0.4403795337952343	0.7415881631242403	0.3824096499193378	0.5128753760537397	0.4965173332675996	0.4987372318803023	0.5714095747995805	0.1626833991890133	0.6327520002940059	
P41594	0.3941562681288433	0.6023952059823297	0.3803926461058843	0.3963737933492867	0.4236037526137929	0.5452839908871024	0.40907119325517094	0.5066790201958613	0.5066393381202374	0.3475294760018767	0.43412703247770285	0.40802895757753976	0.4444328355767403	0.6701909791336453	0.4429504467122644	0.48888168709576274	0.37186805792138555	0.4972253882218116	1.0	0.31393060502685416	0.44152095702566085	0.34433854881270554	0.5288247306905061	0.38990795268152434	0.40644625262950457	0.5512056187358286	0.4305682469715839	0.3556101282184712	0.29531659951684686	0.6983947028649986	0.5141148538942958	0.41881481846784513	0.3426259757424705	0.38505028136706565	0.4713922236130964	0.40414870773108413	0.4136873853463121	0.28563552843104123	0.4830979675816567	0.5755644075523372	0.7041003444891252	0.41697675260667577	0.40460774383895926	0.4857423037204011	0.5495243887977481	0.3958071555769644	0.44950989698080124	0.40825115859668004	0.3836972189054243	0.4713984610702608	0.42697350370205384	0.4496576927375598	0.3801911719593113	0.21807131065369817	0.5388946389772892	0.5165617341026725	0.4601936052417318	0.670840171417605	0.45448104689227453	0.5283247184534879	0.568177732304069	0.1802156245383743	0.45763944830894354	0.4146921638418698	0.6014015582746195	0.4383226954303896	0.6188393444161824	0.5196979019818637	0.43054074624898303	0.4283020033858501	0.6263135828325628	0.5358013128375982	0.3089314800154222	0.42212276449622554	0.5615784234031992	0.3841132496929234	0.299904211722612	0.43467758914260957	0.44596637600780215	0.7674156242504426	0.4020657354226498	0.33895290082483087	0.4842782348008062	0.479692930733283	0.4320280666470094	0.6318823654046628	0.35854037305103936	0.7785991290558611	0.6570279051081184	0.46620003734417387	0.355701958327288	0.4879925424346159	0.27161874088627996	0.49270557890120004	
P29274	0.34556746059708443	0.3369892650774453	0.41950058938801027	0.3137284366362072	0.261493581024695	0.3586216731714337	0.2772476576100556	0.2973025068262496	0.2659122937994854	0.5895306690019333	0.3660957609337281	0.3397757665503519	0.32917491878952937	0.3646274868904158	0.27840653958878625	0.3050039247340033	0.46462473387022923	0.3575045413062193	0.31393060502685416	1.0	0.3018717347042382	0.3335299298933727	0.43810026512682065	0.18107453457666983	0.5953793763074269	0.460456543930849	0.23079149048565284	0.3811814305882088	0.3538358451964636	0.35000728417283733	0.48839598696573	0.2228382316888933	0.20269132540577017	0.23094424727640517	0.32617121246675185	0.3063952007176405	0.20476172098765077	0.14121185233807018	0.5525654145041832	0.4306358090523497	0.24347259814071268	0.3076818113040402	0.14823884135027934	0.30945048442510426	0.2625732781657663	0.3403646067664649	0.46262510095957954	0.2726590662724084	0.3374479319265743	0.3797303584133218	0.24915397052639465	0.32550918088585784	0.2870025312490768	0.17365298623974537	0.17586142078869307	0.2316687509653873	0.3785558742517633	0.49054750445416273	0.17953906387343566	0.5214829211928953	0.24111656695434946	0.22265110425151763	0.16482368797266575	0.26335115788825264	0.4000856747856955	0.4065594553737623	0.44439960850114263	0.27928143917777126	0.23261004097534543	0.25256599470175745	0.34244903476343247	0.18820729591500085	0.4267766103952346	0.31073977947733555	0.2689246071431123	0.3372317252744271	0.25390557522631896	0.2555703930892046	0.2554751541831912	0.35444095420059274	0.4471524460284801	0.23159629859610276	0.23015345841395174	0.3767025881474668	0.23391369254703004	0.41974818569414396	0.39900200291261645	0.3784147985752637	0.35804858605870005	0.3694337429903659	0.4315598799375154	0.40723675191245895	0.164468982681426	0.4700265651511811	
P41143	0.28481533728151914	0.32030232451853585	0.3445804165320544	0.5883122395405029	0.5377994906682956	0.3434199714155724	0.34272709600485923	0.4884548114327752	0.30720590968888956	0.3778468687810911	0.5490952417960842	0.4441385127615012	0.4063092162267491	0.3204572601934603	0.5351258759954864	0.3763967844643267	0.26882495157514164	0.3116918641322338	0.44152095702566085	0.3018717347042382	1.0	0.3377573698619896	0.20039171937525635	0.2965159254453609	0.4759852179930431	0.31274419357289956	0.3319165866806456	0.3274695472293181	0.3779259393526545	0.4928022556122986	0.3386302328209634	0.2963081479695352	0.34719461026879006	0.27237508618197603	0.3920123001380737	0.3770685898817461	0.3139194704950324	0.48052693969561583	0.43368755470156894	0.4335277336256451	0.4527742754295141	0.309078426173114	0.28670406126581965	0.4008358805801292	0.3716834598838513	0.4574761323348112	0.4038442615367601	0.4720321545327758	0.4301090973517181	0.2988782865890669	0.4843536206924637	0.5123768855016102	0.4541276573804041	0.4243824603915227	0.4092394861730285	0.47626382415889035	0.398356729305078	0.4386280843945931	0.4269876488748042	0.435976190042191	0.22339568063361245	0.4794785394696164	0.21801148264596865	0.43490154636099077	0.41345682569434755	0.23898044738021576	0.37445844372967796	0.5114226144177914	0.42403436269276207	0.2361910856746806	0.5150040418806412	0.40002814115598306	0.22701499025080077	0.4122351128673952	0.43875986514040644	0.3539895058884084	0.49019853995039536	0.1620808672629084	0.34877641682753335	0.5184745362591301	0.404705262227952	0.42040985372551853	0.5575165098495045	0.48460088540716073	0.37508890630189573	0.44507873982915996	0.2840839357902119	0.5051027791771368	0.31039116670799727	0.41236254580037224	0.4833521494497062	0.3750873477670368	0.29918494444262694	0.3346149748746941	
P28566	0.13438039743286234	0.4887956085453031	0.3161739348176626	0.47798720411207746	0.46496951699936895	0.3449758804608211	0.43875294288501737	0.4366670303338993	0.17514344876768737	0.505874602225602	0.403849906803837	0.4546345745523294	0.3280691899756382	0.4405721723019383	0.30774804172126075	0.5117536512216094	0.54913375566083	0.5205246460256203	0.34433854881270554	0.3335299298933727	0.3377573698619896	1.0	0.446764665185022	0.46175015178866907	0.5216980605086461	0.5036728404342707	0.3722159789522561	0.3717287879923429	0.3962402479965484	0.5229152812338704	0.5104347725580616	0.25371109725886637	0.13157445362738576	0.5188869047279483	0.3295115198975759	0.42045715536106343	0.3091739022673397	0.32479031832732225	0.40152092204461803	0.4710757581654773	0.39913971094340983	0.4263044184172577	0.43903079750758434	0.24829179812525093	0.4857339875920358	0.38350748400425816	0.4454339644353916	0.46404641799826984	0.417290588758866	0.5560980305098925	0.5765963239315105	0.4261826904562449	0.2680844900365803	0.2758128641917862	0.13112084576345942	0.33248275091300067	0.4968390449390327	0.45183601988886984	0.32727834441273373	0.34160270093435474	0.34757785180164524	0.5316912803126432	0.26745514114177127	0.3057918892955081	0.43782874749029455	0.47744871598831684	0.46455803867861317	0.6529170269042377	0.22085425835156447	0.4806437084711483	0.5727681854820574	0.457766175866421	0.4868463702008854	0.42992456719039074	0.2831532286136955	0.5473910698227525	0.11151783781763205	0.4047035830007387	0.26388661412076053	0.40848643671175117	0.45222145670875463	0.24723211546253482	0.45451518084276055	0.40005846185536376	0.1856126831540733	0.4029486127031736	0.4562526365578338	0.3732760046313704	0.4210630229449973	0.5864818310436872	0.5352209132777515	0.6710608348618333	0.19422371502153457	0.5719983324275468	
P08172	0.26184666417456837	0.5069260487133638	0.4945527009681405	0.26954154395938196	0.25213213399445933	0.39383973156154606	0.44633779238711957	0.47241960066305977	0.28580359552094126	0.40597606782055434	0.39646287405246167	0.430568350310784	0.3915843024329083	0.5538467050201189	0.31898150131580594	0.37613333523599424	0.5540154289043003	0.6814934099074548	0.5288247306905061	0.43810026512682065	0.20039171937525635	0.446764665185022	1.0	0.23585211905321735	0.5526332179967242	0.5818900366865827	0.21616635939179432	0.4447308381910656	0.32416988656430484	0.4900408877331163	0.5254042788663015	0.29519182366410757	0.2344610502800908	0.5309442365823152	0.39587733171918754	0.49095552795691183	0.3288461401542765	0.17054514283712235	0.4133010605178912	0.6096546393406432	0.500129719610767	0.33610175873132875	0.3421933850129781	0.3776606623421261	0.4175818991259242	0.30808956166648216	0.5869382062609215	0.39424575343011636	0.3411101033504095	0.5223486639917297	0.34228693319237563	0.2953123311931351	0.35959452611061304	0.3372054077264823	0.1846211048554272	0.1893847757360343	0.490216945291457	0.5556087384887136	0.4419494265834217	0.5080671553895695	0.3414278871190696	0.1930487119411994	0.4115498507656321	0.33516276994660865	0.5417290684107495	0.6422297536666493	0.7139658631523383	0.46910426278052564	0.2653872235662732	0.6095769550307415	0.5790330153122257	0.39616277438822944	0.4316941610010506	0.5097902073007622	0.41706991987216446	0.3563976447959101	0.3564828442237966	0.40535693284832974	0.22257143478022878	0.5776744349044194	0.5511377510551785	0.3457675706383687	0.46698175992762614	0.45447853389530574	0.2004252640606323	0.34078639203419836	0.6142548216605671	0.4085727970908205	0.4832052999122848	0.5047946663881636	0.2801976772192343	0.4426478499946839	0.1916271625853889	0.5206271241089362	
P34969	0.2667234393333393	0.5424074005181103	0.4277853141227514	0.31078326082673446	0.5015825988603407	0.47301629574416293	0.3767467576326545	0.413376407562337	0.2619487003672488	0.2568657271053351	0.4948852355694151	0.46152419928513544	0.2533235000137507	0.4884137267924853	0.18236612833506458	0.2121582726854627	0.39926729978237585	0.3588321686748147	0.38990795268152434	0.18107453457666983	0.2965159254453609	0.46175015178866907	0.23585211905321735	1.0	0.30370862849012975	0.4351865411434379	0.4329053062421077	0.4510109163686622	0.3487710855347418	0.44101957258839536	0.5064773962088964	0.34440377959283386	0.19987530761481528	0.452018791507842	0.4975057101938519	0.3548660756684108	0.100640412733567	0.29260876124139434	0.3528991219359652	0.38352937773490964	0.36451614789662756	0.25413594396375105	0.34702368613172196	0.40279715718001113	0.6050757050556401	0.44176471245991555	0.30803142013852736	0.2718163184518807	0.36821529145842613	0.5320470879638323	0.44990780701077754	0.592234217121254	0.34367645055159557	0.45315463904609715	0.25280579451004737	0.4246255994903186	0.3713826454817769	0.5179891500321822	0.4108849650046136	0.3811541795003746	0.36619694129029723	0.4208426223012348	0.19934440021277763	0.47076923073625465	0.4710722799630628	0.3007903078314322	0.36973773956679057	0.5227170498121534	0.145512442437631	0.4344576251641856	0.45750280603935456	0.37513500322805693	0.40737148328211736	0.16330467963245657	0.41138266871997853	0.5696218290776973	0.1241421637984027	0.3370189760930904	0.41169065574683583	0.4584812484067997	0.42753792686872505	0.31779462032398176	0.45629852301243756	0.3269916511101889	0.2416274932537819	0.33153806064949165	0.4314999892921394	0.43980646005075263	0.5779692406277301	0.5834750730277265	0.6289142646613299	0.5068422206198429	0.23851483942187043	0.6271458890848209	
P0DMS8	0.19359864173750238	0.3380000709680868	0.5457582217455073	0.396790959008244	0.5258681189490537	0.5684373541056054	0.37016778146001567	0.5782068671609859	0.3004084742742516	0.5089060302652773	0.3853440049373483	0.5727120121634054	0.4319646114187148	0.36193923016038526	0.512251182181616	0.5473643889369849	0.47251725848568155	0.547484940931749	0.40644625262950457	0.5953793763074269	0.4759852179930431	0.5216980605086461	0.5526332179967242	0.30370862849012975	1.0	0.5162353540636384	0.3964144740137616	0.6689078777515396	0.4573850780164905	0.6311562798592973	0.5277308446140256	0.2355309758710863	0.22197124902337795	0.39784343057267957	0.6186754114104915	0.4693447102753314	0.3159664207262968	0.2639227129607968	0.6135240068393537	0.5609603475975504	0.3930913007453387	0.37214478462491807	0.3028429513619867	0.5136717774821085	0.520416489831816	0.43269826179703386	0.4024676602454404	0.47694805314489985	0.4794000258358188	0.5221089298666624	0.3790748025618093	0.5846797992824305	0.2898823334325408	0.3539133802462752	0.3292380788979648	0.3938393316883442	0.49125529745161145	0.5131074663286062	0.2948599688858009	0.5349248326248806	0.4677796286967093	0.38949570387066823	0.3641589923747387	0.27612782024178406	0.4524849142576563	0.4198746928815783	0.5692181625032946	0.433920935142725	0.4785264366250587	0.30672770676760064	0.5132697885624071	0.5321158200641062	0.6043183047742589	0.4739862977904562	0.5040196896505205	0.2588416707277878	0.3629346287557398	0.49625182666884854	0.3204422440646626	0.5573803692893358	0.5933488964600635	0.3596732219458559	0.5228099997115179	0.6093504217349479	0.5128193334934996	0.43523554407358084	0.5263881775059662	0.34997368698391706	0.40831662646179606	0.4583347807078686	0.44444015179421	0.5744316551116562	0.14747568373573045	0.5584272391039248	
P20309	0.23331564851369657	0.658404940676497	0.5462276720616379	0.42647166727976876	0.42909069421917967	0.6034418119189544	0.3941240482341917	0.5433491917238074	0.41912114624279684	0.3665203389670755	0.4746906791960045	0.390377493383898	0.4743125442626994	0.5867102836345938	0.5016397694612278	0.412423761924139	0.5584464305912585	0.7298186095531416	0.5512056187358286	0.460456543930849	0.31274419357289956	0.5036728404342707	0.5818900366865827	0.4351865411434379	0.5162353540636384	1.0	0.43394202079596433	0.5079664138456716	0.2864557299347149	0.6353811791102142	0.555722601814489	0.23090242447221196	0.28361924952722706	0.44783462405682295	0.5185890953607337	0.6025295611215504	0.28280560888850437	0.2892913935123533	0.5451258067409802	0.6147932337124344	0.552568782292885	0.4747343137323182	0.5125632638682269	0.5268926083352802	0.4342548521195674	0.42893614236123817	0.5308377524972466	0.3357728947641543	0.39842331201025005	0.562303737465475	0.5442426111529723	0.5708907577121476	0.3468767966555112	0.3205812889574512	0.27765039743730013	0.4134557788789872	0.6020363950601936	0.6946233472073102	0.33704574491351946	0.49837398050048287	0.4363042397296814	0.41986411990838224	0.3019032451002205	0.5675442302934186	0.4772447943591861	0.6747509771874084	0.7898499046762512	0.6057312327020716	0.2760871728525824	0.5690667052483425	0.5636178059287815	0.4076320753133257	0.548490805931617	0.39968910336006014	0.3251963233635127	0.563429142123252	0.2866230927514468	0.4307299724672595	0.3680786826659843	0.7022207660120372	0.4755435164453016	0.2787014117995744	0.5120679380982323	0.6043783968187924	0.4351888512857922	0.5459275162968582	0.6504736069381606	0.581184246902114	0.6860157344581523	0.4970768142390219	0.5414235166386202	0.5228941561429639	0.17757786143083154	0.7415018954155086	
