	P35348	P21917	P35462	P25100	P51582	P25105	P30939	P18089	P41595	P25021	P51681	Q13255	P28566	Q9Y271	P30872	Q14416	P47898	P08588	P47900	Q5T6X5	P18825	O95665	Q9H244	P21728	P48039	Q9UBS5	P34969	P35346	P21731	Q9NS75	P14416	Q15722	P28222	P50406	Q13258	P21554	Q9NPC1	P29275	O00222	P35368	P08913	P28223	P30518	Q96G91	P30542	P0DMS8	P28335	P29274	Q99677	P08172	P13945	P30556	P35367	P24530	Q14833	P32745	P37288	P07550	Q14832	P20309	P08908	P08912	P25101	P41594	P43657	P11229	O60883	Q13639	P43115	Q14831	P41145	P43088	Q8NFJ5	P08100	Q15077	P43119	P30874	Q15391	P28221	P35372	P21918	Q8TDS4	Q9Y5N1	O15303	P41231	P41143	P43116	P34981	P08173	P34995	P32239	Q9H3N8	P32238	P25024
P51681	8.242060324010948	10.420248635960606	8.340947867050378	8.23166701134358	7.708838757957852	8.029567682871866	6.517832900905748	8.678394800645755	9.805211975015498	7.629213936765952	0.0	7.0692133611465895	7.497354545027672	8.118520731798126	8.279214596658633	7.543367802005803	7.743339954846694	8.374310537858252	7.873243171616662	9.939888404333502	9.514376310820712	7.817215732309407	7.4987708252770044	6.978647310263676	7.576157348510593	6.790151856070151	7.178423242589287	8.016879445888309	6.08940146818391	9.018918086137543	7.555430515890602	7.118084463384997	7.9527101695696585	9.155539576936611	6.333022458663375	7.306286743559683	9.578930059653363	6.913225317604379	9.188918310187372	7.570458541245737	8.666537586287571	7.943820374835759	7.534197355456609	10.012688655315566	7.1614265070388194	11.449338395161947	7.66966444554104	7.572781138996287	9.323209216917341	6.03144710532945	7.992313948420112	6.380139247294023	8.357325331591928	7.097788717382648	8.010487265205917	8.055415056344255	8.565383040375222	6.431599338064946	7.43504520017104	7.933738454469423	8.049052129165823	8.692902731064397	7.5782368250077825	6.996137300198817	8.069661923275765	6.679288220011085	8.262000549884474	9.836222770797274	7.472112159226754	7.687905492271001	6.91586047812429	8.471605294742263	9.714220173275915	6.242447927253175	8.15361021645664	6.644364588102659	7.374073143623313	7.481865818958318	8.174477828274554	7.690541622919125	8.425857674527926	8.293251377725428	6.823672685096952	8.345244694681162	7.47775593168879	6.937756197376386	7.149124227113471	6.893759381476424	8.932130704812982	7.399898749989189	7.103022279984822	9.330712862433648	8.236851883257366	5.741429553320055	
Q13255	8.056455952513046	9.918479403574057	7.348142915722751	7.923909905260916	8.078329943579089	8.818992863907871	6.215537970915118	8.683235321569995	8.984658555959419	7.674689005348767	7.0692133611465895	0.0	6.440997512337876	8.207790680166054	7.905060864555783	5.520229931380929	6.231719061594005	8.566586554453307	8.077506460756803	9.105749319137438	8.834766799679441	6.659643413447526	8.238355473175151	5.58189230086097	7.477744909858433	5.871733153703887	7.13713472023143	7.642268095703932	6.163278411189114	9.008816357528703	6.339369909287792	7.639011087944785	7.596695335194104	8.351632507433168	6.813704319117283	6.451150525736555	9.43253813543987	7.060081145330123	7.970745249901615	7.120262289545454	8.206254828039242	7.035703726622404	7.363006952056059	9.902571423130725	7.342937406187243	11.317372193502425	6.885432455866289	7.741291332421206	9.652265229744575	5.576775781550455	8.38497882444936	6.993288674540494	7.727669299784905	6.9123992071307105	5.481648885553198	7.947653206929245	8.099027076443841	6.923936628846607	5.6492350979386785	6.638130143520179	6.987409159675718	7.701710355163593	7.59465442084582	3.981056848833064	7.773776198668312	5.208686573955027	7.7353545390583935	9.346818008326935	7.442173917454211	5.901459989877144	6.952472616615613	8.747676510539726	9.667725027516546	6.191425060467508	8.515213091962801	6.625732820428011	6.939039217384741	7.902363731083188	7.758388849438561	7.587651809958132	7.466073393041401	9.128498827920135	5.503415529398454	7.0316864316368	7.355748026567405	6.745519362096374	7.464314061705175	6.410370775732807	8.162306100668143	7.683646152066952	6.187176272343432	9.604432979608612	7.654153087214434	7.730737372829144	
P28566	7.866025561599946	9.849874179442105	7.423273412695258	7.600855459069354	8.178527514885854	9.384916128546228	5.761149026760308	7.988255937201934	8.65458402325692	7.9315598607153515	7.497354545027672	6.440997512337876	0.0	8.877271200129867	7.6889042433113435	6.227442998218584	6.116062791136403	8.257394528955947	8.738251038097442	9.746843727310711	8.344497251922112	6.598136494553238	8.543047416266335	5.9549113731211305	7.491107745596999	6.112787764703279	7.339007152486199	7.440721348374647	6.538885051816855	9.364761324599474	6.832984921365593	8.028611619976946	6.609012016009398	8.381584646111438	7.264350119740592	6.811136382024458	9.984906503635399	7.673695696372785	8.163520351859923	7.028079482055707	7.697983499842599	7.1997552837070655	8.042616206770425	10.36877281594992	7.175838949325779	11.714262269966664	7.124464820082933	7.9119451796216165	10.23856419758476	5.408684531801118	8.233494271664911	7.494154075789032	8.09036770799815	7.656259486166298	6.584790307585927	7.636112726887551	8.446038087356738	6.962428576734748	6.6639476257876415	6.982924701377949	6.3293496923643335	8.04871288675823	8.208586063484473	6.120865103346906	8.100591508313588	5.831725489601007	7.827005438181266	8.896009072731614	7.818221607008587	6.339787159981657	6.929006835955688	8.622091265426208	9.896749752909493	7.055818453656632	9.062849121837866	7.004607582067772	6.550866605720191	7.96807051566424	6.419093332579557	7.584632391369197	7.525486987895448	8.924344132083815	5.024612059610424	7.6258778275157715	8.192987580294448	6.717076582030697	7.716009601144081	6.709041779515397	7.700793550368383	7.859775225015172	6.504719613177014	9.307470283954135	7.805045535533672	7.54993181995797	
Q9Y271	8.94598565820189	11.009563984899874	9.157368256754095	8.561022286885803	8.43799656624929	8.791740363646575	7.518501350989428	9.599721217612412	9.881390492069627	7.901676397183512	8.118520731798126	8.207790680166054	8.877271200129867	0.0	9.166239006720357	8.458494102943327	8.886158639433226	9.260774528504593	8.647003825878596	10.00297724773962	10.095293982355422	8.980002220588545	8.860900116701748	8.276086386413454	7.781221860079318	8.091246918644599	8.491331338113461	9.244293831708427	6.55741800516764	7.67936017613043	8.854798906964128	7.810292353281946	8.979799015961978	9.661393108849506	7.764774247044708	8.747238229520718	9.22871399933513	8.135893364069277	9.670777010710202	8.300374146343119	9.50372040911108	8.844566999136184	8.563185921829772	10.67417645354498	9.046695298888778	12.073755107439826	8.67347182142764	8.759791075458839	8.64342410061984	7.317145361208415	9.208684206077093	7.955371656946937	8.511317496309529	8.359997803140105	8.983071501098854	9.270407250559044	9.574731826158136	7.865296233999842	8.876809296279083	8.028837017475674	9.430748485700363	8.777023917971803	8.410125855280526	8.136744485211224	8.2327513290997	7.983246498912637	9.469010625577821	10.304443343556533	8.583403817726385	8.120048646423667	8.22915261492968	9.200683630994108	10.39329970706641	8.010005857802135	8.716550254160671	7.952077652752614	8.575445128865512	8.235299553773816	9.027435491385019	8.906550776574516	9.268255373726896	9.402408936442802	8.236768888624194	9.012208208504342	7.892579335613145	8.166971908441012	8.303448538085684	7.970480602453161	9.574727188116947	7.912558902379796	8.503893311344692	9.818755366834	8.813326781284033	7.8763239515113295	
P30872	8.543353979034702	10.54043899228174	8.193666359896822	8.439140408889596	9.315451466577867	10.013248536485884	6.9007904932522	8.821194145885562	9.827144228635715	8.533507396692677	8.279214596658633	7.905060864555783	7.6889042433113435	9.166239006720357	0.0	7.6630192519887315	8.18178177456904	9.281548852864585	8.879252527994785	10.104072528279419	9.283213861348917	8.724733106099118	9.31963990002501	7.221930194266759	8.337252300211167	7.323328083391643	8.113898552820793	5.518355023932503	7.510804290576018	9.538540845364189	7.828175800977081	8.44026005870245	8.153395599854916	8.642962052429633	7.813165938996983	8.573086147930272	10.096903689839356	8.049072654612887	9.576661313386792	7.844379678073752	8.741892804783237	8.419526876119518	8.689933259247931	10.521476797261272	7.872083480610658	12.181559756839357	8.216679132537177	8.34247093599921	10.157713138109619	7.040065814362697	9.056165941016955	8.072169358359615	8.731920839119294	8.398558817779723	8.380837026581943	5.690548951572383	8.993519842616685	7.909713515996197	8.099121812382744	8.511716417287642	8.57656269266573	9.112971066943725	8.380573924744159	7.784547268377458	9.055183883047087	7.620387571675329	8.91989383595828	10.034658801633004	8.158837711294998	7.916307466457409	7.677207271658516	9.169496122014435	10.32365777668936	7.491579932306081	9.913278864116663	7.814709972737708	5.311348808501683	8.985739800690638	8.09099280706362	8.595970277970963	8.54335295218647	9.309542885479607	7.107093678787335	8.851825997468755	8.960752267717531	7.800201493743035	8.337708786169578	7.8651599440253355	9.247595282261138	8.01633785118065	7.946074537667724	9.876505431152992	8.806712791787659	8.49788177993626	
Q14416	7.759139034009797	10.075109494135777	7.028914125636615	7.676830074891075	8.081320096740058	8.884093354477635	5.862066324845002	7.935459268166481	8.90399796713554	7.964751562194591	7.543367802005803	5.520229931380929	6.227442998218584	8.458494102943327	7.6630192519887315	0.0	6.7876274048025556	8.447660349479515	8.181663364720642	9.712635801053242	8.438803878797676	7.033346505891914	8.578429511437113	5.918181683588066	7.029992499694226	5.771497518239797	6.9207886214091365	7.67406436500528	6.340796143017742	9.09356129703951	6.577655710269295	8.06336882687645	6.913067020830333	8.670641836037907	7.339018950449336	6.906122526115399	9.740883140191844	7.371056491417449	7.191318060189945	7.053905045428679	7.824382264681328	7.247943931612589	7.869202372690844	10.294747801384206	7.356106050355763	11.268114816246625	6.9441970685387595	7.804962007537668	10.021948022112504	5.461184432363005	8.135507280952341	7.510522627036775	7.735310503297654	7.571782418483507	5.343602352101937	8.038509179152001	8.356225694804984	7.18199965174835	5.1913701433755035	7.0225279503624405	7.108649779751954	7.837239024359948	8.043263418211705	5.189023792948351	8.356234389154169	5.888027289245281	7.489895314432364	9.80663658783256	7.681023963474183	5.123647043372683	6.960857869582668	9.02590082926159	9.877468489098387	6.864366108048057	8.996449572082037	6.909155308351338	6.836616980016074	8.047845257841875	6.763473887679963	7.3605997178667	7.287501451227832	9.056277022416403	5.757175938428595	6.242259726989301	7.674193384271987	6.700076797584928	7.912502330379274	6.887467718198989	7.81498894950992	8.004624174352134	6.9069207993525845	9.338457970551758	8.148149529721241	7.973323338299859	
P47898	8.301225392127291	9.856915879133876	7.2007888244077565	7.917707252688005	8.052314343502603	9.69818705958591	5.8571603666979115	8.577691496065862	8.9532413992501	7.852206604929063	7.743339954846694	6.231719061594005	6.116062791136403	8.886158639433226	8.18178177456904	6.7876274048025556	0.0	8.42134480059568	8.778215574586325	9.58537925644602	8.776467718046113	5.905611485891129	8.164097508681385	6.176642284282883	7.924507259754457	6.36761632225803	7.412820167190062	7.753962282045738	6.467622015327119	9.406602256185403	6.980936793507901	8.061389477462585	7.281736919963997	8.5912136798508	7.430059215753343	7.261890858916564	10.354350862069435	7.429819176942049	8.031280825626489	7.459826613857624	7.8489806606524555	8.2511196272552	7.810929890431572	10.121989726980324	7.426977284782007	11.859962690506851	7.261276990813817	8.15025315866456	10.99697595575993	5.689794326301577	8.645273549465983	7.335209070056336	8.225677270742505	8.009420734606948	6.540754688378876	7.757783366510277	8.838308666787556	7.029455886834578	6.364790514466275	7.5037959501107245	6.534126054685606	8.448560407849582	8.271512513415777	6.021061959298153	8.305968294956042	5.808747151206681	7.775852295626214	9.39235231622387	7.296527598201998	6.438080749101707	7.321919502003164	8.530938531267635	10.074501814591716	6.8010363885784555	8.819361548693477	7.123328169843433	6.940314460810916	7.98173852380302	7.43670790660214	7.020952540113133	7.375787539978244	8.967537408584832	5.155523335571163	7.904864911248327	8.107683703992594	7.246681252692867	7.743454247628001	6.92656575052102	7.6236320534588735	7.984953620230284	6.691757916493877	9.365226592707238	8.11573589444185	8.149871908901941	
P08588	7.391274898638292	10.799812095501677	8.732735605835902	8.16438921951023	9.406767811820389	9.893222592573045	7.530595713954628	7.413164355638976	9.351523102623991	8.36990647988926	8.374310537858252	8.566586554453307	8.257394528955947	9.260774528504593	9.281548852864585	8.447660349479515	8.42134480059568	0.0	9.031117800964758	10.5081198526772	8.01963672429141	8.718844244548587	8.828541371884448	7.481137021927279	8.657593684166283	7.823750111125817	7.675845125051624	8.778721632147832	7.101536045420922	9.552132368418892	8.158666845497464	8.951770836376838	8.310357463102092	9.11859160529102	7.790481362637996	8.064784092377566	10.667997963935045	7.777782737778586	9.717324440106092	6.792386360200891	7.604970030877388	8.828829997514195	8.23794859574119	11.078768817417629	8.595752024880483	12.313938481583852	8.270979107569179	8.619610860858506	11.038149556800338	7.116905480117536	6.704917750121124	7.56384168106556	9.045622055706112	8.537260866117734	9.226291604777547	9.253286264978835	10.04221998516053	5.473047348937684	8.405549719100124	8.370316765588168	8.437970353422644	9.26823471765075	8.551444344516534	8.163636288424106	9.333729814237577	7.674069921370588	9.843580445218024	8.789432750374655	8.662268621912409	8.613902688127204	7.776085240145218	9.516243485565127	10.714785855886797	8.197253395725548	9.388578138763055	8.018817932819266	8.446436805769437	8.844291702925167	8.215538425684157	8.052262512303441	8.168672802147574	10.236833937417948	7.692671625695904	9.463752785410561	8.457859443828774	7.586056751475012	8.183855065024563	8.148193380229857	9.65884993635698	8.037595563543011	8.493804302897718	10.384543394179047	9.117314347613783	8.49420599333971	
P47900	8.982619080230945	10.899260571303914	9.037828936290294	8.391988594200441	8.235620481365354	8.949054178450307	7.431617403964318	9.254396125901566	9.695925906756598	8.718897826409055	7.873243171616662	8.077506460756803	8.738251038097442	8.647003825878596	8.879252527994785	8.181663364720642	8.778215574586325	9.031117800964758	0.0	9.95505375313116	9.74388510858482	8.705570348564473	8.066133523932956	7.97482286073492	8.212733062869672	7.736766496840799	8.087366759947988	8.749569435603503	7.046417270478592	9.066924104164913	8.03709750034831	8.292882652502662	8.877241756723347	9.187906359921364	7.7250744576269925	8.538788518723196	9.927811945876343	7.92412152258135	9.805246703413452	8.097683156689559	9.132787460535583	9.404513852182827	8.426385169447535	10.557876446810425	8.356479320527637	11.49654346395469	8.461247397283595	8.3141522607923	9.38561548187828	7.284572106954173	9.116068001289847	7.811705861335898	8.545152661266119	7.864490239510062	8.701172086026629	9.14503107402274	9.322599049094466	7.634909410556035	8.650347934000283	8.478400427295046	8.943654356821003	8.906903101952201	8.321556554534816	7.874955267541867	8.364657949838739	7.635821369567898	9.498987498807507	10.36260050171332	8.839827778398536	8.434809090088773	8.36758659337936	9.367112933310384	10.148909556824147	7.407571784446899	7.7499156217935985	7.958752791021566	8.635372352622602	7.992469753760606	8.837591459495169	8.550194849526777	9.119881397996563	9.605077120872394	7.797808662474205	9.088326120657278	7.504064223084592	8.081300592721389	8.49379146037572	8.150979564187132	9.546911922827496	8.10669185677347	8.01727727430837	10.391699366080571	8.568710856220461	8.119636857365185	
Q5T6X5	10.421893807259455	12.091273098594845	10.125900850544467	9.877087053955062	10.26047456523952	11.313211424919473	9.030457650338995	10.573076586407051	10.981990913296592	9.716755690261028	9.939888404333502	9.105749319137438	9.746843727310711	10.00297724773962	10.104072528279419	9.712635801053242	9.58537925644602	10.5081198526772	9.95505375313116	0.0	11.308626816268813	9.682058991935566	10.19363519403612	9.277578093559704	9.689563328055794	9.120565907090334	9.547412649604892	9.894736244022917	8.388859008747943	10.222739027216818	9.774975148761929	9.453658983527676	10.163334099339359	10.882610512949404	9.252189320461405	10.05249775236905	11.076259440918093	9.56094658697343	10.93282997612508	9.50483213981712	10.176449452910001	10.515990186606652	9.776835481416068	11.534244952034209	10.021335830341753	13.299201738776217	9.821662390764997	9.926496195988767	11.573884122883744	8.712284826298053	10.163902123759279	9.066591620958814	9.6242937833287	9.83319364048939	9.709461485491893	10.068750658247865	10.554676591233749	9.372487128014493	10.18784280646219	9.247147841948951	10.43167075740053	9.683659362801093	9.994751729566367	9.06515533465221	9.75263736291562	8.979829448571476	10.959246091607831	10.642968819147214	9.779919209248568	9.53360404703254	9.76656635256335	10.303132205305909	11.239309590534113	9.398421030304883	9.418565881776964	9.114982084810949	9.655018212305754	9.846218152154771	9.815283239172782	9.803875789776646	10.27370188748536	10.867311423705743	9.149202052385068	10.281352296692999	9.623258576680449	9.60059712561708	9.618316330095476	9.103184814206799	10.383065868650068	9.700292359450442	9.57728713780449	11.694791217274966	9.710213071153854	9.697157291056165	
P18825	7.498732753891318	11.095709517434415	8.372910126486723	7.5937280827906095	9.717468124573854	10.333662427299682	7.850964646509369	5.698601370339056	10.055112176590429	9.47737691857028	9.514376310820712	8.834766799679441	8.344497251922112	10.095293982355422	9.283213861348917	8.438803878797676	8.776467718046113	8.01963672429141	9.74388510858482	11.308626816268813	0.0	8.89011016246937	9.782315373750214	8.036210401920217	9.208074816885144	8.410378479362917	8.642428346255455	8.922112459485456	8.009282776149783	10.526072361202933	8.197339952694575	9.59154657191833	8.443492521970114	9.911756374513187	9.008553990269624	8.438943597881714	11.011818352232424	8.791245872744904	10.178697715812303	6.804770547688761	5.795778110543073	9.31314715425989	9.440609068950856	11.479624272277471	9.075090594137505	12.52566610880495	8.812983175808178	8.752854875277428	11.40142512636741	7.7578013708376625	7.626201665214116	8.63118603879686	9.53060444627522	9.015216309986835	9.00309822807524	9.590456168393095	10.039422388082878	7.465446911891647	8.907686342706544	9.248638468609018	8.639418990157388	9.859738515690838	9.197143738769745	8.4503009073951	9.616471567004208	8.357763573053607	10.12324326574708	9.930914447726263	8.60423926116926	8.801549038482674	8.201287541374906	9.826197145024476	10.8487772216756	8.975304241879396	10.094070250977195	8.999170798891488	8.730601576256067	9.334667128099168	8.028784806980928	8.544275783006828	9.36759149901995	10.077392352150072	8.131556511905226	10.069733652111655	9.262852784544707	8.211168316571715	9.308706490740938	8.909404529955054	9.717149028578238	9.014399057363738	8.89635538529351	10.58715107445915	10.013077514765884	9.477808211059353	
O95665	8.438139491587837	10.275455734706865	7.874345716806424	7.743273576814926	8.540301092466715	9.366347863750908	6.582269625542313	8.664521530352483	9.27857971859683	7.979478811964428	7.817215732309407	6.659643413447526	6.598136494553238	8.980002220588545	8.724733106099118	7.033346505891914	5.905611485891129	8.718844244548587	8.705570348564473	9.682058991935566	8.89011016246937	0.0	8.379957412940541	6.620890589663801	7.997566618957997	6.634583941971768	7.820483992938642	8.356335576260209	6.629512713946702	9.553094046609496	6.902041911221877	8.05533426793827	7.878585572571431	9.102607877810145	7.485149643207772	7.563237381879763	9.795239437288439	7.429764196521554	9.057178303624198	7.584951927826777	8.470213958468328	8.174692046218453	8.127701643759151	10.453488862416341	7.551395592883676	11.844546620971585	7.810741525783277	8.110714390844144	10.571196164733664	6.043988565948082	8.658753647016598	7.612728701508503	8.203502081959419	7.904952760775441	7.59460077116648	8.56492921689724	8.725437251626019	7.189527286850682	7.496996602912207	7.307791907098504	7.718877505721673	8.203984490929917	8.157249809711015	6.187174120188223	8.153503074041959	5.7228119845410355	8.139604497023528	9.491354466086877	7.801394653293015	7.304940555969048	7.360898535381729	8.666197490376431	9.642713027407142	6.982395953998102	8.81850943821074	7.052867499385141	7.590968222474029	8.055891988165836	7.977503505952304	7.5101236248405705	8.197821589843583	8.99873239465087	5.611374433523979	8.764509728314316	7.934429450920563	7.310599840413417	8.389876472795267	6.831679785784864	8.445331566557098	7.880007359235261	6.377401833375925	9.86000709001233	7.758363783212628	8.006514454751438	
Q9H244	9.215154648973769	10.792086974112914	8.897582698244582	9.101947265948992	7.599655604785296	9.35257638682408	7.651613047418327	9.107908394139852	10.33022984986638	8.404705753131354	7.4987708252770044	8.238355473175151	8.543047416266335	8.860900116701748	9.31963990002501	8.578429511437113	8.164097508681385	8.828541371884448	8.066133523932956	10.19363519403612	9.782315373750214	8.379957412940541	0.0	7.94752692278061	8.595188396923724	7.932303271827919	8.642280770926297	8.926998095120755	7.237744161091986	9.910024368874026	8.374141243598519	8.318363603290985	9.020238474049366	9.612081585075018	7.810342987467454	8.093603645005068	10.39144095976877	7.712887329044156	9.856158043275087	8.486324509604074	8.982150677436683	9.024470554436567	8.320642067852368	10.406634667393392	8.167009749629493	11.44392957123437	8.682874537162148	8.18781859303157	10.168555543993037	7.126281288669207	9.086401044313684	7.808718119746155	9.028621986063673	8.437543800393582	8.608588727150169	9.147462992392636	9.531263717653243	7.492500319167962	8.51222921581446	8.85479633768824	8.54375682210215	9.24244075202308	8.837607797415634	7.914158114710553	9.212261702860397	7.697152146612292	9.153247337934397	10.296722447841582	8.203213085238726	8.658914419932449	8.277274171014685	9.480410369322625	10.201044126782513	7.921809536226867	7.943512825193415	7.827307208736682	8.564838261214398	7.4523957534584335	8.879861807111427	8.176975772386067	8.66967871107253	9.301235852583018	7.625440594710686	9.39439086974707	7.633963075275889	7.874703407523399	8.45868044751964	8.409552141198297	9.13462401067341	8.261760458879499	8.383809305348834	9.866254271044042	8.960327871029909	7.458409586955989	
P21728	7.406151483541787	9.559246505776564	5.248545454157521	7.182763340421367	8.189946739602023	8.910824429062222	5.7910166970185415	7.609640135925257	8.66719984558076	7.027803952306493	6.978647310263676	5.58189230086097	5.9549113731211305	8.276086386413454	7.221930194266759	5.918181683588066	6.176642284282883	7.481137021927279	7.97482286073492	9.277578093559704	8.036210401920217	6.620890589663801	7.94752692278061	0.0	7.2863673615865165	5.716184314929547	5.769350553749193	6.842812486394718	5.6758243688535135	8.904111286963689	5.1734506955742265	7.461788939791601	6.4536336431424495	7.766232238882361	6.57583073226045	6.252266614846397	9.403007604890162	6.045251695107647	7.865737233198483	6.338417357929196	7.27778918250471	6.476936213661042	7.009514079230026	9.910698691442263	6.557876846520466	11.295327537723436	6.501129252941189	6.976243119038361	10.09394622113408	5.0651566942470545	7.48417510191899	6.152180563990022	7.374512413733137	6.605535971082355	6.584853485552948	7.34830299265997	8.292893361146003	6.068070399819306	6.2888267786187715	6.601209650128965	6.638149739110098	7.672593274357178	7.364637651149522	4.9621486547187645	8.098227348867246	4.934150913787937	7.680190059071581	8.469209192627293	6.65582261415098	6.487268043228873	6.145858415562097	8.36416349409863	9.618923902647145	6.111358713615109	8.558104488093194	6.224264173316811	6.201154908238473	7.412306702846058	6.633068651732466	6.886540128135385	4.487643671391045	8.84920482398742	5.255413790000823	7.674571549262018	7.606800063694817	6.161988968523646	7.285445810445649	6.3453981688095356	7.619837509908005	7.076034932378087	6.216569617533615	9.021838517457136	7.57769934876414	7.432206813485016	
P48039	8.238587300227604	10.83670682718051	8.225786026774784	8.114212190637756	8.106416365518937	9.332321474035366	6.580023218152674	8.696279391185396	9.278293110057822	7.847695275109693	7.576157348510593	7.477744909858433	7.491107745596999	7.781221860079318	8.337252300211167	7.029992499694226	7.924507259754457	8.657593684166283	8.212733062869672	9.689563328055794	9.208074816885144	7.997566618957997	8.595188396923724	7.2863673615865165	0.0	7.191932564098671	7.829141451579696	7.968759082826831	6.37732728359552	9.064668675796401	7.850004900778351	8.027886449021368	7.915631109436203	8.604021280913736	6.90720533016476	7.738217256443653	9.718702432226102	7.609152464546374	8.793102623803748	7.664927660695334	8.46379392160765	8.55631437314589	8.209748801772383	10.678646285342218	8.201661839550317	11.85344437972127	7.727270529809837	8.239045209057274	9.836625499238073	6.169472116147227	8.272388364612713	7.406044842954873	8.124251993718628	7.935609645699968	7.8598133156387835	8.259239834419162	8.63909106091423	7.142704675425112	7.763025240733175	7.649910574442717	8.249957304170339	8.174568423803732	8.197528414869799	7.30573758548896	8.638645542666191	7.300949391515211	8.484979781968741	9.506218935511239	7.808104723327952	7.154709538575553	7.743102109896973	8.913868844935207	9.902622698783452	7.0795054370124	8.643130118690497	7.110194641890156	7.665712965719568	7.881363241497548	7.453986728138441	7.990798773240043	8.667278327123922	8.725363191774987	7.0497718811877235	8.35731563126266	7.932690208521828	7.373111005592212	7.8108620736315455	7.325117523756253	8.590554332585025	7.662151255808949	7.319044248245353	9.290317075143493	7.894225606960844	7.9066243373870915	
Q9UBS5	7.851310068835725	9.75705810320984	6.896746432586578	7.662409087631112	7.9142494824732355	8.413778249825743	5.304282774598875	7.752478086283604	8.884717307435816	7.322605889030985	6.790151856070151	5.871733153703887	6.112787764703279	8.091246918644599	7.323328083391643	5.771497518239797	6.36761632225803	7.823750111125817	7.736766496840799	9.120565907090334	8.410378479362917	6.634583941971768	7.932303271827919	5.716184314929547	7.191932564098671	0.0	6.674702549345388	7.222269838717354	5.638635015972	8.89553523887346	6.425851888379991	7.377310533577283	6.960596581846733	7.967857358574864	6.572617238248935	6.264320598885761	9.177370255124817	6.795273064991829	7.988397295221454	6.933841994654883	7.791412077162684	7.348765177350663	7.218326149368496	9.781872376720957	6.892986032275726	11.131938118753379	6.902940884747985	7.594539120828344	9.476221479855692	4.777472679929931	7.981610753343544	6.599444168298824	7.681267149085149	7.211557658385325	6.601610628900717	7.2822438317389	7.717506387024605	6.1455134292079014	6.170860328632994	6.749577835703714	6.725228012055851	7.718386072108866	7.354805769990085	5.399233377645393	7.808004805812505	5.496967953850071	7.560873527795255	8.891627430977872	6.811802477579606	5.9671903980879035	5.912636561754671	8.025959256031545	9.316427505339615	5.969979984393464	8.221749507486656	6.502531123078707	6.50502108633134	7.181803156021753	6.889070680354159	6.870833629077479	7.178951347068572	8.726061244356226	5.166830174931083	7.103003106387945	7.260602469910786	6.143779668230151	6.953786080056632	6.81668390231272	7.4750722949974255	7.1313850652865804	6.409471563450802	9.116909949086617	7.615204910163119	7.43791847796274	
P34969	7.722661490771895	10.452958678242354	7.318627129829571	7.776637240037576	8.564777893111954	8.75299131828756	6.296002243394043	7.984909728405696	9.18928630325612	7.638619333826937	7.178423242589287	7.13713472023143	7.339007152486199	8.491331338113461	8.113898552820793	6.9207886214091365	7.412820167190062	7.675845125051624	8.087366759947988	9.547412649604892	8.642428346255455	7.820483992938642	8.642280770926297	5.769350553749193	7.829141451579696	6.674702549345388	0.0	7.708031990748258	6.407884976770106	9.259397733095453	7.582050428697084	7.833167330408094	6.785577618774458	8.43985980902601	7.104166811025418	6.971068329138798	9.578072912519733	6.8544434019590845	8.398071287499269	6.925614467812638	7.627183480958685	7.111160504576013	7.742857915450567	10.31735662146126	7.462234657891122	11.979305411249975	6.8418106740511195	7.691046052481031	10.126137873898639	6.108168136022249	7.299410245797139	6.941293222690594	8.011736351560096	7.819180859286891	7.862604138071135	8.06998590280715	8.14864181312246	6.4914520091796915	7.348576755721271	7.625024998309696	7.700209476494887	8.136121336988928	7.892931839718986	6.5362010480664505	8.703317229898262	6.557341876800002	8.415818893311291	8.984338649993646	7.4907790614219705	7.359088877807346	6.560658627530735	8.86645226050278	9.641260763525299	6.976405448553076	8.787175266240588	7.211160234983561	7.118358902134529	8.247928203369792	7.178224207996332	7.633524876425042	6.377235743043183	9.149752410098639	6.72129789228083	8.385901171886916	7.99298954018219	6.749705337127309	7.664892507338172	7.175606423965297	8.67704868860233	7.84088973564402	7.081026191508882	9.175303654740569	8.036883500957229	7.819343967087798	
