	Q9Y271	Q15391	P08173	P25021	P25100	P43088	P08100	P32239	P28335	Q13258	P37288	P47898	P51582	O95665	P18089	P25105	Q14416	P34981	P30518	P35368	P14416	P35367	O00222	P21917	Q5T6X5	P43657	P11229	Q14833	P29275	Q14831	Q8NFJ5	P51681	P0DMS8	P30556	Q13639	Q96G91	P50406	Q9NPC1	P35372	P30872	P35462	P35346	P25024	P21731	P08172	P30939	P21728	P20309	P28222	P41595	P41594	O60883	P21554	Q13255	Q9NS75	P34969	P08912	Q9UBS5	P30874	O15303	Q15077	P43116	P47900	P28221	Q15722	P24530	P08588	P08908	Q9Y5N1	Q9H244	P41231	P18825	P43115	P32238	P07550	Q8TDS4	P30542	Q9H3N8	P43119	Q14832	P08913	P35348	P41143	P13945	P32745	P28223	P25101	P48039	P29274	P28566	P41145	P34995	Q99677	P21918
P37288	0.2625603057563121	0.2928392852641305	0.3211575486548721	0.3025197185270799	0.3045324876777791	0.3829833735488477	0.30316837666442875	0.3212537591637272	0.38594552515730796	0.28642457862431536	0.9999999999999999	0.26470092130267614	0.2960005777403771	0.3012487065280526	0.3014311182101662	0.30027893252835836	0.352979392581286	0.4212503147070455	0.27188892706266626	0.36865328852075085	0.19078702850626872	0.3243835369609924	0.27775645960386863	0.28041308921555397	0.2781751241272325	0.3276903760955151	0.36045151824802624	0.33382258712802404	0.26563775066776035	0.3216586016352237	0.1663056987643488	0.28260957577172685	0.22980081762102683	0.3547652731700073	0.33537854303388276	0.25947938537565485	0.3057015734831104	0.2701380554855366	0.23351142514604545	0.3465727673896033	0.27731806298932793	0.3884897623311109	0.1870139624800679	0.3676235497424233	0.40393537447902617	0.3897112349606975	0.3131716865842734	0.3712721943300158	0.3722983341395864	0.3161025297811798	0.3164823224041724	0.26260163821785587	0.2871277223067371	0.36735253192268386	0.2579862003673264	0.39552281240936593	0.4369412701540816	0.4118981228384449	0.3514532568395818	0.32074713237729724	0.3127824853526483	0.34453549798782573	0.2875238310128808	0.3477961401094486	0.3404865455727219	0.2746708180388196	0.19055619937080312	0.33764148263265265	0.3324483590822427	0.26492481210738794	0.2916624641672975	0.2863139900234873	0.3898137172233179	0.35829341408104776	0.33717449758436197	0.28047903930320733	0.2515273666313069	0.24972704030730858	0.23580939146043417	0.36388789095680313	0.3259457672868389	0.3896716769736437	0.2967725247134241	0.3130751455087865	0.2796888332061053	0.36420298524981903	0.2821025355611886	0.3399589027302337	0.21035457916689407	0.34564031445345145	0.3585539787612767	0.36934340745195193	0.32462691270427746	0.23855890849295086	
P47898	0.2138564589049512	0.2910050726621448	0.45347876780657714	0.32491350522347434	0.33042994187528496	0.30897852020392796	0.337341695929528	0.42879295419666696	0.4043822319271061	0.26345748253550944	0.26470092130267614	0.9999999999999999	0.3238257000135002	0.583607585290844	0.3275516686833994	0.13926682724992498	0.43970884919882813	0.37255851118905414	0.298039264025801	0.34952081654608025	0.4141299497217861	0.3220382055066531	0.4115830927861118	0.35567752671542335	0.3119295287775263	0.266500455796021	0.5151459848975597	0.5300957843749001	0.31989895471600216	0.48745488268791504	0.19310557599987488	0.21414508047855768	0.227825444991347	0.2737529665110218	0.32378140273462785	0.25875673638413266	0.35405955045895127	0.17241110277787286	0.4453526463195945	0.3322116968761278	0.4630190716680274	0.3697418314919052	0.17881097038815244	0.3469558389609121	0.4774958868624628	0.49470420385937347	0.4825302743980502	0.33380709445463425	0.42966690962879195	0.349362793033424	0.5027475906554288	0.4025522925499779	0.3852985388711291	0.4964812749696401	0.2409167082771197	0.3474124496441237	0.31138820658890437	0.4481749823701884	0.4209281709498979	0.37507446181397025	0.2493911763747278	0.29123998663381867	0.2132655644442477	0.44235590153683757	0.26861562056479976	0.20439389690826315	0.2980645105160873	0.5540478439667673	0.6321300438061954	0.33386023501150075	0.24916000367886926	0.35724192156683154	0.38073029885559345	0.2932948806455202	0.3047094526372783	0.2778720523900692	0.37159693848827213	0.3215941552122779	0.26734379893043353	0.5211161329448248	0.41440560086903233	0.3147645769098759	0.34935028150251923	0.26260204606953563	0.3851793065042579	0.30330802407749613	0.21338598159022848	0.28788587594450354	0.29131117895233055	0.5524105817903131	0.3451164578272502	0.2586876684224995	0.07031815120050594	0.4378587764028944	
P51582	0.3780829640888801	0.5076671106707754	0.3062793119849916	0.3799995008896886	0.2538134724858443	0.24044556724365423	0.3053787029673212	0.29852044163327723	0.22203118768740313	0.31778728149581914	0.2960005777403771	0.3238257000135002	1.0000000000000002	0.2589114841215701	0.3036851286291401	0.34026426247918173	0.3276986293092711	0.37250586561643223	0.3241473134580968	0.3030497411456671	0.22803156303674785	0.31098765320910515	0.2766300580426969	0.2844580695197313	0.2754299516541048	0.2929343723424587	0.27738073428334514	0.3373840360694258	0.38388221478373097	0.32294179609882984	0.2784134566264306	0.3530288463857465	0.3753649604082979	0.2997422792856213	0.1889868511118662	0.3088827512650406	0.2296343228591231	0.25985866654360723	0.333043199291249	0.2380235529351864	0.2562601294126271	0.23094139715047515	0.42622681454009853	0.3567532990552802	0.40633167052007024	0.37861290793602576	0.24425690874492134	0.27965487135183625	0.28713617691311577	0.295814776096351	0.24662562427631873	0.3488812329652503	0.25527075681659916	0.2928294558632407	0.2084597440725359	0.2580906910383367	0.3246671312967682	0.2948434322554257	0.279278710670524	0.359303584989904	0.5640819673808628	0.3038358954785526	0.3947049897889433	0.27278495511881445	0.3568883523119341	0.27794819685786354	0.2288465457888072	0.2615335127797076	0.289358303079103	0.49225941152597913	0.6609791084374508	0.28398677073396955	0.3823747081654396	0.3516108018588865	0.29337415709232056	0.3385843205743172	0.3311358600936329	0.3586574131992739	0.3270454147181735	0.30915511164710896	0.2956442391070882	0.2899847623076791	0.37744626084420996	0.3448214657528593	0.24647928461827728	0.20172065246367618	0.25774109999937517	0.36011072037562686	0.30108342100621077	0.3198398788847165	0.27441595925330536	0.38074498837563797	0.3804109721245197	0.22180551274779647	
O95665	0.21798428952721555	0.29897471820993793	0.3395190955412618	0.32269762535400237	0.37752721295797986	0.30339984364919914	0.33061901969036567	0.500060707206749	0.33092116656122794	0.2805475382830082	0.3012487065280526	0.583607585290844	0.2589114841215701	1.0000000000000009	0.3289135850266287	0.21876887473267245	0.4183110850885291	0.41246287898512224	0.263225588165347	0.34850384550266184	0.44589693363493194	0.3429538672913781	0.2611354412284829	0.30176985570802484	0.3092800856027771	0.3131176774132475	0.5528401246625072	0.3826858889527965	0.34284149363629546	0.36252588383118356	0.28095843253272823	0.2281938261042502	0.24118824642584857	0.2471666534377538	0.3208118447120481	0.2187578772475564	0.286259364308557	0.2812964885887985	0.383573559079022	0.25818087728020706	0.3725497135341447	0.28645033610613246	0.2342150145577393	0.3466682020710567	0.43686884868275166	0.3855623507078547	0.4285191297183504	0.38825239900894404	0.34970993210114143	0.31118410545353603	0.49668038858438646	0.35991293499369087	0.3538618681835573	0.4460858418573403	0.23326343794098614	0.296868990394494	0.3674890021360923	0.4246054960271749	0.3297517973170817	0.24824316772588534	0.26836313876375995	0.19444589819118233	0.24728793288004422	0.37237605870858903	0.2915775561330507	0.25130593537719764	0.2657306136244445	0.3902232348069131	0.5824563507509497	0.3153009102416263	0.3029206116043064	0.35244012416210024	0.31389933140099363	0.3726893453005707	0.3020481441507701	0.28923706004678496	0.3698174154957275	0.2557070277491899	0.3128518939802916	0.3563618724750133	0.3305412557493482	0.30950145235429327	0.36035138770148334	0.27919243398617055	0.26773088204389905	0.3343605599270978	0.25863135996551434	0.29654038084075646	0.3177870383455417	0.4957334187476018	0.3601734868007379	0.300594684846466	0.1647072880729075	0.3213674485933946	
P18089	0.2738829452155775	0.30820822641687023	0.3411988002162208	0.3474640002637339	0.5764927115967049	0.31931202011817844	0.2703083937617018	0.31800849967165745	0.3549302787668085	0.3058416917570577	0.3014311182101662	0.3275516686833994	0.3036851286291401	0.3289135850266287	1.0	0.2776432823365933	0.43488120805924807	0.2967282668896257	0.3152698490953306	0.6906452818608355	0.41633067761838694	0.358425625142411	0.23485244208282763	0.3404275903311209	0.2868179654204285	0.2931682529461389	0.3855857035366351	0.3574223427987947	0.37575410160609035	0.3486318133235152	0.26950345344479865	0.28330543887625137	0.2867211189633145	0.4029835433169102	0.46482888300925596	0.26420967851511046	0.3240233576298598	0.26019932097911375	0.40574403740783427	0.3845407884971461	0.4322818023691476	0.3927465796638591	0.27310414508057557	0.44490815659511745	0.49098652384798236	0.4369870386551843	0.44963470240331715	0.2989001627755419	0.49225362451328747	0.3936766808452924	0.3672756573792253	0.25341211777656114	0.37812887107036575	0.28722556098564395	0.26941415876699454	0.4357853483976087	0.28591705345516605	0.4254090819360491	0.3720844312067342	0.3147045368040565	0.28817727491142675	0.28161605539622786	0.3127879908287669	0.49833544178629374	0.2958770052153787	0.2874942044587248	0.5686581053145336	0.4326910528625145	0.42621333097714875	0.3428458937974562	0.32014218168971437	0.7753388023308212	0.4397141747472222	0.22768685288146745	0.581273960908051	0.3123499670323604	0.4124445837051477	0.35714332108457714	0.30292863852964325	0.3801783940406309	0.7417354976404998	0.6322303427410287	0.45244348576120874	0.6037269003671881	0.3018520715469407	0.4055105491937573	0.31851879202659933	0.3472041227473228	0.4142033756303665	0.4325385874684483	0.44410667927310554	0.37303833171818557	0.22026084623034267	0.39972450379757585	
P25105	0.3958997098452886	0.3664063020235646	0.21674431446071774	0.29539302913950427	0.1625084130866877	0.30264332925048987	0.2996338193917122	0.2729104399338376	0.24923705447009206	0.3309813881778011	0.30027893252835836	0.13926682724992498	0.34026426247918173	0.21876887473267245	0.2776432823365933	1.0000000000000007	0.2912180658727311	0.270767057237644	0.2330874257975742	0.26652264939591286	0.13119567376031596	0.3378821978848293	0.1972913331744036	0.24956811009871085	0.18680897104515032	0.28783125874619464	0.2868058437202964	0.2087290205143011	0.2935537000618698	0.2559898737075011	0.27328054622204623	0.40040148960816313	0.2569096502352557	0.2841943080190895	0.2205212750874237	0.2238762435596841	0.22134642679462702	0.32312909407200646	0.20814672726071431	0.2122472186127122	0.14884955941756306	0.21247502840357096	0.3951577660266338	0.4014831805109106	0.32163240036618984	0.3003966815697352	0.22964140587071757	0.2856992524826052	0.2610861527463383	0.22945144690623176	0.19036522972681094	0.24236223127194187	0.3547943453146861	0.27079640523731113	0.34930772978572316	0.3236552499870729	0.3036720504064382	0.31920269781530053	0.23329939259458302	0.252954448973557	0.4251070986536202	0.2513037165150166	0.3626120573140382	0.21302444294540443	0.370314444458574	0.28927675850396595	0.23610652460685938	0.1606336150440607	0.24885282153289573	0.3121856402052718	0.3812795371702936	0.26148056775445305	0.2701066127134263	0.24253191907405863	0.25373695418736303	0.243374623034051	0.17141302423160493	0.23219102747317977	0.3385261309868562	0.26611686227202763	0.2239435482788208	0.2599080203122716	0.28127730062343953	0.18018872656192225	0.1795105739213081	0.26973893146583294	0.2596721041829374	0.2524237644782184	0.23506855877649607	0.21441652439057896	0.28341394946460696	0.323783952962871	0.34156400212732546	0.20530705852232012	
Q14416	0.2982261585498276	0.2893978139044432	0.43050802917966924	0.31488198190253686	0.3793564431356412	0.23275389719013323	0.3387303753066543	0.40194689896182556	0.4631901119755341	0.29460024116550876	0.352979392581286	0.43970884919882813	0.3276986293092711	0.4183110850885291	0.43488120805924807	0.2912180658727311	0.9999999999999996	0.39080009019027595	0.298069613149203	0.4272233872258384	0.488013081468496	0.4094931559301176	0.5385647913055562	0.32694244811683204	0.297733067470885	0.2675229878483617	0.5128665187649128	0.6917812295681449	0.3415191250431638	0.680765145683219	0.23461197551832705	0.26752116644010393	0.3246732394080257	0.2524679134588872	0.26336865414963606	0.23711915460023358	0.348055632082097	0.2828131275886701	0.398648963469315	0.4231678749406623	0.49497434170452437	0.3907629564863353	0.2268523242992007	0.39006390957740344	0.5429695281290484	0.5062211630003511	0.5349412387753444	0.42552397820443266	0.49324728259479456	0.3629991065365329	0.6405762359532491	0.4532516637797223	0.4524358379789999	0.6125196358324324	0.3009426819967733	0.43997607433877217	0.4171837775579366	0.5569433852019758	0.4468964841290929	0.6203461178895955	0.22759222707554413	0.2713240756452171	0.32709579569414576	0.5463607671384787	0.2788418982298539	0.30065021758626365	0.3022158358234811	0.47673658935227115	0.5489002548973384	0.2719897318466029	0.3374256693339072	0.41482922677646455	0.32387537837895397	0.29724272489233516	0.2881609762940221	0.27097680589594914	0.3924839069766758	0.33184550288816606	0.3260698844181785	0.6863197549023572	0.4245267972059526	0.4105975156521118	0.4529689521604199	0.35699106927093693	0.34714042739120266	0.4719246554648733	0.26739895260809343	0.4481986020017462	0.3594205723228654	0.5430742044173978	0.4176331299299076	0.2662710283315941	0.24828970873701658	0.4581600616294129	
P34981	0.3451271946394599	0.3582913800306037	0.3315366275480044	0.3917091672801825	0.3489953406974404	0.3710398876924565	0.3580710754424908	0.4186673088024797	0.40745594933073187	0.3629120111541889	0.4212503147070455	0.37255851118905414	0.37250586561643223	0.41246287898512224	0.2967282668896257	0.270767057237644	0.39080009019027595	1.000000000000001	0.2831248059272599	0.42802504049306683	0.35936056963923796	0.4007947081357167	0.2602874360843579	0.28174480447074646	0.3708330649300767	0.37507633353097614	0.41154375103890817	0.3229429241058338	0.3798606688538877	0.3209290256754702	0.26077160093202456	0.3378085901217214	0.2518879007038901	0.3325164927840023	0.362153723839307	0.3123949826349004	0.2895756670535754	0.36710276438673617	0.3560451247156423	0.3587507720298868	0.32390170207626445	0.3644361389099481	0.2983162574587183	0.4229572460673888	0.41639388298213187	0.44073982117761246	0.4157933608069428	0.4328697881442838	0.3330779589669456	0.37068135001017677	0.40206164764746954	0.3445831023100118	0.3704753984144714	0.4335207216846769	0.3333363079718068	0.35546922939892867	0.41529753236982386	0.32350617655943503	0.3964376668453321	0.30110820971659213	0.3151951252653481	0.369310216870225	0.29379932795996233	0.3559969369725791	0.42180624913088316	0.3501555488346426	0.31650323896348886	0.3432788446154042	0.3983159754176484	0.26097855255951574	0.3518477486981707	0.3135564679452984	0.354444687527777	0.35606839642831367	0.3510952540278275	0.29634994617052707	0.3000899143019715	0.32282111908652306	0.3383330130096369	0.3551219491958365	0.277016280639226	0.3942352668269741	0.4301670900786867	0.3502355041439723	0.3467014168425592	0.38943916013351043	0.3362777847377052	0.3615124597349094	0.32638692104943545	0.43220839408143974	0.42097217084368216	0.40146747155963003	0.2494832966801695	0.3389447672552768	
P30518	0.3099209134192987	0.27412502692050517	0.27473400798431435	0.4119938976710459	0.3250231309494388	0.2843074977198867	0.47356801513791924	0.34143786392228853	0.32285914682696404	0.4022401091772523	0.27188892706266626	0.298039264025801	0.3241473134580968	0.263225588165347	0.3152698490953306	0.2330874257975742	0.298069613149203	0.2831248059272599	1.0000000000000002	0.31158880781916526	0.39526140668291365	0.30276439666192567	0.2954766348139162	0.29286299526583814	0.3087049563871157	0.26224513658163945	0.37199410273121264	0.34359961229904384	0.33136935589699085	0.31394283617031116	0.2193021749405034	0.3121043385401103	0.23656436656500723	0.445570857009731	0.3397526048480193	0.20213937413324934	0.299161883610545	0.2233391231986237	0.32987128690213485	0.28508417133034	0.34034972422188736	0.2930621903636571	0.3584824662675719	0.3825094341220704	0.46107964372455823	0.3516149580342003	0.3861339033725513	0.3676517512197453	0.30513372962208163	0.3410471107634156	0.3410215189886878	0.24635471776587986	0.3582683533517841	0.34910549059012375	0.2842104148659252	0.3348854834258879	0.3587718312340593	0.3464534243374744	0.31973548620124104	0.31042795618273344	0.3072650526107781	0.3102898932413999	0.315706138585955	0.2929530738563979	0.3175932201937894	0.30714056012007324	0.36378108578667984	0.3233790868167179	0.32456572878522394	0.34397642846057985	0.37856945102829337	0.28185366422189095	0.2664796732989798	0.2714675431418765	0.46763615795665403	0.18919580996695964	0.30297403766004466	0.29337380243312916	0.33447951292472183	0.26352827033913623	0.2638579833791401	0.2911499657999286	0.3473760164147891	0.3126572509589813	0.3101927640570322	0.30344511618136155	0.3004946088032996	0.2831201181626547	0.3133453880074687	0.27722483028262523	0.3107216339733089	0.3333556928057522	0.2851762347165866	0.33169083743837724	
P35368	0.3443334968054236	0.36228782937924786	0.3504528743560228	0.3639382746074105	0.705571471688345	0.33913524050901184	0.35016370107124584	0.4277744544416987	0.4637102602770811	0.3241833398447786	0.36865328852075085	0.34952081654608025	0.3030497411456671	0.34850384550266184	0.6906452818608355	0.26652264939591286	0.4272233872258384	0.42802504049306683	0.31158880781916526	0.9999999999999998	0.43306308143405003	0.4400097541988137	0.27293157999204865	0.31625365239721437	0.3441094247582486	0.34474536266249123	0.4700923193712822	0.3615943151676477	0.3780048175724748	0.3249686187698754	0.2601204297453791	0.2931804514559258	0.2722496606997986	0.4608784503978795	0.4292755197310779	0.23810837900924056	0.37663929063388824	0.33337892915139555	0.36682084716445784	0.4119308828619359	0.4387596301611435	0.40285960809311505	0.28140645283974325	0.5284051968547645	0.5184389725005275	0.47225216310044826	0.4907024615741912	0.3972032818895184	0.44829771278719077	0.4098764847417341	0.44640855253632683	0.25771912460914487	0.36918044627133495	0.3810229550799954	0.37291925148699484	0.4597557260641006	0.4379429824293607	0.38652460893211693	0.399654473610383	0.33285846656371354	0.3343280274444769	0.31560344287423264	0.36067480560235454	0.48132889534234313	0.38073500535178545	0.4001606841905849	0.5655489721812381	0.4395674942518978	0.4130547825332438	0.3089474052917964	0.3734702664552772	0.6398483496823435	0.4386185930860834	0.39393857922854747	0.5977673500911802	0.31246944368757334	0.4534173532734922	0.3380161373465802	0.34718805735503705	0.3822961560475413	0.6882897420924585	0.7473777620376658	0.4457866449977579	0.6141133490981435	0.32658966206251744	0.45662223565146176	0.3654525066828786	0.3661699011391477	0.37528637620517347	0.43961847611057464	0.4398414048155198	0.4097453916345122	0.2993550288691973	0.42330839889397853	
P14416	0.23620156155825922	0.2821041213417204	0.35609973260101524	0.32313679257093453	0.45628692385806535	0.2656684267935644	0.3924105627768525	0.3850953580267249	0.33323383866605594	0.35704629843794444	0.19078702850626872	0.4141299497217861	0.22803156303674785	0.44589693363493194	0.41633067761838694	0.13119567376031596	0.488013081468496	0.35936056963923796	0.39526140668291365	0.43306308143405003	1.0000000000000004	0.3576417999738385	0.29222321873396107	0.3307510319591225	0.29220558564299226	0.2773886049378656	0.45346288696764847	0.4350699654373228	0.4176597800644082	0.4066637660708209	0.277045060835289	0.27424246902982596	0.2660171137100582	0.37677608919873085	0.33386326947274914	0.24491042468182467	0.33417617265732413	0.24404475894428196	0.4832475527572393	0.4023561849486247	0.6187416658345772	0.40454260364556693	0.2551940925121472	0.3792646459773287	0.4986664871274371	0.42399988570151126	0.6516728600036197	0.39053250341960083	0.4436126650834942	0.32239050964887944	0.5168718014040942	0.3507710634672222	0.41977956730251464	0.49477245203261244	0.2448347484252178	0.3350370486709163	0.3299150575795706	0.4565866949192331	0.4397616135539282	0.3853968601815344	0.22403453454876648	0.2786358444659389	0.3567213387553992	0.4904672758247504	0.2754208690554345	0.39461272355660126	0.3556458351677728	0.39525363875941444	0.48673746736767887	0.31291786855615344	0.2481072497499482	0.4536597361756045	0.38871358924761285	0.2800515205641354	0.46217103003659443	0.28057506091624707	0.3869103592865487	0.2632695854092716	0.29300451209445566	0.3352260693807888	0.46009108415460603	0.350553629671321	0.4338648219865405	0.4013628736331293	0.33270564714789996	0.4525985663994425	0.3537489399873684	0.3184014391396725	0.42695422311436354	0.4558439179332521	0.4406226184052732	0.32096087006989976	0.2091891807829526	0.5307475805225316	
P35367	0.3864719845522387	0.4027359932601187	0.3949363925064515	0.4223816456900635	0.4051134762831413	0.3655632009060107	0.3397704098541284	0.394927217871677	0.3634195629283071	0.3601306576033175	0.3243835369609924	0.3220382055066531	0.31098765320910515	0.3429538672913781	0.358425625142411	0.3378821978848293	0.4094931559301176	0.4007947081357167	0.30276439666192567	0.4400097541988137	0.3576417999738385	1.000000000000001	0.21272782643857868	0.366014403102489	0.37967803156883373	0.35777345787367565	0.5017768685338506	0.2933811147055963	0.35769117915526133	0.28218923295975423	0.2801684137926898	0.2679184739891497	0.26893711644161883	0.346331919220284	0.3434840605273727	0.2838864622632306	0.3186582191756801	0.37882519906264256	0.3408284784350979	0.3511356919499836	0.37264057406213974	0.3337527465207023	0.28206647019181824	0.4000599598061457	0.5282804828908065	0.4372140440467926	0.4225380316735038	0.5308811429369455	0.37852237379314146	0.4321398736398272	0.3527267101800369	0.24167413257320378	0.38505214449930614	0.38279794651701105	0.4180769866062976	0.3765131909743047	0.5220727983269218	0.36866916260497773	0.3512708722457642	0.3255385412786866	0.41935806200017545	0.3036698178453115	0.36882962109172673	0.42288411391224157	0.38805732853452857	0.31842499415257314	0.3087102546783361	0.34322165432384555	0.4408025040230953	0.3052424831025823	0.3659187388948092	0.32918268758416025	0.36714176225808826	0.3323881523844738	0.3683553791293518	0.2817689969863686	0.30745431603072026	0.35887017018283285	0.3203660368658028	0.302843944396776	0.3563619978435341	0.4163271001030332	0.3465639768823372	0.35669990615131153	0.2776112894827758	0.3407180222924406	0.3578100617193224	0.38048811680007	0.338920551691962	0.3602819618919133	0.4121209675243511	0.4590762712748515	0.2891034848722931	0.36721573194627144	
O00222	0.26037950580800523	0.23701589790509486	0.31848367183375037	0.1986782636531873	0.23396733123554864	0.21023508756518194	0.22209615678479458	0.29070395329479015	0.3573243877288973	0.24847253251013623	0.27775645960386863	0.4115830927861118	0.2766300580426969	0.2611354412284829	0.23485244208282763	0.1972913331744036	0.5385647913055562	0.2602874360843579	0.2954766348139162	0.27293157999204865	0.29222321873396107	0.21272782643857868	1.0000000000000009	0.24481867667461554	0.23466702572518502	0.2173269788808315	0.3377576822856807	0.5354807512143336	0.2138144112846505	0.6808444783815172	0.20238050141769082	0.18646521975933533	0.2560265899177174	0.21389479574463377	0.21541523101921511	0.18915207661728822	0.2452689907921221	0.21192283062645817	0.3016902982961541	0.2715476936351947	0.4609900713010292	0.2688004607679544	0.18819428548673778	0.3065527759383927	0.3779203127654191	0.35709589249118767	0.4041151185667202	0.3522171855496424	0.3740862256423827	0.28085502227254516	0.4208896329600081	0.2725249104785804	0.3601216445844231	0.40357938652686126	0.24158281889150146	0.37049765291989395	0.34713556402566326	0.3823175273633609	0.3448133187863886	0.5067028721738026	0.17348472155392514	0.2706566888319365	0.2252516060222176	0.41720602040590127	0.22563818791024973	0.23171630660845183	0.25488935228124	0.31222715965580927	0.3629450978322494	0.22722027749596518	0.23836528920885117	0.2767543914534328	0.24654041574068755	0.23605305845870525	0.2579987205294082	0.18338866792907416	0.19238462097855247	0.26679998194243687	0.2312488214633454	0.5426527877322318	0.3414315518779327	0.2187323862100131	0.3246518590619952	0.24757451049000656	0.2422407622727466	0.311972927935604	0.18697283577875695	0.3293769016140995	0.20941649842966464	0.4034252261525227	0.30158554488417777	0.25120289828281456	0.20700809019498628	0.456108652894876	
P21917	0.2612964940884077	0.3179742029400161	0.3772962822170528	0.30099790102638224	0.28311846143214375	0.2891224190189279	0.3036423135937769	0.2902596740794654	0.3329287759729254	0.29743970037209655	0.28041308921555397	0.35567752671542335	0.2844580695197313	0.30176985570802484	0.3404275903311209	0.24956811009871085	0.32694244811683204	0.28174480447074646	0.29286299526583814	0.31625365239721437	0.3307510319591225	0.366014403102489	0.24481867667461554	1.0000000000000004	0.23658494157286614	0.2911725890575493	0.41716647720457706	0.3356089783552383	0.31071531797765395	0.3202393691840576	0.23339995733134455	0.24555799682953589	0.5140236258137252	0.28387725949163206	0.32698060241737953	0.5027935879007582	0.3094562073823769	0.2694234975305627	0.3186931778812998	0.323934987972796	0.33542915482372015	0.3047860624478774	0.24813337473236563	0.310347433527734	0.3921024337435657	0.3943616145368909	0.37925642272261706	0.3362821415275685	0.36493371649540784	0.31083761077348004	0.3456040591525314	0.20493003340966076	0.28632813441156435	0.33256113475589133	0.2942968793545628	0.2762061245368091	0.3281153320773799	0.34563030218834045	0.3351906738140421	0.3231316705534884	0.2864236580156335	0.3042067861441365	0.26688538314275023	0.3598890851293677	0.2998168231279	0.2700755214214469	0.2917165704505211	0.3636398826787637	0.41966938683257493	0.28870036307794944	0.2655049702091414	0.31480890340137596	0.312092014544054	0.27775632299223363	0.3337186080999788	0.26757554040971854	0.2804030855015313	0.29448354017147715	0.24216308833491795	0.30959258829857883	0.30739093376660964	0.29205572409563396	0.2775469398699783	0.2807587272549353	0.3125851659791168	0.34376093560599774	0.2841630651212034	0.23409250224775768	0.29083528208826126	0.3655200527729247	0.33313057659404827	0.33660557480302955	0.17554690238558152	0.33696646715686307	
Q5T6X5	0.3320118836150601	0.31089707289943547	0.29735339316543385	0.33579682683664575	0.3217066224201252	0.30826922495442444	0.28997134597015833	0.30177927850763975	0.3085194990738014	0.340457864787849	0.2781751241272325	0.3119295287775263	0.2754299516541048	0.3092800856027771	0.2868179654204285	0.18680897104515032	0.297733067470885	0.3708330649300767	0.3087049563871157	0.3441094247582486	0.29220558564299226	0.37967803156883373	0.23466702572518502	0.23658494157286614	1.0000000000000007	0.3416250071278444	0.36259681194300064	0.33441077051607293	0.3171094982605321	0.3201427453225738	0.26710312162251737	0.22913558672143025	0.20960182243097103	0.3678964424441773	0.3519860303947795	0.2720746696303026	0.26255173248493535	0.303294005148476	0.3124852648626399	0.3156457969743107	0.29604162930079336	0.3258169266765308	0.2939690307345286	0.45775345730655453	0.38491261435949287	0.3457704453626851	0.3299100556665455	0.3786180758477574	0.27608671024181874	0.28307529268961157	0.36237005626420526	0.19425807392369207	0.26055254734260813	0.3727956703314045	0.3615274163912764	0.33218658602001006	0.3850180268771868	0.35576493930987274	0.3111203888859273	0.28893069747458644	0.4198714993501059	0.3230113947061262	0.3288283707193218	0.3499132953506854	0.3645126507738656	0.2705485572649895	0.26210206247079637	0.24589016780121453	0.34278913394316257	0.3023145892517925	0.3345863388695701	0.22605200456919222	0.3039801933806769	0.34418157631224805	0.3015831173567612	0.25567617624912353	0.2748545987239377	0.21313578112204518	0.3400695846750488	0.23261692839016745	0.3226367862604911	0.2722183343271923	0.3087327243315716	0.3127299355211334	0.31062468215984984	0.2461263458134503	0.2755928230201353	0.32724371961292087	0.31526813090939737	0.29833873977999165	0.2873957500706743	0.31651672994098745	0.24642569540886272	0.2757989751909421	
P43657	0.3997322536015891	0.32290372971594866	0.22577346451581667	0.29160364699265606	0.2822700919270382	0.35526176509991614	0.26610728575131226	0.3723176828355131	0.2649722240820809	0.34622377766502055	0.3276903760955151	0.266500455796021	0.2929343723424587	0.3131176774132475	0.2931682529461389	0.28783125874619464	0.2675229878483617	0.37507633353097614	0.26224513658163945	0.34474536266249123	0.2773886049378656	0.35777345787367565	0.2173269788808315	0.2911725890575493	0.3416250071278444	1.0000000000000007	0.3089026460141866	0.2605801397778196	0.28672984195727447	0.2648804364132886	0.3162079908717379	0.274587623204785	0.2866183516671109	0.28564257161071516	0.2537196794280673	0.23870186159388496	0.25291680244400894	0.4002498781352989	0.20716296621425534	0.26975438634812815	0.2271947351283206	0.245299832846396	0.29371752250680283	0.44739996717826885	0.3546612136039352	0.36676074693314376	0.246346935710057	0.3605116773129008	0.2712830174230222	0.32336161910638894	0.32684468937658434	0.27934256876627367	0.28205474335164293	0.33348722500547767	0.512720376869045	0.22035324393521466	0.3556943089018415	0.2998088464802441	0.2702494639120149	0.27385975454077527	0.3921054266500396	0.341280582511178	0.3665149058662206	0.294537432424375	0.3212946855456881	0.36742473662297553	0.23001077099270578	0.2666592464561454	0.3057139842769977	0.24294073453550075	0.38823943584414183	0.29083119824907894	0.2588079279921104	0.3365761922091718	0.2959954461822393	0.28993548790075946	0.272113250262707	0.2789530871298861	0.27627871651203484	0.2732369785606494	0.28330576275204095	0.3340053609794751	0.27895775156038927	0.2804086914985537	0.22713995943180101	0.2503758873469245	0.38662252312892786	0.2609551486587784	0.31795503145515724	0.32092969928793563	0.2396582919357388	0.42183112809592965	0.4707404611199927	0.18718118057598812	
