	Q14833	P30556	P08173	O60883	P30874	Q15077	P21731	Q8TDS4	P41231	Q9Y271	P43116	P25024	P35372	P28335	P08588	P43088	P35346	P51582	P30872	Q8NFJ5	Q9UBS5	Q99677	P08100	P41143	P41145	P47898	O95665	Q9Y5N1	Q9NS75	Q9H3N8	P28222	P35367	P08908	P47900	P48039	P29275	Q9NPC1	P35368	P25105	Q14416	P37288	P30939	Q14832	P14416	P28566	P21918	P32238	P25100	P41594	P32745	P34981	P32239	P43115	Q15391	Q13255	P50406	O00222	P25021	P11229	P08172	P51681	P43657	P34995	P21554	Q15722	P35462	P28221	Q13258	P20309	P43119	P35348	P0DMS8	P07550	P30542	P41595	P18825	Q9H244	Q96G91	P13945	Q5T6X5	P34969	Q13639	P18089	P21917	P30518	P29274	P28223	P08913	P24530	Q14831	P25101	O15303	P08912	P21728
P43116	0.1111111111111111	0.21875	0.14035087719298245	0.1702127659574468	0.13953488372093023	0.20833333333333334	0.2	0.1875	0.23076923076923078	0.16981132075471697	1.0	0.16666666666666666	0.15789473684210525	0.13636363636363635	0.10416666666666667	0.21568627450980393	0.20833333333333334	0.17777777777777778	0.2	0.09230769230769231	0.16666666666666666	0.15789473684210525	0.14285714285714285	0.17073170731707318	0.15	0.16666666666666666	0.23076923076923078	0.15151515151515152	0.1864406779661017	0.1095890410958904	0.12962962962962962	0.13333333333333333	0.14285714285714285	0.16	0.2	0.24390243902439024	0.10606060606060606	0.1282051282051282	0.15254237288135594	0.125	0.14035087719298245	0.25	0.1590909090909091	0.11428571428571428	0.21951219512195122	0.11764705882352941	0.14035087719298245	0.19047619047619047	0.1388888888888889	0.24489795918367346	0.2	0.1794871794871795	0.24324324324324326	0.19230769230769232	0.16216216216216217	0.20689655172413793	0.16363636363636364	0.18867924528301888	0.15151515151515152	0.0967741935483871	0.15789473684210525	0.1875	0.18421052631578946	0.14285714285714285	0.19047619047619047	0.15555555555555556	0.16071428571428573	0.23529411764705882	0.20408163265306123	0.19444444444444445	0.11864406779661017	0.09859154929577464	0.17647058823529413	0.15217391304347827	0.140625	0.09836065573770492	0.12727272727272726	0.11538461538461539	0.1568627450980392	0.1935483870967742	0.14285714285714285	0.1746031746031746	0.10909090909090909	0.12698412698412698	0.15384615384615385	0.18867924528301888	0.12727272727272726	0.12962962962962962	0.11904761904761904	0.1794871794871795	0.13043478260869565	0.14	0.2653061224489796	0.1282051282051282	
P25024	0.14285714285714285	0.20833333333333334	0.12244897959183673	0.15384615384615385	0.21875	0.2	0.23809523809523808	0.11904761904761904	0.3103448275862069	0.20930232558139536	0.16666666666666666	1.0	0.25925925925925924	0.17647058823529413	0.16216216216216217	0.15555555555555556	0.17073170731707318	0.2647058823529412	0.16666666666666666	0.08928571428571429	0.28	0.14285714285714285	0.2222222222222222	0.22580645161290322	0.2413793103448276	0.23076923076923078	0.1875	0.21739130434782608	0.15384615384615385	0.12698412698412698	0.13333333333333333	0.11538461538461539	0.15151515151515152	0.23076923076923078	0.1891891891891892	0.28125	0.125	0.1724137931034483	0.20833333333333334	0.25	0.1702127659574468	0.25	0.17142857142857143	0.16	0.17647058823529413	0.09302325581395349	0.1702127659574468	0.17647058823529413	0.19230769230769232	0.1590909090909091	0.22580645161290322	0.2413793103448276	0.2	0.18181818181818182	0.17857142857142858	0.1111111111111111	0.10204081632653061	0.17777777777777778	0.21739130434782608	0.14285714285714285	0.3076923076923077	0.14634146341463414	0.16666666666666666	0.22580645161290322	0.25	0.16666666666666666	0.12244897959183673	0.28	0.13953488372093023	0.13793103448275862	0.14285714285714285	0.11475409836065574	0.2	0.16216216216216217	0.10526315789473684	0.16326530612244897	0.18181818181818182	0.17073170731707318	0.13953488372093023	0.12280701754385964	0.1875	0.12280701754385964	0.13333333333333333	0.10909090909090909	0.34615384615384615	0.2619047619047619	0.13043478260869565	0.13333333333333333	0.15625	0.16129032258064516	0.13513513513513514	0.14634146341463414	0.13043478260869565	0.1724137931034483	
P35372	0.23529411764705882	0.24	0.16326530612244897	0.175	0.24242424242424243	0.19047619047619047	0.2727272727272727	0.16666666666666666	0.21212121212121213	0.2	0.15789473684210525	0.25925925925925924	1.0	0.3548387096774194	0.3235294117647059	0.22727272727272727	0.28205128205128205	0.18421052631578946	0.23404255319148937	0.08620689655172414	0.36	0.1836734693877551	0.2631578947368421	0.3793103448275862	0.35714285714285715	0.36	0.17647058823529413	0.36363636363636365	0.14814814814814814	0.140625	0.2926829268292683	0.1320754716981132	0.3333333333333333	0.19047619047619047	0.21052631578947367	0.22857142857142856	0.1016949152542373	0.2857142857142857	0.15384615384615385	0.27586206896551724	0.14	0.28	0.19444444444444445	0.4090909090909091	0.2727272727272727	0.1951219512195122	0.2127659574468085	0.3125	0.375	0.23255813953488372	0.25	0.26666666666666666	0.26666666666666666	0.14893617021276595	0.25	0.14814814814814814	0.19148936170212766	0.1956521739130435	0.36363636363636365	0.23809523809523808	0.2413793103448276	0.16666666666666666	0.15625	0.3333333333333333	0.16666666666666666	0.29411764705882354	0.29545454545454547	0.21428571428571427	0.21428571428571427	0.16666666666666666	0.20833333333333334	0.12903225806451613	0.3333333333333333	0.18421052631578946	0.22641509433962265	0.2553191489361702	0.17391304347826086	0.21951219512195122	0.21428571428571427	0.17857142857142858	0.3333333333333333	0.15789473684210525	0.2619047619047619	0.16666666666666666	0.23333333333333334	0.25	0.35	0.358974358974359	0.21875	0.26666666666666666	0.2571428571428571	0.1951219512195122	0.22727272727272727	0.2413793103448276	
P28335	0.2631578947368421	0.1935483870967742	0.16666666666666666	0.23255813953488372	0.175	0.14285714285714285	0.25925925925925924	0.1	0.1794871794871795	0.17647058823529413	0.13636363636363635	0.17647058823529413	0.3548387096774194	1.0	0.3076923076923077	0.15384615384615385	0.21739130434782608	0.13333333333333333	0.2549019607843137	0.06153846153846154	0.3333333333333333	0.18518518518518517	0.2	0.3142857142857143	0.29411764705882354	0.3793103448275862	0.21052631578947367	0.3333333333333333	0.15254237288135594	0.16176470588235295	0.2553191489361702	0.15789473684210525	0.3939393939393939	0.19148936170212766	0.18181818181818182	0.225	0.12698412698412698	0.3548387096774194	0.2	0.2647058823529412	0.21153846153846154	0.26666666666666666	0.225	0.27586206896551724	0.2972972972972973	0.25	0.18867924528301888	0.3333333333333333	0.39285714285714285	0.20408163265306123	0.24324324324324326	0.2571428571428571	0.2222222222222222	0.1111111111111111	0.28125	0.1724137931034483	0.24	0.1509433962264151	0.2857142857142857	0.18518518518518517	0.2	0.1702127659574468	0.13157894736842105	0.2777777777777778	0.17073170731707318	0.3157894736842105	0.26	0.21212121212121213	0.26666666666666666	0.1388888888888889	0.28	0.16923076923076924	0.35714285714285715	0.21428571428571427	0.22413793103448276	0.27450980392156865	0.17647058823529413	0.16666666666666666	0.2391304347826087	0.2	0.3939393939393939	0.2	0.2826086956521739	0.1896551724137931	0.16216216216216217	0.19607843137254902	0.3333333333333333	0.2826086956521739	0.25	0.29411764705882354	0.21951219512195122	0.1956521739130435	0.25	0.2727272727272727	
P08588	0.1590909090909091	0.17647058823529413	0.15789473684210525	0.14285714285714285	0.13636363636363635	0.1568627450980392	0.23333333333333334	0.13725490196078433	0.1951219512195122	0.18867924528301888	0.10416666666666667	0.16216216216216217	0.3235294117647059	0.3076923076923077	1.0	0.14545454545454545	0.18	0.17391304347826086	0.15517241379310345	0.058823529411764705	0.19444444444444445	0.13559322033898305	0.17857142857142858	0.32432432432432434	0.23684210526315788	0.2647058823529412	0.13953488372093023	0.21875	0.12698412698412698	0.1232876712328767	0.19230769230769232	0.1694915254237288	0.225	0.1346153846153846	0.1702127659574468	0.18181818181818182	0.08823529411764706	0.36363636363636365	0.15	0.21052631578947367	0.13793103448275862	0.17142857142857143	0.13043478260869565	0.25	0.21428571428571427	0.20833333333333334	0.15789473684210525	0.24390243902439024	0.2	0.16981132075471697	0.225	0.20512820512820512	0.175	0.14545454545454545	0.15789473684210525	0.16393442622950818	0.18181818181818182	0.16363636363636364	0.21875	0.16666666666666666	0.125	0.11538461538461539	0.12195121951219512	0.1951219512195122	0.1590909090909091	0.2619047619047619	0.24528301886792453	0.16216216216216217	0.2	0.1282051282051282	0.3137254901960784	0.11267605633802817	0.36666666666666664	0.17391304347826086	0.21311475409836064	0.25925925925925924	0.18867924528301888	0.1568627450980392	0.2765957446808511	0.11940298507462686	0.1951219512195122	0.19047619047619047	0.21568627450980393	0.14285714285714285	0.1794871794871795	0.16363636363636364	0.18867924528301888	0.34782608695652173	0.2	0.175	0.2926829268292683	0.16	0.21153846153846154	0.21621621621621623	
P43088	0.1320754716981132	0.1951219512195122	0.11940298507462686	0.14035087719298245	0.18	0.19298245614035087	0.1794871794871795	0.15517241379310345	0.16	0.2	0.21568627450980393	0.15555555555555556	0.22727272727272727	0.15384615384615385	0.14545454545454545	1.0	0.21428571428571427	0.16666666666666666	0.20634920634920634	0.17391304347826086	0.18181818181818182	0.16923076923076924	0.10526315789473684	0.20833333333333334	0.14285714285714285	0.15555555555555556	0.1836734693877551	0.14285714285714285	0.23076923076923078	0.16666666666666666	0.18333333333333332	0.16417910447761194	0.16	0.15254237288135594	0.20754716981132076	0.17307692307692307	0.136986301369863	0.125	0.14705882352941177	0.14583333333333334	0.171875	0.16279069767441862	0.17307692307692307	0.11363636363636363	0.17647058823529413	0.06349206349206349	0.20967741935483872	0.15384615384615385	0.13333333333333333	0.16393442622950818	0.23404255319148937	0.19148936170212766	0.2727272727272727	0.18032786885245902	0.17777777777777778	0.14285714285714285	0.12121212121212122	0.23728813559322035	0.11627906976744186	0.1	0.14893617021276595	0.17543859649122806	0.1702127659574468	0.16	0.17647058823529413	0.14814814814814814	0.171875	0.20930232558139536	0.1896551724137931	0.15217391304347827	0.13432835820895522	0.15789473684210525	0.13636363636363635	0.125	0.18571428571428572	0.1323529411764706	0.1076923076923077	0.15254237288135594	0.1694915254237288	0.13513513513513514	0.13725490196078433	0.18309859154929578	0.12698412698412698	0.15714285714285714	0.1956521739130435	0.19672131147540983	0.16129032258064516	0.2033898305084746	0.11764705882352941	0.16666666666666666	0.24	0.17543859649122806	0.2	0.125	
P35346	0.19148936170212766	0.18421052631578946	0.22413793103448276	0.22	0.375	0.20754716981132076	0.16666666666666666	0.23529411764705882	0.17391304347826086	0.19298245614035087	0.20833333333333334	0.17073170731707318	0.28205128205128205	0.21739130434782608	0.18	0.21428571428571427	1.0	0.18	0.38461538461538464	0.1323529411764706	0.3333333333333333	0.16129032258064516	0.15151515151515152	0.2558139534883721	0.23809523809523808	0.2631578947368421	0.2558139534883721	0.2222222222222222	0.13432835820895522	0.1917808219178082	0.28846153846153844	0.1746031746031746	0.22727272727272727	0.23076923076923078	0.30434782608695654	0.2391304347826087	0.1791044776119403	0.19047619047619047	0.1935483870967742	0.21428571428571427	0.16393442622950818	0.21052631578947367	0.2391304347826087	0.2857142857142857	0.3023255813953488	0.16666666666666666	0.22413793103448276	0.24444444444444444	0.20512820512820512	0.3673469387755102	0.2857142857142857	0.2682926829268293	0.20930232558139536	0.1724137931034483	0.225	0.1875	0.16666666666666666	0.21052631578947367	0.1891891891891892	0.14285714285714285	0.19047619047619047	0.14545454545454545	0.13333333333333333	0.2558139534883721	0.24444444444444444	0.2608695652173913	0.24561403508771928	0.2631578947368421	0.22641509433962265	0.225	0.16129032258064516	0.1506849315068493	0.21052631578947367	0.20408163265306123	0.16176470588235295	0.15873015873015872	0.15254237288135594	0.16363636363636364	0.16071428571428573	0.17647058823529413	0.17391304347826086	0.23076923076923078	0.17543859649122806	0.2222222222222222	0.13333333333333333	0.23214285714285715	0.21428571428571427	0.2641509433962264	0.10416666666666667	0.18181818181818182	0.16	0.16666666666666666	0.23636363636363636	0.25	
P51582	0.1590909090909091	0.14285714285714285	0.15789473684210525	0.21739130434782608	0.13636363636363635	0.22916666666666666	0.1935483870967742	0.23404255319148937	0.4	0.21153846153846154	0.17777777777777778	0.2647058823529412	0.18421052631578946	0.13333333333333333	0.17391304347826086	0.16666666666666666	0.18	1.0	0.15517241379310345	0.125	0.19444444444444445	0.21818181818181817	0.13793103448275862	0.2564102564102564	0.175	0.19444444444444445	0.1951219512195122	0.14705882352941177	0.14516129032258066	0.17142857142857143	0.19230769230769232	0.1896551724137931	0.13953488372093023	0.18	0.25	0.23809523809523808	0.1935483870967742	0.15384615384615385	0.21052631578947367	0.1794871794871795	0.15789473684210525	0.24242424242424243	0.15555555555555556	0.1111111111111111	0.18604651162790697	0.11538461538461539	0.2222222222222222	0.1590909090909091	0.13513513513513514	0.14814814814814814	0.32432432432432434	0.2702702702702703	0.14634146341463414	0.23529411764705882	0.1891891891891892	0.109375	0.16071428571428573	0.28	0.14705882352941177	0.12903225806451613	0.21621621621621623	0.13725490196078433	0.15	0.1951219512195122	0.275	0.15217391304347827	0.15789473684210525	0.22857142857142856	0.15384615384615385	0.15789473684210525	0.17543859649122806	0.09722222222222222	0.17142857142857143	0.14893617021276595	0.15625	0.13333333333333333	0.21153846153846154	0.11320754716981132	0.15384615384615385	0.10294117647058823	0.16666666666666666	0.15384615384615385	0.12727272727272726	0.1076923076923077	0.1794871794871795	0.18518518518518517	0.125	0.16981132075471697	0.11627906976744186	0.175	0.1276595744680851	0.1836734693877551	0.16666666666666666	0.15384615384615385	
P30872	0.23076923076923078	0.20454545454545456	0.1791044776119403	0.21052631578947367	0.3404255319148936	0.14285714285714285	0.16279069767441862	0.16393442622950818	0.14814814814814814	0.20634920634920634	0.2	0.16666666666666666	0.23404255319148937	0.2549019607843137	0.15517241379310345	0.20634920634920634	0.38461538461538464	0.15517241379310345	1.0	0.11842105263157894	0.3333333333333333	0.19402985074626866	0.12195121951219512	0.2653061224489796	0.2	0.24444444444444444	0.2653061224489796	0.20930232558139536	0.1506849315068493	0.20253164556962025	0.22950819672131148	0.17142857142857143	0.21568627450980393	0.2	0.2830188679245283	0.2037037037037037	0.14473684210526316	0.1836734693877551	0.17142857142857143	0.22916666666666666	0.2153846153846154	0.2	0.25	0.17777777777777778	0.28	0.16393442622950818	0.1791044776119403	0.20754716981132076	0.25	0.36363636363636365	0.2916666666666667	0.25	0.25	0.13432835820895522	0.26666666666666666	0.21739130434782608	0.18181818181818182	0.18461538461538463	0.20930232558139536	0.11627906976744186	0.16	0.16393442622950818	0.18	0.21568627450980393	0.18518518518518517	0.2	0.1791044776119403	0.19148936170212766	0.23728813559322035	0.1875	0.17647058823529413	0.15	0.17391304347826086	0.19642857142857142	0.1917808219178082	0.15714285714285714	0.13432835820895522	0.16129032258064516	0.21666666666666667	0.23943661971830985	0.19230769230769232	0.2222222222222222	0.19047619047619047	0.18055555555555555	0.11320754716981132	0.2222222222222222	0.2459016393442623	0.20967741935483872	0.1509433962264151	0.2	0.13793103448275862	0.24561403508771928	0.1875	0.20833333333333334	
Q8NFJ5	0.11290322580645161	0.11538461538461539	0.09090909090909091	0.15625	0.0967741935483871	0.16666666666666666	0.0784313725490196	0.13432835820895522	0.11666666666666667	0.14084507042253522	0.09230769230769231	0.08928571428571429	0.08620689655172414	0.06153846153846154	0.058823529411764705	0.17391304347826086	0.1323529411764706	0.125	0.11842105263157894	1.0	0.12962962962962962	0.11842105263157894	0.0625	0.08064516129032258	0.06557377049180328	0.08928571428571429	0.17543859649122806	0.11764705882352941	0.12658227848101267	0.21951219512195122	0.1267605633802817	0.14473684210526316	0.09836065573770492	0.1323529411764706	0.140625	0.1111111111111111	0.1794871794871795	0.05	0.14473684210526316	0.12280701754385964	0.12	0.09259259259259259	0.1864406779661017	0.09433962264150944	0.11290322580645161	0.07042253521126761	0.13513513513513514	0.06153846153846154	0.1111111111111111	0.08108108108108109	0.13559322033898305	0.1206896551724138	0.1016949152542373	0.125	0.14814814814814814	0.09876543209876543	0.12162162162162163	0.10810810810810811	0.07547169811320754	0.08163265306122448	0.10526315789473684	0.10144927536231885	0.12280701754385964	0.13559322033898305	0.09523809523809523	0.09230769230769231	0.13513513513513514	0.10909090909090909	0.13043478260869565	0.12727272727272726	0.1038961038961039	0.11494252873563218	0.05357142857142857	0.14285714285714285	0.10843373493975904	0.13157894736842105	0.1095890410958904	0.1	0.13043478260869565	0.09411764705882353	0.09836065573770492	0.06896551724137931	0.1267605633802817	0.15384615384615385	0.10344827586206896	0.1388888888888889	0.1095890410958904	0.0958904109589041	0.11864406779661017	0.08333333333333333	0.109375	0.10144927536231885	0.0945945945945946	0.14545454545454545	
Q9UBS5	0.3333333333333333	0.3181818181818182	0.25	0.25	0.3448275862068966	0.17073170731707318	0.18181818181818182	0.11904761904761904	0.1875	0.18181818181818182	0.16666666666666666	0.28	0.36	0.3333333333333333	0.19444444444444445	0.18181818181818182	0.3333333333333333	0.19444444444444445	0.3333333333333333	0.12962962962962962	1.0	0.16666666666666666	0.29411764705882354	0.3103448275862069	0.3333333333333333	0.45454545454545453	0.3103448275862069	0.47368421052631576	0.17647058823529413	0.14516129032258066	0.275	0.20833333333333334	0.4074074074074074	0.2	0.2571428571428571	0.24242424242424243	0.125	0.21428571428571427	0.1836734693877551	0.4	0.1956521739130435	0.30434782608695654	0.36666666666666664	0.3181818181818182	0.3793103448275862	0.20512820512820512	0.25	0.21212121212121213	0.4090909090909091	0.275	0.4074074074074074	0.38461538461538464	0.2413793103448276	0.15555555555555556	0.375	0.2	0.2	0.23255813953488372	0.3333333333333333	0.2631578947368421	0.21428571428571427	0.20512820512820512	0.12903225806451613	0.35714285714285715	0.21212121212121213	0.2727272727272727	0.25	0.3333333333333333	0.2564102564102564	0.2222222222222222	0.16666666666666666	0.0967741935483871	0.25	0.22857142857142856	0.21153846153846154	0.1875	0.18181818181818182	0.17073170731707318	0.1951219512195122	0.14285714285714285	0.26666666666666666	0.18518518518518517	0.21428571428571427	0.19607843137254902	0.16666666666666666	0.20454545454545456	0.2682926829268293	0.24390243902439024	0.1935483870967742	0.3333333333333333	0.16666666666666666	0.23684210526315788	0.20930232558139536	0.4166666666666667	
Q99677	0.14285714285714285	0.1276595744680851	0.12857142857142856	0.21052631578947367	0.125	0.2413793103448276	0.19047619047619047	0.16393442622950818	0.24	0.22580645161290322	0.15789473684210525	0.14285714285714285	0.1836734693877551	0.18518518518518517	0.13559322033898305	0.16923076923076924	0.16129032258064516	0.21818181818181817	0.19402985074626866	0.11842105263157894	0.16666666666666666	1.0	0.09523809523809523	0.19230769230769232	0.15384615384615385	0.19148936170212766	0.16981132075471697	0.15555555555555556	0.2537313432835821	0.1728395061728395	0.171875	0.1388888888888889	0.16981132075471697	0.18032786885245902	0.19298245614035087	0.16071428571428573	0.17567567567567569	0.16	0.20588235294117646	0.1346153846153846	0.234375	0.17391304347826086	0.18181818181818182	0.1276595744680851	0.16363636363636364	0.109375	0.2153846153846154	0.16363636363636364	0.14583333333333334	0.11940298507462686	0.24	0.25	0.15384615384615385	0.1875	0.2127659574468085	0.12	0.13043478260869565	0.203125	0.13043478260869565	0.11627906976744186	0.20833333333333334	0.24561403508771928	0.1568627450980392	0.16981132075471697	0.18518518518518517	0.13793103448275862	0.14492753623188406	0.19148936170212766	0.19672131147540983	0.14	0.15942028985507245	0.12195121951219512	0.14893617021276595	0.15517241379310345	0.16	0.15714285714285714	0.16923076923076924	0.14285714285714285	0.1774193548387097	0.17333333333333334	0.14814814814814814	0.11392405063291139	0.11940298507462686	0.08974358974358974	0.11320754716981132	0.14925373134328357	0.1875	0.171875	0.1509433962264151	0.2	0.2	0.18333333333333332	0.20634920634920634	0.16	
P08100	0.2	0.35714285714285715	0.125	0.12903225806451613	0.20833333333333334	0.11764705882352941	0.3333333333333333	0.12121212121212122	0.16666666666666666	0.10526315789473684	0.14285714285714285	0.2222222222222222	0.2631578947368421	0.2	0.17857142857142858	0.10526315789473684	0.15151515151515152	0.13793103448275862	0.12195121951219512	0.0625	0.29411764705882354	0.09523809523809523	1.0	0.21739130434782608	0.23809523809523808	0.29411764705882354	0.16666666666666666	0.38461538461538464	0.08695652173913043	0.08928571428571429	0.1388888888888889	0.09090909090909091	0.21739130434782608	0.11764705882352941	0.1724137931034483	0.19230769230769232	0.08163265306122448	0.2631578947368421	0.11627906976744186	0.25	0.0975609756097561	0.25	0.14814814814814814	0.35714285714285715	0.2	0.15625	0.0975609756097561	0.2	0.3125	0.1388888888888889	0.16666666666666666	0.18181818181818182	0.23809523809523808	0.10526315789473684	0.21052631578947367	0.1111111111111111	0.1	0.13157894736842105	0.2857142857142857	0.2727272727272727	0.2631578947368421	0.12121212121212122	0.13636363636363635	0.2727272727272727	0.15384615384615385	0.18518518518518517	0.125	0.2222222222222222	0.11428571428571428	0.15	0.12195121951219512	0.07407407407407407	0.3333333333333333	0.2222222222222222	0.10416666666666667	0.11904761904761904	0.10526315789473684	0.11764705882352941	0.14705882352941177	0.10204081632653061	0.2727272727272727	0.10204081632653061	0.1388888888888889	0.10869565217391304	0.19047619047619047	0.13157894736842105	0.13513513513513514	0.1388888888888889	0.17391304347826086	0.18181818181818182	0.18518518518518517	0.15625	0.10526315789473684	0.2631578947368421	
P41143	0.21052631578947367	0.25	0.17307692307692307	0.18604651162790697	0.21621621621621623	0.2	0.28	0.15217391304347827	0.2571428571428571	0.20833333333333334	0.17073170731707318	0.22580645161290322	0.3793103448275862	0.3142857142857143	0.32432432432432434	0.20833333333333334	0.2558139534883721	0.2564102564102564	0.2653061224489796	0.08064516129032258	0.3103448275862069	0.19230769230769232	0.21739130434782608	1.0	0.4482758620689655	0.3103448275862069	0.2222222222222222	0.3076923076923077	0.13793103448275862	0.18461538461538463	0.29545454545454547	0.20754716981132076	0.2222222222222222	0.22727272727272727	0.21951219512195122	0.2702702702702703	0.15	0.25	0.20754716981132076	0.28125	0.1509433962264151	0.3333333333333333	0.20512820512820512	0.25	0.2777777777777778	0.15217391304347827	0.22	0.3142857142857143	0.27586206896551724	0.2391304347826087	0.375	0.3125	0.3125	0.23404255319148937	0.25806451612903225	0.2222222222222222	0.17647058823529413	0.22916666666666666	0.25925925925925924	0.2	0.21212121212121213	0.17777777777777778	0.17142857142857143	0.29411764705882354	0.21052631578947367	0.2	0.2978723404255319	0.26666666666666666	0.2222222222222222	0.18181818181818182	0.21568627450980393	0.13846153846153847	0.2857142857142857	0.225	0.2545454545454545	0.21153846153846154	0.20833333333333334	0.17391304347826086	0.1702127659574468	0.16666666666666666	0.29411764705882354	0.20689655172413793	0.2127659574468085	0.13559322033898305	0.17142857142857143	0.2826086956521739	0.1836734693877551	0.2391304347826087	0.16216216216216217	0.23529411764705882	0.17073170731707318	0.20454545454545456	0.20833333333333334	0.25	
P41145	0.2571428571428571	0.17857142857142858	0.20408163265306123	0.13953488372093023	0.22857142857142856	0.18181818181818182	0.2	0.13333333333333333	0.16666666666666666	0.16666666666666666	0.15	0.2413793103448276	0.35714285714285715	0.29411764705882354	0.23684210526315788	0.14285714285714285	0.23809523809523808	0.175	0.2	0.06557377049180328	0.3333333333333333	0.15384615384615385	0.23809523809523808	0.4482758620689655	1.0	0.38461538461538464	0.2	0.3333333333333333	0.10344827586206896	0.13636363636363635	0.27906976744186046	0.14814814814814814	0.23529411764705882	0.15555555555555556	0.2	0.21621621621621623	0.09836065573770492	0.22580645161290322	0.16981132075471697	0.25806451612903225	0.1346153846153846	0.25925925925925924	0.21621621621621623	0.2692307692307692	0.29411764705882354	0.1590909090909091	0.18	0.2571428571428571	0.2962962962962963	0.27906976744186046	0.23529411764705882	0.2903225806451613	0.25	0.19148936170212766	0.27586206896551724	0.20754716981132076	0.1836734693877551	0.2127659574468085	0.28	0.21739130434782608	0.1875	0.13333333333333333	0.11428571428571428	0.3125	0.2222222222222222	0.21052631578947367	0.2826086956521739	0.2413793103448276	0.20454545454545456	0.1935483870967742	0.1320754716981132	0.07462686567164178	0.25925925925925924	0.175	0.17543859649122806	0.17307692307692307	0.19148936170212766	0.15555555555555556	0.15217391304347827	0.13333333333333333	0.2727272727272727	0.21428571428571427	0.1702127659574468	0.16071428571428573	0.18181818181818182	0.2391304347826087	0.21739130434782608	0.1956521739130435	0.1388888888888889	0.25	0.1794871794871795	0.1590909090909091	0.16666666666666666	0.26666666666666666	
P47898	0.3333333333333333	0.20833333333333334	0.1956521739130435	0.18421052631578946	0.25806451612903225	0.14285714285714285	0.23809523809523808	0.14634146341463414	0.1875	0.18181818181818182	0.16666666666666666	0.23076923076923078	0.36	0.3793103448275862	0.2647058823529412	0.15555555555555556	0.2631578947368421	0.19444444444444445	0.24444444444444444	0.08928571428571429	0.45454545454545453	0.19148936170212766	0.29411764705882354	0.3103448275862069	0.38461538461538464	1.0	0.3103448275862069	0.47368421052631576	0.1320754716981132	0.16393442622950818	0.275	0.13725490196078433	0.3103448275862069	0.17073170731707318	0.2222222222222222	0.20588235294117646	0.10526315789473684	0.25925925925925924	0.1836734693877551	0.34615384615384615	0.1956521739130435	0.36363636363636365	0.3225806451612903	0.3181818181818182	0.3793103448275862	0.2702702702702703	0.1702127659574468	0.25	0.4090909090909091	0.24390243902439024	0.3103448275862069	0.38461538461538464	0.2413793103448276	0.13043478260869565	0.5	0.2	0.22727272727272727	0.17777777777777778	0.4	0.2631578947368421	0.3076923076923077	0.14634146341463414	0.12903225806451613	0.46153846153846156	0.21212121212121213	0.2727272727272727	0.2222222222222222	0.28	0.2564102564102564	0.2222222222222222	0.16666666666666666	0.07936507936507936	0.30434782608695654	0.19444444444444445	0.18867924528301888	0.2391304347826087	0.18181818181818182	0.17073170731707318	0.16666666666666666	0.16363636363636364	0.35714285714285715	0.18518518518518517	0.18604651162790697	0.1509433962264151	0.25	0.17777777777777778	0.2682926829268293	0.24390243902439024	0.27586206896551724	0.2857142857142857	0.23529411764705882	0.20512820512820512	0.20930232558139536	0.36	
O95665	0.3142857142857143	0.20689655172413793	0.1509433962264151	0.24390243902439024	0.21621621621621623	0.2	0.23076923076923078	0.17777777777777778	0.1891891891891892	0.16	0.23076923076923078	0.1875	0.17647058823529413	0.21052631578947367	0.13953488372093023	0.1836734693877551	0.2558139534883721	0.1951219512195122	0.2653061224489796	0.17543859649122806	0.3103448275862069	0.16981132075471697	0.16666666666666666	0.2222222222222222	0.2	0.3103448275862069	1.0	0.25925925925925924	0.15789473684210525	0.14925373134328357	0.1875	0.18518518518518517	0.2571428571428571	0.17391304347826086	0.21951219512195122	0.20512820512820512	0.15	0.17647058823529413	0.2549019607843137	0.28125	0.24489795918367346	0.2857142857142857	0.34285714285714286	0.16666666666666666	0.3142857142857143	0.15217391304347827	0.22	0.24324324324324326	0.27586206896551724	0.1875	0.375	0.3125	0.2	0.13725490196078433	0.3	0.17857142857142858	0.17647058823529413	0.18	0.25925925925925924	0.15384615384615385	0.21212121212121213	0.20454545454545456	0.17142857142857143	0.2222222222222222	0.21052631578947367	0.2	0.17307692307692307	0.26666666666666666	0.25	0.3	0.14814814814814814	0.13846153846153847	0.16129032258064516	0.1951219512195122	0.1694915254237288	0.18867924528301888	0.20833333333333334	0.22727272727272727	0.1956521739130435	0.22807017543859648	0.15789473684210525	0.1864406779661017	0.1875	0.19642857142857142	0.1388888888888889	0.2553191489361702	0.20833333333333334	0.1875	0.16216216216216217	0.2727272727272727	0.14285714285714285	0.20454545454545456	0.20833333333333334	0.2903225806451613	
