	P30556	O15303	P35368	P08912	P21918	P18825	P51582	Q5T6X5	P35372	P47898	P32239	P25021	P14416	P32238	Q8TDS4	P21731	Q14831	Q9H244	P0DMS8	P35462	Q15077	P21917	Q15391	Q13258	P47900	Q9NPC1	Q99677	P34969	P37288	P28221	P43657	Q8NFJ5	O95665	P41595	P41231	P08588	Q96G91	P43088	P29274	P13945	P28223	P35346	P51681	P48039	P08100	P08913	Q15722	P30518	P18089	P50406	P28222	P32745	P30939	P28566	Q9UBS5	O00222	Q9NS75	P07550	P35367	P35348	Q14832	P41594	P30874	P29275	Q9Y271	P21728	P30872	Q13255	P34981	P25024	Q14416	P43116	P43119	P08908	P21554	Q13639	P30542	P24530	P11229	P28335	P43115	Q9Y5N1	P41145	P08172	Q14833	P20309	Q9H3N8	O60883	P08173	P34995	P25105	P41143	P25100	P25101
P32239	105.97142543981317	127.04773245722754	104.62658618259593	113.73764629033394	117.8761418988579	135.47441808262374	122.51136055076495	157.3021508557722	114.01186365925241	103.89709817367839	0.0	112.70603096837294	108.9570730610867	86.25885192316491	133.08280146913603	91.75092042278266	107.68128536472796	132.60782464509248	172.29210264186258	118.58923080877867	128.44542513770284	148.7709472651768	115.71570531331236	108.741979445389	131.3476977169048	150.76228919357527	145.74443217006046	110.92433992095175	133.64820566022536	119.22186259756563	116.77971765084658	144.8927612353582	99.14510735083604	136.19186392519623	113.72395399556262	133.17604112872505	145.5020331685664	129.58500279503642	120.65240084182005	128.4163997876458	117.42172006040346	117.92854154255474	110.36700373748317	113.03029039461398	102.7310219476567	130.348834889126	113.1610826303513	116.818939440127	130.96739917001105	124.4425592161715	121.50925064936746	122.90939830621937	93.77845601837907	100.04762781556929	98.46114510978805	130.4481914048083	138.39246659426135	100.29097956127953	115.46082894824212	128.61525158432778	106.58779983606655	94.44284327313653	104.63034313119715	105.5325124800438	131.72427413827972	96.60512083745562	127.32003371103201	94.03304754244164	100.25612908673065	112.24809831695165	106.19550155027537	118.76718451117631	102.5887915075873	115.33873632039467	109.83404902114125	146.49074634135468	113.4426307802205	113.31042906582297	88.22634556362755	107.46149833546951	110.29321547283325	94.31631363058113	106.93316907438566	86.06322557892418	115.85258976324985	101.7230222649523	146.24399647885002	117.96035859687254	125.90816005179659	117.04691310296766	138.29971289436799	105.6839943791274	118.88437388151215	121.80099830031395	
P25021	113.84123991892557	138.36185218321043	120.71422611322487	124.67696979097673	131.0939999645634	146.8732925398217	121.328050549404	155.1630314765789	118.716027650662	120.01972672712873	112.70603096837294	0.0	122.68563073468977	128.1317128543451	137.62517188003403	100.32355072998325	125.35398534042179	132.05439902242506	178.34294356382452	127.63578216879978	131.95334851634107	157.5275991773815	120.14419317260035	105.60799148873775	139.84307911476935	154.3443776346685	142.16954963389435	121.14765143557452	144.38606049315422	122.7719447434356	130.71475273565738	166.50257192717982	124.6073826738575	146.77197438667645	116.17236774865887	128.20586820389144	154.4825241783692	135.33178976908675	119.33266180651844	129.64473568231915	134.55900783269317	127.49884627820575	122.12911066765082	117.9132302548096	116.75114129203575	136.9498457791342	120.85988100567192	119.2146012900339	139.01097665831912	131.8241374027275	126.31908649034449	131.39288775497698	99.48902136571996	117.89586692515877	110.38497638449189	154.08388284387183	139.6833210643381	102.0382372791355	120.27031268234714	135.4459798411408	129.5244004893175	116.48126937350025	119.48894853380625	109.32955614294042	119.68136793581652	108.7841893559962	133.02454848829075	119.81901626920444	111.38022724330949	111.85928266742849	119.79567478611716	116.75729188896366	112.25626998234657	136.1730799840443	128.44718695776828	134.07969336441602	124.81505976084736	129.1321272529458	100.65649987204233	124.82117967799422	118.19495862870826	103.3251753122313	112.7392265322269	93.53680690270266	137.4808374359418	110.87792519907816	144.12761171275633	145.44372375306557	135.3701449248765	120.15993028509547	144.83065892980085	114.49793919085641	128.45775608447002	134.95874080064823	
P14416	103.18272887700005	117.87136435182765	104.40732215231401	129.57780962385004	91.12457130791154	124.73331879760372	133.81391239789082	154.82126896380214	98.08220261480892	98.11133645381778	108.9570730610867	122.68563073468977	0.0	127.54362106922781	136.86754928395385	94.18603728222661	107.60417729394976	128.8693966261053	168.8645824007399	85.37375961540965	137.42445068666711	146.36027930569253	122.42678335646633	108.47894772386644	128.75695147406077	155.26614625827642	153.53406090842327	100.58741116107558	140.40499449812341	111.21646255382802	127.21268278133357	148.9871698684874	105.06484791368712	138.79788222763455	122.2843453354435	119.01722623527166	143.04384952486726	134.69660780602135	113.46029882511357	118.08243634382961	103.54950761893997	114.85875820810907	106.07679151574848	120.17158400639892	95.95997342574265	115.80727941292571	121.16420514254423	109.63461097306572	122.22893146050046	134.26746420521522	103.86880518047838	121.66250565543305	92.01889035887143	100.31275031279074	97.68862839764915	124.2511324515217	143.91724007794983	93.69989748654189	125.85532986646285	118.36986336827977	103.34378759068204	89.21892455624766	104.14607981592417	104.8812904637889	131.46036488562822	69.39272270683432	118.94379164063139	94.28232201182982	105.32015777473862	115.03540740668541	98.27719542081468	116.27000278182095	101.47191580396611	105.76481053959287	96.8559149599314	146.66616782185156	108.39460440410767	105.69457595788117	92.79947148964857	105.95369016000768	102.80996226234129	90.13451605293085	102.18462981344783	82.81933879863936	109.76693916491058	108.8155395736685	147.56642435741378	121.7024014145718	122.89320828387281	117.75750786619028	141.98897704220144	104.48533482680796	107.0280920522564	115.15643756469944	
P32238	122.2698543210281	139.31520792091032	119.58533732130309	126.92232963163406	138.9572910424904	153.89744417951442	127.52827004226856	156.6504644571105	132.14321138022933	125.41099503595615	86.25885192316491	128.1317128543451	127.54362106922781	0.0	146.2466865463648	107.38183152902639	125.35237177606905	141.66636681588716	178.4357633747568	134.2320801023161	131.13562259153696	158.32854529921315	124.67120380309643	123.85168219258776	137.73143323953263	156.40994533954654	145.9864409158472	125.26577646113583	134.8196791128139	126.58478306856705	130.46111217141151	155.62468084110878	119.94535746338079	140.2201978751691	118.8734389047022	141.6218359352497	159.3880441635847	140.3587588420487	136.85913289152086	140.58549927652348	133.4607544784667	134.52583222970134	127.16180937981699	121.09250218333909	117.94724436123943	144.0013330496149	127.24577847895853	129.8873450717074	148.2685397778696	141.40069309738465	133.62759875506163	136.329304148152	108.05140885042783	118.78395196504425	117.15281418379163	146.86867488536518	145.8186393333308	119.74957076180726	131.71071587101324	137.81712528318167	133.64754884364083	119.04589278894127	119.6045156486216	123.33479702554177	137.63193289382616	118.86382171337027	138.16031470894814	118.97542709077243	117.44211920553062	126.80213016888592	127.19098841404775	128.715790513088	116.8423897724715	134.17754558347224	133.47575696861895	157.0129932986456	130.7174269009265	125.89773103980406	109.96397815385717	126.08273209712934	119.92812886286993	117.25640821285197	122.5804045725672	108.66047910816269	136.9541380250448	119.88212675106479	161.49655740358867	139.74212067655753	135.66275804443285	121.09999204566702	151.31673562643118	118.95701958192512	130.97404906876181	128.68666682159528	
Q8TDS4	131.69748694403097	147.78038476669462	140.20572009062744	150.67111807246692	148.65710295626195	155.47980112757068	141.2650950262323	170.6318810104858	135.05442309298087	133.88936193386326	133.08280146913603	137.62517188003403	136.86754928395385	146.2466865463648	0.0	120.19099500234006	136.88436536694644	144.03927595019923	185.27942648922908	143.36785235872958	145.9233919911203	173.23023043226567	133.35872020974057	122.86229892267147	149.2942615672946	155.73906661674846	165.1789427046897	141.93996593888733	158.20834057830507	144.25172301515704	144.57891478703823	163.98168159788474	135.51735913642915	162.14583976427093	140.96119786211057	151.81199595166254	165.76038889947813	147.40296366013354	137.4966328755254	148.55231109587476	153.8660113188671	140.5532621788443	130.74608178064227	132.79384267312707	134.20553713295521	146.86277631937992	128.08593180302705	147.8850056755473	150.82645644093282	148.97229137131944	140.58585809741635	142.981878714927	116.77681205856788	137.6854729653569	133.63867748569464	159.00301073445007	149.50445996338385	128.69850975635927	152.73126260872232	149.205746366526	137.61960826080758	133.78027701415704	134.0896738760057	132.60165835591033	142.20730951899895	133.0777592244558	145.8533158764476	141.80067873676307	136.21428817616834	123.87658747273963	134.80022803280735	129.39038756501395	133.2925816801726	152.34081634158792	140.76026498123247	161.2176482412615	137.10664110834477	142.58369269418472	131.0122726225236	140.10980363143608	125.42551456007641	125.82075225337758	137.34167572905426	119.40348845900735	146.5644770006329	145.9874201247585	158.32617140654474	149.85888494644314	147.90422869543545	135.40936656319536	158.38506381574553	133.96319651207887	146.52699293882324	145.7224653630983	
P21731	79.90442216099473	113.87308777554426	89.97175516243442	108.87625058944104	112.28650395444129	120.73877713264665	108.5729310688912	135.65531802881742	100.08952403865987	95.76964411570225	91.75092042278266	100.32355072998325	94.18603728222661	107.38183152902639	120.19099500234006	0.0	92.5891339519294	114.20842259316123	154.53789807096473	108.24108403763967	113.3429843399208	140.0770731321245	99.00227755995002	78.26189921621699	113.4920288011781	131.72105386614567	127.77131293021375	97.15380887666834	118.35607092862483	103.70903340284713	101.69115716073429	142.85130914958427	99.86822134710383	125.39622325001983	95.59043653158005	109.28564205326256	126.40340649936115	112.157249105745	106.065621236281	110.40208094968693	106.439807307499	106.89252676710021	92.57040715991752	96.16843453783076	87.76303099454526	114.20786156033864	97.12398828369624	104.28204115235712	114.452654956287	116.72577430616366	107.19881299097324	107.37984598544426	72.21209693177661	94.5611736549763	85.85733950510621	120.54956634802511	113.47839672639384	79.06069961591857	111.20622958434979	104.63369455159409	100.10386589850532	85.78363425846328	95.27587951999158	86.48846016504103	100.20831267768517	86.71389878477203	117.54709673282923	93.58978931902675	88.00903378466319	83.49192416953156	93.71137736248784	90.83112505980534	86.05859043600503	106.92336650141806	100.24416640256823	133.88929052825551	101.73446451011114	96.34348988842976	76.84470553140272	99.66539984027622	81.77788727491861	79.94154362360132	94.24636503195507	61.15940746758133	106.57975639232609	94.14362788642757	130.2606978918775	114.82019835425308	119.00001554546179	87.55652357434155	118.16146138886688	89.34872733236989	99.52910819435056	97.23874603043078	
Q14831	114.04548243206227	91.56829807779286	117.39313661752385	119.10968605434755	125.2318697773153	135.12824646470835	121.74257974670036	150.82933690497885	112.20402375195408	97.325611911132	107.68128536472796	125.35398534042179	107.60417729394976	125.35237177606905	136.88436536694644	92.5891339519294	0.0	133.00316001355532	164.9325810171722	117.80676054634387	136.66541685222182	147.03307025515824	120.19558865623549	110.60420535109006	132.44439930730732	156.6198057225556	146.14287014392903	115.35007905997918	134.2654733073432	109.01071655447595	128.05899798538303	156.91081594879506	114.14935456367675	139.5504405211541	119.36695902701467	137.31879551624297	146.0398843358853	134.00524803355802	126.14591231307713	132.4041405019234	123.05470227758633	121.82574850064702	115.02034950460074	107.66562133328989	106.72178326614812	129.7867269779672	118.81664349687344	121.49639873101842	126.32954065033118	135.11132802878274	114.12235314567806	122.67617889575195	90.30665596867038	97.56571868684841	92.6950817789184	82.80481908394722	132.6154997437552	105.98355478508165	132.96676304144785	131.60410767892608	85.78390206879703	86.9186955326877	102.94266742211767	117.99781195557443	122.36203741130885	103.38745215366362	122.46695055841701	93.4844177280902	111.36289084619784	115.92191064747749	78.48588797112461	114.67127263714792	108.84129636560101	114.27366583693947	111.21925942816597	154.804480445222	124.67825275845826	119.78077620307158	94.8007310377725	113.40865490928991	109.80261409113882	90.87436708723544	112.7593498492788	87.48103570390958	82.23873599462968	109.26328389823902	144.57435757265193	128.14782981824828	124.09028146130731	120.56187489099102	141.82278182910522	109.60478530119872	120.13434235595196	125.71408582484582	
Q9H244	123.03950277765398	144.03929973198683	133.37067463813582	143.96132978159585	137.99647524495958	147.09766438041697	119.02833502282738	162.39956192360842	128.04421271334286	123.78531775981537	132.60782464509248	132.05439902242506	128.8693966261053	141.66636681588716	144.03927595019923	114.20842259316123	133.00316001355532	0.0	171.36778769700322	138.1524664776225	127.16793546426925	167.92792066396214	118.34428379204473	123.75543549811118	127.6643228517787	164.74027529268642	149.18744156576577	136.41933434951352	149.90968677730416	138.62345379017643	144.94232195868972	163.11523308846517	127.78925118563347	165.4280894571857	120.36914462453569	136.3926499838126	156.2998153460503	151.03481103482773	129.57090581415105	144.17157581812353	138.17897669735248	141.6603274155932	116.5918357084447	136.27451885156916	124.17137898243527	138.21661075440352	128.7913934839744	128.79901947724284	144.93467968836194	153.78549037119956	138.35863355870242	145.97252441445016	120.83442250553344	129.83607274209498	123.25396865533548	150.09134863168583	159.43187713751104	117.48548974070582	141.75972833155538	144.361209853756	134.254866225383	123.45212094695307	135.26832079412998	122.14276003025589	136.3594262644474	124.99534970839159	149.89175560561125	128.83456209782162	132.0503531887225	117.31842037735623	135.8756583771028	133.59849080469576	121.3469741763256	134.46494010872266	126.75979780663329	161.45490489606163	126.24312809217372	131.35773803647317	120.70717190607684	133.5562007216795	126.33133145052125	118.2739496351569	129.85446535947267	110.21280931754154	135.75139395573933	136.10327052205685	153.00338658076362	143.90095079728053	143.29393094187253	133.64432120058336	144.8358891242824	122.12341076726443	142.34589197226887	139.65499564012862	
P0DMS8	158.5608981679252	171.6352293313539	171.53257054981077	178.1590542323829	176.4120851312473	183.8777470238565	164.3978745264758	204.8185779901396	174.35300394086516	170.37317502990481	172.29210264186258	178.34294356382452	168.8645824007399	178.4357633747568	185.27942648922908	154.53789807096473	164.9325810171722	171.36778769700322	0.0	178.49007291145972	173.6801050050126	151.5684209499159	166.97218211888685	172.66830505235703	176.49466522989678	197.26377701867023	189.7351409996336	178.47531671402976	186.58177937366418	178.10996293081553	175.20418413044536	199.60716194470297	172.92748004596797	195.15213616171968	170.0497922806244	182.1272946409881	126.88534790315316	174.58896152224042	177.3493968146795	185.39239570774953	186.7863642956654	177.80650712471106	164.80413341938402	173.81662545763538	162.0570840775108	183.6846844072861	171.79434518558264	171.27605401919573	179.22978452721145	185.572804047697	175.27316785030416	183.6020734849444	159.16179678951448	166.3477342762926	160.65630310637061	182.38805875738035	186.86085092514986	162.94577673249296	179.829671951622	184.1610268423392	166.01179876961396	163.70598311105277	168.87127100714133	167.83517249007127	181.38482076729997	163.11604588784394	183.61645896857954	166.0906441344123	171.6410038947215	166.58605471122428	165.73251059299218	171.98685109583312	161.35366989750764	174.6928173739434	172.425224065184	195.76678074148367	164.47953817839152	167.70250536983076	160.66330996708712	171.2874279920652	166.0797612289025	165.10232286911923	171.0634177121683	153.18231779625057	174.17409749985381	168.8523344194109	190.28915581080946	193.65149757548352	190.02986221082392	167.75319052909617	188.49313388895825	165.51207607940887	177.42529938756343	173.08092809238588	
P35462	118.47517948690802	132.56272756360704	114.70638287937618	133.99080615804996	84.97459630650701	130.0191202973947	139.15601311658975	157.5399173287442	108.0953866133932	113.06345959712053	118.58923080877867	127.63578216879978	85.37375961540965	134.2320801023161	143.36785235872958	108.24108403763967	117.80676054634387	138.1524664776225	178.49007291145972	0.0	146.0940769399167	156.30308454905753	132.1149606955587	128.18945180735318	143.1810400338145	159.18239492038265	164.65165438503027	107.28969656364643	143.33837264816975	116.91280017030658	143.063434794778	163.71014296042267	122.94462039129576	143.56653124059085	136.3334780515288	134.58455978441634	156.84730982640758	146.17003368661972	128.2554152167868	130.101770809968	112.32419203943573	120.42449259577552	124.30459843378048	128.43601406534435	114.64221356258349	126.56183968042023	132.5033679317712	127.31005870742956	128.84646955269272	139.41455712600145	112.30996626545675	129.03530909930123	107.31598882559047	117.33956328855129	109.36189921508776	127.35471799399238	150.28930610293173	112.39344997401349	135.50673850462772	125.62627390865237	117.37417338765226	108.70699577548658	110.64206895785173	119.80734689929523	136.5987685273285	80.8315848907223	128.1949122727383	115.1014809262706	121.8132520243671	129.75661830231547	111.65577983943513	128.3896115743555	116.0561161969672	113.7683252995921	116.18555366732471	152.03121958457632	125.44321213715011	125.3053850929864	108.98002640341292	118.06836597889196	113.0847691516392	111.32974870779435	108.00914624650613	98.88018535420997	125.02880470444506	121.51387772936141	150.29482766322326	137.34126700635534	125.53403888700996	126.56465839559678	153.67047482542694	110.59830786625389	122.30476195691881	131.06519425811712	
Q15077	121.29542221006704	153.4665042575216	133.39674621986342	132.3692345903837	151.96204427431803	156.72916293382877	108.61039067833917	148.6725084237405	131.89306846557884	136.0044513285393	128.44542513770284	131.95334851634107	137.42445068666711	131.13562259153696	145.9233919911203	113.3429843399208	136.66541685222182	127.16793546426925	173.6801050050126	146.0940769399167	0.0	167.43577991364873	116.63231179781724	128.8543604327133	124.43109422578709	158.75627980561694	138.8885882658069	138.60968943042099	143.56974076817278	138.81325516966172	128.6072927431087	159.34290901693748	135.71578632236924	152.9565100550535	87.29959077842068	143.54224627270014	151.62640113156522	138.29413981735706	130.18992990563856	142.86745034827618	153.68731521704467	144.98089602973778	130.58859824604588	133.40191920904908	123.48214899448067	147.21183231956093	123.5506326037139	136.78375758661423	150.24129215531866	149.88039618200855	148.55681789590744	147.96573532465845	117.9501416352432	134.9425857530441	122.7254134673858	161.322516117536	135.28143980298773	122.65853730979143	128.55886285629822	143.4380060042604	146.98032751254505	129.65304972915328	135.4476049048826	119.47372854844434	131.2313642706722	129.9774204970454	155.94336776976706	134.3818572703167	127.28944409410178	120.72492931835586	138.11720257962588	130.67355256766314	127.50282390008215	146.528241847569	140.03195205116936	155.51902944524772	136.12573733751196	134.84474356604915	121.85218182360404	142.4354572154698	130.32401443709387	124.24255721413647	126.60228485256084	115.37529626104515	143.84594004233077	128.21305671776645	156.57778255193261	149.83540696214186	152.49474157294026	120.10284385486739	136.7408104877104	124.63142229017103	140.02635264902347	142.1829786352464	
P21917	146.2318796859763	157.052282786899	150.34992374270223	161.94505669907085	155.8576041123306	166.67118955697515	164.13376423812588	188.42064035820658	150.2330030319572	147.7337160706229	148.7709472651768	157.5275991773815	146.36027930569253	158.32854529921315	173.23023043226567	140.0770731321245	147.03307025515824	167.92792066396214	151.5684209499159	156.30308454905753	167.43577991364873	0.0	152.50255675250082	149.32775152733666	170.091506270197	180.93450504893553	185.4543739730434	157.18356048729038	168.50398522711475	152.50819337597932	161.91979330821778	181.47286790268845	152.0195792906161	172.2688166279404	158.70849505791557	160.24198101094225	147.04702863839339	164.07790922702407	157.38054423916037	166.18603848814382	153.5772875373077	160.27456866702414	152.84452618667274	159.4485296693456	148.1478933584367	162.43702882286743	156.76233434931783	152.58367398622795	163.1055976016214	168.0416631148255	153.61229160884977	159.6135843816155	136.70744787958392	145.78125616550096	142.94190190001973	166.69967848426313	167.3832725782995	142.84628489162424	156.21978146096808	162.36112828543992	149.66579682173324	142.2556063121301	149.7507366927748	148.74784442826058	166.3704415639222	139.78599648657837	159.05264607237768	146.99690644742805	150.6365345193044	156.4993181177124	149.9155067531101	153.2187691324798	146.3185710994585	153.71941098354	154.62557711628324	174.27909911700408	156.45255073261796	152.13011366025603	134.56163566675968	149.33544658697792	152.70636770062265	137.38186730543384	148.21529772982467	132.57679848905536	154.05295283965825	148.77796074553044	172.94534701484372	170.9496522572881	157.63386537801125	151.06718814230408	176.13869366809377	147.55083265076973	155.62643897711678	153.7650228907296	
Q15391	117.6170805580332	136.5332220288692	118.35007866381784	132.9587033498683	134.4048261786811	143.32118956622435	105.07820860139327	156.37050727236783	123.25902052532183	121.29895189683884	115.71570531331236	120.14419317260035	122.42678335646633	124.67120380309643	133.35872020974057	99.00227755995002	120.19558865623549	118.34428379204473	166.97218211888685	132.1149606955587	116.63231179781724	152.50255675250082	0.0	106.03410826378968	128.8198228594265	144.72500977216987	139.54870708083035	129.8506757602736	145.23329255031422	125.34501897124574	128.14470239524962	152.94782497693086	123.25829835189506	154.44288674305426	111.01572779787239	138.4280859140854	152.88227798003936	135.67965328483842	123.48303344991291	135.10610121296486	138.2519548086566	132.78977125359233	120.2877033771365	117.94868478900753	121.31907806093659	139.41066448792117	117.78727615672688	133.2661535460502	139.5299074301438	142.0919390617055	132.39397055463633	137.1559039314743	102.57432058126142	119.68963316018926	108.07225693343207	145.38809929665877	138.04036244328017	111.63746736984467	122.6698105026735	135.0422240718617	131.3131837641704	118.95255763127352	124.54965371696744	116.15836699068313	122.68653164524585	113.12969395559048	140.4103974896134	123.12958236719714	112.0479990682652	112.13545579608763	120.29426553333178	120.303015814221	116.21796608367004	135.0115347843821	134.7584853865992	155.5811819017399	128.11204446223564	122.54229398020834	105.74327590802568	124.56548307213234	110.813521261618	108.19084712312906	115.25612853540224	99.18178223795258	129.30791359911382	118.9977742836345	143.39195026032394	133.9052502385457	137.6395131716854	115.62110902596032	136.64116055733757	110.8690985920257	126.9329924398844	127.49885629996425	
Q13258	95.37374748260481	127.8676471383078	113.52533833010239	120.85616543568904	126.19521951675415	136.76628327585058	119.69978719583014	147.65324403933482	112.04976843419718	112.50579466344789	108.741979445389	105.60799148873775	108.47894772386644	123.85168219258776	122.86229892267147	78.26189921621699	110.60420535109006	123.75543549811118	172.66830505235703	128.18945180735318	128.8543604327133	149.32775152733666	106.03410826378968	0.0	123.43931873916881	147.323027914681	138.3437683173106	111.63043566638953	136.6998912366107	119.90472548222169	114.14100693684304	148.24677292158594	114.5573342689313	139.78458606341155	109.4828226591926	123.17536402840051	141.54400925239315	126.02820952655748	111.53800818737363	124.4381741254474	120.83178379602032	115.46717689023353	102.83760676527163	104.62802242045291	102.65426997737814	129.9601439551334	110.51640733903332	111.59435600682627	132.7141402605048	125.0353286335594	122.84086975693936	115.90338453440927	94.24393356557994	108.23158781771781	101.1158459855942	134.69803555711405	123.855761591607	90.17754228407284	121.36530136404326	129.17068958462914	113.21584822254954	97.68426061942591	106.6362121773418	100.29405961773591	117.20104854356032	101.76511947641848	123.03767563897418	104.54805373220006	100.64501819624275	102.48873063485371	110.81358431582339	93.70502739929361	99.62290089856833	121.62258675957855	111.82664736289007	143.54106091114227	114.00214928388596	107.6594759759464	92.89041580157937	110.1208331771777	97.52961311716354	95.8283311543928	107.74753070107545	87.07498092274182	119.37942059100897	109.68517351418268	142.52101910900092	127.28687899681972	127.9181408653385	102.16505118081113	129.42692458053352	105.61393112404039	121.6339613580567	112.23697281809291	
P47900	126.45553327980451	145.67282071971567	130.77154489883105	140.99573496752419	144.69823957892368	152.27145697304513	133.29467430710793	159.33798723784275	130.52431067579892	133.1413265936426	131.3476977169048	139.84307911476935	128.75695147406077	137.73143323953263	149.2942615672946	113.4920288011781	132.44439930730732	127.6643228517787	176.49466522989678	143.1810400338145	124.43109422578709	170.091506270197	128.8198228594265	123.43931873916881	0.0	155.05140234564897	142.138229999342	127.67892014767858	144.71358424791833	143.13053246069467	132.89431049942505	163.7965226690285	135.51986290578498	151.64314877800643	121.14704629412154	145.70604387458297	157.73426496156026	146.70099726860644	129.4567432446638	145.11906812805682	145.69276337313931	140.9095015358762	124.60677184909582	131.6609925699304	119.46244655499322	145.23104767489713	132.16441453069274	134.57915073045297	144.32145283962018	142.68552243337035	141.5308899335796	148.14214700151933	118.91445840096276	135.84618967480492	126.07764504704392	149.55397852137685	146.64531407292816	125.4174896631157	136.9761792999925	141.98169754387345	135.35674809094053	124.3544821011892	135.7846875914256	124.27009698841721	137.89341703086393	128.17548887431622	141.4247051953571	130.13568875496276	132.15240847766108	130.11412892385852	128.77960764610907	136.96711119927932	127.31908467767062	139.79476091825927	134.75331934385758	162.59581495338352	128.73246432252927	124.80930401840305	124.47824861851404	129.41146806860343	133.5821092700353	124.35456553116092	136.0349913132668	116.25474366842536	137.9748032498028	136.44915859174216	166.1680608028546	151.43368163891137	146.68351396615617	130.01010001031682	136.51609452546109	128.75404856097884	136.73310469755233	132.29845040594228	
Q9NPC1	151.53758550668135	171.9188237983617	148.8866893259401	162.4304111803649	160.12053029594244	171.4858800296206	162.79675755940843	176.28555145522114	151.8199079716578	157.81282628612826	150.76228919357527	154.3443776346685	155.26614625827642	156.40994533954654	155.73906661674846	131.72105386614567	156.6198057225556	164.74027529268642	197.26377701867023	159.18239492038265	158.75627980561694	180.93450504893553	144.72500977216987	147.323027914681	155.05140234564897	0.0	162.94288244540803	151.52395983957103	165.71663398476085	157.64389915327774	145.7829031185247	172.74581293656956	148.92476260330295	171.6192130589625	149.32960861554602	169.1483219038637	173.97825565375388	154.32591414445778	155.92636868404225	166.4091093953466	161.800821142504	157.69469511305215	149.74378162517678	153.79428562900284	147.36587378793774	163.9326198529452	112.46423531668552	163.07917181152152	168.6855104760907	169.54036429163534	166.15512938494794	158.9758599891211	136.16458150297694	153.1766975344508	147.0846693640924	171.63503118383233	150.40492985062883	151.02217605989426	150.2637787492713	156.5553504654672	155.2642754886765	151.36661133615416	153.2872161954292	154.0465205081273	147.06473150016973	148.3662721234141	160.33965179952793	149.33225500083063	143.95746866114496	146.14145433343947	152.1687145329197	145.0294654557947	153.60508156364085	165.0096570005553	155.4063878547022	177.65350214025239	164.8226438772981	155.62001160580257	146.66114566326723	153.14637773146387	138.81143786828034	145.39899491964024	152.28942979275598	140.88887524610618	164.31751534539217	153.5487996286829	174.719329613843	161.27062578254845	174.4748747536214	132.60287987894844	166.42755157593638	144.31047655281145	155.16397294984927	154.09669200971257	
Q99677	138.3426837179577	157.62742262001848	146.91845444063074	145.73509392898995	167.15977003477747	170.3435727986507	138.43338393664453	176.65250378183555	159.24112495756708	153.11731707147555	145.74443217006046	142.16954963389435	153.53406090842327	145.9864409158472	165.1789427046897	127.77131293021375	146.14287014392903	149.18744156576577	189.7351409996336	164.65165438503027	138.8885882658069	185.4543739730434	139.54870708083035	138.3437683173106	142.138229999342	162.94288244540803	0.0	152.18982990682707	150.08255822322099	159.9068189696991	129.86959263077006	175.46515371801797	148.67776871548267	161.86948675790336	126.82769781089155	157.610597816034	187.35261317831464	150.56826346792514	155.6152595456224	162.31987020664383	162.7873122803867	151.83687064022524	142.98956189409364	144.376641331648	144.35391072960192	165.85832100594416	145.05589003879868	148.7689240454347	163.72187696376932	159.08358512504492	154.90962664643303	159.74123389396118	132.12370772515715	148.17313323059352	140.1714213505038	168.4136648987187	144.03885180069483	138.57163116172887	152.29599011311075	158.14587519899942	150.12017453624867	141.27257248622482	148.31569722498534	146.72929420298897	123.45809366280446	148.7918738765875	158.74387855874375	148.6241867429344	145.05522423311777	144.2332285461016	147.6102223273483	144.73252183408476	141.04871836927487	163.9668508927425	160.4370638004475	176.11046629055636	153.77317661553388	146.29201960192586	140.28133193808026	143.72682990937028	148.93819551775232	138.21964325758745	148.0656203251856	129.3894017135608	151.772810601964	140.16189100261545	175.55352141300682	158.08053511113394	165.06728315295186	137.77661283465568	155.6281815271359	147.3095338366693	156.82366553205793	144.63186722586397	
P34969	106.3993229023472	132.42017851627315	106.76890778949019	128.1878897312854	97.69366269654711	130.4208539427782	135.1572498229507	149.8655045167252	107.65393510213471	108.01856531391968	110.92433992095175	121.14765143557452	100.58741116107558	125.26577646113583	141.93996593888733	97.15380887666834	115.35007905997918	136.41933434951352	178.47531671402976	107.28969656364643	138.60968943042099	157.18356048729038	129.8506757602736	111.63043566638953	127.67892014767858	151.52395983957103	152.18982990682707	0.0	130.1338393803162	115.86652091439464	133.9550622323004	147.65759200250614	113.00717866214109	137.3012801928271	123.77627682927414	118.42344363464508	150.48347121445113	140.9183676847897	118.72640875252546	111.63935291281086	104.48845437393175	120.74960653178277	109.45919930489617	122.51892901884275	103.6384808518269	120.63667203541263	123.98887147493951	114.97983667525114	119.9309573234641	129.6058594963688	108.49446135977632	123.63793776280363	96.22080913385435	114.03060861906852	105.1699150459317	129.5816446679819	144.3370134634897	99.67654407312511	126.70658166802605	115.9036791632825	110.37482780226856	101.41806366026867	111.05547662635217	104.86158062858158	130.97286976265605	90.23215140189859	124.08724263883778	110.65682532967185	112.76581415855617	120.61669393084594	108.25847190394416	121.70603867448517	108.70931428609765	109.92899248590402	104.86871941895515	141.65664866103907	112.69850405029138	120.66593727313739	101.87623385869665	98.05167160343262	111.59034294620506	104.5458077333169	100.95351252960972	91.87029944025562	123.88185836742923	119.12912612748914	142.17258045708877	135.90666455190512	129.0768383341201	123.08765060544829	135.32741702898056	101.61611044357414	111.97002862169029	119.60488587708096	
