	P37288	Q13255	P25101	P43115	P11229	P35367	P41145	P08913	P21917	P13945	P0DMS8	P32745	O15303	P21731	P28221	Q13258	P34995	P08100	Q13639	P41143	Q96G91	Q99677	P25021	P47900	P25100	P50406	P28335	Q5T6X5	Q15722	P35372	P35346	P30542	P51681	P41231	Q8NFJ5	P08588	P24530	Q15077	P30939	Q9Y271	P43119	P25105	P28222	P43088	P35368	O60883	O95665	P20309	Q8TDS4	Q9UBS5	P21554	P41594	Q9NS75	Q14832	Q14416	P43116	P30556	P30518	P34969	P08912	P21728	P34981	P41595	P07550	P29275	P30874	P32238	P43657	P30872	P14416	Q9H244	P18825	Q9H3N8	Q15391	P51582	P18089	P47898	P32239	P28566	Q9Y5N1	Q14831	P08173	O00222	P25024	P28223	P35348	P08908	Q14833	P48039	P08172	P21918	P29274	P35462	Q9NPC1
P0DMS8	0.3152621388435364	-0.4587755799293518	-0.6958840489387512	0.18306277692317963	0.3573172986507416	-0.516065776348114	-0.7099447846412659	-0.1677095890045166	0.1015397384762764	0.26816847920417786	0.9999998211860657	-0.6541376113891602	-0.4817577004432678	0.11054474860429764	0.4077022671699524	0.535820722579956	0.08374041318893433	0.244911327958107	0.5447972416877747	-0.711402177810669	0.3896700441837311	-0.6763353943824768	0.7430533170700073	-0.6934950947761536	-0.24690063297748566	0.214836984872818	0.5039156675338745	-0.43158426880836487	0.4827618896961212	-0.7112926244735718	-0.41545549035072327	0.5223423838615417	0.13253571093082428	-0.7155108451843262	-0.6179018616676331	-0.45931726694107056	-0.7067686915397644	0.335430383682251	0.6427265405654907	0.48696276545524597	0.38172122836112976	0.6223682165145874	0.2329966127872467	0.2788735032081604	-0.27080318331718445	0.03306107223033905	0.3792301118373871	-0.14637821912765503	0.3245634436607361	-0.5384071469306946	-0.6984476447105408	-0.3230264484882355	-0.5947166681289673	-0.5012980699539185	-0.40528836846351624	0.2462991178035736	0.4821217656135559	0.17201198637485504	-0.6970518827438354	-0.08811412751674652	0.6614423394203186	-0.1578473597764969	0.3413664996623993	0.23161642253398895	0.6416898965835571	0.1488475501537323	0.21218055486679077	0.40733617544174194	-0.6965145468711853	0.08534472435712814	0.4549163281917572	-0.21915537118911743	0.6465818285942078	0.44069451093673706	-0.7037752866744995	0.012825824320316315	0.5828890204429626	0.09780445694923401	0.4942047894001007	0.12439583986997604	-0.5382014513015747	0.3246736526489258	-0.5791743993759155	-0.5895638465881348	0.46047264337539673	-0.4959474205970764	0.5495997071266174	-0.48118677735328674	0.44432127475738525	0.38472792506217957	0.5639069676399231	0.6386659145355225	-0.06470765173435211	0.341223806142807	
P32745	-0.3996313512325287	0.4791576564311981	0.9151973128318787	-0.1946723908185959	-0.5456751585006714	0.7656806707382202	0.9075347781181335	0.3227749466896057	-0.3556623160839081	-0.46179065108299255	-0.6541376113891602	1.000000238418579	0.49815821647644043	-0.41534173488616943	-0.6498519778251648	-0.740268886089325	-0.47109851241111755	-0.3812285363674164	-0.2694227695465088	0.9411604404449463	-0.5798025131225586	0.9376013278961182	-0.5076161623001099	0.9390865564346313	0.22599442303180695	-0.008744166232645512	-0.5632480382919312	0.4600091874599457	-0.5069175362586975	0.9176076650619507	0.7220539450645447	-0.5480263829231262	0.038356829434633255	0.9286234378814697	0.9112014770507812	0.809475839138031	0.9317813515663147	-0.4196573793888092	-0.6837666034698486	-0.6029107570648193	-0.6547886729240417	-0.7023274898529053	-0.5215174555778503	-0.42785054445266724	0.24880437552928925	0.1016828790307045	-0.6048030853271484	0.1395871937274933	-0.4799189567565918	0.5555101633071899	0.8895451426506042	0.3329843580722809	0.9279375672340393	0.5330125093460083	0.40613365173339844	-0.6586717367172241	-0.5309767723083496	-0.23581089079380035	0.9040360450744629	0.08839298784732819	-0.43265193700790405	0.5805279016494751	-0.5417073369026184	0.1533072590827942	-0.5639199018478394	0.2384471744298935	-0.5414267182350159	-0.5309361219406128	0.972353994846344	0.26457926630973816	-0.6072763800621033	0.4852359890937805	-0.5396326780319214	-0.6213229298591614	0.8889190554618835	-0.272454172372818	-0.6575667858123779	-0.4645390510559082	-0.6540082693099976	0.062368959188461304	0.5733419060707092	-0.5618544816970825	0.6364617347717285	0.9484699964523315	-0.5765071511268616	0.850820004940033	-0.5262578725814819	0.5012921690940857	-0.5701248049736023	-0.46673113107681274	-0.5816085338592529	-0.42800357937812805	0.4500277042388916	-0.6166393160820007	
O15303	-0.7048865556716919	0.9938957095146179	0.4707043766975403	-0.6392802000045776	-0.44816431403160095	0.8752373456954956	0.5831694602966309	-0.19122314453125	-0.29844802618026733	-0.48842868208885193	-0.4817577004432678	0.49815821647644043	1.0000003576278687	-0.4212576746940613	-0.6781082153320312	-0.5583163499832153	-0.5359846949577332	-0.3068471848964691	-0.2156379669904709	0.5120736956596375	-0.529132068157196	0.5676850080490112	-0.4669339954853058	0.47323405742645264	0.9124004244804382	-0.30856001377105713	-0.6058024764060974	0.993569552898407	-0.4980259835720062	0.513616144657135	0.035830166190862656	-0.5437625050544739	-0.3202124536037445	0.4270952045917511	0.4903008043766022	0.6172824501991272	0.5257676839828491	-0.49379318952560425	-0.5313782691955566	-0.6309420466423035	-0.5251491069793701	-0.6139847040176392	-0.6662008166313171	-0.5165897011756897	0.9245699644088745	-0.33743882179260254	-0.6027937531471252	0.8520859479904175	-0.5676074624061584	0.9852861762046814	0.4366423189640045	0.9577638506889343	0.5181329846382141	0.9946586489677429	0.9882707595825195	-0.6303277611732483	-0.5149812698364258	-0.5097585320472717	0.7137724757194519	0.819575309753418	-0.5098483562469482	0.17581234872341156	-0.5975889563560486	-0.03882153332233429	-0.38083669543266296	-0.2186882495880127	-0.48991164565086365	-0.5771509408950806	0.5676043033599854	0.24755370616912842	-0.6678340435028076	0.2598628103733063	-0.27509045600891113	-0.5633493661880493	0.419301837682724	-0.36870425939559937	-0.6814277768135071	-0.6191082000732422	-0.5574380159378052	-0.13477568328380585	0.9878271222114563	-0.533417820930481	0.9657617211341858	0.5450577735900879	-0.5723855495452881	0.7215046882629395	-0.6825972199440002	0.9993187785148621	-0.6899102926254272	-0.35334599018096924	-0.653835654258728	-0.29175320267677307	0.412857323884964	-0.6167298555374146	
P21731	0.03668823465704918	-0.4228368103504181	-0.31063514947891235	0.08307231217622757	0.5037226676940918	-0.554517924785614	-0.3402648866176605	-0.17408707737922668	0.5184671878814697	0.26217493414878845	0.11054474860429764	-0.41534173488616943	-0.4212576746940613	1.0	0.3482550084590912	0.5270026326179504	0.7607557773590088	0.21561086177825928	-0.13100755214691162	-0.3486281633377075	0.20961786806583405	-0.43747708201408386	0.054127104580402374	-0.3517526090145111	-0.3624698221683502	-0.035923171788454056	0.03596764802932739	-0.4404292702674866	0.13819782435894012	-0.31929945945739746	-0.23486965894699097	0.5367037057876587	-0.09018725156784058	-0.3331342041492462	-0.3891088366508484	-0.5417728424072266	-0.3402734398841858	0.10656733810901642	0.21245518326759338	0.13294249773025513	0.7118905782699585	0.27373677492141724	0.3965635597705841	0.644108235836029	-0.365877628326416	-0.12925834953784943	0.23847249150276184	-0.363138347864151	0.2623535990715027	-0.4089222848415375	-0.2693954408168793	-0.4027237594127655	-0.5114539861679077	-0.4361552298069	-0.41401201486587524	0.5657714605331421	0.2909321188926697	0.132554829120636	-0.4070083498954773	-0.35294508934020996	-0.06408893316984177	-0.5120404362678528	0.1647839993238449	-0.4003687798976898	0.4017011821269989	-0.17171339690685272	0.22846022248268127	0.28158247470855713	-0.4126022458076477	-0.3464511036872864	0.18764838576316833	-0.35472363233566284	-0.06473001837730408	0.27600082755088806	-0.2591266632080078	0.5961941480636597	0.32837504148483276	0.3884004056453705	0.3671262562274933	-0.09546053409576416	-0.4273698031902313	0.4330897331237793	-0.42467424273490906	-0.4946177005767822	0.10199000686407089	-0.5411099791526794	0.08333504945039749	-0.4269159436225891	0.31428012251853943	0.4022217094898224	0.13855908811092377	0.11447030305862427	-0.46068719029426575	0.44051799178123474	
P28221	0.4758686125278473	-0.6698651909828186	-0.5923705697059631	0.3483370542526245	0.5062981247901917	-0.7311705946922302	-0.6310442090034485	-0.0588519424200058	0.18163031339645386	0.34223809838294983	0.4077022671699524	-0.6498519778251648	-0.6781082153320312	0.3482550084590912	0.9999995827674866	0.4817780554294586	0.3965592086315155	0.3022732436656952	0.03897703438997269	-0.608680248260498	0.3702561557292938	-0.6541255712509155	0.3178231716156006	-0.6023430228233337	-0.5583001971244812	0.03516560420393944	0.564602255821228	-0.657972514629364	0.34596988558769226	-0.6037645936012268	-0.3233892619609833	0.3953671455383301	0.10997482389211655	-0.5670081973075867	-0.6380685567855835	-0.664085328578949	-0.6246612668037415	0.29239192605018616	0.7854889631271362	0.5382344126701355	0.36014118790626526	0.5449069142341614	0.9172335267066956	0.4410857558250427	-0.5643087029457092	0.014013479463756084	0.46358054876327515	-0.4885965883731842	0.44139882922172546	-0.6858405470848083	-0.5641688704490662	-0.6108105778694153	-0.6454169750213623	-0.6880616545677185	-0.6365922689437866	0.5632179975509644	0.49895212054252625	0.2595111131668091	-0.7030737400054932	-0.46264228224754333	0.3063291609287262	-0.37180665135383606	0.6342745423316956	-0.10154411941766739	0.28444644808769226	-0.05140918865799904	0.5291458368301392	0.5333412885665894	-0.6512490510940552	-0.3235936462879181	0.5937492847442627	-0.42191749811172485	0.24148783087730408	0.5514615774154663	-0.5526319742202759	0.3083905875682831	0.7200188636779785	0.5488888025283813	0.8511680960655212	-0.12570007145404816	-0.7044867277145386	0.6889526844024658	-0.7195008993148804	-0.6517021059989929	0.6209613084793091	-0.725909948348999	0.6377429962158203	-0.6777985692024231	0.5196271538734436	0.4271869361400604	0.4916767477989197	0.0834956094622612	-0.5159358978271484	0.4611167907714844	
Q13258	0.3499460220336914	-0.5535033941268921	-0.6900503635406494	0.21300412714481354	0.5382835268974304	-0.6791461110115051	-0.7115793824195862	-0.21612988412380219	0.35355791449546814	0.48265427350997925	0.535820722579956	-0.740268886089325	-0.5583163499832153	0.5270026326179504	0.4817780554294586	1.000000238418579	0.5643896460533142	0.20419514179229736	0.27577510476112366	-0.7153827548027039	0.5229620933532715	-0.7162966132164001	0.3658645749092102	-0.7167423367500305	-0.3806148171424866	0.09739679098129272	0.46936511993408203	-0.5426939725875854	0.5221105813980103	-0.7046905755996704	-0.5012316107749939	0.4705463945865631	-0.09830483049154282	-0.7029209136962891	-0.7358176112174988	-0.6331143379211426	-0.7066001296043396	0.37213218212127686	0.5977537035942078	0.49252942204475403	0.8420382142066956	0.5914871096611023	0.3505637049674988	0.41165691614151	-0.4043924808502197	-0.006496036890894175	0.5831548571586609	-0.3348987400531769	0.4100765585899353	-0.6037715077400208	-0.676805317401886	-0.45651975274086	-0.7115896940231323	-0.5813605785369873	-0.5072324275970459	0.7090532183647156	0.4331558048725128	0.3496094048023224	-0.7373233437538147	-0.286243200302124	0.3610599935054779	-0.451015442609787	0.38694167137145996	-0.1361183226108551	0.5422279834747314	-0.20914390683174133	0.36473891139030457	0.3559490144252777	-0.7418866753578186	-0.26305875182151794	0.490446001291275	-0.37124326825141907	0.45239830017089844	0.5209619402885437	-0.6678462028503418	0.2737056314945221	0.5392085909843445	0.4013740122318268	0.5678071975708008	-0.05210743844509125	-0.6011989116668701	0.4627622663974762	-0.6337368488311768	-0.7600527405738831	0.3830096125602722	-0.7261651754379272	0.41416043043136597	-0.5608080625534058	0.4458780586719513	0.3817138969898224	0.4919416904449463	0.42679864168167114	-0.3459833860397339	0.6173127293586731	
P34995	0.2849246859550476	-0.5489763617515564	-0.3962334394454956	0.31195518374443054	0.4900069534778595	-0.6713563799858093	-0.44347041845321655	-0.054643936455249786	0.6717029809951782	0.5256054401397705	0.08374041318893433	-0.47109851241111755	-0.5359846949577332	0.7607557773590088	0.3965592086315155	0.5643896460533142	1.000000238418579	0.20723506808280945	-0.0574188232421875	-0.43069684505462646	0.40964779257774353	-0.514397382736206	0.11238877475261688	-0.435909241437912	-0.4715965986251831	0.07553470134735107	0.1619413197040558	-0.5686985850334167	0.2604275047779083	-0.4124143123626709	-0.18920406699180603	0.5486820340156555	-0.09953190386295319	-0.39773279428482056	-0.46608781814575195	-0.5395891666412354	-0.42670220136642456	0.27539703249931335	0.1599760353565216	0.18231917917728424	0.7302162647247314	0.30135127902030945	0.47634357213974	0.45985016226768494	-0.47964367270469666	0.03830396756529808	0.4709942638874054	-0.4896858036518097	0.3909362554550171	-0.5345189571380615	-0.3597947955131531	-0.5235575437545776	-0.5890602469444275	-0.5595611929893494	-0.534080982208252	0.6915611028671265	0.27735042572021484	0.33189547061920166	-0.5118495225906372	-0.47699040174484253	0.03782504051923752	-0.5315697193145752	0.24702174961566925	-0.33044499158859253	0.3833457827568054	-0.1801973432302475	0.3439314663410187	0.28004223108291626	-0.4973565340042114	-0.3965027928352356	0.30245235562324524	-0.25835391879081726	-0.035114970058202744	0.29281219840049744	-0.34309741854667664	0.5226887464523315	0.43238726258277893	0.609495222568512	0.26376914978027344	0.042878348380327225	-0.5449874997138977	0.412041038274765	-0.5440658926963806	-0.5827557444572449	0.19826610386371613	-0.6324245929718018	0.23838971555233002	-0.5464019775390625	0.4296465218067169	0.20928053557872772	0.35411059856414795	0.21155324578285217	-0.47326958179473877	0.64366614818573	
P08100	0.1901823878288269	-0.31224384903907776	-0.3255924880504608	-0.013074031099677086	0.024303751066327095	-0.46493878960609436	-0.35776570439338684	-0.15750262141227722	0.10471658408641815	-0.07894640415906906	0.244911327958107	-0.3812285363674164	-0.3068471848964691	0.21561086177825928	0.3022732436656952	0.20419514179229736	0.20723506808280945	0.9999995827674866	0.042360659688711166	-0.3482237160205841	0.35595548152923584	-0.3905400335788727	0.30133265256881714	-0.31101417541503906	-0.20382718741893768	-0.023643214255571365	0.030547959730029106	-0.2975913882255554	0.3360954523086548	-0.3331736922264099	-0.031898897141218185	0.18442796170711517	0.49784377217292786	-0.3029046952724457	-0.286743700504303	-0.4173283576965332	-0.36463451385498047	0.41236966848373413	0.11630818247795105	0.4320809245109558	0.2163238525390625	0.3781036138534546	0.2907097041606903	0.35921570658683777	-0.19789928197860718	0.0058460417203605175	0.23604035377502441	-0.1555176079273224	0.021291904151439667	-0.3230860233306885	-0.3035737872123718	-0.23540347814559937	-0.37530121207237244	-0.32751402258872986	-0.25350135564804077	0.33038729429244995	0.1279570758342743	0.10628395527601242	-0.4113028049468994	-0.14267438650131226	0.1662064492702484	-0.07136457413434982	0.20846453309059143	-0.009124231524765491	-0.03640828654170036	0.2773470878601074	0.3377072811126709	0.357639342546463	-0.3763694763183594	-0.16337591409683228	0.43445444107055664	-0.2253665179014206	0.2950611710548401	0.43399688601493835	-0.2794572114944458	0.1072755828499794	0.14991290867328644	0.12555129826068878	0.22676199674606323	0.054895658046007156	-0.3449656665325165	0.16750739514827728	-0.3634471893310547	-0.29765385389328003	0.276956707239151	-0.42610064148902893	0.21846139430999756	-0.31481045484542847	0.5860918760299683	0.14210519194602966	0.11911020427942276	-0.020967775955796242	-0.3927015960216522	0.1537601351737976	
Q13639	0.2938035726547241	-0.20513677597045898	-0.4914829134941101	0.0649760514497757	0.2282838225364685	-0.1838153898715973	-0.4980944097042084	0.18556387722492218	0.09809950739145279	0.36499303579330444	0.5447972416877747	-0.2694227695465088	-0.2156379669904709	-0.13100755214691162	0.03897703438997269	0.27577510476112366	-0.0574188232421875	0.042360659688711166	1.0000001192092896	-0.4678266942501068	0.3157555162906647	-0.4029195308685303	0.7455168962478638	-0.46506696939468384	-0.00739145465195179	0.5631531476974487	0.2008395940065384	-0.18784500658512115	0.5214647650718689	-0.5009642839431763	-0.03233221918344498	0.1311633437871933	0.2121552973985672	-0.49505776166915894	-0.36363333463668823	0.06706858426332474	-0.4723469316959381	0.3167506158351898	0.2856557369232178	0.0174776092171669	0.14475172758102417	0.24593830108642578	-0.08408192545175552	-0.12571845948696136	-0.03555656224489212	0.24432112276554108	0.29131749272346497	0.03755229711532593	0.051764246076345444	-0.2972249388694763	-0.5210951566696167	-0.06334031373262405	-0.30915939807891846	-0.2510257959365845	-0.15500934422016144	-0.10936771333217621	0.16891473531723022	0.40873801708221436	-0.42347705364227295	0.08463054895401001	0.7340050935745239	0.23300275206565857	-0.08049141615629196	0.6867231130599976	0.3217832148075104	0.37281620502471924	-0.1542738974094391	0.06050141155719757	-0.3941328227519989	0.4109312891960144	0.010232743807137012	0.3089337646961212	0.6611222624778748	-0.03661135211586952	-0.5296880006790161	-0.18073783814907074	0.3822149932384491	-0.1529948115348816	0.09675642848014832	0.5371764302253723	-0.27676352858543396	-0.03781425952911377	-0.3243118226528168	-0.2613544166088104	0.06623122841119766	-0.07519020885229111	0.4937433898448944	-0.22230854630470276	0.1884879171848297	0.028351780027151108	0.5406575202941895	0.7748187184333801	0.39644908905029297	0.24023671448230743	
P41143	-0.4832199215888977	0.4951142370700836	0.9907329678535461	-0.24592338502407074	-0.5350503921508789	0.7477958798408508	0.9897246956825256	0.18849393725395203	-0.36634761095046997	-0.5575819611549377	-0.711402177810669	0.9411604404449463	0.5120736956596375	-0.3486281633377075	-0.608680248260498	-0.7153827548027039	-0.43069684505462646	-0.3482237160205841	-0.4678266942501068	1.0000003576278687	-0.6679060459136963	0.9725849628448486	-0.6479200124740601	0.9878836274147034	0.20724761486053467	-0.2314840406179428	-0.5423038601875305	0.4709501564502716	-0.6360331773757935	0.9955947995185852	0.5516564249992371	-0.5379659533500671	-0.08182471990585327	0.9764392971992493	0.9037920832633972	0.6588253974914551	0.9940555691719055	-0.5340360999107361	-0.6694626212120056	-0.5426413416862488	-0.5967122316360474	-0.6632570624351501	-0.47632160782814026	-0.30148008465766907	0.2314581274986267	-0.05128835141658783	-0.6782975196838379	0.12719841301441193	-0.42263591289520264	0.5943704843521118	0.9828472137451172	0.3172292113304138	0.9217234253883362	0.5624692440032959	0.408578485250473	-0.5720140933990479	-0.47896790504455566	-0.39871516823768616	0.9552110433578491	0.06634397804737091	-0.5882883071899414	0.40765950083732605	-0.4534929692745209	-0.11713117361068726	-0.5529993176460266	0.017508523538708687	-0.47434166073799133	-0.46978679299354553	0.9821476340293884	0.1156451478600502	-0.5430161356925964	0.29784291982650757	-0.6539125442504883	-0.5228407979011536	0.9769834876060486	-0.18942229449748993	-0.724520206451416	-0.42370572686195374	-0.5984709858894348	-0.14771990478038788	0.6089953780174255	-0.46647217869758606	0.6835368275642395	0.9119789600372314	-0.5380743741989136	0.7822233438491821	-0.6421568393707275	0.5200065970420837	-0.5895439386367798	-0.3814307153224945	-0.672781765460968	-0.5718954205513	0.2870217561721802	-0.6699018478393555	
Q96G91	0.6060183644294739	-0.5367614030838013	-0.6508291363716125	0.3812576234340668	0.19606180489063263	-0.6634268760681152	-0.7035267949104309	0.09105861186981201	0.3854573965072632	0.635030210018158	0.3896700441837311	-0.5798025131225586	-0.529132068157196	0.20961786806583405	0.3702561557292938	0.5229620933532715	0.40964779257774353	0.35595548152923584	0.3157555162906647	-0.6679060459136963	1.000000238418579	-0.663017988204956	0.47331860661506653	-0.6272212862968445	-0.3371034264564514	0.4470907151699066	0.3253557085990906	-0.5212846398353577	0.8071763515472412	-0.681630551815033	-0.040049102157354355	0.25845909118652344	0.34195348620414734	-0.5757943987846375	-0.5492879748344421	-0.38582879304885864	-0.6616044640541077	0.8669480085372925	0.2550465762615204	0.6068398356437683	0.44791358709335327	0.43254485726356506	0.2967795431613922	0.05331198126077652	-0.34961485862731934	0.47524553537368774	0.8617862462997437	-0.32946935296058655	0.2101580649614334	-0.5851276516914368	-0.6501497626304626	-0.4177250564098358	-0.573819637298584	-0.5786191821098328	-0.47086378931999207	0.4670881927013397	0.06950896233320236	0.6612908244132996	-0.7221555709838867	-0.2762371599674225	0.4423207640647888	-0.14326754212379456	0.293609082698822	0.1858183890581131	0.16414141654968262	0.18288381397724152	0.4005361497402191	0.242381289601326	-0.6550171971321106	-0.17824365198612213	0.5035630464553833	-0.03920580446720123	0.5785180330276489	0.4009931683540344	-0.6162863969802856	0.06777145713567734	0.48634302616119385	0.4336881637573242	0.22628548741340637	0.3193158209323883	-0.6010593175888062	0.11404597759246826	-0.6404556632041931	-0.5849146842956543	0.32673802971839905	-0.6455753445625305	0.5277899503707886	-0.5433387756347656	0.6466366052627563	-0.07127370685338974	0.524895429611206	0.3537723124027252	-0.26356855034828186	0.7369440197944641	
Q99677	-0.4803841710090637	0.5451845526695251	0.961919903755188	-0.22338852286338806	-0.571831464767456	0.8002094030380249	0.9655739068984985	0.14114686846733093	-0.44444769620895386	-0.5525996685028076	-0.6763353943824768	0.9376013278961182	0.5676850080490112	-0.43747708201408386	-0.6541255712509155	-0.7162966132164001	-0.514397382736206	-0.3905400335788727	-0.4029195308685303	0.9725849628448486	-0.663017988204956	0.9999996423721313	-0.634152352809906	0.9761438965797424	0.25997212529182434	-0.24749597907066345	-0.5047617554664612	0.5314028859138489	-0.6139212250709534	0.9660409688949585	0.5288793444633484	-0.5717540979385376	-0.09624835848808289	0.9614680409431458	0.8837876915931702	0.6944631338119507	0.9721906185150146	-0.5232298374176025	-0.6676203608512878	-0.537731409072876	-0.6435765624046326	-0.6537662148475647	-0.5470314025878906	-0.35644328594207764	0.28446775674819946	-0.06437093019485474	-0.6691742539405823	0.18099761009216309	-0.39521971344947815	0.6295068264007568	0.9385592341423035	0.37448951601982117	0.9624857902526855	0.6185302138328552	0.4682580530643463	-0.6124924421310425	-0.4639125466346741	-0.4078389108181	0.9529815316200256	0.1222386509180069	-0.5480555295944214	0.4719771444797516	-0.4670083224773407	-0.06162325665354729	-0.5639676451683044	0.021344510838389397	-0.49466174840927124	-0.4825928211212158	0.9779863953590393	0.12638351321220398	-0.5522351861000061	0.3010387718677521	-0.6090034246444702	-0.5385647416114807	0.9395416378974915	-0.26945334672927856	-0.7386459708213806	-0.4653668701648712	-0.6245247721672058	-0.16443434357643127	0.6596048474311829	-0.5230323076248169	0.7253945469856262	0.9282774329185486	-0.5234630703926086	0.8124313950538635	-0.645282506942749	0.5778090953826904	-0.6273532509803772	-0.40451690554618835	-0.6560372114181519	-0.5411801934242249	0.3415520489215851	-0.6795517802238464	
P25021	0.4259929955005646	-0.44842126965522766	-0.6503903269767761	0.18721038103103638	0.31615570187568665	-0.4898416996002197	-0.6770666837692261	0.1255054622888565	0.2473461925983429	0.3516823649406433	0.7430533170700073	-0.5076161623001099	-0.4669339954853058	0.054127104580402374	0.3178231716156006	0.3658645749092102	0.11238877475261688	0.30133265256881714	0.7455168962478638	-0.6479200124740601	0.47331860661506653	-0.634152352809906	0.9999997019767761	-0.6343969106674194	-0.21330955624580383	0.49784016609191895	0.2762104570865631	-0.4362792372703552	0.5574098229408264	-0.6629929542541504	-0.1408698409795761	0.32126301527023315	0.32799094915390015	-0.6516704559326172	-0.49687960743904114	-0.25437986850738525	-0.6576314568519592	0.4581514596939087	0.46280762553215027	0.3019068241119385	0.27653995156288147	0.47975507378578186	0.22561617195606232	0.1153026819229126	-0.24114282429218292	0.21159446239471436	0.39012590050697327	-0.12903979420661926	0.15479491651058197	-0.5217615962028503	-0.6537430286407471	-0.29500171542167664	-0.5495902895927429	-0.5020707845687866	-0.38948318362236023	0.10041546076536179	0.32710665464401245	0.4035066068172455	-0.6466917395591736	-0.07844331860542297	0.8303252458572388	0.04876718670129776	0.14731726050376892	0.5099416971206665	0.4102676808834076	0.4382431209087372	0.047386933118104935	0.3687525987625122	-0.6131671071052551	0.33391237258911133	0.2767026126384735	0.13609038293361664	0.7134403586387634	0.19696013629436493	-0.6616907119750977	-0.10538594424724579	0.5906168222427368	0.007046311162412167	0.3124418258666992	0.48341265320777893	-0.530228853225708	0.20672374963760376	-0.5711607336997986	-0.475436806678772	0.2768614888191223	-0.3470200002193451	0.6647927761077881	-0.47615206241607666	0.5478770732879639	0.18299636244773865	0.6255696415901184	0.7360917925834656	0.1586715281009674	0.3569157123565674	
P47900	-0.44072046875953674	0.45031532645225525	0.988709032535553	-0.19973327219486237	-0.5560501217842102	0.7082969546318054	0.9724786281585693	0.18775802850723267	-0.38228651881217957	-0.5507590174674988	-0.6934950947761536	0.9390865564346313	0.47323405742645264	-0.3517526090145111	-0.6023430228233337	-0.7167423367500305	-0.435909241437912	-0.31101417541503906	-0.46506696939468384	0.9878836274147034	-0.6272212862968445	0.9761438965797424	-0.6343969106674194	1.0	0.16465826332569122	-0.2156931608915329	-0.5220608115196228	0.4311450123786926	-0.6004206538200378	0.9850971102714539	0.5881590247154236	-0.5248602032661438	-0.020788080990314484	0.9893646240234375	0.9017217755317688	0.6424720287322998	0.9863511919975281	-0.47554242610931396	-0.6792360544204712	-0.4884037375450134	-0.5985238552093506	-0.6386212706565857	-0.47054147720336914	-0.2938065826892853	0.19024601578712463	-0.021602531895041466	-0.6460473537445068	0.0851868987083435	-0.404857873916626	0.5488910675048828	0.9771906137466431	0.2753473222255707	0.9390568733215332	0.5231707692146301	0.3704834580421448	-0.5595332980155945	-0.47289758920669556	-0.3725464940071106	0.9287323951721191	0.02694579027593136	-0.5634564757347107	0.4381030797958374	-0.4305937886238098	-0.1041446104645729	-0.5626097917556763	0.06251367926597595	-0.45472410321235657	-0.44333383440971375	0.972777783870697	0.08462927490472794	-0.5076162815093994	0.28702834248542786	-0.6423887610435486	-0.4969515800476074	0.9829152226448059	-0.19992060959339142	-0.7145278453826904	-0.40159493684768677	-0.6023507714271545	-0.14784440398216248	0.5691463351249695	-0.4805071949958801	0.6444774866104126	0.9224318861961365	-0.5140849947929382	0.7515419721603394	-0.6229601502418518	0.4810371398925781	-0.546699047088623	-0.3862922787666321	-0.6540486812591553	-0.5773290991783142	0.2569214403629303	-0.6451581120491028	
P25100	-0.6133063435554504	0.9182771444320679	0.16162823140621185	-0.6624373197555542	-0.29441699385643005	0.7017031908035278	0.28032001852989197	-0.2386288046836853	-0.15774139761924744	-0.3454422354698181	-0.24690063297748566	0.22599442303180695	0.9124004244804382	-0.3624698221683502	-0.5583001971244812	-0.3806148171424866	-0.4715965986251831	-0.20382718741893768	-0.00739145465195179	0.20724761486053467	-0.3371034264564514	0.25997212529182434	-0.21330955624580383	0.16465826332569122	1.0	-0.1815490871667862	-0.5090855956077576	0.9260655045509338	-0.3047109842300415	0.20558695495128632	-0.13070538640022278	-0.41842326521873474	-0.2854262590408325	0.11211962252855301	0.23017767071723938	0.4901527762413025	0.21827466785907745	-0.3523501455783844	-0.34163329005241394	-0.5297881960868835	-0.37022340297698975	-0.45333030819892883	-0.5850371718406677	-0.4938521385192871	0.9958807229995728	-0.33315563201904297	-0.44116392731666565	0.9706594347953796	-0.5353056788444519	0.8620209693908691	0.13229167461395264	0.9704208374023438	0.23277540504932404	0.881233811378479	0.9525296092033386	-0.5498880743980408	-0.4255375266075134	-0.411597341299057	0.43498045206069946	0.962058424949646	-0.2998198866844177	0.07439052313566208	-0.5391030311584473	0.05744699388742447	-0.18855689465999603	-0.19969286024570465	-0.42158830165863037	-0.49068063497543335	0.2741832435131073	0.3182954788208008	-0.5867993235588074	0.25157347321510315	-0.004379973281174898	-0.4867475628852844	0.10984695702791214	-0.3787299692630768	-0.48586684465408325	-0.5835007429122925	-0.42582350969314575	-0.016938593238592148	0.8524080514907837	-0.4327112138271332	0.7950471043586731	0.28934985399246216	-0.48068761825561523	0.546116292476654	-0.5066676735877991	0.9068617224693298	-0.5565463900566101	-0.25523027777671814	-0.4611266553401947	-0.054613400250673294	0.42170101404190063	-0.4650972783565521	
